ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
195;078_231BV_66.0;Onbekend;0,003;3,552;12-12-2019
196;017_27R_61.4;Onbekend;0,028;0,736;12-12-2019
197;050_463AR_4.2;Onbekend;2,175;3,568;12-12-2019
198;587_481R_7.0;Onbekend;0,032;0,833;12-12-2019
199;050_465R_4.3;Onbekend;0,028;2,096;12-12-2019
200;050_465R_4.3;Onbekend;2,097;2,665;12-12-2019
201;614_2123V_47.5;Onbekend;0,002;0,398;12-12-2019
202;046_255BV_41.6;Onbekend;0,081;5,126;12-12-2019
203;614_2131V_47.6;Onbekend;0,001;0,29;12-12-2019
204;614_2129R_47.5;Onbekend;0,033;0,354;12-12-2019
205;161_2221V_9.4;Onbekend;0,002;10,76;12-12-2019
206;161_2223V_9.4;Onbekend;0,002;10,705;12-12-2019
207;161_2519R_20.4;Onbekend;0,062;0,49;12-12-2019
208;161_2521L_20.4;Onbekend;0,062;0,49;12-12-2019
209;161_2539L_21.2;Onbekend;0,053;10,2;12-12-2019
210;161_2541V_21.3;Onbekend;0,002;10,094;12-12-2019
211;161_2677V_31.9;Onbekend;0;3,426;12-12-2019
212;161_2675L_31.7;Onbekend;0,048;3,59;12-12-2019
213;038_285AL_95.9;Onbekend;0,043;9,084;12-12-2019
214;038_285BV_96.0;Onbekend;0,003;8,982;12-12-2019
215;085_215BV_19.9;Onbekend;0;11,87;12-12-2019
216;057_43R_11.2;Onbekend;0,035;9,226;12-12-2019
217;027_945V_148.6;Onbekend;0;0,579;12-12-2019
218;027_957AR_149.2;Clipped Tuned, type Corus 54E1;0,047;0,292;12-12-2019
219;027_931R_147.6;Onbekend;0,048;0,074;12-12-2019
220;027_931R_147.6;Onbekend;0,074;1,18;12-12-2019
221;589_969L_149.5;Schrey & Veit, VICON-AMSA 5RQ;0,45;1,646;12-12-2019
222;027_955BV_149.2;Onbekend;0;0,318;12-12-2019
223;027_955AR_149.1;Clipped Tuned, type Corus 54E1;0,047;0,276;12-12-2019
224;027_943BV_148.6;Glued Tuned, type Corus 54E1;0;0,452;12-12-2019
225;027_943AL_148.5;Clipped Tuned, type Corus 54E1;0,029;0,085;12-12-2019
226;027_933R_147.6;Clipped Tuned, type Corus 54E1;0,046;0,997;12-12-2019
227;027_941R_148.6;Onbekend;0,047;1,074;12-12-2019
228;027_931L_147.6;Onbekend;0,074;0,201;12-12-2019
229;589_971BV_149.6;Schrey & Veit, VICON-AMSA 54VS;0;0,765;12-12-2019
230;589_971AL_149.5;Onbekend;0,047;0,862;12-12-2019
231;027_955BV_149.2;Onbekend;0,527;1,39;12-12-2019
232;026_243BV_26.1;Onbekend;0;0,786;12-12-2019
233;026_243AR_26.0;Onbekend;0,037;0,91;12-12-2019
234;047_71L_52.2;Onbekend;0,074;4,334;12-12-2019
235;552_229BV_82.6;Onbekend;3,322;3,922;12-12-2019
236;552_227AR_82.5;Onbekend;3,363;3,963;12-12-2019
237;549_283V_70.9;Onbekend;0;0,098;12-12-2019
238;549_283V_70.9;Clipped Tuned, type Corus 54E1;0,098;0,663;12-12-2019
239;011_299BV_70.0;Onbekend;0;2,765;12-12-2019
240;011_301AR_70.0;Clipped Tuned, type Corus 54E1;0,029;2,565;12-12-2019
241;011_73V_68.9;Clipped Tuned, type Corus 54E1;0;1,458;12-12-2019
242;654_427L_50.4;Clipped Tuned, type Corus 54E1;0,166;16,734;12-12-2019
243;654_429V_50.5;Clipped Tuned, type Corus 54E1;0,056;16,652;12-12-2019
244;103_303V_28.8;Onbekend;0;1,707;12-12-2019
245;609_127V_27.2;Onbekend;0;0,447;12-12-2019
246;123_3AR_10.6;Onbekend;0,028;0,865;12-12-2019
247;609_123BV_27.2;Onbekend;0;0,502;12-12-2019
248;510_401V_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,003;1,45;12-12-2019
249;510_403L_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,036;1,51;12-12-2019
250;055_423BV_37.4;Onbekend;0,002;1,243;12-12-2019
251;055_427AR_37.6;Onbekend;0,031;1,067;12-12-2019
252;546_1015R_4.5;Onbekend;0,246;0,525;12-12-2019
253;528_55AL_29.0;Onbekend;0,23;6,03;12-12-2019
254;528_55BV_29.0;Onbekend;0,168;5,968;12-12-2019
255;024_203L_25.8;Onbekend;0,027;0,77;12-12-2019
256;024_201AL_25.7;Onbekend;0,028;0,898;12-12-2019
257;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0,001;0,062;12-12-2019
258;618_273AR_49.5;Onbekend;0,029;0,124;12-12-2019
259;050_463AR_4.2;Onbekend;0,029;2,174;12-12-2019
260;605_1BL_33.4;Onbekend;0,029;0,215;12-12-2019
261;605_3BL_33.5;Onbekend;0,109;0,308;12-12-2019
262;562_159R_60.9;Onbekend;6,305;13,993;12-12-2019
263;562_161L_61.2;Onbekend;6,006;13,682;12-12-2019
264;551_163R_24.0;Onbekend;4,273;14,42;12-12-2019
265;551_161AR_23.6;Onbekend;4,675;14,822;12-12-2019
266;135_253V_21.5;Onbekend;0,003;5,989;12-12-2019
267;135_255V_21.5;Onbekend;0;5,99;12-12-2019
268;055_399AR_19.6;Onbekend;0,052;8,433;12-12-2019
269;055_399BV_19.7;Onbekend;0,002;8,328;12-12-2019
270;055_413BV_29.6;Onbekend;0,002;7,747;12-12-2019
271;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;8,433;9,892;12-12-2019
272;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;8,328;9,761;12-12-2019
273;618_273AR_49.5;Onbekend;0,124;10,8;12-12-2019
274;027_955BV_149.2;Onbekend;0,319;0,527;12-12-2019
275;552_227AR_82.5;Onbekend;3,963;4,561;12-12-2019
276;552_229BV_82.6;Onbekend;3,922;4,578;12-12-2019
277;550_41AV_25.3;Onbekend;1,461;8,46;12-12-2019
278;133_1019R_8.7;Onbekend;1,135;6,864;12-12-2019
279;133_1021L_8.8;Onbekend;1,234;2,88;12-12-2019
280;047_41L_42.5;Schrey & Veit, VICON-AMSA 54VS;0,046;0,128;12-12-2019
281;531_2677L_34.7;Onbekend;1,158;1,821;12-12-2019
282;531_2323R_33.8;Onbekend;0,253;0,887;12-12-2019
283;531_2323R_33.8;Onbekend;0,048;0,253;12-12-2019
284;531_2321V_33.6;Onbekend;0,081;0,714;12-12-2019
285;531_2677L_34.7;Onbekend;0,027;1,187;12-12-2019
286;531_2327R_33.9;Clipped Tuned, type Corus 54E1;0,358;0,991;12-12-2019
287;555_387V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,884;12-12-2019
288;135_273BV_22.2;Onbekend;0,003;17,209;12-12-2019
289;135_275BV_22.2;Onbekend;0,003;17,202;12-12-2019
290;135_2035V_40.5;Onbekend;0;2,149;12-12-2019
291;135_2029V_40.4;Onbekend;0,003;2,277;12-12-2019
292;079_171BV_14.2;Onbekend;0;10,86;12-12-2019
293;079_171AR_14.3;Onbekend;0,029;10,921;12-12-2019
294;079_169BV_14.3;Clipped Tuned, type Corus 54E1;0;0,033;12-12-2019
295;079_169AL_14.4;Clipped Tuned, type Corus 54E1;0,029;0,129;12-12-2019
296;079_163AL_15.0;Onbekend;0,028;0,596;12-12-2019
297;079_163BV_14.9;Onbekend;0;0,567;12-12-2019
298;163_961V_44.4;Onbekend;0;0,24;12-12-2019
299;163_965V_44.4;Onbekend;0;0,186;12-12-2019
300;163_967V_44.4;Onbekend;0;0,262;12-12-2019
301;163_969V_44.4;Onbekend;0;0,258;12-12-2019
302;163_959BV_44.3;Onbekend;0,003;0,166;12-12-2019
303;520_31AL_27.9;Onbekend;0,038;0,387;12-12-2019
304;520_31BV_28.0;Onbekend;0;0,256;12-12-2019
305;520_45AR_28.3;Onbekend;0,028;0,155;12-12-2019
306;520_45BV_28.3;Onbekend;0;0,045;12-12-2019
307;588_411AR_2.8;Onbekend;0,837;1,537;12-12-2019
308;588_411AR_2.8;Onbekend;0,032;0,365;12-12-2019
309;526_15AV_4.1;Onbekend;0;0,644;12-12-2019
310;526_15BL_4.2;Onbekend;0,017;0,587;12-12-2019
311;927_9AV_904.3;Onbekend;0,087;0,738;12-12-2019
312;526_433BV_3.5;Onbekend;0;0,571;12-12-2019
313;526_437R_3.5;Onbekend;0,039;0,568;12-12-2019
314;526_437L_3.5;Onbekend;0,037;0,508;12-12-2019
315;588_411AR_2.8;Clipped Tuned, type Corus 54E1;0,367;0,812;12-12-2019
316;588_415BV_2.9;Clipped Tuned, type Corus 54E1;0,261;0,541;12-12-2019
317;588_353AL_1.2;Clipped Tuned, type Corus 54E1;1,955;2,189;12-12-2019
318;588_351AL_1.2;Clipped Tuned, type Corus 54E1;2,009;2,195;12-12-2019
319;588_417BV_2.9;Onbekend;0,26;0,521;12-12-2019
320;526_435R_3.5;Onbekend;0,035;0,455;12-12-2019
321;588_415BV_2.9;Onbekend;0;0,26;12-12-2019
322;588_417BV_2.9;Onbekend;0;0,26;12-12-2019
323;588_353AL_1.2;Onbekend;1,438;1,937;12-12-2019
324;588_351AL_1.2;Onbekend;1,486;2,009;12-12-2019
325;588_415AR_2.9;Onbekend;0,017;0,315;12-12-2019
326;206_101V_12.2;Onbekend;0;10,556;12-12-2019
327;206_123V_18.2;Onbekend;0;11,612;12-12-2019
328;605_1AV_33.4;Onbekend;0,129;7,503;12-12-2019
329;009_115AR_148.1;Onbekend;0,031;1,26;12-12-2019
330;009_117R_148.2;Onbekend;0,033;0,656;12-12-2019
331;009_129V_148.9;Onbekend;0,002;0,463;12-12-2019
332;603_179AL_3.9;Onbekend;0,017;0,401;12-12-2019
333;100_2105AV_7.7;Onbekend;0;5,68;12-12-2019
334;563_167AR_56.8;Onbekend;0,06;0,532;12-12-2019
335;563_167BV_56.9;Onbekend;0,009;0,409;12-12-2019
336;563_169AL_56.8;Onbekend;0,055;0,468;12-12-2019
337;563_169BV_56.9;Onbekend;0,003;0,342;12-12-2019
338;563_175AL_57.3;Onbekend;0,037;0,356;12-12-2019
339;563_185AR_57.3;Onbekend;0,037;0,117;12-12-2019
340;613_905R_75.8;Clipped Tuned, type Corus 54E1;0,017;0,242;12-12-2019
341;054_1315AR_47.4;Onbekend;0,048;5,441;12-12-2019
342;027_931L_147.6;Schrey & Veit, VICON-AMSA 5RQ;0,201;1,268;12-12-2019
343;027_931L_147.6;Onbekend;0,048;0,074;12-12-2019
344;531_2327R_33.9;Clipped Tuned, type Corus 54E1;0,029;0,357;12-12-2019
345;057_45R_11.4;Onbekend;0,031;0,809;12-12-2019
346;057_41R_11.2;Onbekend;0,034;1,143;12-12-2019
347;531_2321V_33.6;Onbekend;0;0,08;12-12-2019
348;055_455V_38.7;Onbekend;0,001;0,043;12-12-2019
349;054_1315BV_47.5;Onbekend;0;5,225;12-12-2019
350;123_29AL_11.6;Onbekend;0,029;8,288;12-12-2019
351;123_29BV_11.6;Onbekend;0,003;8,26;12-12-2019
352;055_319AL_11.8;Onbekend;0,029;7,846;12-12-2019
353;055_319BV_11.8;Onbekend;0,002;7,733;12-12-2019
354;517_11BR_68.7;Onbekend;0,097;2,098;12-12-2019
355;517_11AV_68.7;Onbekend;0,04;2,036;12-12-2019
356;121_523BV_8.3;Onbekend;5,774;7,334;12-12-2019
357;551_107R_21.8;Onbekend;0,021;0,826;12-12-2019
358;551_115AR_21.8;Onbekend;0,047;0,647;12-12-2019
359;551_111L_21.8;Onbekend;0,049;0,787;12-12-2019
360;551_115BV_21.9;Onbekend;0,002;0,487;12-12-2019
361;517_253AL_0.9;Onbekend;0,066;1,508;12-12-2019
362;517_229AL_0.4;Onbekend;0,037;0,516;12-12-2019
363;121_523AR_8.4;Onbekend;0,048;5,88;12-12-2019
364;121_523BV_8.3;Onbekend;0;5,774;12-12-2019
365;517_251R_0.9;Onbekend;0,081;0,54;12-12-2019
366;551_163R_24.0;Onbekend;0,22;4,273;12-12-2019
367;551_161AR_23.6;Onbekend;0,622;4,675;12-12-2019
368;551_131AL_22.4;Onbekend;0,053;0,128;12-12-2019
369;009_25BR_165.9;Onbekend;0,018;16,552;12-12-2019
370;009_25AV_165.8;Onbekend;0,002;16,468;12-12-2019
371;950_475BV_8.3;Onbekend;0,003;2,298;12-12-2019
372;950_475AR_8.2;Onbekend;0,059;2,465;12-12-2019
373;112_467BV_67.2;Onbekend;0,003;5,453;12-12-2019
374;514_49BR_65.3;Onbekend;0,784;8,651;12-12-2019
375;514_49AV_65.2;Onbekend;0,739;8,583;12-12-2019
376;508_2057R_91.1;Onbekend;0,059;0,941;12-12-2019
377;508_2109R_91.5;Onbekend;0,057;0,593;12-12-2019
378;664_107BV_42.1;Glued Tuned, type Corus 54E1;0,003;0,286;12-12-2019
379;664_123AR_42.5;Glued Tuned, type Corus 54E1;0,035;0,445;12-12-2019
380;664_107AL_42.0;Glued Tuned, type Corus 54E1;0,062;0,443;12-12-2019
381;664_131AV_42.9;Glued Tuned, type Corus 54E1;0,002;0,34;12-12-2019
382;664_133R_42.9;Glued Tuned, type Corus 54E1;0,016;0,076;12-12-2019
383;664_131AL_42.9;Glued Tuned, type Corus 54E1;0,036;0,26;12-12-2019
384;664_141AR_43.1;Glued Tuned, type Corus 54E1;0,035;0,213;12-12-2019
385;664_143AR_43.1;Glued Tuned, type Corus 54E1;0,023;0,155;12-12-2019
386;664_255R_43.2;Glued Tuned, type Corus 54E1;0,024;0,115;12-12-2019
387;664_135L_43.0;Glued Tuned, type Corus 54E1;0,032;0,053;12-12-2019
388;664_143AR_43.1;Onbekend;0,155;0,435;12-12-2019
389;664_141AR_43.1;Onbekend;0,213;0,541;12-12-2019
390;163_165AR_43.6;Glued Tuned, type Corus 54E1;0,038;0,648;12-12-2019
391;163_163BV_43.7;Glued Tuned, type Corus 54E1;0,002;0,566;12-12-2019
