SPOORTAK_IDENTIFICATIE;TRAJECT;TRJ_VAN;TRJ_NAAR;SPOORLIJNNAAM;N_SP_VAN;N_SP_NAAR;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SPOORTAK_VAN;SPOORTAK_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ
614_404R_48.4;;;;;;;;;;;;;;
801_33V_500.1;;;;;;;;;;;;;;
614_2121R_47.4;;;;;;;;;;;;;;
051_299L_50.6;;;;;;;;;;;;;;
614_2209V_48.4;;;;;;;;;;;;;;
478_1553V_1.9;;;;;;;;;;;;;;
133_1165AV_19.8;;;;;;;;;;;;;;
479_2059V_301.7;;;;;;;;;;;;;;
478_1033R_0.4;;;;;;;;;;;;;;
550_97BqV_25.9;;;;;;;;;;;;;;
479_7L_501.5;;;;;;;;;;;;;;
614_2237R_48.5;;;;;;;;;;;;;;
478_1587R_2.0;;;;;;;;;;;;;;
531_215AL_35.6;;;;;;;;;;;;;;
478_1137V_0.7;;;;;;;;;;;;;;
486_413R_77.6;;;;;;;;;;;;;;
950_91R_41.5;;;;;;;;;;;;;;
614_20V_47.3;;;;;;;;;;;;;;
478_1533R_0.9;;;;;;;;;;;;;;
478_1135R_0.6;;;;;;;;;;;;;;
614_2163R_47.9;;;;;;;;;;;;;;
478_1503V_0.9;;;;;;;;;;;;;;
618_107BR_51.1;;;;;;;;;;;;;;
479_10V_502.4;;;;;;;;;;;;;;
614_2141L_47.6;;;;;;;;;;;;;;
478_1593L_1.9;;;;;;;;;;;;;;
614_2151L_47.8;;;;;;;;;;;;;;
478_1029R_0.3;;;;;;;;;;;;;;
478_1179L_0.8;;;;;;;;;;;;;;
478_1513L_0.9;;;;;;;;;;;;;;
478_1649L_2.2;;;;;;;;;;;;;;
614_2165V_48.0;;;;;;;;;;;;;;
614_2227V_48.5;;;;;;;;;;;;;;
478_1649qV_2.2;;;;;;;;;;;;;;
926_2051L_0.9;;;;;;;;;;;;;;
479_5R_501.5;;;;;;;;;;;;;;
478_1185R_0.7;;;;;;;;;;;;;;
478_1561L_1.8;;;;;;;;;;;;;;
614_2107L_47.4;;;;;;;;;;;;;;
938_4541pV_1.3;;;;;;;;;;;;;;
926_2051R_0.9;;;;;;;;;;;;;;
531_207R_35.5;;;;;;;;;;;;;;
478_1139L_0.7;;;;;;;;;;;;;;
479_2063V_301.8;;;;;;;;;;;;;;
478_1559V_1.8;;;;;;;;;;;;;;
614_2137L_47.5;;;;;;;;;;;;;;
614_2129R_47.5;;;;;;;;;;;;;;
478_1523V_0.9;;;;;;;;;;;;;;
614_2219L_48.3;;;;;;;;;;;;;;
478_1577R_2.0;;;;;;;;;;;;;;
614_2105L_47.3;;;;;;;;;;;;;;
950_XXXR_7.5;;;;;;;;;;;;;;
614_2107V_47.4;;;;;;;;;;;;;;
614_2113V_47.4;;;;;;;;;;;;;;
478_1185L_0.7;;;;;;;;;;;;;;
479_2007R_300.8;;;;;;;;;;;;;;
543_187R_45.5;;;;;;;;;;;;;;
950_101qV_6.8;;;;;;;;;;;;;;
478_1561V_1.8;;;;;;;;;;;;;;
666_405R_27.2;;;;;;;;;;;;;;
478_1557V_1.8;;;;;;;;;;;;;;
614_2125R_47.5;;;;;;;;;;;;;;
478_1581R_2.0;;;;;;;;;;;;;;
479_14V_502.5;;;;;;;;;;;;;;
478_1531L_0.8;;;;;;;;;;;;;;
626_37R_32.7;;;;;;;;;;;;;;
478_1139V_0.7;;;;;;;;;;;;;;
486_411BL_77.5;;;;;;;;;;;;;;
478_1501L_0.9;;;;;;;;;;;;;;
588_806R_1.6;;;;;;;;;;;;;;
614_2201V_48.3;;;;;;;;;;;;;;
478_1659L_2.1;;;;;;;;;;;;;;
478_1571V_1.8;;;;;;;;;;;;;;
614_2203R_48.3;;;;;;;;;;;;;;
479_2005R_300.8;;;;;;;;;;;;;;
478_1521R_0.9;;;;;;;;;;;;;;
614_2135V_47.6;;;;;;;;;;;;;;
478_1525L_0.8;;;;;;;;;;;;;;
924_3353R_34.4;;;;;;;;;;;;;;
478_1501R_0.9;;;;;;;;;;;;;;
614_2157V_47.9;;;;;;;;;;;;;;
625_233L_17.4;;;;;;;;;;;;;;
479_4L_501.5;;;;;;;;;;;;;;
146_1001AL_44.5;;;;;;;;;;;;;;
478_1587L_2.0;;;;;;;;;;;;;;
479_2001L_300.7;;;;;;;;;;;;;;
478_1529L_0.9;;;;;;;;;;;;;;
133_1159AR_19.3;;;;;;;;;;;;;;
478_1643pV_2.2;;;;;;;;;;;;;;
801_110V_500.0;;;;;;;;;;;;;;
478_1591R_1.9;;;;;;;;;;;;;;
614_2115L_47.4;;;;;;;;;;;;;;
614_2111R_47.3;;;;;;;;;;;;;;
479_13V_502.5;;;;;;;;;;;;;;
479_12V_502.5;;;;;;;;;;;;;;
479_2V_501.3;;;;;;;;;;;;;;
478_1197L_0.7;;;;;;;;;;;;;;
614_2207L_48.3;;;;;;;;;;;;;;
614_2225R_48.4;;;;;;;;;;;;;;
558_1017V_158.6;;;;;;;;;;;;;;
618_61L_58.9;;;;;;;;;;;;;;
478_1529V_0.9;;;;;;;;;;;;;;
478_1577L_2.0;;;;;;;;;;;;;;
614_2159L_47.9;;;;;;;;;;;;;;
478_1511V_0.8;;;;;;;;;;;;;;
618_63R_51.6;;;;;;;;;;;;;;
478_1657pV_2.1;;;;;;;;;;;;;;
479_2061V_301.7;;;;;;;;;;;;;;
626_37qV_32.7;;;;;;;;;;;;;;
618_57BL_58.9;;;;;;;;;;;;;;
478_1579L_2.0;;;;;;;;;;;;;;
468_477R_400.6;;;;;;;;;;;;;;
490_106L_105.0;;;;;;;;;;;;;;
506_207L_44.6;;;;;;;;;;;;;;
478_1035R_0.4;;;;;;;;;;;;;;
478_1591L_1.9;;;;;;;;;;;;;;
486_411BqV_77.5;;;;;;;;;;;;;;
626_5V_32.5;;;;;;;;;;;;;;
470_1104R_303.4;;;;;;;;;;;;;;
614_2129L_47.5;;;;;;;;;;;;;;
531_531R_35.9;;;;;;;;;;;;;;
479_3R_501.4;;;;;;;;;;;;;;
626_5R_32.5;;;;;;;;;;;;;;
603_175AV_3.8;;;;;;;;;;;;;;
927_957V_905.6;;;;;;;;;;;;;;
614_2125L_47.5;;;;;;;;;;;;;;
478_1577V_2.0;;;;;;;;;;;;;;
478_1177L_0.8;;;;;;;;;;;;;;
124_211R_3.9;;;;;;;;;;;;;;
475_1V_100.8;;;;;;;;;;;;;;
626_37pV_32.7;;;;;;;;;;;;;;
614_2219R_48.3;;;;;;;;;;;;;;
614_2155L_47.8;;;;;;;;;;;;;;
614_2131R_47.6;;;;;;;;;;;;;;
478_1579V_2.0;;;;;;;;;;;;;;
614_20R_47.3;;;;;;;;;;;;;;
478_1521V_0.9;;;;;;;;;;;;;;
478_1529R_0.9;;;;;;;;;;;;;;
518_131BV_63.8;;;;;;;;;;;;;;
478_1029L_0.3;;;;;;;;;;;;;;
478_1183V_0.8;;;;;;;;;;;;;;
478_1567V_1.8;;;;;;;;;;;;;;
626_37L_32.7;;;;;;;;;;;;;;
614_403AL_48.4;;;;;;;;;;;;;;
614_2115R_47.4;;;;;;;;;;;;;;
478_1193R_0.7;;;;;;;;;;;;;;
478_1133R_0.6;;;;;;;;;;;;;;
626_9R_32.5;;;;;;;;;;;;;;
614_2231V_48.5;;;;;;;;;;;;;;
614_2101V_47.2;;;;;;;;;;;;;;
478_1595L_1.9;;;;;;;;;;;;;;
479_2065R_301.8;;;;;;;;;;;;;;
479_2001V_300.7;;;;;;;;;;;;;;
130_1V_300.1;;;;;;;;;;;;;;
117_1835R_5.4;;;;;;;;;;;;;;
478_1657qV_2.1;;;;;;;;;;;;;;
614_2225L_48.4;;;;;;;;;;;;;;
618_57BqV_58.9;;;;;;;;;;;;;;
614_2153V_47.9;;;;;;;;;;;;;;
478_1641R_2.3;;;;;;;;;;;;;;
927_3229R_904.5;;;;;;;;;;;;;;
478_1589V_1.9;;;;;;;;;;;;;;
478_1033L_0.4;;;;;;;;;;;;;;
479_4R_501.5;;;;;;;;;;;;;;
618_63L_51.6;;;;;;;;;;;;;;
478_1191R_0.7;;;;;;;;;;;;;;
614_2147L_47.8;;;;;;;;;;;;;;
614_2135R_47.6;;;;;;;;;;;;;;
653_905R_102.1;;;;;;;;;;;;;;
478_1179V_0.8;;;;;;;;;;;;;;
478_1191L_0.7;;;;;;;;;;;;;;
478_1189L_0.7;;;;;;;;;;;;;;
478_1599V_2.1;;;;;;;;;;;;;;
950_XXXL_7.4;;;;;;;;;;;;;;
478_1195L_0.8;;;;;;;;;;;;;;
545_83AR_22.3;;;;;;;;;;;;;;
950_73BV_41.0;;;;;;;;;;;;;;
478_1031R_0.3;;;;;;;;;;;;;;
478_1643qV_2.2;;;;;;;;;;;;;;
478_1511L_0.8;;;;;;;;;;;;;;
478_1501V_0.9;;;;;;;;;;;;;;
478_1511R_0.8;;;;;;;;;;;;;;
614_2159R_47.9;;;;;;;;;;;;;;
475_2V_100.9;;;;;;;;;;;;;;
614_2215L_48.3;;;;;;;;;;;;;;
478_1583qV_1.9;;;;;;;;;;;;;;
506_563R_43.6;;;;;;;;;;;;;;
478_1657L_2.1;;;;;;;;;;;;;;
614_2105R_47.3;;;;;;;;;;;;;;
626_913L_32.7;;;;;;;;;;;;;;
531_207L_35.5;;;;;;;;;;;;;;
603_917V_3.2;;;;;;;;;;;;;;
478_1649pV_2.2;;;;;;;;;;;;;;
478_1031L_0.3;;;;;;;;;;;;;;
626_5L_32.5;;;;;;;;;;;;;;
614_2167L_47.9;;;;;;;;;;;;;;
478_1551V_1.8;;;;;;;;;;;;;;
478_1507L_0.9;;;;;;;;;;;;;;
478_1517L_0.8;;;;;;;;;;;;;;
545_203BV_23.5;;;;;;;;;;;;;;
490_106V_105.0;;;;;;;;;;;;;;
558_1017R_158.6;;;;;;;;;;;;;;
478_1583R_1.9;;;;;;;;;;;;;;
614_2161L_48.0;;;;;;;;;;;;;;
619_1261AR_34.7;;;;;;;;;;;;;;
614_2133L_47.4;;;;;;;;;;;;;;
479_1709V_304.4;;;;;;;;;;;;;;
478_1513R_0.9;;;;;;;;;;;;;;
478_1523L_0.9;;;;;;;;;;;;;;
478_1193L_0.7;;;;;;;;;;;;;;
478_1517R_0.8;;;;;;;;;;;;;;
478_1131V_0.8;;;;;;;;;;;;;;
823_12R_201.1;;;;;;;;;;;;;;
614_2215R_48.3;;;;;;;;;;;;;;
614_2127V_47.5;;;;;;;;;;;;;;
478_1133L_0.6;;;;;;;;;;;;;;
614_20L_47.3;;;;;;;;;;;;;;
478_1199V_0.8;;;;;;;;;;;;;;
504_17BV_17.2;;;;;;;;;;;;;;
032_6L_16.0;;;;;;;;;;;;;;
618_57BpV_58.9;;;;;;;;;;;;;;
614_2207R_48.3;;;;;;;;;;;;;;
478_1653R_2.2;;;;;;;;;;;;;;
614_2221V_48.4;;;;;;;;;;;;;;
028_941L_46.8;;;;;;;;;;;;;;
614_2103V_47.3;;;;;;;;;;;;;;
479_2003R_300.7;;;;;;;;;;;;;;
478_1133V_0.6;;;;;;;;;;;;;;
479_2007L_300.8;;;;;;;;;;;;;;
544_1109BL_1.0;;;;;;;;;;;;;;
614_2151R_47.8;;;;;;;;;;;;;;
478_1583pV_1.9;;;;;;;;;;;;;;
478_1177R_0.8;;;;;;;;;;;;;;
614_2101R_47.2;;;;;;;;;;;;;;
478_1589R_1.9;;;;;;;;;;;;;;
478_1035L_0.4;;;;;;;;;;;;;;
478_1583L_1.9;;;;;;;;;;;;;;
625_233R_17.4;;;;;;;;;;;;;;
479_2L_501.3;;;;;;;;;;;;;;
614_2211L_48.3;;;;;;;;;;;;;;
603_3217AL_3.7;;;;;;;;;;;;;;
614_403AR_48.4;;;;;;;;;;;;;;
478_1503L_0.9;;;;;;;;;;;;;;
133_1165BR_19.8;;;;;;;;;;;;;;
614_2211R_48.3;;;;;;;;;;;;;;
614_2169V_48.0;;;;;;;;;;;;;;
479_8L_501.5;;;;;;;;;;;;;;
950_XXXR_7.4;;;;;;;;;;;;;;
614_2131V_47.6;;;;;;;;;;;;;;
478_1507R_0.9;;;;;;;;;;;;;;
614_2153L_47.9;;;;;;;;;;;;;;
603_1031AqV_3.9;;;;;;;;;;;;;;
531_215AR_35.6;;;;;;;;;;;;;;
613_193AR_76.1;;;;;;;;;;;;;;
614_2209L_48.4;;;;;;;;;;;;;;
618_61R_58.9;;;;;;;;;;;;;;
478_1597V_1.9;;;;;;;;;;;;;;
112_6267L_72.8;;;;;;;;;;;;;;
614_23V_47.4;;;;;;;;;;;;;;
478_1611V_2.9;;;;;;;;;;;;;;
926_2058L_0.9;;;;;;;;;;;;;;
479_8R_501.5;;;;;;;;;;;;;;
478_1187V_0.8;;;;;;;;;;;;;;
478_1545L_1.9;;;;;;;;;;;;;;
479_6L_501.5;;;;;;;;;;;;;;
478_1651R_2.2;;;;;;;;;;;;;;
614_2139V_47.6;;;;;;;;;;;;;;
614_2223V_48.4;;;;;;;;;;;;;;
478_1195V_0.8;;;;;;;;;;;;;;
479_11V_502.5;;;;;;;;;;;;;;
478_1131L_0.8;;;;;;;;;;;;;;
950_970L_41.1;;;;;;;;;;;;;;
479_2003L_300.7;;;;;;;;;;;;;;
478_1543V_1.8;;;;;;;;;;;;;;
478_1505L_0.8;;;;;;;;;;;;;;
478_1643L_2.2;;;;;;;;;;;;;;
803_80R_103.5;;;;;;;;;;;;;;
478_1567L_1.8;;;;;;;;;;;;;;
614_2147R_47.8;;;;;;;;;;;;;;
479_5L_501.5;;;;;;;;;;;;;;
614_22V_47.3;;;;;;;;;;;;;;
478_1549V_1.9;;;;;;;;;;;;;;
614_2121L_47.4;;;;;;;;;;;;;;
478_1613L_3.0;;;;;;;;;;;;;;
503_89AL_44.0;;;;;;;;;;;;;;
478_1187R_0.8;;;;;;;;;;;;;;
478_1653qV_2.2;;;;;;;;;;;;;;
558_1017L_158.6;;;;;;;;;;;;;;
614_2141R_47.6;;;;;;;;;;;;;;
479_2005L_300.8;;;;;;;;;;;;;;
478_1181L_0.8;;;;;;;;;;;;;;
927_3325AR_904.7;;;;;;;;;;;;;;
478_1541L_1.7;;;;;;;;;;;;;;
817_905L_115.3;;;;;;;;;;;;;;
536_221BpV_60.6;;;;;;;;;;;;;;
817_1207AL_115.7;;;;;;;;;;;;;;
588_806L_1.6;;;;;;;;;;;;;;
927_33R_904.5;;;;;;;;;;;;;;
603_177R_3.9;;;;;;;;;;;;;;
501_936V_80.5;;;;;;;;;;;;;;
618_191AR_50.8;;;;;;;;;;;;;;
163_923AR_43.5;;;;;;;;;;;;;;
536_251AL_61.0;;;;;;;;;;;;;;
135_914ApV_45.7;;;;;;;;;;;;;;
606_105AL_0.9;;;;;;;;;;;;;;
603_69AL_2.4;;;;;;;;;;;;;;
524_281L_71.0;;;;;;;;;;;;;;
664_107AR_42.0;;;;;;;;;;;;;;
026_259qV_26.9;;;;;;;;;;;;;;
553_211L_21.3;;;;;;;;;;;;;;
609_15V_29.1;;;;;;;;;;;;;;
115_9BpV_5.5;;;;;;;;;;;;;;
555_173AL_83.2;;;;;;;;;;;;;;
486_901BR_75.4;;;;;;;;;;;;;;
618_273AL_49.5;;;;;;;;;;;;;;
520_69BL_0.4;;;;;;;;;;;;;;
543_165AL_45.1;;;;;;;;;;;;;;
924_35-38V_35.3;;;;;;;;;;;;;;
486_411AL_77.5;;;;;;;;;;;;;;
508_2045R_91.1;;;;;;;;;;;;;;
831_901R_101.9;;;;;;;;;;;;;;
902_912L_22.5;;;;;;;;;;;;;;
467_05V_102.3;;;;;;;;;;;;;;
950_207BL_7.9;;;;;;;;;;;;;;
470_180R_305.4;;;;;;;;;;;;;;
478_1113AR_0.6;;;;;;;;;;;;;;
908_79AR_25.4;;;;;;;;;;;;;;
610_151AL_14.0;;;;;;;;;;;;;;
950_661AR_7.3;;;;;;;;;;;;;;
073_1109V_1.1;;;;;;;;;;;;;;
514_39ApV_17.5;;;;;;;;;;;;;;
133_1183BpV_20.1;;;;;;;;;;;;;;
926_2011L_1.6;;;;;;;;;;;;;;
609_213V_28.8;;;;;;;;;;;;;;
133_1131AL_19.6;;;;;;;;;;;;;;
135_2081R_44.4;;;;;;;;;;;;;;
924_3253AL_34.1;;;;;;;;;;;;;;
531_1251pV_34.5;;;;;;;;;;;;;;
950_638R_7.1;;;;;;;;;;;;;;
130_6L_60.9;;;;;;;;;;;;;;
926_2072R_0.7;;;;;;;;;;;;;;
506_79R_43.9;;;;;;;;;;;;;;
803_82AL_103.7;;;;;;;;;;;;;;
501_941V_80.5;;;;;;;;;;;;;;
135_907L_45.1;;;;;;;;;;;;;;
924_2321AL_34.5;;;;;;;;;;;;;;
098_3883V_29.2;;;;;;;;;;;;;;
852_2L_160.7;;;;;;;;;;;;;;
531_1223AL_34.5;;;;;;;;;;;;;;
950_676R_7.3;;;;;;;;;;;;;;
935_209L_19.3;;;;;;;;;;;;;;
519_35L_46.2;;;;;;;;;;;;;;
135_2021L_40.3;;;;;;;;;;;;;;
823_24L_100.0;;;;;;;;;;;;;;
817_943V_114.3;;;;;;;;;;;;;;
586_239BV_81.1;;;;;;;;;;;;;;
553_313R_22.3;;;;;;;;;;;;;;
506_569AL_43.6;;;;;;;;;;;;;;
105_1211AL_18.3;;;;;;;;;;;;;;
917_990V_77.9;;;;;;;;;;;;;;
625_261AV_15.8;;;;;;;;;;;;;;
501_19BpV_80.2;;;;;;;;;;;;;;
212_901V_33.5;;;;;;;;;;;;;;
536_235AR_60.7;;;;;;;;;;;;;;
133_1163BpV_19.8;;;;;;;;;;;;;;
613_907AL_76.0;;;;;;;;;;;;;;
112_73BR_70.6;;;;;;;;;;;;;;
506_193AR_44.5;;;;;;;;;;;;;;
506_203AR_44.5;;;;;;;;;;;;;;
938_4507L_0.1;;;;;;;;;;;;;;
501_37AR_80.2;;;;;;;;;;;;;;
611_3R_105.2;;;;;;;;;;;;;;
504_906L_17.4;;;;;;;;;;;;;;
490_105L_105.5;;;;;;;;;;;;;;
503_187BV_41.1;;;;;;;;;;;;;;
544_1135BV_1.4;;;;;;;;;;;;;;
531_141BV_35.1;;;;;;;;;;;;;;
520_145BL_0.8;;;;;;;;;;;;;;
924_35-38R_35.3;;;;;;;;;;;;;;
950_926L_6.6;;;;;;;;;;;;;;
555_263AqV_83.4;;;;;;;;;;;;;;
478_1149V_0.7;;;;;;;;;;;;;;
926_2079R_0.7;;;;;;;;;;;;;;
508_2077V_91.3;;;;;;;;;;;;;;
586_157AL_80.8;;;;;;;;;;;;;;
805_7113V_400.4;;;;;;;;;;;;;;
603_149BqV_3.4;;;;;;;;;;;;;;
037_2167R_92.4;;;;;;;;;;;;;;
093_55AR_8.4;;;;;;;;;;;;;;
542_509R_29.5;;;;;;;;;;;;;;
501_181AR_81.0;;;;;;;;;;;;;;
626_47AL_32.9;;;;;;;;;;;;;;
502_253R_100.5;;;;;;;;;;;;;;
506_205BV_44.6;;;;;;;;;;;;;;
506_195BV_44.6;;;;;;;;;;;;;;
132_455pV_48.7;;;;;;;;;;;;;;
937_81L_69.1;;;;;;;;;;;;;;
486_904V_75.5;;;;;;;;;;;;;;
913_62R_69.0;;;;;;;;;;;;;;
519_87BV_47.0;;;;;;;;;;;;;;
534_1005AL_44.5;;;;;;;;;;;;;;
514_149BL_16.5;;;;;;;;;;;;;;
501_951R_80.4;;;;;;;;;;;;;;
950_1007L_39.8;;;;;;;;;;;;;;
937_68AL_69.0;;;;;;;;;;;;;;
902_908L_22.2;;;;;;;;;;;;;;
042_759AR_21.1;;;;;;;;;;;;;;
937_307L_69.8;;;;;;;;;;;;;;
531_1225BpV_34.6;;;;;;;;;;;;;;
063_259AL_2.4;;;;;;;;;;;;;;
553_955R_22.2;;;;;;;;;;;;;;
544_1119AR_1.0;;;;;;;;;;;;;;
817_36R_160.6;;;;;;;;;;;;;;
054_1009AL_57.5;;;;;;;;;;;;;;
132_951V_49.1;;;;;;;;;;;;;;
129_49V_30.7;;;;;;;;;;;;;;
817_46R_119.9;;;;;;;;;;;;;;
485_14L_76.9;;;;;;;;;;;;;;
017_11AR_49.5;;;;;;;;;;;;;;
506_201BR_44.6;;;;;;;;;;;;;;
927_944BL_905.7;;;;;;;;;;;;;;
536_221AR_60.5;;;;;;;;;;;;;;
542_1169L_29.1;;;;;;;;;;;;;;
950_1011V_39.9;;;;;;;;;;;;;;
506_49R_43.4;;;;;;;;;;;;;;
609_95BV_27.5;;;;;;;;;;;;;;
470_80L_202.0;;;;;;;;;;;;;;
550_937R_25.9;;;;;;;;;;;;;;
544_1061BV_23.4;;;;;;;;;;;;;;
950_215L_11.8;;;;;;;;;;;;;;
550_71AR_25.7;;;;;;;;;;;;;;
527_55BV_16.9;;;;;;;;;;;;;;
305_21R_15.9;;;;;;;;;;;;;;
543_926L_45.6;;;;;;;;;;;;;;
555_520V_83.3;;;;;;;;;;;;;;
085_327AR_32.8;;;;;;;;;;;;;;
618_17AR_58.7;;;;;;;;;;;;;;
468_58R_100.9;;;;;;;;;;;;;;
544_1055AL_23.1;;;;;;;;;;;;;;
469_335V_601.9;;;;;;;;;;;;;;
531_1415AR_34.8;;;;;;;;;;;;;;
614_2119L_47.4;;;;;;;;;;;;;;
115_25AL_5.8;;;;;;;;;;;;;;
131_10R_17.0;;;;;;;;;;;;;;
817_1263BV_200.3;;;;;;;;;;;;;;
553_235AL_21.3;;;;;;;;;;;;;;
135_918V_46.2;;;;;;;;;;;;;;
114_407AL_54.0;;;;;;;;;;;;;;
507_235BpV_93.7;;;;;;;;;;;;;;
486_997V_77.9;;;;;;;;;;;;;;
522_213pV_58.0;;;;;;;;;;;;;;
133_962R_20.6;;;;;;;;;;;;;;
664_239V_43.1;;;;;;;;;;;;;;
115_905R_5.8;;;;;;;;;;;;;;
517_171V_0.2;;;;;;;;;;;;;;
751_331L_33.8;;;;;;;;;;;;;;
107_965L_23.3;;;;;;;;;;;;;;
803_84AR_103.8;;;;;;;;;;;;;;
133_1121AR_19.0;;;;;;;;;;;;;;
801_959R_100.5;;;;;;;;;;;;;;
531_875R_33.5;;;;;;;;;;;;;;
950_221V_7.6;;;;;;;;;;;;;;
501_75AR_80.4;;;;;;;;;;;;;;
618_25BpV_58.6;;;;;;;;;;;;;;
513_53AR_25.0;;;;;;;;;;;;;;
081_980L_74.4;;;;;;;;;;;;;;
917_965L_78.6;;;;;;;;;;;;;;
543_183BqV_45.4;;;;;;;;;;;;;;
079_181AR_3.1;;;;;;;;;;;;;;
531_853R_33.6;;;;;;;;;;;;;;
486_953L_75.1;;;;;;;;;;;;;;
486_85L_205.2;;;;;;;;;;;;;;
555_231R_83.5;;;;;;;;;;;;;;
542_1243BpV_29.8;;;;;;;;;;;;;;
506_227AL_45.1;;;;;;;;;;;;;;
588_813ApV_1.9;;;;;;;;;;;;;;
501_932BR_80.4;;;;;;;;;;;;;;
490_107V_104.8;;;;;;;;;;;;;;
044_461AR_12.3;;;;;;;;;;;;;;
545_99L_22.5;;;;;;;;;;;;;;
536_245AR_60.7;;;;;;;;;;;;;;
531_1273BL_34.5;;;;;;;;;;;;;;
054_1347BL_53.3;;;;;;;;;;;;;;
519_39AL_46.0;;;;;;;;;;;;;;
564_1309L_23.5;;;;;;;;;;;;;;
852_23HL_156.9;;;;;;;;;;;;;;
517_37BR_69.1;;;;;;;;;;;;;;
544_1081R_0.1;;;;;;;;;;;;;;
586_159BqV_80.8;;;;;;;;;;;;;;
531_201AL_35.4;;;;;;;;;;;;;;
519_33R_46.2;;;;;;;;;;;;;;
555_339AL_84.1;;;;;;;;;;;;;;
553_227R_21.4;;;;;;;;;;;;;;
924_3591BpV_35.8;;;;;;;;;;;;;;
517_167V_0.1;;;;;;;;;;;;;;
938_4621L_3.5;;;;;;;;;;;;;;
514_141ApV_16.6;;;;;;;;;;;;;;
129_50V_30.7;;;;;;;;;;;;;;
560_51BR_24.8;;;;;;;;;;;;;;
950_55BR_40.8;;;;;;;;;;;;;;
553_271BL_21.9;;;;;;;;;;;;;;
924_3735V_36.7;;;;;;;;;;;;;;
553_275BL_21.9;;;;;;;;;;;;;;
545_966L_22.8;;;;;;;;;;;;;;
504_35AL_17.6;;;;;;;;;;;;;;
520_149AL_0.7;;;;;;;;;;;;;;
433_80V_5.5;;;;;;;;;;;;;;
924_27-30R_35.3;;;;;;;;;;;;;;
603_1010R_3.6;;;;;;;;;;;;;;
513_65AR_25.4;;;;;;;;;;;;;;
506_103AR_44.0;;;;;;;;;;;;;;
543_171AR_45.2;;;;;;;;;;;;;;
127_501V_74.2;;;;;;;;;;;;;;
055_399AL_19.6;;;;;;;;;;;;;;
201_137BR_37.4;;;;;;;;;;;;;;
513_67BqV_25.4;;;;;;;;;;;;;;
606_51BV_0.1;;;;;;;;;;;;;;
501_27L_80.2;;;;;;;;;;;;;;
950_235AR_12.5;;;;;;;;;;;;;;
927_3073BV_905.5;;;;;;;;;;;;;;
128_7BV_12.4;;;;;;;;;;;;;;
950_221R_17.2;;;;;;;;;;;;;;
508_2005R_0.3;;;;;;;;;;;;;;
485_99V_101.3;;;;;;;;;;;;;;
603_918R_3.2;;;;;;;;;;;;;;
552_221R_82.2;;;;;;;;;;;;;;
506_181BV_44.3;;;;;;;;;;;;;;
560_61L_24.8;;;;;;;;;;;;;;
607_904V_43.4;;;;;;;;;;;;;;
900_581L_200.9;;;;;;;;;;;;;;
611_5BV_105.4;;;;;;;;;;;;;;
544_1111AR_1.0;;;;;;;;;;;;;;
553_277AL_21.8;;;;;;;;;;;;;;
485_44L_101.0;;;;;;;;;;;;;;
545_966R_22.8;;;;;;;;;;;;;;
