ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
4083;contractgebied;BASIS;8;Haarlem;Strukton Rail;Kennemerland;2019-06-11
4084;contractgebied;BAAN;29;Gelderse Vallei;Strukton Rail;Veluwe;2019-06-11
4085;contractgebied;BASIS;2;Den Haag;BAM Rail;Den Haag;2019-06-11
4086;contractgebied;BVL;37;Groningen;Strukton Rail;Wadden;2019-06-11
4087;contractgebied;BVL;3;Rotterdam;VolkerRail;Rotterdam;2019-06-11
4088;contractgebied;BASIS;99;Kijfhoek;Strukton Rail;;2019-06-11
4089;contractgebied;BVL;24;Eindhoven;ASSET Rail;De Peel;2019-06-11
4090;contractgebied;BVL;27;Venlo;ASSET Rail;De Peel;2019-06-11
4091;contractgebied;BVL;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2019-06-11
4092;contractgebied;BASIS;33;Gelderland;Strukton Rail;Veluwe;2019-06-11
4093;contractgebied;BVL;29;Gelderse Vallei;Strukton Rail;Veluwe;2019-06-11
4094;contractgebied;BAAN;37;Groningen;Strukton Rail;Wadden;2019-06-11
4095;contractgebied;BASIS;1;Leiden;BAM Rail;Rijn en Gouwe;2019-06-11
4096;contractgebied;BASIS;71;A15trace;VolkerRail;;2019-06-11
4097;contractgebied;BASIS;24;Eindhoven;ASSET Rail;De Peel;2019-06-11
4098;contractgebied;BASIS;13;Utrecht;VolkerRail;;2019-06-11
4099;contractgebied;BVL;16;Maarn;ASSET Rail;Eemland;2019-06-11
4100;contractgebied;BVL;2;Den Haag;BAM Rail;Den Haag;2019-06-11
4101;contractgebied;BAAN;2;Den Haag;BAM Rail;Den Haag;2019-06-11
4102;contractgebied;BAAN;16;Maarn;ASSET Rail;Eemland;2019-06-11
4103;contractgebied;BASIS;27;Venlo;ASSET Rail;De Peel;2019-06-11
4104;contractgebied;BASIS;11;Weesp;Strukton Rail;Amstelsepoort;2019-06-11
4105;contractgebied;BVL;34;Overijssel;ASSET Rail;Drenthe;2019-06-11
4106;contractgebied;BAAN;19;Roosendaal;Strukton Rail;Zeeland;2019-06-11
4107;contractgebied;BAAN;15;Driebergen;VolkerRail;;2019-06-11
4108;contractgebied;BAAN;34;Overijssel;ASSET Rail;Drenthe;2019-06-11
4109;contractgebied;BASIS;7;Alkmaar;VolkerRail;Hollands Noorderkwartier;2019-06-11
4110;contractgebied;BASIS;21;Den Bosch;Strukton Rail;Betuwe;2019-06-11
4111;contractgebied;BAAN;31;IJsselstreek;Strukton Rail;Veluwe;2019-06-11
4112;contractgebied;BVL;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;2019-06-11
4113;contractgebied;BVL;99;Kijfhoek;Strukton Rail;;2019-06-11
4114;contractgebied;BASIS;32;Twente;VolkerRail;Twente;2019-06-11
4115;contractgebied;BVL;71;A15trace;VolkerRail;;2019-06-11
4116;contractgebied;BASIS;37;Groningen;Strukton Rail;Wadden;2019-06-11
4117;contractgebied;BVL;9;Amsterdam;VolkerRail;Amsterdam;2019-06-11
4118;contractgebied;BAAN;9;Amsterdam;VolkerRail;Amsterdam;2019-06-11
4119;contractgebied;BVL;8;Haarlem;Strukton Rail;Kennemerland;2019-06-11
4120;contractgebied;BVL;11;Weesp;Strukton Rail;Amstelsepoort;2019-06-11
4121;contractgebied;BASIS;12;Amersfoort;ASSET Rail;Eemland;2019-06-11
4122;contractgebied;BASIS;14;Woerden;VolkerRail;;2019-06-11
4123;contractgebied;BASIS;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;2019-06-11
4124;contractgebied;BAAN;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2019-06-11
4125;contractgebied;BVL;1;Leiden;BAM Rail;Rijn en Gouwe;2019-06-11
4126;contractgebied;BASIS;16;Maarn;ASSET Rail;Eemland;2019-06-11
4127;contractgebied;BAAN;12;Amersfoort;ASSET Rail;Eemland;2019-06-11
4128;contractgebied;BAAN;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;2019-06-11
4129;contractgebied;BVL;14;Woerden;VolkerRail;;2019-06-11
4130;contractgebied;BASIS;3;Rotterdam;VolkerRail;Rotterdam;2019-06-11
4131;contractgebied;BVL;25;Roermond;Strukton Rail;Limburg;2019-06-11
4132;contractgebied;BVL;35;Drenthe;ASSET Rail;Drenthe;2019-06-11
4133;contractgebied;BVL;13;Utrecht;VolkerRail;;2019-06-11
4134;contractgebied;BASIS;28;Maas en Waal;ASSET Rail;Gelre;2019-06-11
4135;contractgebied;BAAN;3;Rotterdam;VolkerRail;Rotterdam;2019-06-11
4136;contractgebied;BVL;23;Boxtel;ASSET Rail;Brabant;2019-06-11
4137;contractgebied;BAAN;23;Boxtel;ASSET Rail;Brabant;2019-06-11
