SPOORTAK_IDENTIFICATIE;TRAJECT;TRJ_VAN;TRJ_NAAR;SPOORLIJNNAAM;N_SP_VAN;N_SP_NAAR;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SPOORTAK_VAN;SPOORTAK_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ
603_1001R_3.7;;;;;;;;;;;;;;
490_108R_4.8;;;;;;;;;;;;;;
506_506R_43.0;;;;;;;;;;;;;;
817_44L_119.9;;;;;;;;;;;;;;
922_915R_18.0;;;;;;;;;;;;;;
922_927R_18.1;;;;;;;;;;;;;;
938_903R_3.0;;;;;;;;;;;;;;
485_123AL_201.7;;;;;;;;;;;;;;
478_1591L_1.9;;;;;;;;;;;;;;
516_275R_1.5;;;;;;;;;;;;;;
940_373R_43.2;;;;;;;;;;;;;;
924_05-11R_35.4;;;;;;;;;;;;;;
618_21BpV_58.5;;;;;;;;;;;;;;
486_411BV_77.5;;;;;;;;;;;;;;
544_1067AL_23.4;;;;;;;;;;;;;;
927_956L_905.8;;;;;;;;;;;;;;
620_55BV_42.2;;;;;;;;;;;;;;
801_932L_302.1;;;;;;;;;;;;;;
950_211L_11.8;;;;;;;;;;;;;;
475_985R_0.9;;;;;;;;;;;;;;
437_978R_0.4;;;;;;;;;;;;;;
506_605L_43.5;;;;;;;;;;;;;;
550_941V_25.4;;;;;;;;;;;;;;
503_167AL_42.4;;;;;;;;;;;;;;
851_913L_100.9;;;;;;;;;;;;;;
626_13AL_32.3;;;;;;;;;;;;;;
620_23L_41.7;;;;;;;;;;;;;;
517_85AR_69.4;;;;;;;;;;;;;;
517_93BV_69.5;;;;;;;;;;;;;;
531_2721L_35.4;;;;;;;;;;;;;;
938_4515V_0.3;;;;;;;;;;;;;;
924_2325AL_34.7;;;;;;;;;;;;;;
625_291AL_14.6;;;;;;;;;;;;;;
485_43R_101.2;;;;;;;;;;;;;;
133_951R_20.9;;;;;;;;;;;;;;
506_527V_43.6;;;;;;;;;;;;;;
531_2571R_34.6;;;;;;;;;;;;;;
527_931R_0.6;;;;;;;;;;;;;;
508_2157L_92.3;;;;;;;;;;;;;;
620_1BL_41.7;;;;;;;;;;;;;;
531_1459V_1.2;;;;;;;;;;;;;;
531_511BpV_35.8;;;;;;;;;;;;;;
927_954AqV_905.7;;;;;;;;;;;;;;
516_907R_1.9;;;;;;;;;;;;;;
545_185BL_23.4;;;;;;;;;;;;;;
924_3549ApV_35.5;;;;;;;;;;;;;;
614_2207R_48.3;;;;;;;;;;;;;;
801_913L_102.7;;;;;;;;;;;;;;
520_91AR_0.2;;;;;;;;;;;;;;
609_217V_28.8;;;;;;;;;;;;;;
513_143AR_26.2;;;;;;;;;;;;;;
486_958L_74.9;;;;;;;;;;;;;;
527_113BpV_17.4;;;;;;;;;;;;;;
563_185AL_57.3;;;;;;;;;;;;;;
550_912AR_25.9;;;;;;;;;;;;;;
531_837L_1.4;;;;;;;;;;;;;;
517_123R_69.4;;;;;;;;;;;;;;
542_1169L_29.1;;;;;;;;;;;;;;
940_399L_43.3;;;;;;;;;;;;;;
950_345BpV_17.5;;;;;;;;;;;;;;
522_902L_57.5;;;;;;;;;;;;;;
940_395R_43.3;;;;;;;;;;;;;;
606_71AR_0.2;;;;;;;;;;;;;;
514_93AR_17.2;;;;;;;;;;;;;;
610_974R_14.5;;;;;;;;;;;;;;
924_2321AL_34.5;;;;;;;;;;;;;;
163_1029AqV_43.9;;;;;;;;;;;;;;
490_151R_6.2;;;;;;;;;;;;;;
478_1251V_1.7;;;;;;;;;;;;;;
531_875L_1.6;;;;;;;;;;;;;;
503_183AR_42.2;;;;;;;;;;;;;;
543_145qV_44.9;;;;;;;;;;;;;;
815_915R_7.0;;;;;;;;;;;;;;
501_139R_80.7;;;;;;;;;;;;;;
625_311BL_14.3;;;;;;;;;;;;;;
128_65AR_13.3;;;;;;;;;;;;;;
503_89BpV_43.9;;;;;;;;;;;;;;
531_2679R_34.7;;;;;;;;;;;;;;
467_07V_102.1;;;;;;;;;;;;;;
620_91BV_42.5;;;;;;;;;;;;;;
545_209R_23.6;;;;;;;;;;;;;;
624_149AR_31.6;;;;;;;;;;;;;;
924_2301AL_525.1;;;;;;;;;;;;;;
527_105AR_17.2;;;;;;;;;;;;;;
522_175BV_57.8;;;;;;;;;;;;;;
201_926V_37.7;;;;;;;;;;;;;;
620_91AR_42.5;;;;;;;;;;;;;;
626_45AR_32.9;;;;;;;;;;;;;;
503_131R_43.1;;;;;;;;;;;;;;
135_2031V_40.5;;;;;;;;;;;;;;
527_39V_16.6;;;;;;;;;;;;;;
614_2219L_48.3;;;;;;;;;;;;;;
035_143AR_52.8;;;;;;;;;;;;;;
506_141BpV_44.1;;;;;;;;;;;;;;
478_1335R_2.1;;;;;;;;;;;;;;
924_2367BV_36.7;;;;;;;;;;;;;;
047_3AR_40.9;;;;;;;;;;;;;;
087_119AR_16.6;;;;;;;;;;;;;;
128_25BV_12.8;;;;;;;;;;;;;;
485_14R_76.9;;;;;;;;;;;;;;
486_907R_75.3;;;;;;;;;;;;;;
098_1V_29.6;;;;;;;;;;;;;;
517_153AR_69.9;;;;;;;;;;;;;;
614_2161L_48.0;;;;;;;;;;;;;;
132_459R_48.7;;;;;;;;;;;;;;
924_27-34V_35.4;;;;;;;;;;;;;;
664_223L_42.5;;;;;;;;;;;;;;
524_903L_70.2;;;;;;;;;;;;;;
927_3327AL_904.8;;;;;;;;;;;;;;
519_67V_46.7;;;;;;;;;;;;;;
614_2103V_47.3;;;;;;;;;;;;;;
527_31BL_16.5;;;;;;;;;;;;;;
503_107AR_43.6;;;;;;;;;;;;;;
950_962R_12.6;;;;;;;;;;;;;;
098_3909L_29.6;;;;;;;;;;;;;;
543_171AR_45.2;;;;;;;;;;;;;;
555_387R_84.4;;;;;;;;;;;;;;
116_1373BV_33.0;;;;;;;;;;;;;;
478_1541L_1.7;;;;;;;;;;;;;;
536_327AR_61.9;;;;;;;;;;;;;;
544_1119AV_1.0;;;;;;;;;;;;;;
927_3221L_904.3;;;;;;;;;;;;;;
551_105BpV_21.8;;;;;;;;;;;;;;
603_147AL_3.3;;;;;;;;;;;;;;
073_1101BR_0.7;;;;;;;;;;;;;;
924_971R_34.4;;;;;;;;;;;;;;
625_277L_15.4;;;;;;;;;;;;;;
132_455qV_48.7;;;;;;;;;;;;;;
586_2541BpV_80.4;;;;;;;;;;;;;;
135_2011V_39.7;;;;;;;;;;;;;;
542_1153AR_29.0;;;;;;;;;;;;;;
924_3549BqV_35.6;;;;;;;;;;;;;;
522_147AR_57.3;;;;;;;;;;;;;;
514_85AqV_17.3;;;;;;;;;;;;;;
950_TRL_39.2;;;;;;;;;;;;;;
555_319L_84.3;;;;;;;;;;;;;;
586_2527BpV_80.3;;;;;;;;;;;;;;
503_107AL_43.6;;;;;;;;;;;;;;
437_965L_0.9;;;;;;;;;;;;;;
542_1267BR_30.0;;;;;;;;;;;;;;
564_974pV_23.6;;;;;;;;;;;;;;
516_255L_1.0;;;;;;;;;;;;;;
588_821R_1.7;;;;;;;;;;;;;;
520_61R_0.2;;;;;;;;;;;;;;
524_259AR_70.6;;;;;;;;;;;;;;
011_804R_68.2;;;;;;;;;;;;;;
609_239L_28.1;;;;;;;;;;;;;;
478_1587L_2.0;;;;;;;;;;;;;;
603_913R_3.5;;;;;;;;;;;;;;
520_145AR_0.7;;;;;;;;;;;;;;
614_409R_48.3;;;;;;;;;;;;;;
608_915L_88.4;;;;;;;;;;;;;;
614_401AR_48.6;;;;;;;;;;;;;;
520_213V_1.1;;;;;;;;;;;;;;
609_61AL_28.1;;;;;;;;;;;;;;
624_219BV_32.8;;;;;;;;;;;;;;
625_283L_15.3;;;;;;;;;;;;;;
503_929AL_42.2;;;;;;;;;;;;;;
927_3021L_905.2;;;;;;;;;;;;;;
517_69R_69.3;;;;;;;;;;;;;;
135_917AR_45.8;;;;;;;;;;;;;;
817_961L_200.2;;;;;;;;;;;;;;
940_367V_43.2;;;;;;;;;;;;;;
545_930R_22.2;;;;;;;;;;;;;;
545_928R_22.3;;;;;;;;;;;;;;
553_209BpV_21.3;;;;;;;;;;;;;;
602_217AR_77.1;;;;;;;;;;;;;;
618_111BV_51.0;;;;;;;;;;;;;;
618_131AR_50.9;;;;;;;;;;;;;;
924_349AqV_36.2;;;;;;;;;;;;;;
803_56R_101.5;;;;;;;;;;;;;;
626_37L_32.7;;;;;;;;;;;;;;
469_328V_600.5;;;;;;;;;;;;;;
534_1049AL_45.5;;;;;;;;;;;;;;
132_477BR_47.8;;;;;;;;;;;;;;
805_7105V_102.1;;;;;;;;;;;;;;
531_877R_1.6;;;;;;;;;;;;;;
506_133BpV_44.1;;;;;;;;;;;;;;
586_2515BL_80.3;;;;;;;;;;;;;;
618_47BpV_58.9;;;;;;;;;;;;;;
545_187BqV_23.4;;;;;;;;;;;;;;
623_341L_17.7;;;;;;;;;;;;;;
551_115BV_21.9;;;;;;;;;;;;;;
950_811L_41.7;;;;;;;;;;;;;;
927_936L_906.0;;;;;;;;;;;;;;
534_1093AL_45.9;;;;;;;;;;;;;;
614_403AL_48.4;;;;;;;;;;;;;;
531_2577L_34.5;;;;;;;;;;;;;;
542_1155AR_29.0;;;;;;;;;;;;;;
555_525BR_83.2;;;;;;;;;;;;;;
560_21AV_25.1;;;;;;;;;;;;;;
613_173AL_75.2;;;;;;;;;;;;;;
927_19R_904.4;;;;;;;;;;;;;;
801_931V_301.9;;;;;;;;;;;;;;
543_175AR_45.3;;;;;;;;;;;;;;
950_613L_7.1;;;;;;;;;;;;;;
536_225BL_60.7;;;;;;;;;;;;;;
506_171V_44.2;;;;;;;;;;;;;;
486_940AqV_76.0;;;;;;;;;;;;;;
479_11V_502.5;;;;;;;;;;;;;;
116_1373AL_32.9;;;;;;;;;;;;;;
564_431BR_23.6;;;;;;;;;;;;;;
066_3L_25.8;;;;;;;;;;;;;;
950_59AR_40.8;;;;;;;;;;;;;;
550_985V_25.6;;;;;;;;;;;;;;
625_267AL_15.6;;;;;;;;;;;;;;
011_37BL_68.7;;;;;;;;;;;;;;
613_185BqV_75.8;;;;;;;;;;;;;;
055_399AL_19.6;;;;;;;;;;;;;;
605_3AL_33.4;;;;;;;;;;;;;;
603_155BpV_3.5;;;;;;;;;;;;;;
098_3807L_27.3;;;;;;;;;;;;;;
950_827L_10.9;;;;;;;;;;;;;;
613_902R_75.7;;;;;;;;;;;;;;
478_1601R_1.9;;;;;;;;;;;;;;
437_974L_0.5;;;;;;;;;;;;;;
527_89BqV_17.3;;;;;;;;;;;;;;
545_983L_22.9;;;;;;;;;;;;;;
506_175AR_44.3;;;;;;;;;;;;;;
545_203AqV_23.4;;;;;;;;;;;;;;
073_1103BL_0.7;;;;;;;;;;;;;;
543_171AL_45.2;;;;;;;;;;;;;;
551_105AR_21.7;;;;;;;;;;;;;;
555_523AqV_83.3;;;;;;;;;;;;;;
123_87BV_20.8;;;;;;;;;;;;;;
586_131ApV_80.7;;;;;;;;;;;;;;
527_902R_17.1;;;;;;;;;;;;;;
521_403L_22.2;;;;;;;;;;;;;;
514_93AL_17.2;;;;;;;;;;;;;;
950_443L_6.9;;;;;;;;;;;;;;
506_163R_44.2;;;;;;;;;;;;;;
525_969R_78.5;;;;;;;;;;;;;;
605_25AR_34.1;;;;;;;;;;;;;;
478_1161V_0.8;;;;;;;;;;;;;;
478_1121qV_0.7;;;;;;;;;;;;;;
545_932L_22.2;;;;;;;;;;;;;;
209_1R_19.0;;;;;;;;;;;;;;
564_101L_24.4;;;;;;;;;;;;;;
536_221AL_60.5;;;;;;;;;;;;;;
504_61BqV_18.3;;;;;;;;;;;;;;
564_433BV_23.6;;;;;;;;;;;;;;
924_2333AR_35.1;;;;;;;;;;;;;;
506_504L_42.9;;;;;;;;;;;;;;
479_9V_502.4;;;;;;;;;;;;;;
940_379V_43.2;;;;;;;;;;;;;;
950_15R_6.4;;;;;;;;;;;;;;
525_982BL_78.2;;;;;;;;;;;;;;
514_159AL_16.5;;;;;;;;;;;;;;
950_213R_11.8;;;;;;;;;;;;;;
135_2233qV_15.4;;;;;;;;;;;;;;
539_45AL_79.2;;;;;;;;;;;;;;
603_1031AL_3.9;;;;;;;;;;;;;;
606_41AR_37.5;;;;;;;;;;;;;;
545_99R_22.5;;;;;;;;;;;;;;
508_2081R_91.3;;;;;;;;;;;;;;
437_966R_0.9;;;;;;;;;;;;;;
623_337L_17.8;;;;;;;;;;;;;;
817_52AL_300.8;;;;;;;;;;;;;;
817_931R_114.6;;;;;;;;;;;;;;
527_917L_500.7;;;;;;;;;;;;;;
486_411AL_77.5;;;;;;;;;;;;;;
506_193BV_44.6;;;;;;;;;;;;;;
924_3441L_34.3;;;;;;;;;;;;;;
133_1123AL_19.2;;;;;;;;;;;;;;
950_59BqV_40.8;;;;;;;;;;;;;;
924_355AqV_36.2;;;;;;;;;;;;;;
544_1077AL_0.2;;;;;;;;;;;;;;
524_261L_70.1;;;;;;;;;;;;;;
555_265AL_83.4;;;;;;;;;;;;;;
517_209BV_0.3;;;;;;;;;;;;;;
555_523AR_83.3;;;;;;;;;;;;;;
545_925L_22.3;;;;;;;;;;;;;;
927_954AL_905.7;;;;;;;;;;;;;;
470_80R_202.0;;;;;;;;;;;;;;
550_93AL_25.8;;;;;;;;;;;;;;
553_235AR_21.3;;;;;;;;;;;;;;
924_3781AL_37.0;;;;;;;;;;;;;;
586_361BpV_81.1;;;;;;;;;;;;;;
506_193AR_44.5;;;;;;;;;;;;;;
135_907L_45.1;;;;;;;;;;;;;;
609_19AR_28.9;;;;;;;;;;;;;;
924_3623R_35.9;;;;;;;;;;;;;;
560_81L_24.6;;;;;;;;;;;;;;
606_923V_0.7;;;;;;;;;;;;;;
433_36BL_5.8;;;;;;;;;;;;;;
486_923V_76.3;;;;;;;;;;;;;;
586_363AL_81.1;;;;;;;;;;;;;;
531_519L_35.8;;;;;;;;;;;;;;
094_1069AR_3.3;;;;;;;;;;;;;;
542_1247AL_29.8;;;;;;;;;;;;;;
555_520L_83.3;;;;;;;;;;;;;;
588_802L_1.6;;;;;;;;;;;;;;
545_157AL_23.0;;;;;;;;;;;;;;
514_71R_65.4;;;;;;;;;;;;;;
950_610AR_6.4;;;;;;;;;;;;;;
555_291AR_83.6;;;;;;;;;;;;;;
618_871AL_50.4;;;;;;;;;;;;;;
123_67R_20.0;;;;;;;;;;;;;;
543_918L_45.7;;;;;;;;;;;;;;
950_921AR_17.3;;;;;;;;;;;;;;
543_155AL_44.9;;;;;;;;;;;;;;
485_45R_101.0;;;;;;;;;;;;;;
133_2101L_20.3;;;;;;;;;;;;;;
802_802L_100.7;;;;;;;;;;;;;;
924_3289L_34.3;;;;;;;;;;;;;;
924_46-49R_35.3;;;;;;;;;;;;;;
620_33L_41.9;;;;;;;;;;;;;;
163_1027ApV_43.9;;;;;;;;;;;;;;
503_187AL_41.2;;;;;;;;;;;;;;
534_1105AL_46.1;;;;;;;;;;;;;;
485_122L_200.2;;;;;;;;;;;;;;
924_3237AR_34.1;;;;;;;;;;;;;;
501_179R_81.0;;;;;;;;;;;;;;
950_207R_11.8;;;;;;;;;;;;;;
087_41AR_22.5;;;;;;;;;;;;;;
586_97BpV_80.6;;;;;;;;;;;;;;
470_207AR_101.2;;;;;;;;;;;;;;
501_912L_80.4;;;;;;;;;;;;;;
851_EEEV_130.9;;;;;;;;;;;;;;
664_255R_43.2;;;;;;;;;;;;;;
027_943AV_148.5;;;;;;;;;;;;;;
470_258L_101.0;;;;;;;;;;;;;;
517_189ApV_0.1;;;;;;;;;;;;;;
531_2557pV_34.6;;;;;;;;;;;;;;
098_3907R_29.5;;;;;;;;;;;;;;
940_361AR_43.1;;;;;;;;;;;;;;
531_2647V_34.6;;;;;;;;;;;;;;
560_21AR_25.1;;;;;;;;;;;;;;
121_2349L_233.0;;;;;;;;;;;;;;
011_15L_68.0;;;;;;;;;;;;;;
531_2569qV_34.6;;;;;;;;;;;;;;
543_173BqV_45.3;;;;;;;;;;;;;;
527_117R_0.5;;;;;;;;;;;;;;
517_63pV_69.3;;;;;;;;;;;;;;
950_105BpV_6.9;;;;;;;;;;;;;;
603_71AR_2.4;;;;;;;;;;;;;;
545_87R_22.4;;;;;;;;;;;;;;
127_311L_12.3;;;;;;;;;;;;;;
514_921R_18.0;;;;;;;;;;;;;;
513_91AL_25.7;;;;;;;;;;;;;;
603_177R_3.9;;;;;;;;;;;;;;
618_51AL_58.7;;;;;;;;;;;;;;
433_47L_5.6;;;;;;;;;;;;;;
623_339R_17.7;;;;;;;;;;;;;;
478_1611V_2.9;;;;;;;;;;;;;;
486_415AV_77.5;;;;;;;;;;;;;;
543_918R_45.7;;;;;;;;;;;;;;
606_85AL_0.6;;;;;;;;;;;;;;
653_21L_102.5;;;;;;;;;;;;;;
543_139AL_44.8;;;;;;;;;;;;;;
531_883L_1.4;;;;;;;;;;;;;;
531_2705V_35.4;;;;;;;;;;;;;;
950_902R_15.8;;;;;;;;;;;;;;
501_131V_80.6;;;;;;;;;;;;;;
950_914V_17.2;;;;;;;;;;;;;;
620_81BqV_42.3;;;;;;;;;;;;;;
520_63L_0.2;;;;;;;;;;;;;;
614_2237R_48.5;;;;;;;;;;;;;;
133_1117BV_18.6;;;;;;;;;;;;;;
924_3535R_35.2;;;;;;;;;;;;;;
520_217BqV_1.3;;;;;;;;;;;;;;
514_942R_18.0;;;;;;;;;;;;;;
506_553AL_43.5;;;;;;;;;;;;;;
610_147AL_14.3;;;;;;;;;;;;;;
506_37AR_43.2;;;;;;;;;;;;;;
586_63AR_80.4;;;;;;;;;;;;;;
478_1115AL_0.6;;;;;;;;;;;;;;
517_931R_69.3;;;;;;;;;;;;;;
478_1339AL_2.0;;;;;;;;;;;;;;
087_21BpV_22.0;;;;;;;;;;;;;;
664_915R_43.3;;;;;;;;;;;;;;
132_962AL_48.9;;;;;;;;;;;;;;
475_985L_0.9;;;;;;;;;;;;;;
950_127L_7.1;;;;;;;;;;;;;;
506_125BV_44.0;;;;;;;;;;;;;;
503_169qV_42.3;;;;;;;;;;;;;;
506_622L_43.9;;;;;;;;;;;;;;
586_285AL_81.2;;;;;;;;;;;;;;
586_387AL_81.1;;;;;;;;;;;;;;
467_22V_101.1;;;;;;;;;;;;;;
520_55R_0.1;;;;;;;;;;;;;;
437_956L_0.9;;;;;;;;;;;;;;
486_904R_75.5;;;;;;;;;;;;;;
603_905L_3.5;;;;;;;;;;;;;;
478_1341L_2.1;;;;;;;;;;;;;;
122_1003L_21.4;;;;;;;;;;;;;;
520_47BpV_28.4;;;;;;;;;;;;;;
092_702V_42.2;;;;;;;;;;;;;;
542_1191BL_29.5;;;;;;;;;;;;;;
950_117L_7.1;;;;;;;;;;;;;;
525_964R_78.6;;;;;;;;;;;;;;
608_31AR_87.8;;;;;;;;;;;;;;
524_245L_69.8;;;;;;;;;;;;;;
545_207V_23.5;;;;;;;;;;;;;;
950_99V_41.7;;;;;;;;;;;;;;
553_311BpV_22.3;;;;;;;;;;;;;;
486_100R_204.4;;;;;;;;;;;;;;
502_247L_100.3;;;;;;;;;;;;;;
133_1011R_8.5;;;;;;;;;;;;;;
950_211AL_7.8;;;;;;;;;;;;;;
950_109AR_6.8;;;;;;;;;;;;;;
542_1153BL_29.1;;;;;;;;;;;;;;
606_101BpV_0.9;;;;;;;;;;;;;;
586_111BpV_80.6;;;;;;;;;;;;;;
924_23-24R_35.3;;;;;;;;;;;;;;
555_247L_83.6;;;;;;;;;;;;;;
545_151AR_22.9;;;;;;;;;;;;;;
924_3277L_34.2;;;;;;;;;;;;;;
606_53L_0.1;;;;;;;;;;;;;;
485_51AqV_100.8;;;;;;;;;;;;;;
586_2501L_80.2;;;;;;;;;;;;;;
801_914R_102.7;;;;;;;;;;;;;;
143_77R_17.2;;;;;;;;;;;;;;
618_39R_58.7;;;;;;;;;;;;;;
107_901V_22.8;;;;;;;;;;;;;;
950_901V_16.6;;;;;;;;;;;;;;
606_61R_0.2;;;;;;;;;;;;;;
514_61AL_17.5;;;;;;;;;;;;;;
073_1103AV_0.7;;;;;;;;;;;;;;
586_2567AR_80.7;;;;;;;;;;;;;;
531_501V_35.6;;;;;;;;;;;;;;
127_391AR_48.5;;;;;;;;;;;;;;
950_79L_41.0;;;;;;;;;;;;;;
586_285AR_81.2;;;;;;;;;;;;;;
924_3533pV_35.3;;;;;;;;;;;;;;
817_74AL_206.2;;;;;;;;;;;;;;
618_125R_51.0;;;;;;;;;;;;;;
467_013L_101.9;;;;;;;;;;;;;;
545_85BqV_22.4;;;;;;;;;;;;;;
586_277AqV_81.2;;;;;;;;;;;;;;
618_853V_50.6;;;;;;;;;;;;;;
545_904R_22.1;;;;;;;;;;;;;;
545_969R_22.8;;;;;;;;;;;;;;
506_161AR_44.2;;;;;;;;;;;;;;
203_343L_34.5;;;;;;;;;;;;;;
553_247BV_21.6;;;;;;;;;;;;;;
506_657R_44.4;;;;;;;;;;;;;;
543_201AR_46.0;;;;;;;;;;;;;;
054_1367AR_53.6;;;;;;;;;;;;;;
564_1301R_23.4;;;;;;;;;;;;;;
501_943V_80.6;;;;;;;;;;;;;;
520_113AV_0.6;;;;;;;;;;;;;;
618_857R_50.6;;;;;;;;;;;;;;
506_103BqV_44.1;;;;;;;;;;;;;;
534_1117AR_46.5;;;;;;;;;;;;;;
474_3V_200.3;;;;;;;;;;;;;;
502_271BV_101.1;;;;;;;;;;;;;;
531_869R_1.5;;;;;;;;;;;;;;
542_1191AL_29.4;;;;;;;;;;;;;;
614_2157V_47.9;;;;;;;;;;;;;;
565_63L_101.8;;;;;;;;;;;;;;
611_2307R_105.5;;;;;;;;;;;;;;
504_922R_17.4;;;;;;;;;;;;;;
305_49BR_19.0;;;;;;;;;;;;;;
534_1041BL_45.6;;;;;;;;;;;;;;
618_57BqV_58.9;;;;;;;;;;;;;;
522_175AL_57.7;;;;;;;;;;;;;;
506_561L_43.6;;;;;;;;;;;;;;
803_82BV_103.9;;;;;;;;;;;;;;
801_913R_102.7;;;;;;;;;;;;;;
817_1213L_115.3;;;;;;;;;;;;;;
132_451AR_49.1;;;;;;;;;;;;;;
054_1275AL_43.6;;;;;;;;;;;;;;
517_157AL_69.9;;;;;;;;;;;;;;
653_905R_102.1;;;;;;;;;;;;;;
803_70V_106.2;;;;;;;;;;;;;;
950_351qV_17.5;;;;;;;;;;;;;;
801_950L_8.2;;;;;;;;;;;;;;
485_58AqV_100.9;;;;;;;;;;;;;;
519_51BL_46.4;;;;;;;;;;;;;;
503_909L_42.9;;;;;;;;;;;;;;
625_267BqV_15.5;;;;;;;;;;;;;;
028_1003pV_52.6;;;;;;;;;;;;;;
817_51L_300.5;;;;;;;;;;;;;;
501_914V_80.3;;;;;;;;;;;;;;
950_612V_7.0;;;;;;;;;;;;;;
534_1085AR_45.8;;;;;;;;;;;;;;
117_5AL_17.6;;;;;;;;;;;;;;
008_931L_22.4;;;;;;;;;;;;;;
479_1709V_304.4;;;;;;;;;;;;;;
139_319AR_175.2;;;;;;;;;;;;;;
950_33L_6.2;;;;;;;;;;;;;;
514_71L_65.4;;;;;;;;;;;;;;
544_1067BV_23.5;;;;;;;;;;;;;;
545_187BpV_23.4;;;;;;;;;;;;;;
011_840AqV_68.8;;;;;;;;;;;;;;
506_41BpV_43.3;;;;;;;;;;;;;;
469_330L_601.4;;;;;;;;;;;;;;
624_255R_32.7;;;;;;;;;;;;;;
133_950L_20.9;;;;;;;;;;;;;;
478_1023AR_0.1;;;;;;;;;;;;;;
924_2305AL_525.0;;;;;;;;;;;;;;
620_79BL_42.3;;;;;;;;;;;;;;
950_661ApV_7.3;;;;;;;;;;;;;;
519_81V_46.9;;;;;;;;;;;;;;
950_912L_17.0;;;;;;;;;;;;;;
555_275AL_83.5;;;;;;;;;;;;;;
924_46-47L_35.3;;;;;;;;;;;;;;
508_2121L_91.8;;;;;;;;;;;;;;
081_964R_74.7;;;;;;;;;;;;;;
555_501V_82.9;;;;;;;;;;;;;;
163_1047L_44.6;;;;;;;;;;;;;;
817_903R_600.0;;;;;;;;;;;;;;
924_1751R_35.5;;;;;;;;;;;;;;
514_19AR_17.7;;;;;;;;;;;;;;
555_273BL_83.6;;;;;;;;;;;;;;
506_89BqV_43.9;;;;;;;;;;;;;;
555_229BqV_83.6;;;;;;;;;;;;;;
614_2111R_47.3;;;;;;;;;;;;;;
924_05-07R_35.3;;;;;;;;;;;;;;
624_147AL_31.7;;;;;;;;;;;;;;
501_951V_80.4;;;;;;;;;;;;;;
924_347AR_36.0;;;;;;;;;;;;;;
506_565V_43.7;;;;;;;;;;;;;;
624_165AL_32.2;;;;;;;;;;;;;;
618_23BqV_58.6;;;;;;;;;;;;;;
550_941L_25.4;;;;;;;;;;;;;;
433_7R_6.2;;;;;;;;;;;;;;
527_85BV_17.2;;;;;;;;;;;;;;
017_51BR_70.1;;;;;;;;;;;;;;
478_1193L_0.7;;;;;;;;;;;;;;
524_915L_70.5;;;;;;;;;;;;;;
588_345AR_1.1;;;;;;;;;;;;;;
124_906L_3.1;;;;;;;;;;;;;;
520_67R_0.2;;;;;;;;;;;;;;
009_35AR_115.3;;;;;;;;;;;;;;
506_563L_43.6;;;;;;;;;;;;;;
517_77BV_69.5;;;;;;;;;;;;;;
528_43AL_28.7;;;;;;;;;;;;;;
664_897AR_42.8;;;;;;;;;;;;;;
560_55BqV_24.8;;;;;;;;;;;;;;
517_207V_0.2;;;;;;;;;;;;;;
817_55V_402.2;;;;;;;;;;;;;;
614_403ApV_48.4;;;;;;;;;;;;;;
553_225ApV_21.3;;;;;;;;;;;;;;
544_1073L_0.1;;;;;;;;;;;;;;
950_9pV_6.4;;;;;;;;;;;;;;
560_1275ApV_24.9;;;;;;;;;;;;;;
506_77AL_43.8;;;;;;;;;;;;;;
527_922L_500.8;;;;;;;;;;;;;;
924_3243AR_34.1;;;;;;;;;;;;;;
047_35AL_41.9;;;;;;;;;;;;;;
128_1235L_10.3;;;;;;;;;;;;;;
608_63AL_88.8;;;;;;;;;;;;;;
586_2511BL_80.3;;;;;;;;;;;;;;
504_85AL_18.7;;;;;;;;;;;;;;
514_101AR_17.1;;;;;;;;;;;;;;
586_255BL_81.1;;;;;;;;;;;;;;
801_918V_101.9;;;;;;;;;;;;;;
503_115BR_43.1;;;;;;;;;;;;;;
506_47BV_43.4;;;;;;;;;;;;;;
545_974R_22.8;;;;;;;;;;;;;;
305_54L_17.8;;;;;;;;;;;;;;
603_3175V_3.5;;;;;;;;;;;;;;
527_911R_500.7;;;;;;;;;;;;;;
536_229AL_60.6;;;;;;;;;;;;;;
531_875R_1.6;;;;;;;;;;;;;;
553_209AL_21.2;;;;;;;;;;;;;;
618_119BR_51.0;;;;;;;;;;;;;;
011_15R_68.0;;;;;;;;;;;;;;
664_873AL_41.8;;;;;;;;;;;;;;
607_906L_44.0;;;;;;;;;;;;;;
814_966R_101.9;;;;;;;;;;;;;;
924_343V_36.0;;;;;;;;;;;;;;
163_987R_44.9;;;;;;;;;;;;;;
524_263AL_70.3;;;;;;;;;;;;;;
118_1115AR_92.7;;;;;;;;;;;;;;
105_141AL_31.5;;;;;;;;;;;;;;
938_4593V_2.4;;;;;;;;;;;;;;
132_942L_49.1;;;;;;;;;;;;;;
514_965V_17.1;;;;;;;;;;;;;;
545_75BqV_22.3;;;;;;;;;;;;;;
486_902L_75.4;;;;;;;;;;;;;;
614_2105R_47.3;;;;;;;;;;;;;;
118_1095R_90.7;;;;;;;;;;;;;;
524_902L_70.2;;;;;;;;;;;;;;
501_177AL_81.0;;;;;;;;;;;;;;
523_5001BV_177.5;;;;;;;;;;;;;;
520_127AL_0.6;;;;;;;;;;;;;;
