ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
2895;contractgebied;BVL;2;Den Haag;BAM Rail;Den Haag;13-12-2018
2896;contractgebied;BVL;24;Eindhoven;ASSET Rail;De Peel;13-12-2018
2897;contractgebied;BVL;16;Maarn;ASSET Rail;Eemland;13-12-2018
2898;contractgebied;BVL;12;Amersfoort;ASSET Rail;Eemland;13-12-2018
2899;contractgebied;BVL;32;Twente;VolkerRail;Twente;13-12-2018
2900;contractgebied;BVL;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;13-12-2018
2901;contractgebied;BVL;37;Groningen;Strukton Rail;Wadden;13-12-2018
2902;contractgebied;BVL;26;Maastricht;Strukton Rail;;13-12-2018
2903;contractgebied;BVL;27;Venlo;ASSET Rail;De Peel;13-12-2018
2904;contractgebied;BVL;14;Woerden;VolkerRail;;13-12-2018
2905;contractgebied;BVL;25;Roermond;Strukton Rail;;13-12-2018
2906;contractgebied;BVL;3;Rotterdam;VolkerRail;Rotterdam;13-12-2018
2907;contractgebied;BVL;33;Gelderland;Strukton Rail;Veluwe;13-12-2018
2908;contractgebied;BVL;29;Gelderse Vallei;Strukton Rail;Veluwe;13-12-2018
2909;contractgebied;BVL;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;13-12-2018
2910;contractgebied;BASIS;25;Roermond;Strukton Rail;;13-12-2018
2911;contractgebied;BASIS;23;Boxtel;BAM Rail;;13-12-2018
2912;contractgebied;BASIS;33;Gelderland;Strukton Rail;Veluwe;13-12-2018
2913;contractgebied;BASIS;31;IJsselstreek;Strukton Rail;Veluwe;13-12-2018
2914;contractgebied;BAAN;23;Boxtel;BAM Rail;;13-12-2018
2915;contractgebied;BASIS;22;Geldermalsen;Strukton Rail;Betuwe;13-12-2018
2916;contractgebied;BASIS;13;Utrecht;VolkerRail;;13-12-2018
2917;contractgebied;BAAN;9;Amsterdam;VolkerRail;Amsterdam;13-12-2018
2918;contractgebied;BAAN;30;Achterhoek;ASSET Rail;Gelre;13-12-2018
2919;contractgebied;BAAN;11;Weesp;Strukton Rail;Amstelsepoort;13-12-2018
2920;contractgebied;BAAN;36;Friesland;Strukton Rail;Wadden;13-12-2018
2921;contractgebied;BAAN;35;Drenthe;ASSET Rail;Drenthe;13-12-2018
2922;contractgebied;BAAN;34;Overijssel;ASSET Rail;Drenthe;13-12-2018
2923;contractgebied;BASIS;37;Groningen;Strukton Rail;Wadden;13-12-2018
2924;contractgebied;BASIS;32;Twente;VolkerRail;Twente;13-12-2018
2925;contractgebied;BAAN;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;13-12-2018
2926;contractgebied;BAAN;7;Alkmaar;VolkerRail;Hollands Noorderkwartier;13-12-2018
2927;contractgebied;BAAN;14;Woerden;VolkerRail;;13-12-2018
2928;contractgebied;BAAN;10;Duivendrecht;Strukton Rail;Amstelsepoort;13-12-2018
2929;contractgebied;BAAN;28;Maas en Waal;ASSET Rail;Gelre;13-12-2018
2930;contractgebied;BASIS;1;Leiden;BAM Rail;Rijn en Gouwe;13-12-2018
2931;contractgebied;BASIS;8;Haarlem;Strukton Rail;Kennemerland;13-12-2018
2932;contractgebied;BASIS;27;Venlo;ASSET Rail;De Peel;13-12-2018
2933;contractgebied;BASIS;24;Eindhoven;ASSET Rail;De Peel;13-12-2018
2934;contractgebied;BASIS;16;Maarn;ASSET Rail;Eemland;13-12-2018
2935;contractgebied;BAAN;25;Roermond;Strukton Rail;;13-12-2018
2936;contractgebied;BAAN;33;Gelderland;Strukton Rail;Veluwe;13-12-2018
2937;contractgebied;BAAN;31;IJsselstreek;Strukton Rail;Veluwe;13-12-2018
2938;contractgebied;BAAN;29;Gelderse Vallei;Strukton Rail;Veluwe;13-12-2018
2939;contractgebied;BASIS;10;Duivendrecht;Strukton Rail;Amstelsepoort;13-12-2018
2940;contractgebied;BVL;13;Utrecht;VolkerRail;;13-12-2018
2941;contractgebied;BASIS;70;HSL;Infraspeed;;13-12-2018
2942;contractgebied;BASIS;4;Europoort;VolkerRail;;13-12-2018
2943;contractgebied;BASIS;5;Dordrecht;ASSET Rail;Dordrecht;13-12-2018
2944;contractgebied;BAAN;1;Leiden;BAM Rail;Rijn en Gouwe;13-12-2018
2945;contractgebied;BAAN;70;HSL;Infraspeed;;13-12-2018
2946;contractgebied;BAAN;3;Rotterdam;VolkerRail;Rotterdam;13-12-2018
2947;contractgebied;BAAN;13;Utrecht;VolkerRail;;13-12-2018
2948;contractgebied;BAAN;12;Amersfoort;ASSET Rail;Eemland;13-12-2018
2949;contractgebied;BVL;36;Friesland;Strukton Rail;Wadden;13-12-2018
2950;contractgebied;BVL;19;Roosendaal;Strukton Rail;Zeeland;13-12-2018
2951;contractgebied;BVL;4;Europoort;VolkerRail;;13-12-2018
2952;contractgebied;BASIS;99;Kijfhoek;Strukton Rail;;13-12-2018
2953;contractgebied;BVL;70;HSL;Infraspeed;;13-12-2018
2954;contractgebied;BAAN;5;Dordrecht;ASSET Rail;Dordrecht;13-12-2018
2955;contractgebied;BAAN;99;Kijfhoek;Strukton Rail;;13-12-2018
2956;contractgebied;BAAN;4;Europoort;VolkerRail;;13-12-2018
2957;contractgebied;BVL;10;Duivendrecht;Strukton Rail;Amstelsepoort;13-12-2018
2958;contractgebied;BAAN;22;Geldermalsen;Strukton Rail;Betuwe;13-12-2018
2959;contractgebied;BVL;22;Geldermalsen;Strukton Rail;Betuwe;13-12-2018
2960;contractgebied;BVL;5;Dordrecht;ASSET Rail;Dordrecht;13-12-2018
2961;contractgebied;BVL;71;A15trace;VolkerRail;;13-12-2018
2962;contractgebied;BVL;31;IJsselstreek;Strukton Rail;Veluwe;13-12-2018
2963;contractgebied;BVL;28;Maas en Waal;ASSET Rail;Gelre;13-12-2018
2964;contractgebied;BVL;99;Kijfhoek;Strukton Rail;;13-12-2018
2965;contractgebied;BASIS;21;Den Bosch;Strukton Rail;Betuwe;13-12-2018
2966;contractgebied;BASIS;12;Amersfoort;ASSET Rail;Eemland;13-12-2018
2967;contractgebied;BASIS;71;A15trace;VolkerRail;;13-12-2018
2968;contractgebied;BASIS;28;Maas en Waal;ASSET Rail;Gelre;13-12-2018
2969;contractgebied;BAAN;71;A15trace;VolkerRail;;13-12-2018
