ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
35;552_227AR_82.5;Onbekend;3,363;3,963;23-11-2018
36;549_283V_70.9;Onbekend;0;0,098;23-11-2018
37;549_283V_70.9;Clipped Tuned, type Corus 54E1;0,098;0,663;23-11-2018
38;011_299BV_70.0;Clipped Tuned, type Corus 54E1;0;2,765;23-11-2018
39;011_301AR_70.0;Clipped Tuned, type Corus 54E1;0,029;2,565;23-11-2018
40;011_73V_68.9;Clipped Tuned, type Corus 54E1;0;1,458;23-11-2018
41;654_427L_50.4;Clipped Tuned, type Corus 54E1;0,166;16,734;23-11-2018
42;654_429V_50.5;Clipped Tuned, type Corus 54E1;0,056;16,652;23-11-2018
43;103_303V_28.8;Clipped Tuned, type Corus 54E1;0,493;0,893;23-11-2018
44;609_127V_27.2;Onbekend;0;0,447;23-11-2018
45;123_3AR_10.6;Onbekend;0,034;0,857;23-11-2018
46;609_123BV_27.2;Onbekend;0;0,502;23-11-2018
47;510_401V_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,003;1,45;23-11-2018
48;510_403L_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,036;1,51;23-11-2018
49;055_423BV_37.4;Onbekend;0,002;1,243;23-11-2018
50;055_427AR_37.6;Onbekend;0,031;1,067;23-11-2018
51;546_1015R_4.5;Onbekend;0,246;0,525;23-11-2018
52;528_55AL_29.0;Onbekend;0,23;6,03;23-11-2018
53;024_203L_25.8;Onbekend;0,027;0,77;23-11-2018
54;024_201AL_25.7;Onbekend;0,028;0,898;23-11-2018
55;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0,001;0,062;23-11-2018
56;618_273AR_49.5;Onbekend;0,029;0,124;23-11-2018
57;050_463AR_4.2;Onbekend;0,028;2,174;23-11-2018
58;605_1BL_33.4;Onbekend;0,029;0,215;23-11-2018
59;605_3BL_33.5;Onbekend;0,109;0,308;23-11-2018
60;562_159R_60.9;Onbekend;6,305;13,993;23-11-2018
61;562_161L_61.2;Onbekend;6,006;13,682;23-11-2018
62;551_163R_24.0;Onbekend;4,272;5,848;23-11-2018
63;551_161AR_23.6;Onbekend;4,675;6,219;23-11-2018
64;135_253V_21.5;Onbekend;0;5,989;23-11-2018
65;135_255V_21.5;Onbekend;0;5,99;23-11-2018
66;055_399AR_19.6;Onbekend;0,052;8,433;23-11-2018
67;055_399BV_19.7;Onbekend;0,002;8,328;23-11-2018
68;055_413BV_29.6;Onbekend;0,002;7,747;23-11-2018
69;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;8,433;9,892;23-11-2018
70;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;8,328;9,752;23-11-2018
71;618_273AR_49.5;Onbekend;0,124;10,8;23-11-2018
72;027_955BV_149.2;Onbekend;0,319;0,527;23-11-2018
73;552_227AR_82.5;Clipped Tuned, type Corus 54E1;3,963;4,561;23-11-2018
74;552_229BV_82.6;Onbekend;3,922;4,578;23-11-2018
75;550_41AV_25.3;Onbekend;1,461;8,46;23-11-2018
76;133_1019R_8.7;Onbekend;1,135;6,864;23-11-2018
77;133_1021L_8.8;Onbekend;1,234;2,88;23-11-2018
78;047_41L_42.5;Schrey & Veit, VICON-AMSA 54VS;0,046;0,128;23-11-2018
79;531_2677L_34.7;Onbekend;1,158;1,821;23-11-2018
80;531_2677L_34.7;Onbekend;0,027;1,187;23-11-2018
81;531_2327R_33.9;Clipped Tuned, type Corus 54E1;0,029;0,991;23-11-2018
82;555_381V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,251;3,978;23-11-2018
83;555_379V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,239;3,924;23-11-2018
84;555_387V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,884;23-11-2018
85;555_383V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,892;23-11-2018
86;135_273BV_22.2;Onbekend;0,003;17,209;23-11-2018
87;135_275BV_22.2;Onbekend;0,003;17,202;23-11-2018
88;135_2035V_40.5;Onbekend;0;2,149;23-11-2018
89;135_2029V_40.4;Onbekend;0,003;2,277;23-11-2018
90;079_171BV_14.2;Onbekend;0;10,86;23-11-2018
91;079_171AR_14.3;Onbekend;0,029;10,921;23-11-2018
92;079_169BV_14.3;Clipped Tuned, type Corus 54E1;0;0,033;23-11-2018
93;079_169AL_14.4;Clipped Tuned, type Corus 54E1;0,029;0,129;23-11-2018
94;079_163AL_15.0;Onbekend;0,028;0,596;23-11-2018
95;079_163BV_14.9;Onbekend;0;0,567;23-11-2018
96;163_961V_44.4;Onbekend;0,017;0,217;23-11-2018
97;163_967V_44.4;Onbekend;0,036;0,236;23-11-2018
98;163_969V_44.4;Onbekend;0,035;0,235;23-11-2018
99;520_31AL_27.9;Schrey & Veit, VICON-AMSA 54VS;0,312;0,376;23-11-2018
100;520_31BV_28.0;Schrey & Veit, VICON-AMSA 54VS;0,23;0,256;23-11-2018
101;520_45AR_28.3;Schrey & Veit, VICON-AMSA 54VS;0,037;0,08;23-11-2018
102;520_45BV_28.3;Schrey & Veit, VICON-AMSA 54VS;0,003;0,007;23-11-2018
103;588_411AR_2.8;Onbekend;0,837;1,537;23-11-2018
104;588_411AR_2.8;Onbekend;0,032;0,365;23-11-2018
105;526_15AV_4.1;Onbekend;0;0,644;23-11-2018
106;927_9AV_904.3;Onbekend;0,087;0,738;23-11-2018
107;526_433BV_3.5;Onbekend;0;0,571;23-11-2018
108;526_437R_3.5;Onbekend;0,039;0,568;23-11-2018
109;526_437L_3.5;Onbekend;0,037;0,508;23-11-2018
110;588_411AR_2.8;Clipped Tuned, type Corus 54E1;0,367;0,812;23-11-2018
111;588_415BV_2.9;Clipped Tuned, type Corus 54E1;0,261;0,541;23-11-2018
112;588_353AL_1.2;Clipped Tuned, type Corus 54E1;1,955;2,189;23-11-2018
113;588_351AL_1.2;Clipped Tuned, type Corus 54E1;2,009;2,195;23-11-2018
114;588_417BV_2.9;Onbekend;0,26;0,521;23-11-2018
115;526_435R_3.5;Onbekend;0,035;0,455;23-11-2018
116;588_415BV_2.9;Onbekend;0;0,26;23-11-2018
117;588_417BV_2.9;Onbekend;0;0,26;23-11-2018
118;588_353AL_1.2;Onbekend;1,438;1,937;23-11-2018
119;588_351AL_1.2;Onbekend;1,486;2,009;23-11-2018
120;588_415AR_2.9;Onbekend;0,017;0,315;23-11-2018
121;206_101V_12.2;Schrey & Veit, VICON-AMSA 54VS;0;10,605;23-11-2018
122;605_1AV_33.4;Onbekend;0,129;7,503;23-11-2018
123;009_115AR_148.1;Onbekend;0,031;1,26;23-11-2018
124;009_117R_148.2;Onbekend;0,033;0,656;23-11-2018
125;009_129V_148.9;Onbekend;0,002;0,463;23-11-2018
126;009_131AL_149.4;Onbekend;0,03;4,609;23-11-2018
127;009_131BV_149.4;Onbekend;0,002;4,581;23-11-2018
128;950_475BV_8.3;Onbekend;0,003;2,298;23-11-2018
129;950_475AR_8.2;Onbekend;0,059;2,465;23-11-2018
130;112_6123V_67.9;Onbekend;0,003;4,726;23-11-2018
131;112_467BV_67.2;Onbekend;0,003;5,453;23-11-2018
132;514_49BR_65.3;Onbekend;0,784;8,651;23-11-2018
133;514_49AV_65.2;Onbekend;0,739;8,583;23-11-2018
134;508_2057R_91.1;Onbekend;0,059;0,941;23-11-2018
135;508_2109R_91.5;Onbekend;0,057;0,593;23-11-2018
136;664_123AR_42.5;Glued Tuned, type Corus 54E1;0,026;0,418;23-11-2018
137;664_107AL_42.0;Glued Tuned, type Corus 54E1;0,05;0,108;23-11-2018
138;664_131AV_42.9;Glued Tuned, type Corus 54E1;0,028;0,349;23-11-2018
139;664_131AL_42.9;Glued Tuned, type Corus 54E1;0,028;0,241;23-11-2018
140;664_141AR_43.1;Glued Tuned, type Corus 54E1;0,027;0,211;23-11-2018
141;664_143AR_43.1;Glued Tuned, type Corus 54E1;0,015;0,154;23-11-2018
142;664_255R_43.2;Glued Tuned, type Corus 54E1;0,016;0,114;23-11-2018
143;163_165AR_43.6;Glued Tuned, type Corus 54E1;0,037;0,659;23-11-2018
144;163_163BV_43.7;Glued Tuned, type Corus 54E1;0,008;0,468;23-11-2018
145;163_959BV_44.3;Glued Tuned, type Corus 54E1;0,006;0,107;23-11-2018
146;555_387V_84.4;Onbekend;0,022;3,808;23-11-2018
147;555_383V_84.4;Onbekend;0,022;3,816;23-11-2018
148;555_381V_84.4;Onbekend;0,051;3,978;23-11-2018
149;555_379V_84.4;Onbekend;0,039;3,924;23-11-2018
150;603_183BV_4.1;Clipped Tuned, type Corus 54E1;0,865;18,891;23-11-2018
151;603_181BV_4.0;Clipped Tuned, type Corus 54E1;0,945;18,942;23-11-2018
152;664_101AV_41.9;Schrey & Veit, VICON-AMSA 5RQ;0,003;0,54;23-11-2018
153;543_213AR_46.2;Onbekend;0,527;6,405;23-11-2018
154;543_213BV_46.2;Clipped Tuned, type Corus 54E1;0;0,479;23-11-2018
155;606_111V_1.0;Onbekend;0,082;13,882;23-11-2018
156;606_109V_1.0;Onbekend;0,066;13,866;23-11-2018
157;543_213BV_46.2;Onbekend;0,479;6,393;23-11-2018
158;609_135AL_26.6;Onbekend;11,609;11,939;23-11-2018
159;563_189R_57.4;Clipped Tuned, type Corus 54E1;0,059;0,443;23-11-2018
160;563_187AL_57.4;Clipped Tuned, type Corus 54E1;0,056;0,435;23-11-2018
161;206_101V_12.2;Schrey & Veit, VICON-AMSA 54VS;4,402;4,805;23-11-2018
162;206_101V_12.2;Schrey & Veit, VICON-AMSA 54VS;3,142;3,195;23-11-2018
163;206_123V_18.2;Schrey & Veit, VICON-AMSA 54VS;0,119;0,169;23-11-2018
164;605_1AV_33.4;Schrey & Veit, VICON-AMSA 54VS;5,339;5,384;23-11-2018
165;021_37AL_67.0;Onbekend;0,048;1,368;23-11-2018
166;021_39L_67.2;Onbekend;0,048;1,142;23-11-2018
167;017_11AL_49.5;Onbekend;0,029;12;23-11-2018
168;017_11BV_49.5;Onbekend;0;11,882;23-11-2018
169;017_29AL_61.5;Onbekend;0,028;0,648;23-11-2018
170;017_29BV_61.5;Onbekend;0;0,557;23-11-2018
171;610_151AR_14.0;Onbekend;0,061;13,705;23-11-2018
172;610_151BV_13.9;Onbekend;0,002;13,649;23-11-2018
173;609_7L_29.7;Onbekend;0,231;10,931;23-11-2018
174;609_5L_29.7;Onbekend;0,231;10,931;23-11-2018
175;119_121AV_21.3;Onbekend;0;6,754;23-11-2018
176;119_121BR_21.3;Onbekend;0,03;6,814;23-11-2018
177;132_295AL_40.4;Onbekend;0,265;7,491;23-11-2018
178;132_295BV_40.4;Onbekend;0,205;6,696;23-11-2018
179;542_1267AR_29.9;Onbekend;0,017;0,673;23-11-2018
180;542_1271AL_29.9;Onbekend;0,017;0,673;23-11-2018
181;542_1271BV_30.0;Onbekend;0;0,621;23-11-2018
182;542_1277AR_30.0;Onbekend;0,017;0,514;23-11-2018
183;561_97BV_59.6;Onbekend;0,003;1,92;23-11-2018
184;563_187AL_57.4;Onbekend;0,436;2,388;23-11-2018
185;561_89BV_59.6;Onbekend;0,003;1,864;23-11-2018
186;563_189R_57.4;Onbekend;0,444;2,444;23-11-2018
187;123_61AL_19.8;Glued Tuned, type Corus 54E1;1,652;1,813;23-11-2018
188;123_63AL_19.9;Onbekend;0,036;1,577;23-11-2018
189;551_143AL_22.7;Onbekend;0,032;1,316;23-11-2018
190;551_145BV_22.9;Glued Tuned, type Corus 54E1;0,002;0,718;23-11-2018
191;551_145AL_22.8;Glued Tuned, type Corus 54E1;0,03;0,828;23-11-2018
192;515_307BV_51.2;Onbekend;4,032;8,222;23-11-2018
193;515_307AR_51.1;Onbekend;0,32;4,13;23-11-2018
194;057_41V_11.2;Onbekend;5,565;9,162;23-11-2018
195;063_31AV_13.7;Onbekend;0;10,99;23-11-2018
196;046_255AR_41.4;Onbekend;0,211;5,256;23-11-2018
197;054_1273AR_43.1;Onbekend;0,132;9,985;23-11-2018
198;054_1275AR_43.6;Onbekend;0,053;9,355;23-11-2018
199;054_1001AV_57.2;Onbekend;0,001;2,893;23-11-2018
200;054_1001BR_57.4;Onbekend;0,054;2,825;23-11-2018
201;054_1005AV_57.3;Onbekend;0,001;2,655;23-11-2018
202;054_1003AV_57.3;Onbekend;0,001;2,553;23-11-2018
203;544_1075R_0.2;Onbekend;0,058;0,636;23-11-2018
204;509_1107R_35.1;Onbekend;0,036;1,337;23-11-2018
205;509_1103R_35.1;Onbekend;0,029;1,433;23-11-2018
206;608_67L_88.9;Onbekend;0,228;13,118;23-11-2018
207;608_65AL_88.8;Onbekend;0,313;13,213;23-11-2018
208;127_323V_13.1;Schrey & Veit, VICON-AMSA 5RQ;0;0,112;23-11-2018
209;127_325AL_13.2;Schrey & Veit, VICON-AMSA 5RQ;0,029;0,125;23-11-2018
210;127_351AL_27.9;Schrey & Veit, VICON-AMSA 5RQ;0,029;9,561;23-11-2018
211;127_329AR_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,033;14,515;23-11-2018
212;127_327V_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,003;0,01;23-11-2018
213;127_351BV_27.9;Schrey & Veit, VICON-AMSA 5RQ;0;9,532;23-11-2018
214;127_329BV_13.3;Schrey & Veit, VICON-AMSA 5RQ;0;14,487;23-11-2018
215;545_225AR_23.7;Schrey & Veit, VICON-AMSA 5RQ;0,825;8,383;23-11-2018
216;127_295AR_8.2;Schrey & Veit, VICON-AMSA 5RQ;3,734;3,928;23-11-2018
217;127_303V_11.2;Schrey & Veit, VICON-AMSA 5RQ;0,78;0,974;23-11-2018
218;127_309BV_12.3;Schrey & Veit, VICON-AMSA 5RQ;0;0,013;23-11-2018
219;127_311R_12.3;Schrey & Veit, VICON-AMSA 5RQ;0,031;0,773;23-11-2018
220;127_349AR_27.8;Schrey & Veit, VICON-AMSA 5RQ;0,096;0,114;23-11-2018
221;127_359AL_37.4;Schrey & Veit, VICON-AMSA 5RQ;0,198;0,248;23-11-2018
222;127_361L_37.5;Schrey & Veit, VICON-AMSA 5RQ;0,03;0,871;23-11-2018
223;127_435AR_54.0;Schrey & Veit, VICON-AMSA 5RQ;0,027;7,643;23-11-2018
224;127_435BV_54.0;Schrey & Veit, VICON-AMSA 5RQ;0;7,628;23-11-2018
225;127_375BV_38.5;Clipped Tuned, type Corus 54E1;0,001;9,967;23-11-2018
226;127_375AR_38.5;Clipped Tuned, type Corus 54E1;0,028;10,025;23-11-2018
227;123_61AL_19.8;Onbekend;0,029;1,651;23-11-2018
228;544_1075L_0.2;Onbekend;0,058;0,636;23-11-2018
229;544_1071BV_0.2;Glued Tuned, type Corus 54E1;0,604;0,776;23-11-2018
230;544_1079BV_0.3;Onbekend;0,002;0,691;23-11-2018
231;544_1077BV_0.3;Glued Tuned, type Corus 54E1;0,002;0,603;23-11-2018
232;117_1843L_6.3;Onbekend;0,048;3,493;23-11-2018
233;046_227AL_36.0;Onbekend;0,029;5,278;23-11-2018
234;046_227BV_36.1;Onbekend;0;5,283;23-11-2018
235;047_3AV_40.9;Onbekend;0;16,764;23-11-2018
236;047_3BL_41.0;Onbekend;0,03;16,769;23-11-2018
237;545_75BL_22.3;Onbekend;2,446;20,078;23-11-2018
238;122_65L_2.8;Onbekend;1,009;18,5;23-11-2018
239;124_195L_4.5;Onbekend;0,039;13,792;23-11-2018
240;124_197V_4.6;Onbekend;0;13,657;23-11-2018
241;544_1135BV_1.4;Onbekend;0,001;0,837;23-11-2018
242;544_1135AR_1.3;Onbekend;0,061;0,906;23-11-2018
243;055_413AL_29.6;Schrey & Veit, VICON-AMSA 5RQ;0,03;7,775;23-11-2018
244;122_65V_2.8;Schrey & Veit, VICON-AMSA 5RQ;0;0,692;23-11-2018
245;545_75BL_22.3;Schrey & Veit, VICON-AMSA 5RQ;0,746;1,231;23-11-2018
246;123_1BR_10.6;Onbekend;0,034;8,035;23-11-2018
247;123_1AV_10.6;Onbekend;0,905;7,968;23-11-2018
248;057_41V_11.2;Onbekend;9,162;9,335;23-11-2018
249;519_97BV_47.4;Onbekend;0,37;5,753;23-11-2018
250;519_95BV_47.3;Onbekend;0,438;5,845;23-11-2018
251;087_47BV_22.8;Onbekend;0;1,308;23-11-2018
252;087_7L_21.1;Onbekend;0,044;0,831;23-11-2018
253;087_7R_21.1;Onbekend;0,044;0,798;23-11-2018
254;087_3L_21.1;Onbekend;0,044;0,699;23-11-2018
255;087_21AR_21.8;Onbekend;0,049;0,675;23-11-2018
256;089_261BV_45.7;Onbekend;0;0,623;23-11-2018
257;089_261AL_45.6;Onbekend;0,039;0,673;23-11-2018
258;506_259AR_45.5;Onbekend;0,043;0,565;23-11-2018
259;089_259BV_45.6;Onbekend;0,003;0,599;23-11-2018
260;089_271R_46.0;Onbekend;0,1;0,48;23-11-2018
261;089_273AL_46.2;Onbekend;0,1;0,446;23-11-2018
262;089_293BV_46.6;Onbekend;0;0,039;23-11-2018
263;612_7BL_60.6;Onbekend;13,977;14,089;23-11-2018
264;101_1067BV_12.3;Onbekend;0;2,517;23-11-2018
265;532_1067AR_11.9;Onbekend;0,158;2,858;23-11-2018
266;532_1061BV_12.0;Onbekend;0,088;2,788;23-11-2018
267;101_1063V_12.3;Onbekend;0;2,515;23-11-2018
268;128_35BV_12.8;Onbekend;0;0,348;23-11-2018
269;128_35AL_12.7;Onbekend;0,047;0,586;23-11-2018
270;128_25AR_12.6;Onbekend;0,047;0,674;23-11-2018
271;128_25BV_12.8;Onbekend;0;0,4;23-11-2018
272;128_27L_12.7;Onbekend;0,043;0,579;23-11-2018
273;528_9R_28.1;Onbekend;0,048;0,525;23-11-2018
274;528_9L_28.1;Onbekend;0,048;0,559;23-11-2018
275;528_5L_28.0;Onbekend;0,048;0,654;23-11-2018
276;528_7R_28.1;Onbekend;0,042;0,525;23-11-2018
277;528_7L_28.1;Onbekend;0,038;0,452;23-11-2018
278;620_97AR_42.6;Onbekend;0,115;14,561;23-11-2018
279;546_1063BR_3.6;Onbekend;0,047;2,739;23-11-2018
280;093_1005L_6.2;Onbekend;1,572;2,535;23-11-2018
281;094_1091AV_2.5;Onbekend;0;1,644;23-11-2018
282;094_1065R_3.5;Clipped Tuned, type Corus 54E1;0,1;0,874;23-11-2018
283;093_1007R_5.8;Onbekend;1,184;2,181;23-11-2018
284;094_1091BL_2.7;Onbekend;0,923;1,808;23-11-2018
285;094_1069AV_3.3;Clipped Tuned, type Corus 54E1;0;0,408;23-11-2018
286;094_1067BR_3.5;Clipped Tuned, type Corus 54E1;0,048;0,176;23-11-2018
287;094_1065L_3.5;Clipped Tuned, type Corus 54E1;0,1;0,621;23-11-2018
288;546_1049V_3.9;Clipped Tuned, type Corus 54E1;0;0,284;23-11-2018
289;094_1079BL_2.8;Onbekend;1,098;1,923;23-11-2018
290;094_1069BL_3.4;Clipped Tuned, type Corus 54E1;0,047;0,518;23-11-2018
291;094_1067AV_3.4;Clipped Tuned, type Corus 54E1;0;0,019;23-11-2018
292;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,284;0,462;23-11-2018
293;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,001;0,284;23-11-2018
294;531_2327R_33.9;Onbekend;0,991;4,322;23-11-2018
295;532_1061BV_12.0;Onbekend;2,789;3,209;23-11-2018
296;101_1063V_12.3;Onbekend;2,516;2,81;23-11-2018
297;101_1067BV_12.3;Onbekend;2,517;2,866;23-11-2018
298;532_1067AR_11.9;Onbekend;2,859;3,407;23-11-2018
299;533_1131AL_15.9;Onbekend;0,034;0,219;23-11-2018
300;533_1159BV_16.1;Onbekend;0;1,474;23-11-2018
301;533_1139AR_15.9;Onbekend;0,032;0,117;23-11-2018
302;533_1151BV_16.1;Onbekend;0;1,496;23-11-2018
303;533_1117AR_15.3;Onbekend;0,048;2,082;23-11-2018
304;533_1117BV_15.5;Onbekend;0;0,477;23-11-2018
305;533_1159AR_16.0;Onbekend;0,034;1,415;23-11-2018
306;533_1113AL_15.3;Onbekend;0,048;2,082;23-11-2018
307;533_1113BV_15.5;Onbekend;0;0,495;23-11-2018
308;533_1151AL_16.0;Onbekend;0,033;1,402;23-11-2018
309;602_221BV_77.4;Schrey & Veit, VICON-AMSA 5RQ;0,339;10,669;23-11-2018
310;105_91BR_23.1;Onbekend;0,028;4,681;23-11-2018
311;105_91AV_23.1;Onbekend;0;4,673;23-11-2018
312;602_221AR_77.3;Schrey & Veit, VICON-AMSA 5RQ;0,438;10,739;23-11-2018
313;013_233AL_88.4;Schrey & Veit, VICON-AMSA 5RQ;0,027;11,481;23-11-2018
314;013_233BV_88.5;Schrey & Veit, VICON-AMSA 5RQ;0;11,423;23-11-2018
315;017_353AL_32.0;Onbekend;0,049;7,503;23-11-2018
316;017_353BV_32.1;Onbekend;0;7,345;23-11-2018
317;017_61BV_71.0;Onbekend;0;11,833;23-11-2018
318;017_65AR_70.8;Onbekend;0,027;12,041;23-11-2018
319;609_135AL_26.6;Onbekend;0,152;11,609;23-11-2018
320;609_135BV_26.5;Onbekend;0,051;11,509;23-11-2018
321;047_71R_52.2;Onbekend;0,074;4,357;23-11-2018
322;602_221BV_77.4;Schrey & Veit, VICON-AMSA 5RQ;0;0,337;23-11-2018
323;602_221AR_77.3;Schrey & Veit, VICON-AMSA 5RQ;0,048;0,437;23-11-2018
324;503_189L_40.9;Onbekend;0,369;23,315;23-11-2018
325;503_191L_40.9;Onbekend;0,36;23,338;23-11-2018
326;605_3AL_33.4;Schrey & Veit, VICON-AMSA 5RQ;0,027;0,516;23-11-2018
327;605_1BL_33.4;Onbekend;0,215;6,745;23-11-2018
328;605_3BL_33.5;Onbekend;0,308;6,868;23-11-2018
329;605_3BV_33.5;Onbekend;0;0,459;23-11-2018
330;605_25BV_34.1;Onbekend;0;0,083;23-11-2018
331;620_3AV_41.6;Onbekend;0,295;5,01;23-11-2018
332;620_1AV_41.6;Onbekend;0,295;5,012;23-11-2018
333;620_97BV_42.7;Onbekend;0,034;14,421;23-11-2018
334;084_7BV_9.5;Onbekend;0;0,562;23-11-2018
335;084_7AR_9.4;Onbekend;0,027;0,556;23-11-2018
336;532_1061BR_12.0;Onbekend;1,204;3,972;23-11-2018
337;101_1063L_12.3;Onbekend;1,485;4,317;23-11-2018
338;101_1067BR_12.3;Onbekend;1,485;4,552;23-11-2018
339;532_1037R_11.2;Onbekend;0,448;3,46;23-11-2018
340;117_1BL_15.5;Onbekend;0,048;5,625;23-11-2018
341;035_145BV_53.0;Onbekend;0;7,558;23-11-2018
342;035_145AR_52.9;Onbekend;0,027;7,672;23-11-2018
343;604_13BV_47.6;Schrey & Veit, VICON-AMSA 5RQ;0,04;0,623;23-11-2018
344;604_13AR_47.5;Schrey & Veit, VICON-AMSA 5RQ;0,102;0,93;23-11-2018
345;605_25BV_34.1;Schrey & Veit, VICON-AMSA 5RQ;0,084;3,084;23-11-2018
346;020_5V_60.3;Onbekend;0;11,331;23-11-2018
347;612_7BL_60.6;Onbekend;0,3;11,641;23-11-2018
348;507_231AV_93.6;Onbekend;0,05;1,098;23-11-2018
349;507_231BL_93.6;Onbekend;0,117;1,137;23-11-2018
350;047_41L_42.5;Clipped Tuned, type Corus 54E1;0,128;1,92;23-11-2018
351;618_273BV_49.5;Onbekend;0,062;10,768;23-11-2018
352;605_25AL_34.1;Onbekend;0,029;0,143;23-11-2018
353;605_25AL_34.1;Onbekend;0,143;3,143;23-11-2018
354;078_207R_64.9;Onbekend;0,026;1,003;23-11-2018
355;078_209L_64.9;Onbekend;0,046;0,731;23-11-2018
356;078_227V_65.7;Schrey & Veit, VICON-AMSA 5RQ;0;0,324;23-11-2018
357;078_231AL_66.0;Onbekend;0,031;3,613;23-11-2018
358;078_231BV_66.0;Onbekend;0,003;3,552;23-11-2018
359;017_27R_61.4;Onbekend;0,028;0,736;23-11-2018
360;050_463AR_4.2;Onbekend;2,175;3,568;23-11-2018
361;587_481R_7.0;Onbekend;0;0,825;23-11-2018
362;050_465R_4.3;Onbekend;0,027;2,096;23-11-2018
363;050_465R_4.3;Clipped Tuned, type Corus 54E1;2,097;2,556;23-11-2018
364;614_2123V_47.5;Onbekend;0,002;0,398;23-11-2018
