TRAJECT;N_SP_NAAR;TRJ_NAAR;N_SP_VAN;TRJ_VAN;SEGMENT_IDENTIFICATIE;SPOORLIJNNAAM;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ;ABC;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
Hrl-Mt;CA;Mt;CD;Hrl;6c2221a8-8409-4dc0-beb7-db80e4a506d641c95e42-2200-4bd4-8e74-c083d31fc7d0;CD-CA;0-100;47742;93746;-20018;25986;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;ec5fdad8-aaff-9fe7-ff02-c6c895ae46cd;CD-CA;100-0;93746;120309;25986;52549;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;5632e56c-cda4-8835-1bbb-8f6c6ee0cc0d;CD-CA;0-100;120309;219763;52549;152003;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;e003c235-ee8f-16ef-f265-c401211b63e4;CD-CA;0-100;219763;7523497;152003;7455737;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;8527b62a-d0cd-8dbc-65a7-00d263214758;CD-CA;0-100;7523497;7821675;7455737;7753915;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;b743d34a-58bf-5a48-3bff-68d0372290eb;CD-CA;0-100;7821675;8695716;7753915;8627956;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;dba74df2-d3e3-709c-145c-5017951d603f;CD-CA;0-100;8695716;10787211;8627956;10719451;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;bf8061d1-55d5-4747-b07e-bf0cd78b97ed4c47449a-8b75-457e-8017-979a8f353aef;CD-CA;100-0;10787211;10825776;34064;-4501;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;59708aa2-090c-633a-0c27-c6cbaedaa8bc;CD-CA;0-100;10825776;10850090;28214;3900;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;895a0541-638d-4305-a77f-618f8b81c372f6d3dc3d-1413-456d-9cdf-866707fe729e;CD-CA;0-100;10850090;10890459;-3900;36469;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;852c87a2-c96b-d7d7-d17e-cd3589581b2a;CD-CA;0-100;10890459;11580515;724131;34075;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;59f5e5e4-c543-4f3d-b1cb-6850342403829c18c089-e508-4fa9-a405-d45434a3f573;CD-CA;100-0;11580515;11618393;34075;-3803;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;93576a35-4ae1-ce06-1221-9b085782fff6;CD-CA;0-100;11618393;11631823;14650;1220;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;23062908-f331-40aa-a095-2adee95aee3d2164f5d6-2b25-4362-9e3d-9608f811ccfd;CD-CA;0-100;11631823;11667108;-1220;34065;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;8f1ce39e-0ca6-3645-7de4-7b7e44085aef;CD-CA;0-100;11667108;18902829;8586413;1350692;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;65b0f83a-e554-bf9f-2026-801f1795a0f2;CD-CA;100-0;18902829;20192375;1350692;61146;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;3ba2320d-20d2-4670-86bd-930bef495a19cb841308-5170-4856-9b98-b15f1a7a6f7a;CD-CA;100-0;20192375;20257421;61146;-3900;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;f0d88abe-ad60-deda-066c-55ee5369c257;CD-CA;100-0;20257421;20275602;22081;3900;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;ba77c8b1-bd60-480f-b541-44e473f4b7b16dbd395d-7585-4d79-a524-956b2db57fba;CD-CA;0-100;20275602;20340646;-3900;61144;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;08dd7a86-69ce-0333-5d49-b7ccb153474c;CD-CA;100-0;20340646;21044278;1010765;307133;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;662938f8-946f-26b1-3992-c1641325b826;CD-CA;100-0;21044278;21347511;307133;3900;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;bfd14e14-a5d7-4f41-9a2d-85fae76d169ab421486a-5db9-4087-8ed3-27cdfe914a33;CD-CA;0-100;21347511;21387881;-3900;36470;;;;A;20230424;C;21
Hrl-Mt;CA;Mt;CD;Hrl;67ac00a5-0f7a-7cfc-ee7e-86b8603e78e9;CD-CA;100-0;21387881;21831275;447294;3900;;EIND;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;19142409-c227-aff7-477d-f7ba0e0f3a7d;AA-AD;100-0;0;97634;23010;120644;BEGIN;;25B/27A;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;c23e7393-57d8-60e3-e9ee-f4ca0917ed8a;AA-AD;100-0;97634;739053;120644;762063;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;16bc33dd-9524-3cb0-54b3-d83c5e8f2609;AA-AD;100-0;739053;804731;762063;827741;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;17d53209-4092-441b-8f6d-91efb6b77c72c68a5bc6-1222-4713-a20a-736ff79f5b3a;AA-AD;0-100;804731;867358;-4500;58127;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;7a8c49fd-850f-3898-351d-5e9446377c2d;AA-AD;100-0;867358;878503;58127;69272;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;dc63b98b-2571-4e36-933e-7fb07ed549ed604b469e-8994-4af2-92a6-c27690ceca81;AA-AD;100-0;878503;941130;58127;-4500;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;a0723d6b-2a00-b0fd-b9c8-01b85a5ec6a4;AA-AD;100-0;941130;958510;21880;4500;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;f115c90b-1c0d-4857-a617-b12a189060c0d377eb58-e7a9-409c-814b-a9af4662fb1f;AA-AD;0-100;958510;1021137;-4500;58127;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;f1996b53-3c3a-a895-aca8-be1b7c3548b1;AA-AD;100-0;1021137;1233255;273264;61146;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;5e003825-55aa-4310-afac-957e620dd0dbb8e8cbae-2393-4bd1-86bd-b6d608a62a00;AA-AD;100-0;1233255;1298301;61146;-3900;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;07149904-08eb-5f6e-335a-338d3cce1a71;AA-AD;100-0;1298301;4187865;3900;2893464;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;d5c2a8b7-e2f1-4b86-9e2b-355794b891af9a89106b-066c-4fbe-8f41-783a321e9a36;AA-AD;100-0;4187865;4252910;61145;-3900;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;643ae66e-8d01-f155-5050-1a5d5a42c48a;AA-AD;100-0;4252910;4312479;63469;3900;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;f0e90486-1562-4624-b6cb-4fbe3708bcc10bd9c8e2-1d87-4348-8cad-49d629be2cf6;AA-AD;0-100;4312479;4377524;-3900;61145;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;bfda0355-cb5e-3bcd-47c1-19df0c7ec87a;AA-AD;100-0;4377524;5293307;973910;58127;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;ca436a43-81b2-4ee2-b498-e771979d4b3dfb1bc58d-fd43-4b8c-8684-058369f27dd0;AA-AD;100-0;5293307;5355934;58127;-4500;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;ef4b8288-ffd0-4532-a24e-49253e3c406e;AA-AD;100-0;5355934;5374094;22059;3899;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;dc17ee40-8f18-4d00-84a4-94b9075e9d467a82eed0-729b-4dca-a457-d3757e356913;AA-AD;0-100;5374094;5439138;-3899;61145;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;3a435844-7686-76e7-9985-8d509cee245c;AA-AD;100-0;5439138;15298574;9980916;121480;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;9ebd7b2a-fd8a-490d-8974-5f6e4ff79c3b06033f07-a599-49cd-9040-5646785c59f1;AA-AD;100-0;15298574;15425754;121480;-5700;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;3d923fc0-25e2-80f0-0f86-bc7b4141e3fb;AA-AD;100-0;15425754;15949953;675073;150874;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;82d794c7-c737-779e-1de3-80d8f0f2f623;AA-AD;100-0;15949953;16095128;150874;5699;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;0bf1aa20-4502-444a-b4ce-154fb214191842b0f793-c299-4b74-b2d1-750401382f16;AA-AD;0-100;16095128;16222307;-5699;121480;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;2a9c23a2-6fd5-a155-4b90-38e439a4e026;AA-AD;100-0;16222307;18514939;2350764;58132;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;6514eabb-e271-443c-9a07-df1195530d9b94446d45-37ac-4798-a6b0-16d013fa2f77;AA-AD;100-0;18514939;18577571;58132;-4500;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;180cdc55-a324-491e-b86f-1720783fb432;AA-AD;100-0;18577571;18596000;22929;4500;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;69456498-50dc-4d5f-ad67-bd1d0646c84926272b46-5ab9-42ce-8042-b10891ce7601;AA-AD;0-100;18596000;18658632;-4500;58132;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;41edbdc3-97d4-7950-a0eb-3058d0acee30;AA-AD;100-0;18658632;19600855;1000356;58133;;;;A;20230424;C;21
Ehv-Btl;AD;Btl;AA;Ehv;936ad495-1181-4ffc-bb26-cbc6b8f654d39ecb8d1f-5dd7-4d62-b907-6124a9f7358e;AA-AD;100-0;19600855;19663487;58133;-4499;;EIND;;A;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;dddc9952-e4a0-439d-bbb2-ca310aff0a51bbe12b70-7d9a-4063-b430-8a860076e94a;PA-PG;0-100;0;54648;-1441;53207;BEGIN;;283;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;bbb651db-de77-bf85-f9a7-813e1e939c88;PA-PG;0-100;54648;70658;53207;69217;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;9f74a426-4323-4686-1eac-e1f44e617473;PA-PG;0-100;70658;272055;69217;270614;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;5a9dba4f-1257-37e8-a3dd-0cce8dd67709;PA-PG;0-100;272055;7816164;270614;7814723;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;cad52b7f-3b64-417f-97da-056c0e9e56b7d0172928-8b69-4271-8bfa-9f69ef420876;PA-PG;100-0;7816164;7878796;58128;-4504;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;5fe1db63-9962-dbad-313b-68777cac99e1;PA-PG;0-100;7878796;7889057;4504;14765;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;ca516ab6-281c-4651-9661-be3e2a3706f55d9d2551-c35d-4f61-be96-d86e3589a9f1;PA-PG;0-100;7889057;7951689;-4500;58132;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;23b723be-661f-a335-97fa-63157b43b0f2;PA-PG;0-100;7951689;18891281;58132;10997724;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;5ad43df8-12d3-469d-86f1-ac1feb00a76c1b152945-4680-4d01-b7ba-42b5368e13ed;PA-PG;100-0;18891281;18943261;35965;-16015;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;a1e7acd5-738c-c524-24b4-8d4c7770e188;PA-PG;0-100;18943261;19580694;25991;663424;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;4b42a6fe-4316-4238-ba0d-cdb3eb96fa68cdfb37cc-3071-43d8-a718-a87fc1f9bb65;PA-PG;100-0;19580694;19632673;35964;-16015;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;f837bea2-2a9c-384a-0f19-1696eb4670d8;PA-PG;0-100;19632673;23636963;25990;4030280;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;f528a308-15f4-4739-b40c-28d0a927e2024c27c756-fd8d-4ed0-92a6-70dbb918846d;PA-PG;0-100;23636963;23677333;-3900;36470;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;eed25f8d-6860-6cc9-1434-2f923b93e1b4;PA-PG;0-100;23677333;32840610;36470;9199747;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;a26f529b-3b95-475e-b6d4-ddb7f42baddb9450d9df-453b-44bb-b7a3-6bfb1ee06494;PA-PG;0-100;32840610;32880980;-3900;36470;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;0a071fce-cf9e-a285-ec38-4e8ad05e42ca;PA-PG;0-100;32880980;33665377;36470;820867;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;c19391a8-0568-4d5b-98a8-18f9c85e777f6fa316c3-62b9-4fff-b468-a3a609de0cd9;PA-PG;100-0;33665377;33703942;34065;-4500;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;a43c923d-d7f0-c225-adb6-75d64c71cc3c;PA-PG;0-100;33703942;47679031;4500;13979589;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;bcd13214-3fde-1023-5829-cbeb8fc30e61;PA-PG;0-100;47679031;48109406;13979589;14409964;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;07a6143a-2826-420b-a4b6-cbbaccc6beb25a717054-e93f-4ccf-bb2e-9e49903a193e;PA-PG;0-100;48109406;48173202;-2651;61145;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;2a376b2c-3422-4e08-684d-f4ea6287ef5a;PA-PG;0-100;48173202;48385629;61145;273572;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;422c67bf-016c-4019-b91e-4589ad7e1792cac0a93d-ec1b-4b11-9848-e9a2a829358a;PA-PG;100-0;48385629;48450673;61144;-3900;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;90ad1f15-b273-b6df-1a22-476417113ee2;PA-PG;0-100;48450673;48803324;3900;356551;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;a459420d-2c0e-4b27-b94e-9b9e82841cd3e3674a8d-e0c1-48e3-b87e-23a8d412b6d7;PA-PG;100-0;48803324;48868368;61145;-3899;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;eed46cad-c1e0-504e-67b6-df2afb61b317;PA-PG;0-100;48868368;49941964;3899;1077495;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;e1aab302-8f3f-4107-a428-9f570f4a3f694aba2e70-4fdd-4490-87e4-e76887b4a15a;PA-PG;100-0;49941964;50007010;61145;-3901;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;92a8e61a-3015-18e8-d63a-f14acd8b9cf1;PA-PG;0-100;50007010;50021859;3901;18750;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;3d0df6bd-aa14-4f30-9fc0-21de40c070b69e0e2df2-b831-46fa-9335-6c8e73ed0d43;PA-PG;0-100;50021859;50086905;-3901;61145;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;31eb7fb0-7bc5-4531-d2d0-17a50eca7c82;PA-PG;0-100;50086905;50190061;61145;164301;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;9a379e48-5d08-4b73-9689-aae543285586;PA-PG;0-100;50190061;66820780;164301;16795020;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;2dd7dc13-37de-46e8-8d72-4590c0302ea9d060a821-f187-4cbb-ab63-c752994139fc;PA-PG;0-100;66820780;66885826;-3775;61271;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;dd86e2e9-8451-9753-b0b3-017eb4fd49dd;PA-PG;0-100;66885826;69597791;2715865;3900;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;6caa3e1e-c2a9-4a0e-986a-288cf4c6c42fec0642de-73e0-4b80-8736-f49ca825bc79;PA-PG;0-100;69597791;69638161;-3900;36470;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;01b06d33-59d6-38e7-dba4-40df42e14c83;PA-PG;0-100;69638161;69714133;137117;61145;;;;B;20230424;C;21
Mp-Hrn;PG;Hrn;PA;Mp;0584a0bc-b34c-4b83-b2ff-016affa4b3d58fb60550-5344-4c6d-ad68-ce294f79f02b;PA-PG;100-0;69714133;69779178;61145;-3900;;EIND;;B;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;6905ec50-e787-4816-a4e6-cc9f3af5aa4c353387ed-a7e2-49a1-9c56-f63be50ad7b4;VF-VA;0-100;0;62632;-4500;58132;BEGIN;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;def0891d-d548-d1e1-a5a2-a031ffa3a39f;VF-VA;0-100;62632;193625;58132;189125;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;3c8090cf-700e-8f40-e941-4afd278936d6;VF-VA;0-100;193625;778284;189125;773784;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;d5d89a46-ea0f-4f5f-a7fd-aa9caad6d46e01149e2f-5468-4d99-aabc-f53e5afbf144;VF-VA;100-0;778284;840916;58132;-4500;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;c9732576-afd4-676b-6c5d-17b4a743d66b;VF-VA;0-100;840916;2967350;4500;2130934;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;91cd0095-b647-4356-8077-167b00366c0d12fed704-412f-4ea5-a946-1f9d634de39f;VF-VA;0-100;2967350;3021054;-3899;49805;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;0f08baf2-cacd-943e-e1d1-50cbcfd463fb;VF-VA;0-100;3021054;3933398;4966523;4054179;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;b9cc753e-e595-9064-d10b-01458dfd62c0;VF-VA;0-100;3933398;7983077;4054179;4500;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;47c68a0a-c913-4ffe-a890-af399034f795a9dd5936-f0f4-4939-a425-3a4eb87d93c6;VF-VA;0-100;7983077;8045710;-4500;58133;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;c3b6e92f-5aff-645b-354b-9ed2355bc8d2;VF-VA;0-100;8045710;8280031;58133;292454;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;b1953f80-c11a-4900-b68f-7890f6916419f88172ef-cb3d-41ab-b4e6-9b4c77fb4f1b;VF-VA;100-0;8280031;8342663;58131;-4501;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;a67f864f-886d-7a20-0cb4-6eb1593833ef;VF-VA;0-100;8342663;15683999;4501;7345837;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;4172cf81-ebaa-493a-bdcc-bb222fc0378491595506-a87a-40a8-8ddb-2cd5778ccd72;VF-VA;0-100;15683999;15746631;-4500;58132;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;df8167a0-fb92-8bf7-3f0e-9e7c9dedaf6d;VF-VA;0-100;15746631;16128149;58132;439650;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;ab86dbb8-962f-4277-b7ec-808f4cad5767df572b27-161f-4ad0-92fe-d30dccf78717;VF-VA;0-100;16128149;16166714;-4500;34065;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;dc2df282-ef8d-31de-45ac-5f8d467bd312;VF-VA;0-100;16166714;16897977;34065;765328;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;143ef47c-4aa4-4a42-ab02-b43001f9ea51613b5a89-2ae3-4f81-a34b-bf56eeb8306b;VF-VA;100-0;16897977;16936542;34064;-4501;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;d7988282-b35c-6ce6-6f0d-0ab9a4446541;VF-VA;0-100;16936542;17056591;4501;124550;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;4074f6bf-2b6a-4cf6-9792-d2703a840754be8f4cd0-a059-4a7a-9ed7-6db316509ddf;VF-VA;100-0;17056591;17119223;58132;-4500;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;d893d48f-d9ae-e05a-dbb5-6998a7b373a8;VF-VA;0-100;17119223;24108216;8358323;1369330;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;a9d9fd55-1ce3-230f-7356-29972045248b;VF-VA;0-100;24108216;25473046;1369330;4500;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;2bf1e54f-84e8-4290-b24d-bbd112902a4b27d145c7-5ba3-4ecd-afa0-c67f71a9541f;VF-VA;0-100;25473046;25511611;-4500;34065;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;66e899fc-40bf-0f24-6e6e-84e5e5b68bdf;VF-VA;0-100;25511611;25682050;34065;204504;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;a489ccd9-dc78-434d-86d7-70b365b06230221658d3-e658-4c64-9368-a1ac8b709722;VF-VA;100-0;25682050;25720615;34065;-4500;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;d87211fc-4b82-af2c-1b35-c0c7267ba0c2;VF-VA;0-100;25720615;37604164;4500;11888049;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;32e87325-0c18-4915-9e1a-ac857e7250968c619825-da89-4906-b0ac-457bd7e8e16c;VF-VA;0-100;37604164;37642728;-4499;34065;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;2cb19e72-f354-5ec7-a667-20d471b9fa52;VF-VA;0-100;37642728;38336162;34065;727499;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;3692c606-48bb-4ac8-b377-3158189aa95599d2a6c6-d7ea-42aa-b3c6-6d6b2505b9d9;VF-VA;100-0;38336162;38374727;34065;-4500;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;0c9bd840-7963-6351-4b01-64e0ee05ea58;VF-VA;0-100;38374727;45773154;4500;7402927;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;c706e6f7-caeb-4073-9d40-d73108bffe98bc68bef3-99a9-4603-b3e6-2dfd581b0b7f;VF-VA;100-0;45773154;45811719;34065;-4500;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;0f973779-f029-013e-8704-77da2cd3c2d8;VF-VA;0-100;45811719;45822764;4500;15545;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;816e106e-0b94-4abd-a654-f53ee0081aa416e365bf-4e7a-4107-a69e-9834b38be898;VF-VA;0-100;45822764;45861329;-4500;34065;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;7a2f4112-192e-2ff9-7213-d1e0823120b1;VF-VA;0-100;45861329;46926084;34065;1098820;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;0c14e017-c851-4b7a-954c-3228de20dbf6b2e09fcc-984e-4c9a-8824-3be0dc05338c;VF-VA;100-0;46926084;46964648;34065;-4499;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;e5fe8922-1bf1-99a8-36d4-8773f27e46ae;VF-VA;0-100;46964648;46974779;4499;14630;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;3c3d8dc8-66ca-4676-9080-ebd4dd5ed8f7137ebf60-3309-46c9-8504-ea61f79eac39;VF-VA;0-100;46974779;47013343;-4499;34065;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;da556566-b469-54ea-78d7-850564b14f32;VF-VA;0-100;47013343;59022500;34065;12043222;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;ff743f1f-c9d8-bda6-96a7-c34ea86b6efc;VF-VA;0-100;59022500;60530321;12043222;13551043;;;;A;20230424;C;21
Ama-Htba;VA;Htba;VF;Ama;85ad1450-ae0a-40bd-bdac-cac2ae984340afa63940-5305-466b-b407-23d8a5308a22;VF-VA;100-0;60530321;60661391;125971;-5099;;EIND;;A;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;ac8f8c3b-ac68-43ab-96de-84896a776184f76204aa-ff13-445a-82e4-92b0588bc53d;FA-MA;0-100;0;39537;-652;38885;BEGIN;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;ecb26a6f-48d0-05e2-5296-f877b20a4679;FA-MA;0-100;39537;695730;14145224;13489031;;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;baecfa0f-618a-3a90-2036-16565c856af6;FA-MA;0-100;695730;945495;13489031;13239266;;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;4f127264-a88b-f052-253a-acfb2724451d;FA-MA;0-100;945495;3066396;13239266;11118365;;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;c05eebb4-a49c-7d7b-7e2d-61272915a794;FA-MA;0-100;3066396;3771814;11118365;10412947;;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;68454ecf-c029-d2a0-7be0-0076fbe3738f;FA-MA;0-100;3771814;14148291;10412947;36470;;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;f5fc77e2-c9c6-4d90-b4e8-68f275951b1b0d37fcd3-e2bc-4d8a-b8ef-02bba7a945bc;FA-MA;100-0;14148291;14188661;36470;-3900;;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;c2a17d3d-0582-39c8-b03d-0597639a1801;FA-MA;0-100;14188661;14547366;3900;362605;;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;481296cb-c223-4af2-95cd-08addfae26d9a0c2844d-7e6d-4105-a929-e4c4bb4daf21;FA-MA;0-100;14547366;14587736;-3900;36470;;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;e28ec3cb-68aa-9a2d-ab47-8fad1d876ca8;FA-MA;0-100;14587736;26082968;36470;11531702;;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;0811b995-faf9-96c2-8268-68865d140346;FA-MA;0-100;26082968;26334986;11531702;11783720;;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;3ec3351c-543e-4699-a976-972abe47996927d0aa9e-c012-4ce3-b889-048954c6ce1c;FA-MA;0-100;26334986;26367977;-4500;28491;;;;B;20230424;C;21
Zl-Mp;MA;Mp;FA;Zl;576ed296-a16e-4241-9e00-31f35841628ff13e13eb-203c-4366-8b5d-539839e4eebd;FA-MA;100-0;26367977;26400968;28490;-4501;;;;B;20230424;C;21
