TRAJECT;N_SP_NAAR;TRJ_NAAR;N_SP_VAN;TRJ_VAN;SEGMENT_IDENTIFICATIE;SPOORLIJNNAAM;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ;ABC;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
Brd-Rtd;JA;Rtd;JJ;Brd;0b023129-dcb0-5104-cd14-fd26e7d2808e;JJ-JA;0-100;11046920;11433935;4500;391515;;;;C;20230424;C;21
Brd-Rtd;JA;Rtd;JJ;Brd;bf7f8b4e-9e74-4891-8ba1-e2a7ed7b27b4a67bfa5a-7214-43b5-8b2f-34a282561969;JJ-JA;100-0;11433935;11496567;58132;-4500;;;;C;20230424;C;21
Brd-Rtd;JA;Rtd;JJ;Brd;223b392b-dfb5-0460-3844-1f999185e511;JJ-JA;0-100;11496567;11676871;4500;184804;;;;C;20230424;C;21
Brd-Rtd;JA;Rtd;JJ;Brd;1e90d920-c89f-4bad-b208-ce5bf97ed4a7c46d5d7b-83ec-4ad7-b5ec-380b49b51d66;JJ-JA;0-100;11676871;11739497;-4499;58127;;;;C;20230424;C;21
Brd-Rtd;JA;Rtd;JJ;Brd;012dd0bd-7599-ae1a-21de-71c738360aba;JJ-JA;0-100;11739497;11843682;58127;162312;;;;C;20230424;C;21
Brd-Rtd;JA;Rtd;JJ;Brd;ecc4bea6-3fee-407d-bcae-65f44c287108cd9896ba-445a-40fa-b31d-33f79ff8225c;JJ-JA;100-0;11843682;11906308;58126;-4500;;;;C;20230424;C;21
Brd-Rtd;JA;Rtd;JJ;Brd;86fddcdd-b895-1cd7-e8c9-eac9fd927928;JJ-JA;0-100;11906308;11982226;3889550;3813632;;;;C;20230424;C;21
Brd-Rtd;JA;Rtd;JJ;Brd;85bca0d7-0d87-29ed-94a6-d3956ed95e9e;JJ-JA;0-100;11982226;15773145;3813632;22713;;;;C;20230424;C;21
Brd-Rtd;JA;Rtd;JJ;Brd;e030aa67-3489-efd9-60b0-56c878642816;JJ-JA;100-0;15773145;15791958;22713;3900;;EIND;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;e3ca932e-7016-67b1-7456-6b3fad894f49;CA-CD;100-0;0;60552;23010;83562;BEGIN;;21B/23A;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;573c81fd-6bde-7466-57ac-7bb7ddd7225b;CA-CD;100-0;60552;692850;83562;715860;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;9fa4c847-b20b-8d35-a8a0-3ed03f946569;CA-CD;100-0;692850;834783;715860;857793;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;14f02b55-7ecb-44ff-ae43-8bdc65b2354382b1dca7-867e-413a-8a10-705df386e2c7;CA-CD;100-0;834783;897409;58127;-4499;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;4526f1e0-ada7-ef21-fbf0-e3838421ea5f;CA-CD;100-0;897409;962519;123241;58131;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;4c3130ab-ad63-41c2-a283-9b6a51c392407310fed9-6c0d-4d71-9b2c-971e7c4a495b;CA-CD;100-0;962519;1025150;58131;-4500;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;284beb43-cc4b-a445-f709-cd670d86e963;CA-CD;100-0;1025150;1068770;48119;4499;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;eeadd3e1-5ae8-4fc2-bcfa-d4ab26fcb65d2729024d-0ba8-466c-994b-3d622bbf94fd;CA-CD;0-100;1068770;1123671;-4499;50402;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;376c61a2-d4ca-4ea9-b025-d9edfc68362f33defafa-3b07-41de-ae2b-5ea0a95b3fcf;CA-CD;100-0;1123671;1180991;53420;-3900;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;f2de460e-0c56-7435-8192-9147e1370284;CA-CD;100-0;1180991;3829675;3900;2652584;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;5e35d151-e673-422f-86d5-6dfaadd1d2e5b52c2c14-fec2-4238-8437-12fe8a0cc299;CA-CD;100-0;3829675;3894720;61145;-3900;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;3c68ea5a-6204-51f1-f034-0dbfd00e82dc;CA-CD;100-0;3894720;3913099;22279;3900;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;e805f284-57f0-4883-9539-1b854751abca186eba59-079a-4f95-9274-b70a69cfa13b;CA-CD;0-100;3913099;3978144;-3900;61145;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;7d171dfa-c508-7758-12df-95b8c473c799;CA-CD;100-0;3978144;5556308;1639310;61146;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;95d9b38e-a778-4628-9c96-e8741cfbe53882ee82e4-95fa-4aa2-b3ef-41871e354591;CA-CD;100-0;5556308;5621354;61146;-3900;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;4ef3ecd4-e7b1-629e-6681-af88ce36863c;CA-CD;100-0;5621354;5639900;22447;3901;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;bf588d9a-c920-4b28-a298-43c6d2a977509e9ed59d-760b-4f90-8373-1bbd288b643c;CA-CD;0-100;5639900;5704946;-3901;61145;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;a504c429-ef68-7acb-fea5-ff9a9aaf7edc;CA-CD;100-0;5704946;11071958;5428157;61145;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;baefae82-983d-4612-9473-d3c8dbd35bb62d5eaf46-c422-4130-ae7b-745217d1c134;CA-CD;100-0;11071958;11137003;61145;-3900;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;fe6c58ab-8f4a-5da0-8af2-0deda56bd8f6;CA-CD;100-0;11137003;11506655;373552;3900;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;0612f125-0060-41b5-b88a-f763f2bddb715c297de6-9071-47e7-a1fb-4e8df6c3be9b;CA-CD;0-100;11506655;11571700;-3900;61145;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;2100dba7-45fc-717a-1287-550d6b017a76;CA-CD;100-0;11571700;14817801;3250600;4499;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;e91377d1-c9b2-4bcd-8c59-9aed2d60b2df6c21fc26-5200-482d-8208-35a778d01d42;CA-CD;0-100;14817801;14880432;-4499;58132;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;cf508306-af09-93b4-6f62-e36390cc5ae5;CA-CD;100-0;14880432;15307839;485535;58128;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;6c2ac31e-1cae-4d9f-9f50-047e0cc4d96a9d9f896c-a498-474b-84af-43731a4cb5b9;CA-CD;100-0;15307839;15370467;58128;-4500;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;71b1f3de-940c-b247-030b-a3ed18a18be8;CA-CD;100-0;15370467;15901647;572136;40956;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;7bd015a3-1570-2eb4-d343-35fbaf4b5aa5;CA-CD;100-0;15901647;15936903;40956;5700;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;e433954a-2bb0-4fa1-95bf-1fe5449f76d8a6e3cbe9-e023-4821-a8b7-6cc2e1debbfb;CA-CD;0-100;15936903;16064083;-5700;121480;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;0c71e939-4a98-8c5e-6b58-450e11e5419d;CA-CD;100-0;16064083;17643376;1700773;121480;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;04396d7e-65f1-4912-83f1-fef2a507aa4cf7fc827d-f5ea-4c36-92c6-e4813273d730;CA-CD;100-0;17643376;17770556;121480;-5700;;;;C;20230424;C;21
Ehv-Btl;CD;Btl;CA;Ehv;38e68f93-039e-07eb-323c-92c2a15ffbed;CA-CD;100-0;17770556;18923272;1157216;4500;;EIND;;C;20230424;C;21
Gdm-Ddr;;Ddr;QK;Gdm;887688e6-22b2-4415-b185-9f5e26d0d36315eea78f-9764-4a33-9690-86c4cbad7fda;QK;0-100;0;53809;-3899;49910;BEGIN;;1093;B;20230424;C;21
Gdm-Ddr;;Ddr;QK;Gdm;bcbe4906-e584-45c0-922c-d2dcde39e8560ec7c387-0e2e-472e-914c-04941683f59e;QK;100-0;53809;107619;49910;-3900;;;;B;20230424;C;21
Gdm-Ddr;;Ddr;QK;Gdm;5ab051c2-f206-3b68-adf7-57e0468030d4;QK;0-100;107619;2103747;3900;2000028;;;;B;20230424;C;21
Gdm-Ddr;;Ddr;QK;Gdm;6dace120-f2b2-4656-bbf1-58fdb552a26338654a36-91c6-4b91-8c1b-fdd240cfc44f;QK;0-100;2103747;2166373;-4499;58127;;;;B;20230424;C;21
Gdm-Ddr;;Ddr;QK;Gdm;e40ee8cb-a380-922a-4d4d-29ee2c0ec716;QK;0-100;2166373;2920101;58127;811855;;;;B;20230424;C;21
Gdm-Ddr;;Ddr;QK;Gdm;cbe6e82c-ce74-b779-1127-dd895ef28ef1;QK;0-100;2920101;2973172;811855;864926;;;;B;20230424;C;21
Gdm-Ddr;;Ddr;QK;Gdm;7a7d598f-819f-4cba-8411-134063d8a7f39020b88c-944c-4330-b1d7-ae7c65c348b6;QK;0-100;2973172;3012333;-4500;34661;;;;B;20230424;C;21
Gdm-Ddr;;Ddr;QK;Gdm;becf1cdc-9e24-ede7-fefe-115a6a6b7e0b;QK;0-100;3012333;3020744;34661;43072;;;;B;20230424;C;21
Gdm-Ddr;;Ddr;QK;Gdm;b647708e-71e9-23e5-342d-181a150a9c9b;QK;0-100;3020744;3082230;43072;104558;;EIND;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;e4b3c57f-36f5-ccc0-4025-902a776a0cd8;HN-BH;100-0;0;88522;122610;34088;BEGIN;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;c5609b1c-6d4f-4bea-95ea-a150084828583dace690-ef09-4872-95a0-545580cb5b85;HN-BH;100-0;88522;127110;34088;-4500;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;756611ce-07b4-39a9-4e4e-6a9fb74cba07;HN-BH;100-0;127110;281713;2159163;2004560;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;3b0ebd4f-4fbb-defc-cad9-74222c7c1d7d;HN-BH;0-100;281713;479997;2004560;1806276;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;33c5a54e-038c-fca1-80e4-48a6c833f6b3;HN-BH;0-100;479997;2228146;1806276;58127;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;8bc03124-84bc-4617-a107-fe0615bbec66e1e67017-7f3a-4379-ae17-967a9648abfc;HN-BH;100-0;2228146;2290773;58127;-4500;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;5e50b7c7-cfec-c98f-944e-b865b983542e;HN-BH;0-100;2290773;2365139;78556;4190;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;439f7030-b1e7-4363-8927-d48187737440f528ddad-5916-4273-b1ec-beeff2d96b14;HN-BH;0-100;2365139;2427460;-4190;58131;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;bde4757e-6592-fbbf-4e6f-e8836200cad0;HN-BH;0-100;2427460;2821278;398317;4499;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;66de3cb4-3c42-4e71-9450-8e204971c02e3bba833d-d2df-4d5c-8e62-ae10f5f42626;HN-BH;0-100;2821278;2883905;-4499;58128;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;95a96574-8e6d-a06f-c618-fd0712777655;HN-BH;0-100;2883905;2989639;163861;58127;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;af661e43-7b27-47cd-83a0-949779176f791bf2c6f6-c643-45cd-b459-f8d4d35971fb;HN-BH;100-0;2989639;3052265;58127;-4499;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;15d7757e-e5ab-7652-9e2b-6a10ea59e008;HN-BH;0-100;3052265;3171678;404522;285109;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;6fd89aa1-ddb7-d5ee-ecce-645824dfa5c9;HN-BH;0-100;3171678;3452887;285109;3900;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;23a379ea-dd98-4c27-9976-24fbc55b6b85724a764d-4514-4f8a-95d5-dbc96e82e5e2;HN-BH;0-100;3452887;3505549;-3900;48762;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;09564e85-b354-4cc7-a2d3-8ccfbcb61555c92402e0-f9ea-48ca-a755-cf184dd4bc49;HN-BH;0-100;3505549;3548374;-6860;35965;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;2f8ee4eb-3133-7bcc-4e36-cc769a7b3b53;HN-BH;0-100;3548374;4027408;513099;34065;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;cd60aefa-d541-4814-b421-d378e16dff7d44bf2270-7342-407f-bdb8-af220f9582af;HN-BH;100-0;4027408;4065972;34065;-4499;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;ba002d58-ae7f-a866-2609-cab4bd64eab3;HN-BH;0-100;4065972;4168823;1285619;1182768;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;59b3eb7b-00b4-9803-015c-19f6b9e8d3f4;HN-BH;0-100;4168823;5293453;1182768;58138;;;;B;20230424;C;21
Ut-Bkp;BH;Bkp;HN;Ut;ea387365-d18d-41cc-80aa-8e051068bca646796bda-e24d-4805-97e1-113f3392b16d;HN-BH;100-0;5293453;5356091;58138;-4500;;EIND;;B;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;cb13c7b3-b686-bd52-4800-ad9c885e9768;UD1-UE4;0-100;0;516042;3900;519942;BEGIN;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;8b05c6b9-fff1-86ee-553a-13958ba6b319;UD1-UE4;0-100;516042;2326211;519942;2330111;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;397c1f4f-eee4-2969-ea84-46a6c89402c5;UD1-UE4;0-100;2326211;4468590;2330111;4472490;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;a2587417-afb8-4b6c-bf7f-daee3121b4c237fe4154-dd8a-439d-8cae-6d3e020968bf;UD1-UE4;0-100;4468590;4533636;-3901;61145;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;25055f89-042a-5d28-0a77-f13a4cecfb1e;UD1-UE4;0-100;4533636;6226973;61145;1754482;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;95f31069-ad0e-4b50-8085-326a7dd9ae9d49424a0d-d725-4842-adef-8df13504f79b;UD1-UE4;100-0;6226973;6292017;61145;-3899;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;4b814d0a-1090-eba7-cdb3-d0614b091e38;UD1-UE4;0-100;6292017;6668509;3899;380391;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;fcbe0b54-2368-4665-a1c1-cd25f1e48d04851ed723-4a0e-4dab-a52b-3ddab4e884da;UD1-UE4;0-100;6668509;6708879;-3900;36470;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;271b5a0e-67fe-d4a1-811a-7e77cd93e371;UD1-UE4;0-100;6708879;10031741;4312466;989604;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;9be7589f-8240-134c-34b9-a59cd0a20f8c;UD1-UE4;0-100;10031741;10664451;989604;356894;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;9504b930-4a66-26e3-61ad-eed5c6b937be;UD1-UE4;0-100;10664451;10984875;356894;36470;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;c9cfbc27-da19-4a56-8f64-5c9aa37d5ebde4b116ee-4bf8-4246-84ab-3b0c2bd51432;UD1-UE4;100-0;10984875;11025245;36470;-3900;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;c4ffded3-5858-4d00-fa6a-b6c24c9040bf;UD1-UE4;0-100;11025245;11304719;3900;283374;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;cf047130-07fb-46a0-af41-0188153940a1af68e77d-f749-47d9-b120-8fa8bb2aa549;UD1-UE4;100-0;11304719;11345089;36470;-3900;;;;A;20230424;C;21
Bkl-Utma;UE4;Utma;UD1;Bkl;d500a01a-4e6a-3d1f-0a06-0ff9b6d54f0a;UD1-UE4;0-100;11345089;11717065;3900;375876;;EIND;;A;20230424;C;21
Aml-Hgl;;Hgl;AH;Aml;4307a1fc-a618-f73e-f36e-ff5855ca8256;AH;0-100;0;79657;3900;83557;BEGIN;;;A;20230424;C;21
Aml-Hgl;;Hgl;AH;Aml;07547900-fdd5-100c-7ab1-fc0b77ebe1b0;AH;0-100;79657;13917616;83557;13921516;;;;A;20230424;C;21
Aml-Hgl;;Hgl;AH;Aml;8c9bd535-47f1-b6a1-0a83-c8dfd64d39bc;AH;0-100;13917616;13966011;13921516;13969911;;;;A;20230424;C;21
Aml-Hgl;;Hgl;AH;Aml;614a2314-eadd-457d-8690-56d60e3d96f057fb4fea-0592-4183-bd35-25f246ea18e6;AH;100-0;13966011;14006382;36471;-3900;;;;A;20230424;C;21
Aml-Hgl;;Hgl;AH;Aml;90922527-4a53-b7b2-37c8-f56a780e9cb2;AH;0-100;14006382;14018168;3900;15686;;;;A;20230424;C;21
Aml-Hgl;;Hgl;AH;Aml;34311fca-7194-7b31-ec74-20e597b8c7e4;AH;0-100;14018168;14078403;15686;75921;;EIND;;A;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;b0d7c8ff-c539-96cc-676d-6d6719073d2a;HJ-HA;0-100;0;6726457;9719488;2993031;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;829ce5e9-43c6-d658-4235-f8f2e54597b6;HJ-HA;0-100;6726457;8230403;2993031;1489085;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;7e1e4c53-45ac-eb48-9ff3-88c0ef396f6b;HJ-HA;0-100;8230403;9713789;1489085;5699;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;fa8458e3-d61e-437f-95d5-4f131a393565fc81f94a-24e2-402d-bc54-1dca456abb9c;HJ-HA;0-100;9713789;9840968;-5699;121480;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;0f14354e-df94-eb55-ce5b-4c2243794b22;HJ-HA;0-100;9840968;9853718;121480;134230;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;55e9e3b0-dad2-42ed-aa6a-44d3e525194df1c25a62-f832-4ef4-981a-1de3b48da4d2;HJ-HA;100-0;9853718;9984819;126001;-5100;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;7be2c50d-7139-fb4e-f46a-9900f32e12f7;HJ-HA;0-100;9984819;10014603;5100;34884;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;84bd99c2-5d6e-4a55-ada5-01cf709e7f0c3e8bda7c-76de-4944-b9b0-3302ce4a1fd2;HJ-HA;0-100;10014603;10061472;-23435;23434;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;22c51af0-2a46-a20a-8591-e46541be27bb;HJ-HA;0-100;10061472;10154522;151182;58132;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;1d830c34-c1dc-44c4-937f-3992d8a3d44bbafe3916-e698-4d83-9527-955abf44dac6;HJ-HA;100-0;10154522;10217154;58132;-4500;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;d250d095-13ff-053e-ee46-7f3615007f4c;HJ-HA;0-100;10217154;10241636;4500;28982;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;a4df9109-c842-0e3e-9b9a-3662487f2f1c;HJ-HA;0-100;10241636;11265163;28990;1052517;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;de59cc78-fa71-423b-9dea-0b84306fd84843820fec-5c33-4244-855e-f1e6bc86060e;HJ-HA;100-0;11265163;11327790;58127;-4500;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;d5a3f8a2-cad0-1746-bba8-81eac875ee72;HJ-HA;0-100;11327790;11551987;4500;228697;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;6adca33d-030a-4ca0-b509-d4d8773dc01fcc4b399e-56c3-468f-937f-1189a305fd6d;HJ-HA;100-0;11551987;11613168;58126;-3055;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;b4c51179-7f5f-40e0-b681-eb07656ffa895a9840cd-b10d-4d6f-b596-7f4e7c42e3f3;HJ-HA;100-0;11613168;11674351;56683;-4500;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;0fc021a5-2cc7-b2e5-b34d-bf1e5557b10e;HJ-HA;0-100;11674351;11685951;4500;16100;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;470ef4c2-3f93-40a4-9bd9-4d157ffc1b02fdb56a3a-4134-467c-8ee8-a2d078331719;HJ-HA;0-100;11685951;11740424;-4499;49974;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;2075d3c8-6d90-4eca-ad7c-092b659f9fa59ea3057c-df53-4f4d-b654-c17a4a285393;HJ-HA;100-0;11740424;11794897;49974;-4499;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;0997d3f7-3f99-6a33-1130-179b75dbc3d7;HJ-HA;0-100;11794897;11870703;3882336;3806530;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;47c3e7b3-73ed-67fb-ebbc-50dac8c5508b;HJ-HA;0-100;11870703;15654507;3806530;22726;;;;D;20230424;C;21
Brd-Rtd;HA;Rtd;HJ;Brd;aee8c4a5-5a91-49cc-8ad4-66500dabb855;HJ-HA;100-0;15654507;15673333;22725;3899;;EIND;;D;20230424;C;21
Zspl-Nspl;;Nspl;129;Zspl;fa8cebc3-0362-49ad-9b9a-3b98592eedac5187b40f-1aca-47d8-bc57-b13da6babe0d;129;0-100;0;40393;-3900;36493;BEGIN;;183;A;20230424;C;21
Zspl-Nspl;;Nspl;129;Zspl;3977cfca-922b-3436-5ac2-aed7894d5527;129;100-0;40393;71265;36493;67365;;;;A;20230424;C;21
Zspl-Nspl;;Nspl;129;Zspl;10af8db7-d146-234c-369a-bb4d90a08ae1;129;0-100;71265;225107;67365;221207;;;;A;20230424;C;21
Zspl-Nspl;;Nspl;129;Zspl;c7f71394-e680-4a15-914e-61b987786b12ecdedca3-6ae8-4441-b9f9-92f2916e677a;129;100-0;225107;242212;15081;-2024;;;;A;20230424;C;21
Zspl-Nspl;;Nspl;129;Zspl;04a17dfe-012e-4b5e-bc8a-16ec0b82f75ccbcc0e7d-c9b9-4cd4-a621-297a45d5e530;129;100-0;242212;259318;2024;-15082;;;;A;20230424;C;21
Zspl-Nspl;;Nspl;129;Zspl;19504eab-8c6c-43d7-ad17-0fbe77a623c2;129;0-100;259318;471613;760754;548459;;;;A;20230424;C;21
Zspl-Nspl;;Nspl;129;Zspl;28eede0d-e7c4-46de-bac5-c83728e9c3ea;129;0-100;471613;648170;548459;371902;;;;A;20230424;C;21
Zspl-Nspl;;Nspl;129;Zspl;acec0ed1-063d-227d-629e-6eaf9ad69e23;129;0-100;648170;983580;371902;36492;;;;A;20230424;C;21
Zspl-Nspl;;Nspl;129;Zspl;dc8b1495-bb08-43ac-9cce-7af517416e3716ca9909-2878-44fc-80b1-30b03a8953c1;129;100-0;983580;1023971;36492;-3899;;EIND;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;d5a69af4-9ff0-47e4-aaa2-d05a6574f66d8d41784f-4259-4367-b56e-0eab6b988b1d;AI-AH;0-100;0;57707;-4499;53208;BEGIN;;1119A;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;01cd9b61-0adc-2fce-a234-daa81bb8475a;AI-AH;0-100;57707;340348;53208;335849;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;26680cb4-0e0a-4abb-b9e0-0554e08db5d924318e60-bac0-4fbf-9f6b-18eb01e0790d;AI-AH;100-0;340348;405393;61145;-3900;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;bf1be332-8027-7aa6-cce6-75d63427a90f;AI-AH;0-100;405393;430417;3900;28924;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;d9713811-3604-4fef-8c82-815e840f387d7797b5c6-cc06-4d41-be68-836b676247b7;AI-AH;100-0;430417;470786;36470;-3899;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;9d3675b9-b5d0-167d-c00c-37def95798f1;AI-AH;0-100;470786;1647881;9145566;7968471;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;54f22966-b4c4-bd00-a463-603f6317eeb8;AI-AH;0-100;1647881;9612452;7968471;3900;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;cfba30cd-dfc6-4fde-be6c-d0f7f805c0e690a03601-19ec-419c-964f-1bf8daa33b66;AI-AH;0-100;9612452;9652822;-3900;36470;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;1fd63a88-8c7e-4ff0-a113-bb48dfbe09c9;AI-AH;0-100;9652822;10646655;36470;1030303;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;3a0968ff-72b1-4081-8939-3596b96389df7975df7e-752f-4ffc-a2fe-620aaf4b6e11;AI-AH;100-0;10646655;10687024;36470;-3899;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;54307d74-4a7f-13d6-c63a-c98bf6d5c1c1;AI-AH;0-100;10687024;18955994;3899;8272869;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;b047cb8d-4f1e-4d65-a80f-8d08b8f5490f2d6f66f1-8273-4ce1-8ad2-dc0efe6d65be;AI-AH;100-0;18955994;18996364;36470;-3900;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;0c2a3430-17d3-5ded-41fd-6e04b1be19b7;AI-AH;0-100;18996364;19007619;3900;15155;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;071685fa-2133-49a3-83c0-e4ae25575c4ff9fa350d-66f1-4fa5-af41-ead07c7f7bd5;AI-AH;0-100;19007619;19047988;-3900;36469;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;9df32f62-817c-abe2-a177-f2e75f1f617a;AI-AH;0-100;19047988;20588203;36469;1576684;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;4c1ddec7-1abc-45d0-911c-6fd23488a56c;AI-AH;0-100;20588203;20669877;1576684;1658358;;;;A;20230424;C;21
