ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT;RICHTING_VOLGENS_GEOCODEKM
1468790;950_293R_15.3;0;0,854;950_a;15,347;16,201;MEE
1468966;131_1R_24.5;1,908;2,896;557_a;26,4;27,388;MEE
1468967;127_295AR_8.2;0;4,003;127_a;8,207;12,207;MEE
1468968;550_967L_25.3;0;0,271;550__;25,345;25,615;MEE
1468969;620_97AR_42.6;0,115;14,636;075__;42,7;57,194;MEE
1468970;507_231AV_93.6;0,05;1,135;037__;93,5;92,417;TEGEN
1468971;507_231AV_93.6;0;0,05;507_b;93,55;93,5;TEGEN
1469175;779_52R_61.4;0;11,212;779__;61,39;72,609;MEE
1469176;550_41BR_25.3;0;0,725;550__;25,325;24,6;TEGEN
1469177;116_1373BV_33.0;0,692;1,726;924_a;33,713;34,711;MEE
1469178;531_2321R_33.6;0;1,042;531_c;33,615;34,652;MEE
1469179;510_407V_9.9;0,554;1,644;511__;1,8;2,888;MEE
1469424;503_133BL_42.9;0;0,089;503_c;42,917;43;MEE
1469425;503_133BpV_42.9;0;0,032;503_c;42,903;42,933;MEE
1469426;503_133BqV_42.9;0;0,034;503_c;42,901;42,933;MEE
1469427;512_4473V_88.6;0;0,296;512_b;88,555;88,852;MEE
1469428;938_4633V_3.6;0;0,041;938__;3,612;3,652;MEE
1469429;938_4627L_3.5;0;0,053;938__;3,559;3,612;MEE
1469430;938_4629qV_3.6;0;0,033;938__;3,616;3,583;TEGEN
1469431;938_4629pV_3.6;0;0,033;938__;3,616;3,583;TEGEN
1469432;938_4631L_3.6;0;0,13;938__;3,6;3,73;MEE
1469433;501_15V_80.0;0,617;3,099;006__;1,1;3,594;MEE
1469434;501_15V_80.0;0;0,617;501__;79,958;79,342;TEGEN
1469435;501_15R_80.0;0;0,086;501__;79,958;80,044;MEE
1469436;501_13V_79.9;0;0,165;501__;79,879;80,044;MEE
1469437;117_1867V_8.0;0;0,96;117__;8,023;8,984;MEE
1469667;469_233R_201.7;0;0,144;469_b;201,654;201,807;MEE
1469668;553_313R_22.3;0;0,017;553_c;22,319;22,336;MEE
1469669;553_303V_22.3;0;0,02;553_c;22,296;22,319;MEE
1469670;076_1615R_11.5;0;0,7;076__;11,492;12,168;MEE
1469671;038_285BV_96.0;8,992;9,137;611_b;105,0;105,145;MEE
1469672;503_119AR_43.2;0;0,036;503_c;43,142;43,107;TEGEN
1469673;503_117BqV_43.1;0;0,034;503_c;43,126;43,159;MEE
1469674;514_962L_17.1;0,309;0,524;514_b;65,4;65,185;TEGEN
1469675;516_907R_1.9;0;0,146;516_a;1,908;2,049;MEE
1469676;924_2333AL_35.1;0;0,128;924_a;35,108;35,234;MEE
1469677;531_2321V_33.6;0,714;4,562;098__;32,9;29,049;TEGEN
1469678;531_2321V_33.6;0;0,714;531_c;33,615;32,9;TEGEN
1469679;542_1233BL_29.8;0;0,053;542_a;29,78;29,728;TEGEN
1469680;542_1245AR_29.8;0;0,055;542_a;29,78;29,833;MEE
1469681;542_1233BqV_29.8;0;0,034;542_a;29,796;29,763;TEGEN
1469682;613_179L_75.2;0;0,845;613__;75,192;76,036;MEE
1469683;531_2679L_34.7;0;0,945;531_c;34,702;35,642;MEE
1469684;054_1003AR_57.3;0;0,106;054_a;57,314;57,422;MEE
1469685;516_907L_1.9;0;0,387;516_a;1,908;2,285;MEE
1469890;555_251BV_83.6;0;0,669;555__;83,557;84,238;MEE
1469891;555_291AL_83.6;0;0,626;555__;83,568;84,194;MEE
1469892;555_341V_84.2;0;0,105;555__;84,194;84,299;MEE
1469893;046_201BR_34.7;3,752;4,09;666_a;30,9;30,562;TEGEN
1469894;035_103L_46.7;0;0,191;035__;46,689;46,88;MEE
1469895;508_2103AR_91.4;0;0,109;508__;91,437;91,545;MEE
1469896;603_167BqV_3.8;0;0,034;603_a;3,835;3,801;TEGEN
1469897;123_29AL_11.6;0;8,309;123__;11,56;19,849;MEE
1469898;501_11R_79.8;0;0,066;501__;79,804;79,87;MEE
1469899;625_269R_15.5;0;0,896;625_b;15,494;14,603;TEGEN
1469900;625_301V_14.6;0;0,026;625_b;14,603;14,576;TEGEN
1469901;625_279L_15.4;0;0,713;625_b;15,374;14,665;TEGEN
1469902;055_427BR_37.6;0;0,11;055__;37,625;37,515;TEGEN
1469903;603_129V_3.3;0;0,038;603_a;3,265;3,304;MEE
1469904;085_972L_19.8;0;0,271;085__;19,784;20,054;MEE
1469905;085_972R_19.8;0;0,066;085__;19,784;19,849;MEE
1469906;503_901R_43.0;0;0,061;503_c;43;43,058;MEE
1469907;503_129V_43.1;0;0,034;503_c;43,096;43,062;TEGEN
1469908;938_4621L_3.5;0;0,155;938__;3,498;3,652;MEE
1470158;818_3V_100.5;0;5,927;818_a;100,465;106,382;MEE
1470159;055_423BV_37.4;0;1,246;055__;37,424;38,669;MEE
1470160;626_901L_32.4;0;0,087;626_c;32,4;32,316;TEGEN
1470161;541_71BV_0.1;0;2,114;541_a;0,065;2,227;MEE
1470162;531_501R_35.6;0;0,199;531_c;35,579;35,377;TEGEN
1466854;620_83AL_42.3;0;0,041;620__;42,288;42,327;MEE
1466855;518_161R_63.5;0;0,614;518__;63,54;64,136;MEE
1466856;518_117qV_63.5;0;0,032;518__;63,474;63,443;TEGEN
1466857;518_127R_63.7;0;0,053;518__;63,638;63,585;TEGEN
1466858;508_2085L_91.4;0;0,11;508__;91,362;91,249;TEGEN
1466859;508_2087R_91.2;0;0,06;508__;91,249;91,311;MEE
1466860;508_2083L_91.4;0;0,042;508__;91,406;91,362;TEGEN
1466861;133_1111R_18.2;0;1,445;133_a;18,224;19,661;MEE
1466862;525_973R_78.5;0;0,44;525_b;78,495;78,071;TEGEN
1466863;603_151AR_3.4;0;0,041;603_a;3,385;3,426;MEE
1466864;603_151BpV_3.4;0;0,034;603_a;3,443;3,409;TEGEN
1466865;603_185L_3.4;0;0,033;603_a;3,426;3,459;MEE
1466866;603_151BqV_3.4;0;0,034;603_a;3,443;3,409;TEGEN
1466867;603_185R_3.4;0;0,31;603_a;3,426;3,735;MEE
1466868;603_904BL_3.8;0;0,214;603_a;3,735;3,521;TEGEN
1466869;605_1AV_33.4;0,129;7,503;206__;39,4;32,021;TEGEN
1466870;605_1AV_33.4;0;0,129;605__;33,351;33,222;TEGEN
1466871;606_45AR_37.6;0;0,057;606_b;37,566;37,623;MEE
1466872;606_45AR_37.6;0,057;0,064;606_a;0;0,007;MEE
1467192;817_90L_203.0;0,029;0,678;817_m;800;800,643;MEE
1467193;817_90L_203.0;0;0,029;817_e;202,977;203,007;MEE
1467194;433_7R_6.2;0;0,502;433__;6,243;6,742;MEE
1467195;433_43V_5.7;0;0,201;433__;5,665;5,464;TEGEN
1467196;433_36BR_5.8;0;0,115;433__;5,779;5,665;TEGEN
1467197;433_37V_5.8;0;0,095;433__;5,759;5,665;TEGEN
1467198;433_80V_5.5;0;0,039;433__;5,503;5,464;TEGEN
1467199;664_131BpV_43.0;0;0,032;664_b;42,97;42,938;TEGEN
1467200;664_131BqV_43.0;0;0,032;664_b;42,971;42,938;TEGEN
1467201;664_133R_42.9;0;0,083;664_b;42,954;43,033;MEE
1467202;663_325V_41.1;0,157;0,929;664_b;41,3;42,064;MEE
1467203;663_325V_41.1;0;0,157;663_a;41,147;41,3;MEE
1467204;817_933L_114.4;0,242;0,352;817_e;200,1;200,211;MEE
1467205;817_933L_114.4;0;0,242;817_a;114,444;114,209;TEGEN
1467206;477_21L_100.2;0,601;0,906;477_b;200,0;200,306;MEE
1467207;477_21L_100.2;0;0,601;477_a;100,213;100,729;MEE
1467208;477_20BR_100.3;0;0,04;477_a;100,253;100,213;TEGEN
1467209;470_301V_310.2;0;0,162;470_h;310,162;310;TEGEN
1467529;563_187AL_57.4;0,436;2,396;561__;57,8;59,755;MEE
1467530;563_187AL_57.4;0;0,436;563__;57,365;57,8;MEE
1467531;135_917AR_45.8;0;0,504;135__;45,786;46,289;MEE
1467532;508_2043V_91.1;0;0,129;508__;91,124;91,247;MEE
1467533;508_2073V_91.2;0;0,006;508__;91,247;91,253;MEE
1467534;508_2013pV_90.3;0;0,034;508__;90,263;90,296;MEE
1467535;508_2019L_90.4;0;0,103;508__;90,351;90,453;MEE
1467536;508_2019R_90.4;0;0,724;508__;90,351;91,077;MEE
1467537;508_2021V_90.5;0;0,492;508__;90,453;90,943;MEE
1467538;508_805V_90.9;0;0,038;508__;90,918;90,953;MEE
1467539;606_35R_37.4;0,123;0,223;606_c;17,7;17,6;TEGEN
1467540;486_68R_202.2;0,013;0,342;486_k;500,0;500,335;MEE
1467541;486_68R_202.2;0;0,013;486_c;202,229;202,241;MEE
1467542;486_60L_201.9;0;0,471;486_c;201,94;202,412;MEE
1467543;606_49R_0.1;0;0,037;606_a;0,037;0;TEGEN
1467544;206_143L_29.8;0;2,231;206__;29,793;32,021;MEE
1467545;520_91AL_0.2;0;0,064;520_a;0,208;0,272;MEE
1467546;518_125R_63.6;0;0,912;518__;63,638;64,545;MEE
1467547;518_125L_63.6;0;0,938;518__;63,638;64,572;MEE
1467548;518_129L_63.6;0;0,029;518__;63,585;63,614;MEE
1467843;139_319AL_175.2;0;2,123;139__;175,244;177,371;MEE
1467844;139_5009AL_177.4;0,034;0,145;523_b;177,4;177,51;MEE
1467845;139_5009AL_177.4;0;0,034;139__;177,366;177,4;MEE
1467846;485_97AqV_101.1;0;0,034;485_d;101,149;101,182;MEE
1467847;485_97ApV_101.1;0;0,034;485_d;101,149;101,182;MEE
1467848;485_97AR_101.1;0;0,138;485_d;101,165;101,303;MEE
1467849;485_98AR_101.2;0;0,097;485_d;101,207;101,303;MEE
1467850;139_319AR_175.2;0;0,121;139__;175,244;175,365;MEE
1467851;139_315AL_175.0;0;0,281;139__;175,027;175,308;MEE
1467852;478_1611L_2.9;0,265;0,802;479_a;300;300,534;MEE
1467853;478_1611L_2.9;0;0,265;478_a;2,918;3,151;MEE
1467854;478_1611V_2.9;0;0,701;478_a;2,918;2,229;TEGEN
1467855;139_319BL_175.4;0;0,057;139__;175,365;175,308;TEGEN
1467856;486_919V_76.3;0;0,008;486_b;76,32;76,328;MEE
1467857;486_918L_76.3;0;0,067;486_b;76,254;76,32;MEE
1467858;486_917V_76.3;0;0,056;486_b;76,264;76,32;MEE
1467859;486_803L_76.6;0;0,317;486_b;76,645;76,328;TEGEN
1467860;486_923V_76.3;0;0,038;486_b;76,315;76,352;MEE
1467861;486_916V_76.2;0;0,033;486_b;76,221;76,254;MEE
1467862;486_918R_76.3;0;0,147;486_b;76,254;76,399;MEE
1467863;525_439R_78.1;0;0,098;525_b;78,051;78,142;MEE
1468081;667_1005L_402.4;2,378;2,415;667_a;243,808;243,845;MEE
1468082;624_151AR_31.8;0;0,546;624_a;31,807;32,352;MEE
1468083;552_2113R_82.3;0;0,361;552_b;82,262;82,621;MEE
1468084;139_311AR_175.0;0;0,132;139__;175,027;175,158;MEE
1468085;139_313R_175.0;0;0,059;139__;174,968;175,027;MEE
1468086;144_1407R_155.8;0;0,122;144_a;155,775;155,653;TEGEN
1468087;564_219BL_100.6;0;0,638;564_d;100,638;100;TEGEN
1468088;564_219BL_100.6;0,638;0,672;564_b;23,901;23,865;TEGEN
1468089;552_2115V_82.3;0;0,362;552_b;82,321;82,681;MEE
1468090;552_2135L_82.6;0;0,06;552_b;82,621;82,681;MEE
1468091;561_89BV_59.6;0;1,864;561__;59,616;57,8;TEGEN
1468092;527_901R_17.1;0;0,627;527_c;17,051;17,685;MEE
1468093;118_123L_77.1;0;0,559;118__;77,109;76,55;TEGEN
1468094;118_123R_77.1;0;0,56;118__;77,109;76,55;TEGEN
1468095;924_2373R_37.4;0;0,353;924_a;37,352;37,002;TEGEN
1468096;526_495R_104.2;0;0,051;526_b;104,249;104,3;MEE
1468348;008_1215L_9.5;0;0,756;008__;9,501;10,257;MEE
1468349;620_903L_41.9;0;0,224;620__;41,896;41,672;TEGEN
1468350;506_562R_43.6;0;0,506;506_b;43,573;44,075;MEE
1468351;525_435BV_78.0;0;0,024;525_b;78,027;78,051;MEE
1468352;011_10R_67.9;0;0,77;011__;67,89;68,655;MEE
1468353;011_10L_67.9;0;0,729;011__;67,89;68,615;MEE
1468354;144_1505R_151.8;0;0,834;144_a;151,834;151,0;TEGEN
1468355;144_1505R_151.8;0,834;1,433;589_c;151,0;150,41;TEGEN
1468356;564_1353R_23.8;0,085;0,304;564_d;100,001;100,225;MEE
1468357;564_1353R_23.8;0;0,085;564_b;23,814;23,901;MEE
1468358;564_1353L_23.8;0,086;0,331;564_d;100,001;100,255;MEE
1468359;564_1353L_23.8;0;0,086;564_b;23,814;23,902;MEE
1468360;926_4127L_1.5;0;0,168;926__;1,501;1,668;MEE
1468361;603_87AL_2.6;0;0,666;603_a;2,598;3,265;MEE
1468362;528_61AR_0.5;0;0,361;528_a;0,539;0,9;MEE
1468548;057_41V_11.2;0;9,162;057__;11,164;2,0;TEGEN
1468549;531_2663L_34.7;0;0,263;531_c;34,665;34,927;MEE
1468550;531_841L_1.4;0;0,048;531_d;1,424;1,472;MEE
1468551;039_5153R_110.0;0;0,294;039__;110,011;109,718;TEGEN
1468552;158_4745R_101.8;5,334;5,813;039__;107,201;107,679;MEE
1468553;158_4745R_101.8;2,291;5,334;611_c;601,8;604,843;MEE
1468554;531_875L_1.6;0;0,038;531_d;1,596;1,631;MEE
1468555;531_875R_1.6;0;0,239;531_d;1,596;1,83;MEE
1468556;531_873R_1.6;0;0,038;531_d;1,561;1,596;MEE
1468557;144_1503V_151.7;0,715;1,993;589_e;300,833;302,1;MEE
1468558;069_8001R_21.9;0,003;0,079;069__;21,9;21,824;TEGEN
1470369;589_971AL_149.5;0;0,869;589_c;149,542;150,409;MEE
1470370;588_411BR_2.9;0;0,05;588__;2,885;2,835;TEGEN
1470371;588_411BqV_2.9;0;0,034;588__;2,902;2,868;TEGEN
1470372;094_1091AV_2.5;0;1,644;094__;2,545;0,9;TEGEN
1470373;094_1091AV_2.5;1,846;2,271;531_c;34,317;34,711;MEE
1470374;603_65R_2.4;0,174;0,374;603_c;88,2;88,4;MEE
1470375;479_1707L_304.3;0;7,861;479_a;304,329;312,201;MEE
1470376;144_1403V_156.0;0;0,18;144_a;155,954;155,775;TEGEN
1470377;823_9V_200.7;0,491;0,686;823_a;6,462;6,319;TEGEN
1470378;114_393BV_102.0;0,811;33,364;166__;102,9;135,456;MEE
1470379;114_393BV_102.0;0;0,811;114_b;101,999;102,9;MEE
1470688;127_663L_61.7;0;0,017;127_a;61,707;61,724;MEE
1470689;127_663L_61.7;0,017;0,312;127_b;700,005;700,3;MEE
1470690;531_2671L_34.7;0;0,148;531_c;34,723;34,87;MEE
1470691;478_1135R_0.6;0;0,111;478_a;0,6;0,696;MEE
1470692;478_1133L_0.6;0;0,038;478_a;0,56;0,6;MEE
1470693;478_1133V_0.6;0;0,07;478_a;0,56;0,501;TEGEN
1470694;927_944AqV_905.7;0;0,034;927__;905,668;905,702;MEE
1470695;927_944ApV_905.7;0;0,034;927__;905,669;905,702;MEE
1470696;486_935V_;0;0,043;486_b;75,88;75,925;MEE
1470697;486_935L_;0,082;0,096;486_a;0,0;0,014;MEE
1470698;486_935L_;0;0,082;486_b;75,88;75,799;TEGEN
1470699;166_2155V_135.8;0;8,28;166__;135,804;144,084;MEE
1468791;069_8001L_21.9;0,003;2,856;069__;21,9;19,03;TEGEN
1468792;069_8001L_21.9;0;0,003;521_b;21,903;21,9;TEGEN
1468793;611_2335V_106.3;0;0,857;611_b;106,344;107,2;MEE
1468794;611_2335V_106.3;0,857;1,213;039__;107,2;107,556;MEE
1468795;008_1253V_21.9;0;0,158;008__;21,929;22,087;MEE
1468796;478_1601L_1.9;0;0,06;478_a;1,926;1,985;MEE
1468797;564_1369L_23.8;0;0,082;564_b;23,819;23,903;MEE
1468798;564_1369L_23.8;0,082;0,368;564_d;100,003;100,314;MEE
1468799;564_1365R_23.8;0;0,116;564_b;23,779;23,902;MEE
1468800;564_1365R_23.8;0,116;0,405;564_d;100,002;100,311;MEE
1468801;564_1363R_23.7;0;0,043;564_b;23,737;23,779;MEE
1468802;564_1367R_23.8;0,109;0,394;564_d;100,003;100,315;MEE
1468803;564_1367R_23.8;0;0,109;564_b;23,787;23,903;MEE
1468804;116_1331R_31.7;0,735;2,698;822_a;100,5;102,472;MEE
1468805;005_77R_114.3;0;0,663;005__;114,293;114,956;MEE
1468972;548_373BR_86.5;0;0,396;548__;86,496;86,1;TEGEN
1468973;548_373BR_86.5;0,396;2,7;003__;86,1;83,8;TEGEN
1468974;778_12R_56.3;0;2,674;778__;56,298;58,971;MEE
1468975;123_29BV_11.6;0;8,309;123__;11,617;19,906;MEE
1468976;531_2321L_33.6;0;0,173;531_c;33,615;33,787;MEE
1468977;135_2239pV_15.5;0;0,034;135__;15,503;15,469;TEGEN
1468978;525_487BL_79.2;0,903;1,061;525_c;180,7;180,542;TEGEN
1468979;525_487BL_79.2;0;0,903;525_b;79,203;78,339;TEGEN
1468980;924_2309L_524.9;0;0,021;924_b;524,852;524,831;TEGEN
1468981;032_7L_16.0;0;0,264;032__;16,02;16,282;MEE
1468982;510_407V_9.9;0;0,052;510_b;9,867;9,918;MEE
1468983;096_497V_104.4;0;1,516;096_b;104,352;105,854;MEE
1468984;537_251BL_2.8;1,72;1,96;624_b;1,1;0,86;TEGEN
1469180;510_407V_9.9;0,052;0,554;510_a;1,3;1,8;MEE
1469181;940_75AL_43.7;0;0,072;940__;43,745;43,8;MEE
1469182;201_125V_33.9;0;3,357;201__;33,859;37,215;MEE
1469183;950_827V_10.9;0;0,75;950_a;10,918;11,668;MEE
1469184;117_5BV_17.7;6,541;7,06;513_a;24,2;24,72;MEE
1469185;012_375BV_34.2;13,979;14,41;654__;48,1;48,531;MEE
1469186;078_207R_64.9;0;1,055;078__;64,928;65,978;MEE
1469187;525_441BV_78.2;0;0,814;525_b;78,158;78,938;MEE
1469188;587_1183V_7.8;0;0,268;587_a;7,833;8,1;MEE
1469189;587_1183V_7.8;0,268;0,44;585__;8,1;8,271;MEE
1469190;112_351AL_62.5;0;4,43;112__;62,47;66,893;MEE
1469438;145_957BV_56.6;0,506;1,941;558_a;57,1;58,505;MEE
1469439;145_957BV_56.6;0;0,506;145__;56,594;57,1;MEE
1469440;133_1047BR_13.5;0;3,427;133_a;13,452;10,031;TEGEN
1469441;620_97AR_42.6;0;0,115;620__;42,585;42,7;MEE
1469442;525_441AL_78.1;0;0,921;525_b;78,101;78,992;MEE
1469443;525_479V_79.0;0;0,08;525_b;78,992;79,07;MEE
1469444;503_115BV_43.1;0;1,014;503_c;43,131;42,116;TEGEN
1469445;503_183AL_42.2;0;0,048;503_c;42,163;42,116;TEGEN
1469446;144_1501L_151.8;0,818;1,411;589_c;151,0;150,41;TEGEN
1469447;144_1501L_151.8;0,11;0,381;144_b;300,103;300,376;MEE
1469686;201_85L_21.7;0;0,604;201__;21,656;22,26;MEE
1469687;118_1093L_90.6;0;0,103;118__;90,588;90,689;MEE
1469688;118_1095R_90.7;0;0,089;118__;90,689;90,601;TEGEN
1469689;555_173AV_83.2;0,628;1,224;540_c;54,6;54,0;TEGEN
1469690;555_173AV_83.2;0;0,628;555__;83,217;82,617;TEGEN
1469691;135_2245L_15.5;0;0,461;135__;15,486;15,947;MEE
1469692;055_423AL_37.4;0;0,194;055__;37,364;37,558;MEE
1469693;085_28AV_36.2;0;3,392;085__;36,201;32,814;TEGEN
1469694;117_1865R_7.8;0;0,18;117__;7,844;8,023;MEE
1469695;518_149V_64.3;0;0,402;518__;64,308;64,709;MEE
1469696;588_415BV_2.9;0,261;0,542;526_a;3,2;3,48;MEE
1469697;588_415BV_2.9;0;0,261;588__;2,94;3,2;MEE
1469698;606_923R_0.7;0;0,076;606_a;0,676;0,599;TEGEN
1469699;514_962L_17.1;0;0,309;514_a;17,117;17,403;MEE
1469700;514_961L_17.2;0;0,272;514_a;17,155;17,402;MEE
1469701;514_961L_17.2;0,272;0,498;514_b;65,4;65,173;TEGEN
1469702;814_951R_100.6;0;0,115;814_a;100,585;100,7;MEE
1469909;924_39-40R_35.3;0;0,907;924_a;35,3;34,398;TEGEN
1469910;938_4507R_0.1;0;0,04;938__;0,15;0,19;MEE
1469911;536_253R_61.0;0;0,028;536__;61,016;61,044;MEE
1469912;560_43BL_24.9;0;0,064;560_a;24,872;24,936;MEE
1469913;035_101V_46.1;0;7,532;035__;46,129;38,606;TEGEN
1469914;926_4061L_0.8;0;0,511;926__;0,813;0,345;TEGEN
1469915;926_4053V_0.8;0;0,031;926__;0,783;0,813;MEE
1469916;926_4065pV_0.8;0;0,034;926__;0,83;0,799;TEGEN
1469917;926_4085L_1.0;0;0,064;926__;1,024;1,088;MEE
1469918;938_4543R_1.3;0;1,042;938__;1,312;2,354;MEE
1469919;938_4587R_2.3;0;0,064;938__;2,342;2,407;MEE
1469920;938_4587L_2.3;0;0,065;938__;2,342;2,407;MEE
1469921;938_4585R_2.3;0;0,052;938__;2,354;2,407;MEE
1469922;803_101L_160.4;0;0,121;803_m;160,401;160,523;MEE
1469923;539_45BL_79.3;0;0,04;539__;79,254;79,214;TEGEN
1470163;042_323V_21.2;0,277;11,563;043__;21,5;32,747;MEE
1470164;042_323V_21.2;0;0,277;042__;21,221;21,5;MEE
1470165;011_293BL_70.2;0;0,626;011__;70,174;70,8;MEE
1470166;542_501V_29.7;0;0,111;542_a;29,656;29,765;MEE
1470167;119_1111L_28.1;0,408;1,002;542_a;28,5;29,102;MEE
1470168;119_1111L_28.1;0;0,408;119_a;28,09;28,5;MEE
1470169;542_1175R_29.1;0;0,097;542_a;29,102;29,196;MEE
1470170;603_123V_3.3;0;0,045;603_a;3,258;3,304;MEE
1470171;049_31L_30.9;0;1,085;049__;30,906;31,989;MEE
1466873;620_85R_42.3;0;0,331;620__;42,327;42,655;MEE
1466874;132_962AL_48.9;0;0,054;132__;48,881;48,829;TEGEN
1466875;132_963AR_48.8;0;0,046;132__;48,829;48,783;TEGEN
1466876;132_453BL_48.9;0;0,23;132__;48,888;49,117;MEE
1466877;518_117L_63.5;0;0,315;518__;63,459;63,145;TEGEN
1466878;518_121L_63.6;0;0,088;518__;63,551;63,638;MEE
1466879;518_121R_63.6;0;0,04;518__;63,551;63,591;MEE
1466880;518_125qV_63.6;0;0,031;518__;63,622;63,654;MEE
1466881;518_125pV_63.6;0;0,031;518__;63,622;63,654;MEE
1466882;005_55L_109.5;0;0,582;005__;109,543;110,124;MEE
1466883;927_21R_904.5;0;0,041;927__;904,459;904,491;MEE
1466884;927_21L_904.5;0;0,034;927__;904,459;904,487;MEE
1466885;082_135R_1.5;0,95;1,019;527_c;17,92;17,989;MEE
