SPOORTAK_IDENTIFICATIE;RICHTING;SPOORTAK_ASL;PERCENT_ASL;RICHTING_ASL
011_802V_68.1;0-100;011_804R_68.2;0;0-100
519_69V_47.0;0-100;519_73V_47.1;0;0-100
519_65L_46.9;0-100;519_69V_47.0;0;0-100
519_71R_47.0;0-100;519_73V_47.1;0;0-100
519_75R_47.0;0-100;519_81V_47.2;0;0-100
545_105R_22.5;0-100;545_961L_22.6;0;0-100
545_105R_22.5;0-100;545_961R_22.6;0;0-100
133_1163AR_19.7;0-100;133_1167V_19.9;0;0-100
133_1163AL_19.7;0-100;133_1163BV_19.8;0;0-100
133_1165BV_19.8;0-100;133_1169L_19.8;0;0-100
133_1165BV_19.8;0-100;133_1169R_19.8;0;0-100
133_1165BR_19.8;100-0;133_1165BV_19.8;0;0-100
133_1163BV_19.8;100-0;133_1163BpV_19.8;0;0-100
133_1163BV_19.8;0-100;133_1165BV_19.8;0;0-100
133_1169L_19.8;0-100;133_1179L_20.0;0;0-100
617_1105BV_38.7;0-100;617_1109L_38.8;0;0-100
617_1105BV_38.7;0-100;617_1109R_38.8;0;0-100
900_677V_201.3;0-100;900_678V_201.3;0;0-100
542_1281R_30.0;0-100;542_1301V_30.5;0;0-100
127_542L_49.8;100-0;127_542V_49.8;0;0-100
531_2551R_34.5;100-0;531_2551V_34.5;0;0-100
531_2551R_34.5;0-100;531_2555R_34.5;0;0-100
613_179L_75.2;0-100;613_183V_76.0;0;0-100
531_2679L_34.7;0-100;531_2763V_35.6;0;0-100
054_1003AR_57.3;100-0;054_1003AV_57.3;0;0-100
054_1003AR_57.3;0-100;054_1003BV_57.4;0;0-100
927_937L_906.0;100-0;927_937V_906.0;0;0-100
927_937L_906.0;0-100;927_957R_905.6;100;100-0
814_952V_100.7;0-100;814_954V_100.8;0;0-100
938_4627R_3.5;0-100;938_4631L_3.6;0;0-100
542_1245AR_29.8;0-100;542_1249AR_29.8;0;0-100
520_1002R_36.7;0-100;520_1004R_36.7;0;0-100
550_93AR_25.8;0-100;550_97AL_25.8;0;0-100
550_93AR_25.8;0-100;550_97AR_25.8;0;0-100
550_93AL_25.8;0-100;550_99AL_25.8;0;0-100
127_375AR_38.5;0-100;127_393AL_48.5;0;0-100
127_375AR_38.5;0-100;127_391BL_48.6;100;100-0
127_361L_37.5;0-100;127_373V_38.4;0;0-100
609_129AL_26.8;0-100;609_131BV_26.6;0;0-100
606_61L_0.2;0-100;606_95V_0.8;0;0-100
950_1007L_39.8;100-0;950_1009L_39.9;0;0-100
950_1007L_39.8;0-100;950_1019L_39.9;0;0-100
626_25BV_32.4;0-100;626_47AL_32.9;0;0-100
626_25BV_32.4;0-100;626_45BL_33.0;100;100-0
586_289AR_81.2;0-100;586_315V_81.3;0;0-100
586_321AR_81.3;0-100;586_325AR_81.3;0;0-100
609_81AL_27.9;0-100;609_85AL_27.9;0;0-100
815_255V_5.3;0-100;815_926L_5.8;0;0-100
815_255V_5.3;0-100;815_920L_6.6;100;100-0
527_37BV_16.6;0-100;527_45AL_16.6;0;0-100
527_37BV_16.6;0-100;527_45AR_16.6;0;0-100
527_61AR_16.9;0-100;527_61BV_16.9;0;0-100
527_59BR_16.9;100-0;527_59BV_16.9;0;0-100
527_45BV_16.7;0-100;527_59BR_16.9;100;100-0
527_45BV_16.7;0-100;527_61AR_16.9;0;0-100
054_1367BL_53.7;100-0;054_1367BV_53.7;0;0-100
054_1367BL_53.7;0-100;054_9005V_53.6;0;0-100
035_131AL_52.0;0-100;035_145BV_53.0;0;0-100
035_131AR_52.0;0-100;035_131BV_52.1;0;0-100
035_905R_51.5;0-100;035_911L_52.1;100;100-0
035_905L_51.5;0-100;035_911L_52.1;100;100-0
035_109R_46.7;100-0;035_97L_46.1;100;100-0
035_109R_46.7;0-100;035_111V_46.9;0;0-100
555_223AR_83.3;100-0;555_225AR_83.3;100;100-0
555_223AR_83.3;0-100;555_229AR_83.4;0;0-100
614_2139V_47.6;100-0;614_23V_47.4;100;100-0
614_2139V_47.6;0-100;614_2141L_47.6;0;0-100
614_2139V_47.6;0-100;614_2141R_47.6;0;0-100
614_2141R_47.6;0-100;614_2147L_47.8;0;0-100
614_2141R_47.6;0-100;614_2147R_47.8;0;0-100
614_2141L_47.6;0-100;614_2201V_48.3;0;0-100
614_2147R_47.8;0-100;614_2149V_47.9;0;0-100
614_2149V_47.9;0-100;614_2205V_48.4;0;0-100
124_205R_3.6;0-100;124_207V_3.7;0;0-100
055_427BV_37.6;0-100;055_455V_38.7;0;0-100
478_1507L_0.9;0-100;478_1567V_1.8;0;0-100
031_225L_16.4;0-100;031_235V_17.2;0;0-100
031_225R_16.4;0-100;031_235V_17.2;0;0-100
135_916AR_45.8;0-100;135_919V_46.3;0;0-100
135_914AL_45.7;0-100;135_917AL_45.8;0;0-100
618_27BR_58.6;100-0;618_31AR_58.6;0;0-100
506_77BL_43.9;100-0;506_77BV_43.9;0;0-100
857_21L_100.0;100-0;857_21V_100.0;0;0-100
485_49V_450.0;0-100;485_56L_150.0;0;0-100
485_49V_450.0;0-100;485_51BR_100.9;100;100-0
054_1367BV_53.7;0-100;054_1369AV_54.0;100;100-0
055_399BV_19.7;0-100;055_407V_29.5;0;0-100
055_407R_29.5;100-0;055_407V_29.5;0;0-100
815_913L_6.7;100-0;815_913V_6.7;0;0-100
815_913L_6.7;0-100;815_914L_6.7;0;0-100
815_913L_6.7;0-100;815_914R_6.7;0;0-100
926_4067R_0.8;0-100;926_4071V_0.9;0;0-100
815_913V_6.7;0-100;815_920L_6.6;0;0-100
815_913V_6.7;0-100;815_920R_6.6;0;0-100
506_61R_43.4;0-100;506_77AL_43.8;0;0-100
506_61R_43.4;0-100;506_77AR_43.8;0;0-100
135_910L_45.1;0-100;135_914AR_45.7;0;0-100
560_43AL_24.9;100-0;560_43AV_24.9;0;0-100
560_43AL_24.9;0-100;560_45BV_24.9;0;0-100
527_33R_16.4;0-100;527_39V_16.6;0;0-100
012_373V_34.1;0-100;012_375AL_34.1;0;0-100
060_1405L_50.6;100-0;519_85R_47.2;100;100-0
060_1405L_50.6;0-100;060_425V_57.9;100;100-0
211_21R_21.6;100-0;211_21V_21.6;0;0-100
211_21R_21.6;0-100;211_23V_22.0;0;0-100
603_131V_3.2;100-0;603_89R_2.6;100;100-0
603_131V_3.2;100-0;603_89L_2.6;100;100-0
603_131V_3.2;0-100;603_147AL_3.3;0;0-100
603_131V_3.2;0-100;603_145BL_3.4;100;100-0
514_15BV_18.0;0-100;514_19AL_17.7;0;0-100
514_15BV_18.0;0-100;514_19AR_17.7;0;0-100
514_922L_18.0;0-100;514_942L_18.0;0;0-100
514_913L_18.0;100-0;514_913V_18.0;0;0-100
514_912V_18.0;0-100;514_913V_18.0;0;0-100
501_123AL_80.8;0-100;501_125V_80.9;0;0-100
490_106V_105.0;0-100;490_107V_104.8;100;100-0
490_106V_105.0;0-100;490_115R_104.9;0;0-100
817_1215L_115.2;0-100;817_1221L_115.1;0;0-100
817_1215L_115.2;0-100;817_1221R_115.1;0;0-100
131_2L_16.7;100-0;131_2V_16.7;0;0-100
618_193BV_50.6;0-100;618_255V_50.0;0;0-100
527_121R_17.4;0-100;527_910L_500.7;0;0-100
527_121R_17.4;0-100;527_910R_500.7;0;0-100
085_215BV_19.9;100-0;527_185AR_18.0;100;100-0
085_215BV_19.9;0-100;085_305AL_31.8;0;0-100
085_215BV_19.9;0-100;085_305AR_31.8;0;0-100
560_23R_25.0;0-100;560_41AL_25.0;0;0-100
560_23R_25.0;0-100;560_41AR_25.0;0;0-100
509_1149L_36.6;100-0;509_1149V_36.6;0;0-100
060_445L_64.9;0-100;517_35BR_69.1;100;100-0
099_1021BR_6.2;100-0;099_1021BV_6.2;0;0-100
099_1021BR_6.2;0-100;529_3659L_23.1;100;100-0
099_1021BR_6.2;0-100;529_3647L_23.0;100;100-0
618_121AR_51.1;0-100;618_187AR_50.9;0;0-100
135_2065R_42.9;0-100;135_2069V_43.0;0;0-100
127_303V_11.2;0-100;127_307AL_12.2;0;0-100
127_303V_11.2;0-100;127_307AR_12.2;0;0-100
504_904R_17.5;0-100;504_909V_18.0;0;0-100
519_79L_47.1;0-100;519_83L_47.2;0;0-100
519_79L_47.1;0-100;519_83R_47.2;0;0-100
950_1205L_32.9;0-100;950_1213AL_33.7;0;0-100
555_269L_83.5;0-100;555_357L_84.1;0;0-100
556_1409L_5.5;0-100;556_1423V_6.1;0;0-100
118_53L_70.9;100-0;118_53V_70.9;0;0-100
118_53L_70.9;0-100;118_65V_70.0;0;0-100
120_41AR_15.3;0-100;120_52BV_16.3;0;0-100
120_41AL_15.3;0-100;120_41BV_15.4;0;0-100
127_359AR_37.4;0-100;127_359BV_37.5;0;0-100
606_105BV_1.0;0-100;606_111V_1.0;0;0-100
607_71L_43.7;100-0;607_71V_43.7;0;0-100
607_71L_43.7;0-100;607_904V_43.4;0;0-100
607_71V_43.7;0-100;607_73L_43.8;0;0-100
607_71V_43.7;0-100;607_73R_43.8;0;0-100
607_69R_43.5;0-100;607_71V_43.7;0;0-100
607_75V_43.9;0-100;607_77V_44.0;0;0-100
609_17BV_28.9;0-100;609_19AL_28.9;0;0-100
609_17BV_28.9;0-100;609_19AR_28.9;0;0-100
609_19AR_28.9;0-100;609_23R_28.9;0;0-100
609_19AL_28.9;0-100;609_41AL_28.9;0;0-100
609_19AL_28.9;0-100;609_41AR_28.9;0;0-100
609_13AR_29.2;100-0;609_7V_29.7;100;100-0
609_13AR_29.2;0-100;609_13BV_29.1;0;0-100
609_13BV_29.1;100-0;609_5V_29.7;100;100-0
609_13BV_29.1;0-100;609_17BV_28.9;0;0-100
123_1AR_10.6;100-0;123_1AV_10.6;0;0-100
123_1AR_10.6;0-100;123_29BV_11.6;0;0-100
123_1AL_10.6;100-0;123_1AV_10.6;0;0-100
123_1AL_10.6;0-100;123_1BV_10.6;0;0-100
026_251R_26.9;100-0;026_253AR_26.9;0;0-100
607_69L_43.5;0-100;607_75V_43.9;0;0-100
607_73L_43.8;0-100;607_75V_43.9;0;0-100
047_3AR_40.9;100-0;047_3AV_40.9;0;0-100
950_473V_8.0;0-100;950_475AV_8.2;100;100-0
950_849V_11.9;0-100;950_851BV_12.1;0;0-100
950_851AR_12.0;0-100;950_851BV_12.1;0;0-100
950_851BV_12.1;0-100;950_861V_12.9;0;0-100
950_663L_7.5;0-100;950_667R_7.6;0;0-100
924_3569R_35.4;0-100;924_3573V_35.8;0;0-100
469_330R_601.4;0-100;469_331L_601.5;0;0-100
469_330R_601.4;0-100;469_331R_601.5;0;0-100
545_131BR_23.0;100-0;545_135AR_23.0;0;0-100
017_9AR_49.3;100-0;017_9AV_49.3;0;0-100
504_93L_18.7;0-100;661_111L_21.2;0;0-100
553_277AL_21.8;0-100;553_277BV_21.9;0;0-100
468_482V_400.5;0-100;468_506R_101.2;100;100-0
468_482V_400.5;0-100;468_506L_101.2;100;100-0
468_477V_400.6;0-100;468_482V_400.5;0;0-100
950_915V_17.2;0-100;950_918V_17.3;0;0-100
950_111L_6.9;0-100;950_203V_7.7;0;0-100
534_1053AL_45.5;0-100;534_1055BV_45.6;0;0-100
545_81AL_22.3;0-100;545_91AL_22.3;0;0-100
545_91AL_22.3;0-100;545_93AL_22.4;0;0-100
545_916BL_21.9;0-100;545_917L_21.8;0;0-100
545_916BL_21.9;0-100;545_917R_21.8;0;0-100
545_917R_21.8;0-100;545_918L_21.8;0;0-100
545_917R_21.8;0-100;545_918R_21.8;0;0-100
046_203L_34.7;0-100;046_225AL_35.9;0;0-100
046_203L_34.7;0-100;046_225AR_35.9;0;0-100
132_441AL_51.7;0-100;132_451AL_49.1;0;0-100
132_441AL_51.7;0-100;132_451AR_49.1;0;0-100
132_960L_49.1;0-100;132_963AR_48.8;0;0-100
132_960R_49.1;0-100;132_961V_48.9;0;0-100
950_650V_7.1;0-100;950_657V_7.3;0;0-100
950_642R_7.1;100-0;950_642V_7.1;0;0-100
823_6L_100.6;100-0;823_6V_100.6;0;0-100
823_6L_100.6;0-100;823_7V_101.0;0;0-100
823_6R_100.6;100-0;823_6V_100.6;0;0-100
823_6R_100.6;0-100;823_7V_101.0;0;0-100
545_135AR_23.0;0-100;545_137BV_23.0;0;0-100
625_293R_16.0;0-100;625_335V_14.9;0;0-100
924_12-18R_35.4;100-0;924_12-18V_35.4;0;0-100
924_12-18R_35.4;0-100;924_15-16V_35.3;100;100-0
924_12-18R_35.4;0-100;924_15-18R_35.3;0;0-100
805_7105V_102.1;0-100;805_7107V_102.4;0;0-100
801_901V_7.6;0-100;801_902L_7.7;0;0-100
801_901V_7.6;0-100;801_902R_7.7;0;0-100
803_0V_150.1;0-100;803_95V_105.8;0;0-100
017_353BV_32.1;0-100;017_401AL_39.5;0;0-100
017_353BV_32.1;0-100;017_401AR_39.5;0;0-100
514_61BR_17.3;100-0;514_61BV_17.3;0;0-100
544_1129AR_1.2;0-100;544_1129BV_1.4;0;0-100
544_1133AL_1.3;0-100;544_1135AL_1.3;0;0-100
544_1133AL_1.3;0-100;544_1135AR_1.3;0;0-100
516_905L_2.0;0-100;516_916L_2.0;0;0-100
516_905L_2.0;0-100;516_916R_2.0;0;0-100
803_45R_102.9;0-100;803_50AR_103.2;0;0-100
803_47R_103.0;0-100;803_50BV_103.3;0;0-100
514_910V_18.0;0-100;514_915R_18.0;0;0-100
514_908R_18.0;100-0;514_909R_18.0;0;0-100
514_908R_18.0;0-100;514_910V_18.0;0;0-100
073_1103BL_0.7;100-0;073_1103BV_0.7;0;0-100
073_1103AR_0.7;100-0;073_1103AV_0.7;0;0-100
073_1103AR_0.7;0-100;073_1103BV_0.7;0;0-100
073_1103BV_0.7;0-100;073_1113V_1.1;0;0-100
073_1101BR_0.7;100-0;073_1101BV_0.7;0;0-100
516_924V_2.1;0-100;516_925V_2.2;0;0-100
625_283R_15.3;0-100;625_345BL_14.7;100;100-0
046_251AL_41.3;0-100;046_255BV_41.6;0;0-100
046_255AL_41.4;0-100;046_255BV_41.6;0;0-100
802_802L_100.7;0-100;802_804V_101.3;0;0-100
802_804V_101.3;0-100;802_805V_101.3;0;0-100
802_805V_101.3;0-100;802_807V_101.4;0;0-100
521_351BV_22.2;0-100;521_403R_22.2;0;0-100
433_58L_4.8;100-0;433_58V_4.8;0;0-100
433_57V_4.8;0-100;433_58V_4.8;0;0-100
552_2201L_74.0;0-100;552_2203V_73.9;0;0-100
552_2203V_73.9;0-100;552_2205L_73.9;0;0-100
517_87L_69.4;100-0;517_89AL_69.4;0;0-100
517_87L_69.4;0-100;517_933BL_69.4;0;0-100
517_931V_69.3;0-100;517_933AR_69.3;0;0-100
517_89AL_69.4;0-100;517_93AL_69.4;0;0-100
545_935R_22.4;100-0;545_935V_22.4;0;0-100
545_935R_22.4;0-100;545_937V_22.5;0;0-100
543_147AL_44.9;0-100;543_147BV_44.9;0;0-100
052_87V_69.3;0-100;516_269R_1.5;100;100-0
052_75L_41.3;0-100;052_84V_42.1;0;0-100
052_69R_41.1;100-0;756_61V_36.3;100;100-0
052_69R_41.1;0-100;052_75L_41.3;0;0-100
052_69R_41.1;0-100;052_75R_41.3;0;0-100
543_215L_15.8;100-0;543_215V_15.8;0;0-100
553_259AL_21.7;0-100;553_259BV_21.8;0;0-100
608_37AL_88.0;0-100;608_57BV_88.5;0;0-100
805_7123V_104.4;0-100;805_7125L_104.5;0;0-100
805_7123V_104.4;0-100;805_7125R_104.5;0;0-100
625_273AR_16.2;0-100;625_273BV_16.0;0;0-100
625_273BL_16.0;100-0;625_273BV_16.0;0;0-100
625_271BV_16.2;0-100;625_273AR_16.2;0;0-100
625_261AV_15.8;0-100;625_271BV_16.2;100;100-0
625_271AR_16.3;0-100;625_271BV_16.2;0;0-100
152_4027V_6.9;0-100;152_4063V_15.2;0;0-100
079_181AL_3.1;0-100;079_183BV_2.9;0;0-100
079_171AR_14.3;0-100;079_181BV_3.0;0;0-100
079_181BV_3.0;0-100;079_183AL_3.0;0;0-100
079_181BV_3.0;0-100;079_183AR_3.0;0;0-100
470_206R_304.8;100-0;470_206V_304.8;0;0-100
470_206R_304.8;0-100;470_207L_305.3;100;100-0
950_243R_12.8;0-100;950_271V_13.2;0;0-100
127_455AL_68.4;0-100;127_455BV_68.4;0;0-100
127_325AL_13.2;0-100;127_329BV_13.3;0;0-100
127_329AL_13.3;0-100;127_329BV_13.3;0;0-100
055_369V_9.6;0-100;055_371R_9.7;0;0-100
545_983R_22.9;0-100;545_994L_22.1;0;0-100
545_983R_22.9;0-100;545_994R_22.1;0;0-100
924_2327R_34.7;0-100;924_2351V_35.5;0;0-100
851_913L_100.9;0-100;851_EEEV_130.9;100;100-0
851_913L_100.9;0-100;851_916R_130.8;0;0-100
626_11AR_32.2;100-0;626_5BV_32.0;100;100-0
626_11AR_32.2;0-100;626_13AL_32.3;0;0-100
626_11AR_32.2;0-100;626_13AR_32.3;0;0-100
924_992R_34.3;0-100;924_993R_34.4;0;0-100
545_181BV_23.3;0-100;545_183V_23.4;0;0-100
545_183V_23.4;0-100;545_189BV_23.4;0;0-100
545_185AL_23.3;0-100;788_21BUV_75.2;100;100-0
924_15-16R_35.3;100-0;924_15-16V_35.3;0;0-100
924_15-16R_35.3;0-100;924_3337R_34.3;100;100-0
124_181R_3.2;100-0;551_163L_24.0;100;100-0
124_181R_3.2;0-100;124_197V_4.6;0;0-100
469_332R_601.5;0-100;469_333L_601.6;0;0-100
469_332R_601.5;0-100;469_333R_601.6;0;0-100
469_331R_601.5;0-100;469_332L_601.5;0;0-100
469_331R_601.5;0-100;469_332R_601.5;0;0-100
087_119AL_16.6;0-100;087_1323V_24.2;0;0-100
009_5BL_114.1;100-0;009_5BV_114.1;0;0-100
009_5BL_114.1;0-100;502_283L_101.3;100;100-0
545_930V_22.2;0-100;545_931V_21.9;0;0-100
545_930R_22.2;100-0;545_930V_22.2;0;0-100
545_928L_22.3;0-100;545_930V_22.2;0;0-100
545_924V_22.3;0-100;545_928L_22.3;0;0-100
545_924V_22.3;0-100;545_928R_22.3;0;0-100
545_924L_22.3;100-0;545_924V_22.3;0;0-100
545_924R_22.3;100-0;545_924V_22.3;0;0-100
805_512L_100.0;0-100;805_515L_100.0;0;0-100
544_1083BV_0.3;0-100;544_1107L_1.0;100;100-0
544_1083BV_0.3;0-100;544_1109AR_0.9;0;0-100
544_1109AR_0.9;0-100;544_1109BV_1.0;0;0-100
468_50R_100.6;100-0;468_50V_100.6;0;0-100
468_50R_100.6;0-100;468_58L_100.9;0;0-100
468_50R_100.6;0-100;468_58R_100.9;0;0-100
468_59L_101.0;0-100;468_61V_101.6;0;0-100
001_1145L_15.3;0-100;550_41BR_25.3;100;100-0
553_197R_20.8;0-100;553_199V_20.9;0;0-100
553_197L_20.8;0-100;553_219AR_21.3;0;0-100
553_217AL_21.2;0-100;553_219AL_21.3;0;0-100
531_873L_1.6;0-100;531_879L_1.6;0;0-100
531_873L_1.6;0-100;531_879R_1.6;0;0-100
609_61AL_28.1;0-100;609_87AL_27.9;0;0-100
609_61AL_28.1;0-100;609_85BR_27.8;100;100-0
609_41AR_28.9;0-100;609_61BV_28.0;0;0-100
517_125R_69.4;0-100;517_127L_69.4;0;0-100
517_125R_69.4;0-100;517_127R_69.4;0;0-100
517_153BV_69.9;0-100;517_207V_0.2;0;0-100
517_157AL_69.9;0-100;517_157BV_70.0;0;0-100
618_187AL_50.9;0-100;618_193BV_50.6;0;0-100
011_32V_68.6;0-100;011_36V_68.7;0;0-100
011_29V_68.6;0-100;011_32V_68.6;0;0-100
011_31V_68.6;0-100;011_34V_68.6;0;0-100
625_263AL_15.7;0-100;625_263BV_15.6;0;0-100
625_263BV_15.6;0-100;625_265AL_15.6;0;0-100
625_263BV_15.6;0-100;625_265AR_15.6;0;0-100
950_217R_11.8;0-100;950_960L_12.5;0;0-100
950_217R_11.8;0-100;950_960R_12.5;0;0-100
950_233AR_12.5;0-100;950_964V_12.6;0;0-100
950_243L_12.8;0-100;950_861V_12.9;0;0-100
924_980R_34.3;100-0;924_980V_34.3;0;0-100
924_980R_34.3;0-100;924_981L_34.3;0;0-100
924_980L_34.3;100-0;924_980V_34.3;0;0-100
924_980L_34.3;0-100;924_991R_34.3;0;0-100
054_1301BV_47.0;0-100;054_1315AL_47.4;0;0-100
054_1301BV_47.0;0-100;054_1315AR_47.4;0;0-100
545_963R_22.7;0-100;545_965L_22.8;0;0-100
545_963R_22.7;0-100;545_965R_22.8;0;0-100
545_967L_22.8;0-100;545_969L_22.8;0;0-100
545_967L_22.8;0-100;545_969R_22.8;0;0-100
545_967R_22.8;0-100;545_968L_22.8;0;0-100
545_967R_22.8;0-100;545_968R_22.8;0;0-100
545_151AL_22.9;0-100;545_153AL_23.0;0;0-100
123_3BR_10.7;100-0;123_3BV_10.7;0;0-100
476_92R_201.8;0-100;476_93V_202.2;0;0-100
468_0219R_102.3;100-0;468_218V_102.2;100;100-0
468_0219R_102.3;0-100;468_85R_102.8;100;100-0
468_0219R_102.3;0-100;468_85L_102.8;100;100-0
468_85R_102.8;100-0;468_85V_102.8;0;0-100
506_131AL_44.0;100-0;506_83R_43.9;100;100-0
506_131AL_44.0;0-100;506_137BV_44.1;0;0-100
506_105BV_44.0;100-0;506_61L_43.4;100;100-0
506_105BV_44.0;0-100;506_111V_44.1;0;0-100
506_105AL_44.0;100-0;506_77AL_43.8;100;100-0
506_105AL_44.0;0-100;506_105BV_44.0;0;0-100
506_109V_44.0;100-0;506_59L_43.3;100;100-0
506_109V_44.0;0-100;506_111V_44.1;0;0-100
506_107V_44.0;100-0;506_63R_43.3;100;100-0
506_107V_44.0;100-0;506_63L_43.3;100;100-0
506_107V_44.0;0-100;506_109V_44.0;0;0-100
950_610AR_6.4;100-0;950_610BR_6.5;0;0-100
950_610AR_6.4;0-100;950_924L_6.5;0;0-100
950_610AR_6.4;0-100;950_924R_6.5;0;0-100
950_101L_6.8;100-0;950_105AL_6.8;0;0-100
950_271V_13.2;0-100;950_273AL_13.8;0;0-100
950_271V_13.2;0-100;950_273AR_13.8;0;0-100
950_403L_26.8;100-0;950_403V_26.8;0;0-100
950_403L_26.8;0-100;950_407AL_26.8;0;0-100
950_475AR_8.2;100-0;950_475AV_8.2;0;0-100
470_253V_101.6;0-100;470_260V_101.0;100;100-0
017_9AL_49.3;100-0;017_9AV_49.3;0;0-100
017_9AL_49.3;0-100;017_9BV_49.4;0;0-100
203_345V_34.6;100-0;751_331L_33.8;100;100-0
203_345V_34.6;0-100;203_351L_41.8;0;0-100
203_345V_34.6;0-100;203_351R_41.8;0;0-100
803_70BR_80.3;0-100;803_82AL_103.7;100;100-0
514_965V_17.1;0-100;514_966V_17.0;0;0-100
514_964V_17.1;0-100;514_965V_17.1;0;0-100
514_962V_17.1;0-100;514_965V_17.1;0;0-100
514_963V_17.1;0-100;514_964V_17.1;0;0-100
514_961V_17.2;0-100;514_962V_17.1;0;0-100
514_960V_17.2;0-100;514_961V_17.2;0;0-100
514_907L_18.0;100-0;514_907V_18.0;0;0-100
514_907L_18.0;0-100;514_909L_18.0;0;0-100
516_901L_1.8;0-100;516_902L_1.8;0;0-100
516_901L_1.8;0-100;516_902R_1.8;0;0-100
516_902L_1.8;0-100;516_903L_1.9;0;0-100
516_902L_1.8;0-100;516_903R_1.9;0;0-100
516_902R_1.8;0-100;516_906L_1.9;0;0-100
516_902R_1.8;0-100;516_906R_1.9;0;0-100
516_903R_1.9;0-100;516_907L_1.9;0;0-100
516_903R_1.9;0-100;516_907R_1.9;0;0-100
031_1R_3.3;100-0;031_1V_3.3;0;0-100
031_1R_3.3;0-100;609_5V_29.7;0;0-100
485_2L_100.3;100-0;485_2V_100.3;0;0-100
305_49AL_19.1;100-0;653_31R_102.6;100;100-0
305_49AL_19.1;0-100;305_49BV_19.0;0;0-100
305_49BV_19.0;0-100;305_51L_18.2;0;0-100
513_575V_26.2;0-100;666_411V_27.5;100;100-0
161_2535L_21.1;0-100;161_2537V_21.2;0;0-100
161_2537V_21.2;0-100;161_2539L_21.2;0;0-100
161_2537V_21.2;0-100;161_2539R_21.2;0;0-100
161_2539R_21.2;0-100;161_2541V_21.3;0;0-100
161_2671R_31.6;0-100;161_2677V_31.9;0;0-100
161_2671L_31.6;0-100;161_2673V_31.7;0;0-100
161_2673V_31.7;0-100;161_2675L_31.7;0;0-100
161_2673V_31.7;0-100;161_2675R_31.7;0;0-100
161_2675R_31.7;0-100;161_2677V_31.9;0;0-100
305_49BR_19.0;100-0;305_49BV_19.0;0;0-100
305_39V_17.0;0-100;305_49BV_19.0;100;100-0
305_38V_16.9;0-100;305_39V_17.0;0;0-100
950_323L_17.2;100-0;950_323V_17.2;0;0-100
950_907L_16.7;0-100;950_908L_16.8;0;0-100
950_907L_16.7;0-100;950_908R_16.8;0;0-100
950_901L_16.6;100-0;950_901V_16.6;0;0-100
950_901L_16.6;0-100;950_907L_16.7;0;0-100
950_901L_16.6;0-100;950_907R_16.7;0;0-100
002_345AL_50.5;0-100;002_347BV_50.7;0;0-100
133_950R_20.9;100-0;133_951R_20.9;0;0-100
563_185BV_57.3;0-100;563_187AL_57.4;0;0-100
563_185BV_57.3;0-100;563_187AR_57.4;0;0-100
563_175BV_57.3;0-100;563_189L_57.4;0;0-100
563_175BV_57.3;0-100;563_189R_57.4;0;0-100
563_185AL_57.3;0-100;563_185BV_57.3;0;0-100
107_135BV_12.1;0-100;107_171AL_18.6;0;0-100
107_135BV_12.1;0-100;107_171AR_18.6;0;0-100
531_2589L_34.7;100-0;531_2595L_34.7;0;0-100
506_653V_44.2;0-100;506_655V_44.3;0;0-100
166_2147L_135.2;0-100;166_2155V_135.8;0;0-100
166_2147R_135.2;0-100;166_2149V_135.5;0;0-100
057_55V_12.3;0-100;057_57L_12.3;0;0-100
057_55V_12.3;0-100;057_57R_12.3;0;0-100
534_1055BV_45.6;0-100;534_1097L_46.1;100;100-0
534_1055BV_45.6;0-100;534_1099AR_46.0;0;0-100
132_451AR_49.1;0-100;132_451BV_49.1;0;0-100
950_209L_7.8;100-0;950_211AL_7.8;100;100-0
950_209L_7.8;0-100;950_473V_8.0;0;0-100
950_101R_6.8;100-0;950_105AR_6.8;0;0-100
950_101R_6.8;0-100;950_431BV_6.7;100;100-0
950_640L_7.2;100-0;950_640V_7.2;0;0-100
805_512L_100.0;0-100;805_515R_100.0;0;0-100
823_24L_6.3;0-100;823_27L_6.0;100;100-0
823_24L_6.3;0-100;823_25R_5.7;100;100-0
545_965L_22.8;0-100;545_971R_23.5;100;100-0
116_2257V_209.8;0-100;121_2351L_232.9;0;0-100
116_2257V_209.8;0-100;121_2351R_232.9;0;0-100
545_981R_23.1;0-100;545_983L_22.9;0;0-100
545_981R_23.1;0-100;545_983R_22.9;0;0-100
545_981L_23.1;0-100;545_982L_23.0;0;0-100
545_981L_23.1;0-100;545_982R_23.0;0;0-100
545_984V_22.9;0-100;545_990L_22.9;0;0-100
545_984V_22.9;0-100;545_990R_22.9;0;0-100
514_906R_18.0;100-0;514_906V_18.0;0;0-100
514_906R_18.0;0-100;514_910V_18.0;0;0-100
131_11R_17.3;0-100;131_12R_17.3;0;0-100
131_14V_17.4;100-0;131_9R_16.9;100;100-0
131_14V_17.4;0-100;131_4V_19.1;100;100-0
131_15L_17.4;100-0;131_4V_19.1;100;100-0
131_15L_17.4;0-100;131_3R_16.6;100;100-0
131_15L_17.4;0-100;131_5R_16.7;100;100-0
516_901R_1.8;0-100;516_911V_2.1;0;0-100
516_279L_1.7;0-100;516_901L_1.8;0;0-100
516_279L_1.7;0-100;516_901R_1.8;0;0-100
161_2677V_31.9;0-100;161_2701L_35.3;0;0-100
161_2677V_31.9;0-100;161_2701R_35.3;0;0-100
