GEOCODE;GEOSUBCODE;GEOCODE_NR;NAAM;VERKORTING;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
115;115_a;115;Schiedam Centrum - Vlaardingen Vulcaanhaven;Sdm-Vdgvch;20211201;C;18
115;115_d;115;Schiedam Centrum - Vlaardingen Vulcaanhaven;Sdm-Vdgvch;20211201;C;18
116;116_a;116;Dordrecht - Rotterdam Barendrecht;Ddr-Brd;20211201;C;18
116;116_b;116;Dordrecht - Rotterdam Barendrecht;Ddr-Brd;20211201;C;18
116;116_c;116;Dordrecht - Rotterdam Barendrecht;Ddr-Brd;20211201;C;18
117;117__;117;Lunetten - Geldermalsen;Ln-Gdm;20211201;C;18
118;118__;118;Geldermalsen - Dordrecht;Gdm-Ddr;20211201;C;18
119;119_a;119;Lage Zwaluwe - Dordrecht;Zlw-Ddr;20211201;C;18
119;119_b;119;Lage Zwaluwe - Dordrecht;Zlw-Ddr;20211201;C;18
120;120_a;120;Lage Zwaluwe - Roosendaal;Zlw-Rsd;20211201;C;18
120;120_b;120;Lage Zwaluwe - Roosendaal;Zlw-Rsd;20211201;C;18
121;121_a;121;Breda - Lage Zwaluwe;Bd-Zlw;20211201;C;18
121;121_b;121;Breda - Lage Zwaluwe;Bd-Zlw;20211201;C;18
121;121_c;121;Breda - Lage Zwaluwe;Bd-Zlw;20211201;C;18
122;122__;122;Roosendaal - Breda;Rsd-Bd;20211201;C;18
123;123__;123;Breda - Tilburg;Bd-Tb;20211201;C;18
124;124_a;124;Tilburg - Vught Aansl.;Tb-Vga;20211201;C;18
124;124_b;124;Tilburg - Vught Aansl.;Tb-Vga;20211201;C;18
125;125__;125;Tilburg - Boxtel;Tb-Btl;20211201;C;18
126;126_a;126;Roosendaal - Roosendaal Grens;Rsd-Rsdg;20211201;C;18
126;126_b;126;Roosendaal - Roosendaal Grens;Rsd-Rsdg;20211201;C;18
127;127_a;127;Roosendaal - Vlissingen;Rsd-Vs;20211201;C;18
127;127_b;127;Roosendaal - Vlissingen;Rsd-Vs;20211201;C;18
128;128__;128;Diemen Aansl. - Weesp Aansl.;Dmna-Wpa;20211201;C;18
129;129__;129;Terneuzen Aansl. - Terneuzen;Tnza-Tnz;20211201;C;18
130;130_a;130;Axel Aansl. - Terneuzen Aansl.;Axa-Tnza;20211201;C;18
130;130_c;130;Axel Aansl. - Terneuzen Aansl.;Axa-Tnza;20211201;C;18
130;130_d;130;Axel Aansl. - Terneuzen Aansl.;Axa-Tnza;20211201;C;18
131;131__;131;Sas van Gent Grens - Terneuzen Aansl.;Svgg-Tnza;20211201;C;18
132;132__;132;Moordrecht Aansl. - Rotterdam Kleiweg;Mda-Rtkw;20211201;C;18
133;133_a;133;Amsterdam Riekerpolder - Warmond;Asra-Wmd;20211201;C;18
133;133_b;133;Amsterdam Riekerpolder - Warmond;Asra-Wmd;20211201;C;18
134;134__;134;Gouda - Moordrecht Aansl.;Gd-Mda;20211201;C;18
135;135__;135;Weesp Aansl. - Lelystad Industrieterrein;Wpa-Llsi;20211201;C;18
139;139__;139;Zaandam - Amsterdam Sloterdijk;Zd-Ass;20211201;C;18
143;143__;143;Leidschenveen - Leidschendam Lijnwerkplaats;Ldvn-Ldvwpl;20211201;C;18
144;144_a;144;Duivendrecht - Amsterdam Riekerpolder;Dvd-Asra;20211201;C;18
144;144_b;144;Duivendrecht - Amsterdam Riekerpolder;Dvd-Asra;20211201;C;18
145;145__;145;Amsterdam Sloterdijk - Amsterdam Riekerpolder;Ass-Asra;20211201;C;18
146;146__;146;Warmond - Leiden Centraal;Wmd-Ledn;20211201;C;18
152;152_a;152;Kijfhoek - Meteren Aansl.;Kfh-Mtna;20211201;C;18
152;152_b;152;Kijfhoek - Meteren Aansl.;Kfh-Mtna;20211201;C;18
155;155_a;155;Meteren Aansl. - Ressen = Bemmel;Mtna-Rsb;20211201;C;18
155;155_b;155;Meteren Aansl. - Ressen = Bemmel;Mtna-Rsb;20211201;C;18
158;158__;158;Ressen = Bemmel - Zevenaar;Rsb-Zv;20211201;C;18
161;161__;161;Lelystad Industrieterrein - Hattemerbroek;Llsi-Htba;20211201;C;18
163;163__;163;Rotterdam Lombardijen - Rotterdam Centraal;Rlb-Rtd;20211201;C;18
164;164__;164;Prinsenbeek - Hazeldonk Grens;Pb-Bdgr;20211201;C;18
165;165__;165;Kijfhoek - Moerdijkbrug;Kfh-Mdbr;20211201;C;18
166;166__;166;Rotterdam Westelijke Splitsing - Nieuw Vennep;Wspl-Nvp;20211201;C;18
167;167__;167;Zevenbergschenhoek Aansluiting;Zha;20211201;C;18
200;200__;200;Winsum - Roodeschool;Wsm-Rd;20211201;C;18
201;201__;201;Sauwerd - Delfzijl;Swd-Dz;20211201;C;18
203;203__;203;MariÃ«nberg - Emmen;Mrb-Emn;20211201;C;18
204;204__;204;Herfte Aansl. - MariÃ«nberg;Hea-Mrb;20211201;C;18
205;205__;205;MariÃ«nberg - Almelo;Mrb-Aml;20211201;C;18
206;206__;206;Zwolle - Wierden;Zl-Wdn;20211201;C;18
208;208__;208;Apeldoorn - Zutphen;Apd-Zp;20211201;C;18
209;209__;209;Dieren - Apeldoorn;Dr-Apd;20211201;C;18
210;210__;210;Zutphen - Winterswijk;Zp-Ww;20211201;C;18
211;211__;211;Barneveld Noord - Ede=Wageningen;Bnn-Ed;20211201;C;18
212;212__;212;Winterswijk - Zevenaar;Ww-Zv;20211201;C;18
213;213__;213;Boxtel - Uden;Btl-Ud;20211201;C;18
216;216__;216;Heerhugowaard - Hoorn;Hwd-Hn;20211201;C;18
217;217__;217;Hoorn - Enkhuizen;Hn-Ekz;20211201;C;18
226;226__;226;Gouda - Alphen a/d Rijn;Gd-Apn;20211201;C;18
228;228__;228;Lage Zwaluwe - s Hertogenbosch;Zlw-Ht;20211201;C;18
305;305__;305;Stadskanaal Hoofdstation - Zuidbroek;Skn-Zb;20211201;C;18
309;309__;309;Landgraaf - Simpelveld;Lg-Spv;20211201;C;18
400;400__;400;Emmen - Weerdinge;Emn-Wdg;20211201;C;18
405;405__;405;Hengelo - Hengelo Zoutindustrie;Hgl-Hglz;20211201;C;18
433;433__;433;Sittard - Born;Std-Bon;20211201;C;18
435;435__;435;Hoorn - Medemblik;Hn-Mbk;20211201;C;18
437;437_a;437;Arnhem Goederenstation - Velperbroek Aansl.;Ahg-Va;20211201;C;18
437;437_b;437;Arnhem Goederenstation - Velperbroek Aansl.;Ahg-Va;20211201;C;18
451;451_a;451;Coevorden - Coevorden Grens;Co-Cog;20211201;C;18
451;451_b;451;Coevorden - Coevorden Grens;Co-Cog;20211201;C;18
463;463__;463;Stadskanaal Hoofdstation - Musselkanaal=Valthermond;Skn-Mkv;20211201;C;18
467;467_a;467;Rotterdam Waalhaven Oost;Who;20211201;C;18
467;467_b;467;Rotterdam Waalhaven Oost;Who;20211201;C;18
467;467_c;467;Rotterdam Waalhaven Oost;Who;20211201;C;18
468;468_a;468;Rotterdam Eemhaven;Reh;20211201;C;18
468;468_b;468;Rotterdam Eemhaven;Reh;20211201;C;18
468;468_c;468;Rotterdam Eemhaven;Reh;20211201;C;18
468;468_f;468;Rotterdam Eemhaven;Reh;20211201;C;18
468;468_g;468;Rotterdam Eemhaven;Reh;20211201;C;18
469;469_a;469;Pernis;Ps;20211201;C;18
469;469_b;469;Pernis;Ps;20211201;C;18
469;469_d;469;Pernis;Ps;20211201;C;18
469;469_e;469;Pernis;Ps;20211201;C;18
469;469_f;469;Pernis;Ps;20211201;C;18
469;469_g;469;Pernis;Ps;20211201;C;18
470;470_a;470;Botlek;Bot;20211201;C;18
470;470_b;470;Botlek;Bot;20211201;C;18
470;470_c;470;Botlek;Bot;20211201;C;18
470;470_e;470;Botlek;Bot;20211201;C;18
470;470_g;470;Botlek;Bot;20211201;C;18
470;470_h;470;Botlek;Bot;20211201;C;18
470;470_i;470;Botlek;Bot;20211201;C;18
470;470_j;470;Botlek;Bot;20211201;C;18
470;470_k;470;Botlek;Bot;20211201;C;18
470;470_l;470;Botlek;Bot;20211201;C;18
470;470_m;470;Botlek;Bot;20211201;C;18
470;470_n;470;Botlek;Bot;20211201;C;18
474;474_a;474;Rotterdam Europoort 1;Re1;20211201;C;18
474;474_b;474;Rotterdam Europoort 1;Re1;20211201;C;18
474;474_c;474;Rotterdam Europoort 1;Re1;20211201;C;18
475;475_a;475;Rotterdam Maasvlakte;Mvt;20211201;C;18
475;475_b;475;Rotterdam Maasvlakte;Mvt;20211201;C;18
475;475_c;475;Rotterdam Maasvlakte;Mvt;20211201;C;18
476;476_a;476;Rotterdam Europoort 2;Re2;20211201;C;18
476;476_b;476;Rotterdam Europoort 2;Re2;20211201;C;18
476;476_c;476;Rotterdam Europoort 2;Re2;20211201;C;18
477;477_a;477;Rotterdam Europoort 3;Re3;20211201;C;18
477;477_b;477;Rotterdam Europoort 3;Re3;20211201;C;18
477;477_e;477;Rotterdam Europoort 3;Re3;20211201;C;18
478;478_a;478;Rotterdam Europoort 4;Re4;20211201;C;18
478;478_b;478;Rotterdam Europoort 4;Re4;20211201;C;18
478;478_c;478;Rotterdam Europoort 4;Re4;20211201;C;18
478;478_d;478;Rotterdam Europoort 4;Re4;20211201;C;18
479;479_a;479;Maasvlakte 2;Mvt2;20211201;C;18
479;479_b;479;Maasvlakte 2;Mvt2;20211201;C;18
485;485_a;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
485;485_b;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
485;485_c;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
485;485_d;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
485;485_e;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
485;485_f;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
485;485_g;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
485;485_h;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
485;485_j;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
485;485_k;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
485;485_l;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
485;485_m;485;Amsterdam Hemhaven (gebied);Asdh;20211201;C;18
486;486_a;486;Amsterdam Westhaven (gebied);Awhv;20211201;C;18
486;486_b;486;Amsterdam Westhaven (gebied);Awhv;20211201;C;18
486;486_c;486;Amsterdam Westhaven (gebied);Awhv;20211201;C;18
486;486_d;486;Amsterdam Westhaven (gebied);Awhv;20211201;C;18
486;486_e;486;Amsterdam Westhaven (gebied);Awhv;20211201;C;18
486;486_f;486;Amsterdam Westhaven (gebied);Awhv;20211201;C;18
486;486_k;486;Amsterdam Westhaven (gebied);Awhv;20211201;C;18
486;486_r;486;Amsterdam Westhaven (gebied);Awhv;20211201;C;18
490;490_b;490;Amsterdam Houtrakpolder (gebied);Hrp;20211201;C;18
490;490_c;490;Amsterdam Houtrakpolder (gebied);Hrp;20211201;C;18
490;490_d;490;Amsterdam Houtrakpolder (gebied);Hrp;20211201;C;18
490;490_e;490;Amsterdam Houtrakpolder (gebied);Hrp;20211201;C;18
490;490_g;490;Amsterdam Houtrakpolder (gebied);Hrp;20211201;C;18
490;490_h;490;Amsterdam Houtrakpolder (gebied);Hrp;20211201;C;18
501;501__;501;Groningen;Gn;20211201;C;18
502;502_a;502;Meppel;Mp;20211201;C;18
502;502_b;502;Meppel;Mp;20211201;C;18
503;503_a;503;Deventer;Dv;20211201;C;18
503;503_b;503;Deventer;Dv;20211201;C;18
503;503_c;503;Deventer;Dv;20211201;C;18
504;504_a;504;Heerlen;Hrl;20211201;C;18
504;504_b;504;Heerlen;Hrl;20211201;C;18
505;505_a;505;Amersfoort Aansl.;Ama;20211201;C;18
505;505_b;505;Amersfoort Aansl.;Ama;20211201;C;18
506;506_b;506;Amersfoort;Amf;20211201;C;18
506;506_c;506;Amersfoort;Amf;20211201;C;18
507;507_a;507;Velperbroek Aansl.;Va;20211201;C;18
507;507_b;507;Velperbroek Aansl.;Va;20211201;C;18
507;507_c;507;Velperbroek Aansl.;Va;20211201;C;18
508;508__;508;Arnhem;Ah;20211201;C;18
509;509_a;509;Baarn;Brn;20211201;C;18
509;509_b;509;Baarn;Brn;20211201;C;18
510;510_a;510;Elst;Est;20211201;C;18
510;510_b;510;Elst;Est;20211201;C;18
511;511__;511;Vork;Vrk;20211201;C;18
512;512_a;512;Ressen = Bemmel;Rsb;20211201;C;18
512;512_b;512;Ressen = Bemmel;Rsb;20211201;C;18
512;512_c;512;Ressen = Bemmel;Rsb;20211201;C;18
512;512_d;512;Ressen = Bemmel;Rsb;20211201;C;18
513;513_a;513;Geldermalsen;Gdm;20211201;C;18
513;513_b;513;Geldermalsen;Gdm;20211201;C;18
513;513_c;513;Geldermalsen;Gdm;20211201;C;18
514;514_a;514;Nijmegen;Nm;20211201;C;18
514;514_b;514;Nijmegen;Nm;20211201;C;18
515;515_a;515;Vught Aansl.;Vga;20211201;C;18
515;515_b;515;Vught Aansl.;Vga;20211201;C;18
516;516_a;516;Blerick;Br;20211201;C;18
516;516_b;516;Blerick;Br;20211201;C;18
517;517_a;517;Venlo;Vl;20211201;C;18
517;517_b;517;Venlo;Vl;20211201;C;18
518;518__;518;Weert;Wt;20211201;C;18
519;519_a;519;Roermond;Rm;20211201;C;18
519;519_b;519;Roermond;Rm;20211201;C;18
520;520_a;520;Maastricht;Mt;20211201;C;18
520;520_b;520;Maastricht;Mt;20211201;C;18
520;520_c;520;Maastricht;Mt;20211201;C;18
521;521_a;521;Schin op Geul;Sog;20211201;C;18
521;521_b;521;Schin op Geul;Sog;20211201;C;18
522;522_a;522;Uitgeest;Utg;20211201;C;18
522;522_b;522;Uitgeest;Utg;20211201;C;18
523;523_a;523;Amsterdam Sloterdijk;Ass;20211201;C;18
523;523_b;523;Amsterdam Sloterdijk;Ass;20211201;C;18
523;523_c;523;Amsterdam Sloterdijk;Ass;20211201;C;18
523;523_f;523;Amsterdam Sloterdijk;Ass;20211201;C;18
524;524_a;524;Zaandam;Zd;20211201;C;18
524;524_b;524;Zaandam;Zd;20211201;C;18
525;525_a;525;Amsterdam Singelgracht Aansl.;Sgra;20211201;C;18
525;525_b;525;Amsterdam Singelgracht Aansl.;Sgra;20211201;C;18
525;525_c;525;Amsterdam Singelgracht Aansl.;Sgra;20211201;C;18
526;526_a;526;Amsterdam Muiderpoort;Asdm;20211201;C;18
526;526_b;526;Amsterdam Muiderpoort;Asdm;20211201;C;18
527;527_a;527;Haarlem;Hlm;20211201;C;18
527;527_b;527;Haarlem;Hlm;20211201;C;18
527;527_c;527;Haarlem;Hlm;20211201;C;18
527;527_f;527;Haarlem;Hlm;20211201;C;18
528;528_a;528;Hilversum;Hvs;20211201;C;18
528;528_b;528;Hilversum;Hvs;20211201;C;18
529;529__;529;Breukelen;Bkl;20211201;C;18
530;530_a;530;Den Dolder;Dld;20211201;C;18
530;530_b;530;Den Dolder;Dld;20211201;C;18
531;531_a;531;Utrecht Centraal;Ut;20211201;C;18
531;531_c;531;Utrecht Centraal;Ut;20211201;C;18
531;531_d;531;Utrecht Centraal;Ut;20211201;C;18
532;532__;532;Harmelen Aansl.;Hmla;20211201;C;18
533;533__;533;Woerden;Wd;20211201;C;18
534;534_a;534;Leiden Centraal;Ledn;20211201;C;18
534;534_b;534;Leiden Centraal;Ledn;20211201;C;18
535;535_a;535;Amsterdam Bijlmer Arena;Asb;20211201;C;18
535;535_b;535;Amsterdam Bijlmer Arena;Asb;20211201;C;18
535;535_c;535;Amsterdam Bijlmer Arena;Asb;20211201;C;18
536;536__;536;Den Haag HS;Gv;20211201;C;18
537;537_a;537;Moordrecht Aansl.;Mda;20211201;C;18
537;537_b;537;Moordrecht Aansl.;Mda;20211201;C;18
537;537_c;537;Moordrecht Aansl.;Mda;20211201;C;18
538;538__;538;Rotterdam Kleiweg;Rtkw;20211201;C;18
539;539__;539;Schiedam Centrum;Sdm;20211201;C;18
540;540_b;540;Rotterdam Westelijke Splitsing;Wspl;20211201;C;18
540;540_c;540;Rotterdam Westelijke Splitsing;Wspl;20211201;C;18
540;540_d;540;Rotterdam Westelijke Splitsing;Wspl;20211201;C;18
540;540_g;540;Rotterdam Westelijke Splitsing;Wspl;20211201;C;18
541;541_a;541;Weesp Aansl.;Wpa;20211201;C;18
541;541_b;541;Weesp Aansl.;Wpa;20211201;C;18
541;541_c;541;Weesp Aansl.;Wpa;20211201;C;18
541;541_d;541;Weesp Aansl.;Wpa;20211201;C;18
542;542_a;542;Dordrecht;Ddr;20211201;C;18
542;542_b;542;Dordrecht;Ddr;20211201;C;18
543;543_a;543;Hengelo;Hgl;20211201;C;18
543;543_b;543;Hengelo;Hgl;20211201;C;18
543;543_c;543;Hengelo;Hgl;20211201;C;18
544;544_a;544;Breda;Bd;20211201;C;18
544;544_b;544;Breda;Bd;20211201;C;18
545;545_a;545;Roosendaal;Rsd;20211201;C;18
545;545_b;545;Roosendaal;Rsd;20211201;C;18
546;546_a;546;Blauwkapel;Bkp;20211201;C;18
546;546_b;546;Blauwkapel;Bkp;20211201;C;18
546;546_c;546;Blauwkapel;Bkp;20211201;C;18
546;546_g;546;Blauwkapel;Bkp;20211201;C;18
547;547_a;547;Lunetten Aansl.;Utln;20211201;C;18
547;547_c;547;Lunetten Aansl.;Utln;20211201;C;18
548;548__;548;Waterhuizen Aansl.;Wha;20211201;C;18
549;549_a;549;Haren;Hrn;20211201;C;18
549;549_b;549;Haren;Hrn;20211201;C;18
550;550__;550;Leeuwarden;Lw;20211201;C;18
551;551_a;551;Tilburg;Tb;20211201;C;18
551;551_b;551;Tilburg;Tb;20211201;C;18
552;552_a;552;Groningen Losplaats;Gnl;20211201;C;18
552;552_b;552;Groningen Losplaats;Gnl;20211201;C;18
553;553_a;553;Sittard;Std;20211201;C;18
553;553_b;553;Sittard;Std;20211201;C;18
553;553_c;553;Sittard;Std;20211201;C;18
555;555__;555;Rotterdam Centraal;Rtd;20211201;C;18
556;556__;556;Santpoort Noord;Sptn;20211201;C;18
557;557_a;557;Terneuzen Aansl.;Tnza;20211201;C;18
557;557_b;557;Terneuzen Aansl.;Tnza;20211201;C;18
557;557_c;557;Terneuzen Aansl.;Tnza;20211201;C;18
557;557_d;557;Terneuzen Aansl.;Tnza;20211201;C;18
557;557_e;557;Terneuzen Aansl.;Tnza;20211201;C;18
557;557_f;557;Terneuzen Aansl.;Tnza;20211201;C;18
557;557_g;557;Terneuzen Aansl.;Tnza;20211201;C;18
558;558_a;558;Amsterdam Riekerpolder;Asra;20211201;C;18
