ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
1154;contractgebied;BAAN;7;Alkmaar;VolkerRail;;2015-02-06
1155;contractgebied;BVL;7;Alkmaar;VolkerRail;;2015-02-06
1156;contractgebied;BVL;29;Gelderse Vallei;VolkerRail;Veluwe;2013-08-19
1157;contractgebied;BAAN;13;Utrecht;VolkerRail;;2016-06-06
1158;contractgebied;BVL;13;Utrecht;VolkerRail;;2016-06-06
1159;contractgebied;BVL;14;Woerden;VolkerRail;;2016-06-06
1160;contractgebied;BASIS;25;Roermond;Strukton Rail;;2016-04-25
1161;contractgebied;BAAN;25;Roermond;Strukton Rail;;2016-04-25
1162;contractgebied;BVL;25;Roermond;Strukton Rail;;2016-04-25
1163;contractgebied;BVL;33;Gelderland;VolkerRail;Veluwe;2013-08-19
1164;contractgebied;BAAN;8;Haarlem;VolkerRail;;2016-05-19
1165;contractgebied;BASIS;3;Rotterdam;BAM Rail;;2016-05-02
1166;contractgebied;BASIS;81;Rijn en Gouwe;Strukton Rail;Rijn en Gouwe;2016-05-02
1167;contractgebied;BAAN;3;Rotterdam;BAM Rail;;2016-05-02
1168;contractgebied;BAAN;81;Rijn en Gouwe;Strukton Rail;Rijn en Gouwe;2016-05-02
1169;contractgebied;BASIS;37;Groningen;Strukton Rail;Wadden;2016-04-07
1170;contractgebied;BASIS;26;Maastricht;Strukton Rail;;2016-04-08
1171;contractgebied;BAAN;26;Maastricht;Strukton Rail;;2016-04-08
1172;contractgebied;BVL;26;Maastricht;Strukton Rail;;2016-04-08
1173;contractgebied;BAAN;21;Den Bosch;BAM Rail;Betuwe;2016-04-29
1174;contractgebied;BAAN;20;Breda;BAM Rail;;2016-04-29
1175;contractgebied;BVL;3;Rotterdam;BAM Rail;;2013-08-22
1176;contractgebied;BASIS;16;Maarn;ASSET Rail;Eemland;2016-01-05
1177;contractgebied;BAAN;16;Maarn;ASSET Rail;Eemland;2016-01-05
1178;contractgebied;BAAN;5;Dordrecht;Strukton Rail;;2016-01-05
1179;contractgebied;BAAN;9;Amsterdam;Strukton Rail;;2016-05-19
1180;contractgebied;BAAN;19;Roosendaal;VolkerRail;Zeeland;2016-01-05
1181;contractgebied;BASIS;19;Roosendaal;VolkerRail;Zeeland;2016-01-05
1182;contractgebied;BVL;8;Haarlem;VolkerRail;;2016-05-19
1183;contractgebied;BVL;9;Amsterdam;Strukton Rail;;2016-05-19
1184;contractgebied;BASIS;9;Amsterdam;Strukton Rail;;2016-04-22
1185;contractgebied;BVL;20;Breda;BAM Rail;;2016-04-07
1186;contractgebied;BAAN;70;HSL;Infraspeed;;2016-04-07
1187;contractgebied;BVL;70;HSL;Infraspeed;;2016-04-07
1188;contractgebied;BASIS;14;Woerden;VolkerRail;;2016-06-13
1189;contractgebied;BASIS;10;Duivendrecht;Strukton Rail;;2016-06-13
1190;contractgebied;BAAN;10;Duivendrecht;Strukton Rail;;2016-06-13
1191;contractgebied;BAAN;14;Woerden;VolkerRail;;2016-06-13
1192;contractgebied;BVL;82;Lisse;VolkerRail;;2014-12-19
1193;contractgebied;BASIS;34;Overijssel;Strukton Rail;Drenthe;2016-04-22
1194;contractgebied;BASIS;35;Drenthe;Strukton Rail;Drenthe;2016-04-22
1195;contractgebied;BAAN;34;Overijssel;Strukton Rail;Drenthe;2016-04-22
1196;contractgebied;BAAN;35;Drenthe;Strukton Rail;Drenthe;2016-04-22
1197;contractgebied;BASIS;23;Boxtel;BAM Rail;;2013-12-16
1198;contractgebied;BASIS;13;Utrecht;VolkerRail;;2013-12-16
1199;contractgebied;BASIS;15;Driebergen;VolkerRail;;2013-12-16
1200;contractgebied;BASIS;8;Haarlem;VolkerRail;;2016-04-22
