GEOCODE;GEOSUBCODE;GEOCODE_NR;NAAM;VERKORTING;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
612;612_b;612;Barneveld Noord;Bnn;20220614;C;19
060;060__;60;Roermond - Venlo;Rm-Vl;20220614;C;19
558;558_a;558;Amsterdam Riekerpolder;Asra;20220614;C;19
619;619__;619;Heerhugowaard;Hwd;20220614;C;19
305;305__;305;Stadskanaal Hoofdstation - Zuidbroek;Skn-Zb;20220614;C;19
057;057__;57;Eindhoven - Weert;Ehv-Wt;20220614;C;19
211;211__;211;Barneveld Noord - Ede=Wageningen;Bnn-Ed;20220614;C;19
653;653_b;653;Zuidbroek;Zb;20220614;C;19
036;036__;36;Ede=Wageningen - Arnhem;Ed-Ah;20220614;C;19
126;126_b;126;Roosendaal - Roosendaal Grens;Rsd-Rsdg;20220614;C;19
940;940__;940;Amersfoort Bokkeduinen;Bkd;20220614;C;19
608;608_a;608;Apeldoorn;Apd;20220614;C;19
610;610__;610;Dieren;Dr;20220614;C;19
844;844_b;844;Emmen Emmtec;Emnak;20220614;C;19
541;541_c;541;Weesp Aansl.;Wpa;20220614;C;19
558;558_b;558;Amsterdam Riekerpolder;Asra;20220614;C;19
823;823_c;823;Oosterhout Weststad;Otw;20220614;C;19
608;608_b;608;Apeldoorn;Apd;20220614;C;19
155;155_a;155;Meteren Aansl. - Ressen = Bemmel;Mtna-Rsb;20220614;C;19
004;004__;4;Waterhuizen Aansl. - Zuidbroek;Wha-Zb;20220614;C;19
814;814_a;814;Maastricht Racc. Beatrixhaven;Mttrix;20220614;C;19
617;617_a;617;Boxtel;Btl;20220614;C;19
467;467_b;467;Rotterdam Waalhaven Oost;Who;20220614;C;19
061;061__;61;Roermond - Vlodrop Grens;Rm-Vdpg;20220614;C;19
130;130_a;130;Axel Aansl. - Terneuzen Aansl.;Axa-Tnza;20220614;C;19
165;165__;165;Kijfhoek - Moerdijkbrug;Kfh-Mdbr;20220614;C;19
901;901__;901;Haarlem Hoofdwerkplaats;Hlmwph;20220614;C;19
509;509_a;509;Baarn;Brn;20220614;C;19
545;545_b;545;Roosendaal;Rsd;20220614;C;19
512;512_b;512;Ressen = Bemmel;Rsb;20220614;C;19
083;083__;83;Haarlem - Zandvoort aan Zee;Hlm-Zvt;20220614;C;19
093;093__;93;Blauwkapel - Den Dolder;Bkp-Dld;20220614;C;19
209;209__;209;Dieren - Apeldoorn;Dr-Apd;20220614;C;19
518;518__;518;Weert;Wt;20220614;C;19
122;122__;122;Roosendaal - Breda;Rsd-Bd;20220614;C;19
120;120_a;120;Lage Zwaluwe - Roosendaal;Zlw-Rsd;20220614;C;19
003;003__;3;Groningen Losplaats - Waterhuizen Aansl.;Gnl-Wha;20220614;C;19
135;135__;135;Weesp Aansl. - Lelystad Industrieterrein;Wpa-Llsi;20220614;C;19
513;513_a;513;Geldermalsen;Gdm;20220614;C;19
537;537_c;537;Moordrecht Aansl.;Mda;20220614;C;19
134;134__;134;Gouda - Moordrecht Aansl.;Gd-Mda;20220614;C;19
663;663_c;663;Rotterdam Barendrecht;Brd;20220614;C;19
663;663_a;663;Rotterdam Barendrecht;Brd;20220614;C;19
547;547_a;547;Lunetten Aansl.;Utln;20220614;C;19
531;531_a;531;Utrecht Centraal;Ut;20220614;C;19
803;803_m;803;Delfzijl Stamlijn Havenschap;Dzsh;20220614;C;19
803;803_h;803;Delfzijl Stamlijn Havenschap;Dzsh;20220614;C;19
210;210__;210;Zutphen - Winterswijk;Zp-Ww;20220614;C;19
009;009__;9;Meppel - Leeuwarden;Mp-Lw;20220614;C;19
002;002__;2;Leeuwarden - Groningen;Lw-Gn;20220614;C;19
839;839_b;839;Tilburg de Loven;Tbio;20220614;C;19
614;614_a;614;s Hertogenbosch;Ht;20220614;C;19
056;056__;56;Venlo Grens - Venlo;Vlgr-Vl;20220614;C;19
924;924_b;924;Kijfhoek;Kfh;20220614;C;19
804;804_b;804;Beverwijk Hoogovens, Van Gelder;Bvhg;20220614;C;19
059;059__;59;Weert - Roermond;Wt-Rm;20220614;C;19
051;051__;51;s Hertogenbosch - Vught Aansl.;Ht-Vga;20220614;C;19
557;557_b;557;Terneuzen Aansl.;Tnza;20220614;C;19
127;127_b;127;Roosendaal - Vlissingen;Rsd-Vs;20220614;C;19
817;817_m;817;Vlissingen Sloehaven;Sloe;20220614;C;19
042;042__;42;Vork - Kesteren;Vrk-Ktr;20220614;C;19
012;012__;12;Meppel - Assen;Mp-Asn;20220614;C;19
817;817_h;817;Vlissingen Sloehaven;Sloe;20220614;C;19
586;586__;586;Amsterdam Centraal;Asd;20220614;C;19
818;818_a;818;Terneuzen Dow Chemical;Trzdow;20220614;C;19
019;019__;19;Wierden - Almelo;Wdn-Aml;20220614;C;19
127;127_a;127;Roosendaal - Vlissingen;Rsd-Vs;20220614;C;19
852;852_a;852;Axel Axelse Vlakte;Axavl;20220614;C;19
479;479_b;479;Maasvlakte 2;Mvt2;20220614;C;19
475;475_a;475;Rotterdam Maasvlakte;Mvt;20220614;C;19
475;475_b;475;Rotterdam Maasvlakte;Mvt;20220614;C;19
478;478_a;478;Rotterdam Europoort 4;Re4;20220614;C;19
486;486_b;486;Amsterdam Westhaven (gebied);Awhv;20220614;C;19
001;001_a;1;Harlingen Haven - Leeuwarden;Hlgh-Lw;20220614;C;19
777;777__;777;Oldenzaal Grens - Bad Bentheim (D);Odzg-Bh;20220614;C;19
523;523_f;523;Amsterdam Sloterdijk;Ass;20220614;C;19
081;081__;81;Zaandam - Amsterdam Singelgracht Aansl.;Zd-Sgra;20220614;C;19
486;486_e;486;Amsterdam Westhaven (gebied);Awhv;20220614;C;19
525;525_b;525;Amsterdam Singelgracht Aansl.;Sgra;20220614;C;19
107;107__;107;Moordrecht Aansl. - Den Haag Binckhorst;Mda-Bkh;20220614;C;19
088;088__;88;Hilversum - Baarn;Hvs-Brn;20220614;C;19
130;130_d;130;Axel Aansl. - Terneuzen Aansl.;Axa-Tnza;20220614;C;19
114;114_a;114;Rotterdam Kleiweg - Rotterdam Westelijke Splitsing;Rtkw-Wspl;20220614;C;19
121;121_c;121;Breda - Lage Zwaluwe;Bd-Zlw;20220614;C;19
801;801_d;801;Moerdijk Industrieterrein;Mdki;20220614;C;19
007;007__;7;Sauwerd - Winsum;Swd-Wsm;20220614;C;19
468;468_f;468;Rotterdam Eemhaven;Reh;20220614;C;19
550;550__;550;Leeuwarden;Lw;20220614;C;19
534;534_b;534;Leiden Centraal;Ledn;20220614;C;19
587;587_c;587;Diemen;Dmn;20220614;C;19
805;805_b;805;Dordrecht Zeehaventerrein;Ddrz;20220614;C;19
005;005__;5;Zuidbroek - Nieuweschans Grens;Zb-Nscg;20220614;C;19
530;530_b;530;Den Dolder;Dld;20220614;C;19
510;510_a;510;Elst;Est;20220614;C;19
032;032__;32;Blauwkapel - Lunetten;Bkp-Ln;20220614;C;19
544;544_b;544;Breda;Bd;20220614;C;19
485;485_d;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
485;485_j;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
485;485_e;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
485;485_b;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
158;158__;158;Ressen = Bemmel - Zevenaar;Rsb-Zv;20220614;C;19
038;038__;38;Velperbroek Aansl. - Zevenaar;Va-Zv;20220614;C;19
123;123__;123;Breda - Tilburg;Bd-Tb;20220614;C;19
040;040__;40;Leusden - Amersfoort;Lsd-Amf;20220614;C;19
228;228__;228;Lage Zwaluwe - s Hertogenbosch;Zlw-Ht;20220614;C;19
517;517_b;517;Venlo;Vl;20220614;C;19
103;103__;103;Alphen a/d Rijn - Leiden Centraal;Apn-Ledn;20220614;C;19
789;789__;789;Zelzate (B) - Sas van Gent Grens;Fsz-Svgg;20220614;C;19
850;850__;850;Roosendaal Borchwerf;Rsdbw;20220614;C;19
064;064__;64;Sittard - Heerlen;Std-Hrl;20220614;C;19
857;857_a;857;Almelo Gem. Stamlijn;Gsalm;20220614;C;19
837;837__;837;Alphen a/d Rijn Industrieterrein Rijnhaven;Apnir;20220614;C;19
514;514_b;514;Nijmegen;Nm;20220614;C;19
128;128__;128;Diemen Aansl. - Weesp Aansl.;Dmna-Wpa;20220614;C;19
125;125__;125;Tilburg - Boxtel;Tb-Btl;20220614;C;19
161;161__;161;Lelystad Industrieterrein - Hattemerbroek;Llsi-Htba;20220614;C;19
490;490_b;490;Amsterdam Houtrakpolder (gebied);Hrp;20220614;C;19
922;922__;922;Leidschendam Lijnwerkplaats;Ldvwpl;20220614;C;19
951;951__;951;Waalhaven Zuid aansl. Noord - Waalhaven Zuid;Whzan-Whz;20220614;C;19
851;851_d;851;Born Franciscushaven;Bonfh;20220614;C;19
512;512_a;512;Ressen = Bemmel;Rsb;20220614;C;19
124;124_a;124;Tilburg - Vught Aansl.;Tb-Vga;20220614;C;19
512;512_d;512;Ressen = Bemmel;Rsb;20220614;C;19
131;131__;131;Sas van Gent Grens - Terneuzen Aansl.;Svgg-Tnza;20220614;C;19
115;115_d;115;Schiedam Centrum - Vlaardingen Vulcaanhaven;Sdm-Vdgvch;20220614;C;19
801;801_h;801;Moerdijk Industrieterrein;Mdki;20220614;C;19
104;104__;104;Leiden Centraal - Den Haag Mariahoeve;Ledn-Gvm;20220614;C;19
519;519_a;519;Roermond;Rm;20220614;C;19
130;130_c;130;Axel Aansl. - Terneuzen Aansl.;Axa-Tnza;20220614;C;19
780;780__;780;Venlo Grens - Keulen (D);Vlgr-Koln;20220614;C;19
787;787__;787;Hazeldonk Grens - Noorderkempen (B);Bdgr-Ndkp;20220614;C;19
801;801_b;801;Moerdijk Industrieterrein;Mdki;20220614;C;19
047;047__;47;s Hertogenbosch - Nijmegen;Ht-Nm;20220614;C;19
534;534_a;534;Leiden Centraal;Ledn;20220614;C;19
513;513_b;513;Geldermalsen;Gdm;20220614;C;19
626;626_b;626;Hoorn;Hn;20220614;C;19
559;559__;559;Warmond;Wmd;20220614;C;19
033;033__;33;Dieren - Zutphen;Dr-Zp;20220614;C;19
216;216__;216;Heerhugowaard - Hoorn;Hwd-Hn;20220614;C;19
405;405__;405;Hengelo - Hengelo Zoutindustrie;Hgl-Hglz;20220614;C;19
548;548__;548;Waterhuizen Aansl.;Wha;20220614;C;19
437;437_b;437;Arnhem Goederenstation - Velperbroek Aansl.;Ahg-Va;20220614;C;19
614;614_c;614;s Hertogenbosch;Ht;20220614;C;19
817;817_e;817;Vlissingen Sloehaven;Sloe;20220614;C;19
817;817_i;817;Vlissingen Sloehaven;Sloe;20220614;C;19
756;756__;756;Beugen;Bug;20220614;C;19
801;801_i;801;Moerdijk Industrieterrein;Mdki;20220614;C;19
152;152_b;152;Kijfhoek - Meteren Aansl.;Kfh-Mtna;20220614;C;19
538;538__;538;Rotterdam Kleiweg;Rtkw;20220614;C;19
775;775__;775;Nieuweschans Grens - Weener (D);Nscg-Wr;20220614;C;19
512;512_c;512;Ressen = Bemmel;Rsb;20220614;C;19
540;540_d;540;Rotterdam Westelijke Splitsing;Wspl;20220614;C;19
653;653_a;653;Zuidbroek;Zb;20220614;C;19
541;541_b;541;Weesp Aansl.;Wpa;20220614;C;19
924;924_a;924;Kijfhoek;Kfh;20220614;C;19
513;513_c;513;Geldermalsen;Gdm;20220614;C;19
618;618_a;618;Eindhoven;Ehv;20220614;C;19
078;078__;78;Uitgeest - Zaandam;Utg-Zd;20220614;C;19
801;801_p;801;Moerdijk Industrieterrein;Mdki;20220614;C;19
552;552_a;552;Groningen Losplaats;Gnl;20220614;C;19
801;801_a;801;Moerdijk Industrieterrein;Mdki;20220614;C;19
152;152_a;152;Kijfhoek - Meteren Aansl.;Kfh-Mtna;20220614;C;19
801;801_r;801;Moerdijk Industrieterrein;Mdki;20220614;C;19
541;541_a;541;Weesp Aansl.;Wpa;20220614;C;19
852;852_c;852;Axel Axelse Vlakte;Axavl;20220614;C;19
468;468_c;468;Rotterdam Eemhaven;Reh;20220614;C;19
074;074__;74;Heerhugowaard - Alkmaar;Hwd-Amr;20220614;C;19
517;517_a;517;Venlo;Vl;20220614;C;19
543;543_c;543;Hengelo;Hgl;20220614;C;19
805;805_a;805;Dordrecht Zeehaventerrein;Ddrz;20220614;C;19
011;011__;11;Assen - Haren;Asn-Hrn;20220614;C;19
625;625_b;625;Lage Zwaluwe;Zlw;20220614;C;19
467;467_c;467;Rotterdam Waalhaven Oost;Who;20220614;C;19
666;666_c;666;Meteren Aansl.;Mtna;20220614;C;19
900;900__;900;Amersfoort Hoofdwerkplaats;Amfwph;20220614;C;19
477;477_b;477;Rotterdam Europoort 3;Re3;20220614;C;19
031;031_a;31;Zutphen - Hengelo;Zp-Hgl;20220614;C;19
810;810_c;810;Dordrecht Industrieterrein Aansl. De Staart;Ddri;20220614;C;19
502;502_b;502;Meppel;Mp;20220614;C;19
844;844_a;844;Emmen Emmtec;Emnak;20220614;C;19
587;587_b;587;Diemen;Dmn;20220614;C;19
790;790__;790;Gent (B) - Zelzate (B);Fgsp-Fsz;20220614;C;19
001;001_b;1;Harlingen Haven - Leeuwarden;Hlgh-Lw;20220614;C;19
801;801_e;801;Moerdijk Industrieterrein;Mdki;20220614;C;19
751;751__;751;Mariënberg;Mrb;20220614;C;19
050;050__;50;Amsterdam Muiderpoort - Diemen;Asdm-Dmn;20220614;C;19
600;600_a;600;Sauwerd;Swd;20220614;C;19
613;613__;613;Ede=Wageningen;Ed;20220614;C;19
048;048__;48;Nijmegen Grens - Nijmegen;Nmg-Nm;20220614;C;19
164;164__;164;Prinsenbeek - Hazeldonk Grens;Pb-Bdgr;20220614;C;19
666;666_d;666;Meteren Aansl.;Mtna;20220614;C;19
565;565_a;565;Leidschenveen;Ldvn;20220614;C;19
822;822_c;822;Zwijndrecht Groote Lindt;Zwdi;20220614;C;19
155;155_b;155;Meteren Aansl. - Ressen = Bemmel;Mtna-Rsb;20220614;C;19
030;030__;30;Zutphen - Deventer;Zp-Dv;20220614;C;19
108;108__;108;De Haar Aansl. - Ede=Wageningen;Har-Ed;20220614;C;19
776;776__;776;Laarwald (D) - Coevorden Grens;Lar-Cog;20220614;C;19
119;119_b;119;Lage Zwaluwe - Dordrecht;Zlw-Ddr;20220614;C;19
515;515_a;515;Vught Aansl.;Vga;20220614;C;19
508;508__;508;Arnhem;Ah;20220614;C;19
474;474_c;474;Rotterdam Europoort 1;Re1;20220614;C;19
804;804_a;804;Beverwijk Hoogovens, Van Gelder;Bvhg;20220614;C;19
788;788__;788;Roosendaal Grens - Essen (B);Rsdg-Esn;20220614;C;19
661;661_a;661;Landgraaf;Lg;20220614;C;19
118;118__;118;Geldermalsen - Dordrecht;Gdm-Ddr;20220614;C;19
540;540_b;540;Rotterdam Westelijke Splitsing;Wspl;20220614;C;19
783;783__;783;Vetschau (D) - Simpelveld Grens;Vet-Spvg;20220614;C;19
815;815_a;815;Roodeschool Eemshaven;Rde;20220614;C;19
528;528_b;528;Hilversum;Hvs;20220614;C;19
054;054_b;54;Boxtel - Eindhoven;Btl-Ehv;20220614;C;19
087;087__;87;Weesp Aansl. - Hilversum;Wpa-Hvs;20220614;C;19
515;515_b;515;Vught Aansl.;Vga;20220614;C;19
817;817_c;817;Vlissingen Sloehaven;Sloe;20220614;C;19
145;145__;145;Amsterdam Sloterdijk - Amsterdam Riekerpolder;Ass-Asra;20220614;C;19
786;786__;786;Neerpelt (B) - Budel Grens;Lnp-Bdlg;20220614;C;19
556;556__;556;Santpoort Noord;Sptn;20220614;C;19
505;505_a;505;Amersfoort Aansl.;Ama;20220614;C;19
527;527_a;527;Haarlem;Hlm;20220614;C;19
805;805_d;805;Dordrecht Zeehaventerrein;Ddrz;20220614;C;19
781;781_b;781;Aachen (D) - Herzogenrath (D);A-Hz;20220614;C;19
082;082__;82;Haarlem - Santpoort Noord;Hlm-Sptn;20220614;C;19
054;054_a;54;Boxtel - Eindhoven;Btl-Ehv;20220614;C;19
818;818_c;818;Terneuzen Dow Chemical;Trzdow;20220614;C;19
505;505_b;505;Amersfoort Aansl.;Ama;20220614;C;19
112;112__;112;Den Haag HS - Schiedam Centrum;Gv-Sdm;20220614;C;19
539;539__;539;Schiedam Centrum;Sdm;20220614;C;19
115;115_a;115;Schiedam Centrum - Vlaardingen Vulcaanhaven;Sdm-Vdgvch;20220614;C;19
624;624_b;624;Gouda;Gd;20220614;C;19
105;105__;105;Woerden - Gouda;Wd-Gd;20220614;C;19
106;106__;106;Gouda - Moordrecht Aansl. Noord;Gd-Mdan;20220614;C;19
537;537_a;537;Moordrecht Aansl.;Mda;20220614;C;19
624;624_a;624;Gouda;Gd;20220614;C;19
537;537_b;537;Moordrecht Aansl.;Mda;20220614;C;19
779;779__;779;Emmerich (D) - Zevenaar Grens;Em-Zvg;20220614;C;19
663;663_g;663;Rotterdam Barendrecht;Brd;20220614;C;19
664;664_b;664;Rotterdam Lombardijen;Rlb;20220614;C;19
663;663_d;663;Rotterdam Barendrecht;Brd;20220614;C;19
116;116_c;116;Dordrecht - Rotterdam Barendrecht;Ddr-Brd;20220614;C;19
116;116_a;116;Dordrecht - Rotterdam Barendrecht;Ddr-Brd;20220614;C;19
116;116_b;116;Dordrecht - Rotterdam Barendrecht;Ddr-Brd;20220614;C;19
663;663_b;663;Rotterdam Barendrecht;Brd;20220614;C;19
664;664_a;664;Rotterdam Lombardijen;Rlb;20220614;C;19
035;035__;35;Lunetten - De Haar Aansl.;Ln-Har;20220614;C;19
531;531_c;531;Utrecht Centraal;Ut;20220614;C;19
547;547_c;547;Lunetten Aansl.;Utln;20220614;C;19
117;117__;117;Lunetten - Geldermalsen;Ln-Gdm;20220614;C;19
531;531_d;531;Utrecht Centraal;Ut;20220614;C;19
803;803_e;803;Delfzijl Stamlijn Havenschap;Dzsh;20220614;C;19
803;803_a;803;Delfzijl Stamlijn Havenschap;Dzsh;20220614;C;19
803;803_i;803;Delfzijl Stamlijn Havenschap;Dzsh;20220614;C;19
803;803_g;803;Delfzijl Stamlijn Havenschap;Dzsh;20220614;C;19
803;803_f;803;Delfzijl Stamlijn Havenschap;Dzsh;20220614;C;19
803;803_l;803;Delfzijl Stamlijn Havenschap;Dzsh;20220614;C;19
803;803_k;803;Delfzijl Stamlijn Havenschap;Dzsh;20220614;C;19
803;803_n;803;Delfzijl Stamlijn Havenschap;Dzsh;20220614;C;19
803;803_j;803;Delfzijl Stamlijn Havenschap;Dzsh;20220614;C;19
201;201__;201;Sauwerd - Delfzijl;Swd-Dz;20220614;C;19
607;607_b;607;Winterswijk;Ww;20220614;C;19
607;607_a;607;Winterswijk;Ww;20220614;C;19
478;478_c;478;Rotterdam Europoort 4;Re4;20220614;C;19
529;529__;529;Breukelen;Bkl;20220614;C;19
084;084__;84;Amsterdam Sloterdijk - Haarlem;Ass-Hlm;20220614;C;19
501;501__;501;Groningen;Gn;20220614;C;19
544;544_a;544;Breda;Bd;20220614;C;19
540;540_g;540;Rotterdam Westelijke Splitsing;Wspl;20220614;C;19
802;802__;802;Utrecht Industrieterrein Lage Weide;Utilw;20220614;C;19
661;661_b;661;Landgraaf;Lg;20220614;C;19
817;817_f;817;Vlissingen Sloehaven;Sloe;20220614;C;19
828;828_b;828;Tiel Gem. Stamlijn;Tlgs;20220614;C;19
810;810_a;810;Dordrecht Industrieterrein Aansl. De Staart;Ddri;20220614;C;19
475;475_c;475;Rotterdam Maasvlakte;Mvt;20220614;C;19
478;478_d;478;Rotterdam Europoort 4;Re4;20220614;C;19
479;479_a;479;Maasvlakte 2;Mvt2;20220614;C;19
478;478_b;478;Rotterdam Europoort 4;Re4;20220614;C;19
524;524_a;524;Zaandam;Zd;20220614;C;19
823;823_a;823;Oosterhout Weststad;Otw;20220614;C;19
557;557_c;557;Terneuzen Aansl.;Tnza;20220614;C;19
528;528_a;528;Hilversum;Hvs;20220614;C;19
071;071__;71;Eijsden - Maastricht;Edn-Mt;20220614;C;19
784;784__;784;Visé (B) - Eijsden Grens;Fvs-Edng;20220614;C;19
490;490_c;490;Amsterdam Houtrakpolder (gebied);Hrp;20220614;C;19
503;503_b;503;Deventer;Dv;20220614;C;19
463;463__;463;Stadskanaal Hoofdstation - Musselkanaal=Valthermond;Skn-Mkv;20220614;C;19
801;801_g;801;Moerdijk Industrieterrein;Mdki;20220614;C;19
065;065__;65;Heerlen - Landgraaf;Hrl-Lg;20220614;C;19
507;507_c;507;Velperbroek Aansl.;Va;20220614;C;19
523;523_a;523;Amsterdam Sloterdijk;Ass;20220614;C;19
523;523_b;523;Amsterdam Sloterdijk;Ass;20220614;C;19
523;523_c;523;Amsterdam Sloterdijk;Ass;20220614;C;19
486;486_d;486;Amsterdam Westhaven (gebied);Awhv;20220614;C;19
486;486_c;486;Amsterdam Westhaven (gebied);Awhv;20220614;C;19
525;525_a;525;Amsterdam Singelgracht Aansl.;Sgra;20220614;C;19
525;525_c;525;Amsterdam Singelgracht Aansl.;Sgra;20220614;C;19
486;486_k;486;Amsterdam Westhaven (gebied);Awhv;20220614;C;19
486;486_a;486;Amsterdam Westhaven (gebied);Awhv;20220614;C;19
486;486_r;486;Amsterdam Westhaven (gebied);Awhv;20220614;C;19
486;486_f;486;Amsterdam Westhaven (gebied);Awhv;20220614;C;19
485;485_l;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
120;120_b;120;Lage Zwaluwe - Roosendaal;Zlw-Rsd;20220614;C;19
490;490_h;490;Amsterdam Houtrakpolder (gebied);Hrp;20220614;C;19
400;400__;400;Emmen - Weerdinge;Emn-Wdg;20220614;C;19
099;099__;99;Breukelen - Harmelen Aansl.;Bkl-Hmla;20220614;C;19
092;092__;92;Baarn - Amersfoort;Brn-Amf;20220614;C;19
