NAAM_ID;NAAM_LRS_VAN;NAAM_LRS_TOT;SEGMENT_IDENTIFICATIE;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;OBJECT_NAAM;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
519#w19L-w29V#45.975089;0;91237;2ab12fe5-9cee-a129-650d-7c8829ec1e5f;61145;152382;w19L-w29V;19;29;WISSEL_GW;WISSEL_GW;20220614;C;19
950#350d#7.468541;0;130373;484e4a5e-50e6-0982-1616-f5a78a9616ad;34065;164438;350d;665;669A/669B;WISSEL_GW;WISSEL_EW;20220614;C;19
924#w3581V-w3593AV#35.753474;0;2492;78d14a31-7496-cc8b-3321-afeea0bebd32;4501;6993;w3581V-w3593AV;3581;3593A;WISSEL_GW;WISSEL_GW;20220614;C;19
543#w213BV-sEH#46.333859;0;220825;9a132791-2a2f-7b11-0f49-c502c74e0818;4500;225325;w213BV-sEH;213B;218;WISSEL_GW;Lichtsein;20220614;C;19
543#EH#46.572150;0;255773;9a132791-2a2f-7b11-0f49-c502c74e0818;225325;481098;EH;218;1002;Lichtsein;Lichtsein;20220614;C;19
486#ES_923R-w923R#76.274704;0;2398;a101cfb1-5cba-46fd-882f-1ccab3590f65;38890;36492;ES_923R-w923R;ES_923R;923;EINDESPOOR;WISSEL_GW;20220614;C;19
588#w345BV-w357AV#1.189722;0;49793;2f9e7f8c-8928-e3c1-314d-7cace6fd3837;4500;54293;w345BV-w357AV;345B;357A;WISSEL_GW;WISSEL_GW;20220614;C;19
531#w1473V-s52#34.014710;0;55791;9ba7e05b-62e3-68ae-0a30-657abb606d93;3900;59691;w1473V-s52;1473;1472;WISSEL_GW;Lichtsein;20220614;C;19
531#52#34.081217;0;83616;9ba7e05b-62e3-68ae-0a30-657abb606d93;59691;143307;52;1472;2342;Lichtsein;Lichtsein;20220614;C;19
531#s52-w2341V#34.130141;0;18934;9ba7e05b-62e3-68ae-0a30-657abb606d93;143307;162241;s52-w2341V;2342;2341;Lichtsein;WISSEL_GW;20220614;C;19
603#ZH#1.500000;0;200037;56132d6c-24f4-38f4-b8c0-4ff68f1371af;10606287;10806324;ZH;102;4498;Lichtsein;Lichtsein;20220614;C;19
105#w473R-s703#29.512099;0;119811;98b0f3a5-1e2d-0deb-45d8-57ebeb74aa7f;36470;156281;w473R-s703;473;472;WISSEL_GW;Lichtsein;20220614;C;19
105#703#29.757888;0;370410;98b0f3a5-1e2d-0deb-45d8-57ebeb74aa7f;156281;526691;703;472;484;Lichtsein;Lichtsein;20220614;C;19
105#s703-w485AV#29.952680;0;18098;98b0f3a5-1e2d-0deb-45d8-57ebeb74aa7f;526691;544789;s703-w485AV;484;485A;Lichtsein;WISSEL_GW;20220614;C;19
143#706b#17.733362;0;114169;a36ff658-ebcc-edd7-255c-7d2a834c923c;36470;150639;706b;904;919;WISSEL_GW;WISSEL_GW;20220614;C;19
564#s43-w1301V#23.416270;0;32944;7b71a4c1-8eb0-4882-056b-69206dbdef1c;469586;502530;s43-w1301V;;1301;Bordsein;WISSEL_GW;20220614;C;19
486#2168#74.872521;0;146694;a05e5080-be88-e251-369a-5816bd289c88;34089;180783;2168;957;978;WISSEL_GW;WISSEL_GW;20220614;C;19
073#w1207BV-w1215AV#21.904947;0;17251;66e5ec3c-1c98-ddcb-5193-18f9efa3422a;4500;21751;w1207BV-w1215AV;1207B;1215A;WISSEL_GW;WISSEL_GW;20220614;C;19
309#JB#2.926270;0;4258640;9b19a879-3bb7-c177-2696-5fad8b2c0ba9;562024;4820664;JB;130;140;Lichtsein;Lichtsein;20220614;C;19
309#sJB-w141V#5.157428;0;210076;9b19a879-3bb7-c177-2696-5fad8b2c0ba9;4820664;5030740;sJB-w141V;140;141;Lichtsein;WISSEL_GW;20220614;C;19
503#15#42.660784;0;343734;0285b3e1-480a-4c4b-8b92-afff0b208717;34066;377800;15;909;921;WISSEL_GW;WISSEL_GW;20220614;C;19
609#s519-w203L#28.494101;0;14890;bdc59368-aec4-5175-074e-5dab2000e45c;51384;36494;s519-w203L;208;203;Lichtsein;WISSEL_GW;20220614;C;19
609#519#28.285355;0;403905;bdc59368-aec4-5175-074e-5dab2000e45c;51384;455289;519;208;248;Lichtsein;Lichtsein;20220614;C;19
609#w247R-s519#28.070713;0;26718;bdc59368-aec4-5175-074e-5dab2000e45c;482007;455289;w247R-s519;247;248;WISSEL_GW;Lichtsein;20220614;C;19
532#sKM-w1063L#12.064491;0;71216;f73b9bb3-609f-f63e-8fa0-c790ebaf2477;253557;182341;sKM-w1063L;1064;1063;Lichtsein;WISSEL_GW;20220614;C;19
532#KM#11.729819;0;598315;f73b9bb3-609f-f63e-8fa0-c790ebaf2477;253557;851872;KM;1064;1054;Lichtsein;Lichtsein;20220614;C;19
532#sKP-sKM#11.115407;0;630850;f73b9bb3-609f-f63e-8fa0-c790ebaf2477;1482722;851872;sKP-sKM;1032;1054;Lichtsein;Lichtsein;20220614;C;19
560#8#25.192498;0;304239;ef2ab66e-4f7a-2d7e-1040-ca6037acbe60;23010;327249;8;18;SJ_21BS;Lichtsein;STOOTJUK;20220614;C;19
624#w165BV-s1b#32.247058;0;11429;817c8df1-d090-4eb3-5383-abd2bd62994e;4500;15929;w165BV-s1b;165B;186;WISSEL_GW;Lichtsein;20220614;C;19
624#1b#32.366714;0;227212;817c8df1-d090-4eb3-5383-abd2bd62994e;15929;243141;1b;186;204;Lichtsein;Lichtsein;20220614;C;19
938#w4601L-w4603V#2.590505;0;257;3875dc40-ce6d-e864-0581-4546d2d2c915;36493;36750;w4601L-w4603V;4601;4603;WISSEL_GW;WISSEL_GW;20220614;C;19
506#w605R-w603V#43.562696;0;66698;d43932e5-a6af-4943-2d74-397a4525a885;71197;4499;w605R-w603V;605;603;WISSEL_GW;WISSEL_GW;20220614;C;19
533#w1117AR-s204#15.422769;0;24633;969520fa-e172-7e3e-e459-e74d768cd896;61144;85777;w1117AR-s204;1117A;1116;WISSEL_GW;Lichtsein;20220614;C;19
533#204#15.563515;0;255608;969520fa-e172-7e3e-e459-e74d768cd896;85777;341385;204;1116;1134;Lichtsein;Lichtsein;20220614;C;19
533#s204-sTC#16.033723;0;680630;969520fa-e172-7e3e-e459-e74d768cd896;341385;1022015;s204-sTC;1134;1156;Lichtsein;Lichtsein;20220614;C;19
533#TC#16.739736;0;725121;969520fa-e172-7e3e-e459-e74d768cd896;1022015;1747136;TC;1156;1174;Lichtsein;Lichtsein;20220614;C;19
533#sTC-w1173L#17.252667;0;296183;969520fa-e172-7e3e-e459-e74d768cd896;1747136;2043319;sTC-w1173L;1174;1173;Lichtsein;WISSEL_GW;20220614;C;19
479#w1707R-w1709R#304.370952;0;7956;56837dcf-a5e5-e37f-4915-76d5763582c4;36492;44448;w1707R-w1709R;1707;1709;WISSEL_GW;WISSEL_GW;20220614;C;19
924#w3735V-w3737R#36.698466;0;2142;b6abc3d6-9875-30ec-dec0-5aec46b73a26;4499;6641;w3735V-w3737R;3735;3737;WISSEL_GW;WISSEL_GW;20220614;C;19
823#919#1.932646;0;3814494;03ee4770-a442-4456-edf8-ae559f51e879;4500;3818994;919;12;;WISSEL_GW;Bordsein;20220614;C;19
950#sMD-w479AV#7.857585;0;350415;b5654cf5-097f-baf2-f98d-695b4935ab72;354915;4500;sMD-w479AV;470;479A;Lichtsein;WISSEL_GW;20220614;C;19
950#MD#7.518240;0;353769;b5654cf5-097f-baf2-f98d-695b4935ab72;354915;708684;MD;470;3052;Lichtsein;Lichtsein;20220614;C;19
663#FF#400.383191;0;1165770;46824325-1882-ce90-b5f3-99026d68f453;444971;1610741;FF;336;3022;Lichtsein;Lichtsein;20220614;C;19
663#sFF-w3023R#401.062237;0;191609;46824325-1882-ce90-b5f3-99026d68f453;1610741;1802350;sFF-w3023R;3022;3023;Lichtsein;WISSEL_GW;20220614;C;19
508#w2047V-w2077L#91.228287;0;103263;d0f4c8b3-d144-a9fb-1e4a-9063f18850bc;3900;107163;w2047V-w2077L;2047;2077;WISSEL_GW;WISSEL_GW;20220614;C;19
504#w33L-s225#17.601366;0;23553;b9b8999d-a684-f591-84fc-093d00fc17fa;36494;60047;w33L-s225;33;30;WISSEL_GW;Lichtsein;20220614;C;19
504#225#17.822501;0;420705;b9b8999d-a684-f591-84fc-093d00fc17fa;60047;480752;225;30;42;Lichtsein;Lichtsein;20220614;C;19
504#s225-w41R#18.045306;0;26910;b9b8999d-a684-f591-84fc-093d00fc17fa;480752;507662;s225-w41R;42;41;Lichtsein;WISSEL_GW;20220614;C;19
092#sRA-w27V#42.571080;0;58073;a4b8db4e-50b4-a1b5-5a77-016bddf5a889;525947;467874;sRA-w27V;30;27;Lichtsein;WISSEL_GW;20220614;C;19
092#RA#39.971066;0;5162826;a4b8db4e-50b4-a1b5-5a77-016bddf5a889;525947;5688773;RA;30;1152;Lichtsein;Lichtsein;20220614;C;19
564#24#100.162714;0;295107;c9ffdd93-4efe-43aa-956e-71c42e75fcfd;79825;374932;24;;SJ_1369R;Bordsein;STOOTJUK;20220614;C;19
803#w37R-s4011#102.612124;0;21466;f0d59369-eade-27f7-e91d-96635eb12c28;34065;55531;w37R-s4011;37;;WISSEL_GW;Bordsein;20220614;C;19
803#4011#102.881455;0;517354;f0d59369-eade-27f7-e91d-96635eb12c28;55531;572885;4011;;;Bordsein;Bordsein;20220614;C;19
803#s4011-w49AV#103.140254;0;395;f0d59369-eade-27f7-e91d-96635eb12c28;572885;573280;s4011-w49AV;;49A;Bordsein;WISSEL_GW;20220614;C;19
625#ZA#13.980861;0;233874;e9a2cbf2-1fee-f0cc-07ee-f1936674cbfe;6649598;6883472;ZA;511;318;Lichtsein;Lichtsein;20220614;C;19
625#sZA-w311BV#14.179546;0;165407;e9a2cbf2-1fee-f0cc-07ee-f1936674cbfe;6883472;7048879;sZA-w311BV;318;311B;Lichtsein;WISSEL_GW;20220614;C;19
950#532#17.006114;0;334227;dcc750b9-a918-23e3-4b97-5e3d599d37c0;34089;368316;532;908;916;WISSEL_GW;WISSEL_GW;20220614;C;19
552#sCA-s273#81.822452;0;44857;569fd32c-84a3-8008-2043-fa9d36ef6f36;689086;733943;sCA-s273;2094;2102;Lichtsein;Lichtsein;20220614;C;19
552#273#82.024885;0;360172;569fd32c-84a3-8008-2043-fa9d36ef6f36;733943;1094115;273;2102;2114;Lichtsein;Lichtsein;20220614;C;19
552#s273-w2131V#82.337170;0;264650;569fd32c-84a3-8008-2043-fa9d36ef6f36;1094115;1358765;s273-w2131V;2114;2131;Lichtsein;WISSEL_GW;20220614;C;19
626#7#32.523736;0;204508;6ab3f4ec-29e1-b2b0-6208-303d7f0823ce;36469;240977;7;913;SJ_913L;WISSEL_GW;STOOTJUK;20220614;C;19
504#36#17.751136;0;520867;66461c5d-913f-cd47-9b8c-dc511087a9e6;34088;554955;36;904;909;WISSEL_GW;WISSEL_GW;20220614;C;19
922#w919R-w914L#17.930371;0;60955;12c16d37-0a04-c595-d8eb-4df235cd0689;95020;34065;w919R-w914L;919;914;WISSEL_GW;WISSEL_GW;20220614;C;19
486#w912A/912BQ-w913L#75.823141;0;2970;e1fa06af-a84a-6b3a-4f7c-b2e99578f49a;23010;25980;w912A/912BQ-w913L;912A/912B;913;WISSEL_EW;WISSEL_GW;20220614;C;19
927#F12#905.888921;0;195217;ef126d77-5832-a63d-3d49-affd81b9d978;34064;229281;F12;936;3083B;WISSEL_GW;WISSEL_GW;20220614;C;19
564#w1333R-w1347L#23.680653;0;68680;cdba7466-069c-7c8d-7835-a3217ddf91a4;36470;105150;w1333R-w1347L;1333;1347;WISSEL_GW;WISSEL_GW;20220614;C;19
926#s407-w4049R#0.808195;0;49530;b0c7da7f-de0d-5967-a9a8-41ca6c4c7f93;86076;36546;s407-w4049R;4048;4049;Lichtsein;WISSEL_GW;20220614;C;19
926#407#0.572293;0;447598;b0c7da7f-de0d-5967-a9a8-41ca6c4c7f93;86076;533674;407;4048;SJ_4049R;Lichtsein;STOOTJUK;20220614;C;19
163#HE#44.919987;0;19834;0997d3f7-3f99-6a33-1130-179b75dbc3d7;3806530;3826364;HE;600;986;Lichtsein;Lichtsein;20220614;C;19
163#w991V-sHE#44.883633;0;55972;0997d3f7-3f99-6a33-1130-179b75dbc3d7;3882336;3826364;w991V-sHE;991;986;WISSEL_GW;Lichtsein;20220614;C;19
950#715#41.301464;0;669134;ebedb49f-b4eb-f029-1eb1-01350c325c5f;34088;703222;715;60;104;Lichtsein;Lichtsein;20220614;C;19
950#s715-w103L#41.668648;0;64293;ebedb49f-b4eb-f029-1eb1-01350c325c5f;703222;767515;s715-w103L;104;103;Lichtsein;WISSEL_GW;20220614;C;19
550#sSA-w39/41AS#25.153558;0;214775;44f5a156-b37a-acad-ba62-ee9c2d21faa1;237785;23010;sSA-w39/41AS;34;39/41A;Lichtsein;WISSEL_HEW;20220614;C;19
550#SA#24.823171;0;447095;44f5a156-b37a-acad-ba62-ee9c2d21faa1;237785;684880;SA;34;12;Lichtsein;Lichtsein;20220614;C;19
531#259#1.688719;0;284350;0d57a637-2cb8-cbc3-610f-c1dc13e816d3;36493;320843;259;839;SJ_839L;WISSEL_GW;STOOTJUK;20220614;C;19
924#107#34.867698;0;813881;bf0d6df4-c9d1-27eb-ed15-5065e2bf2f8e;34088;847969;107;06-07;;WISSEL_GW;Bordsein;20220614;C;19
924#w3313L-s107#34.423532;0;81179;bf0d6df4-c9d1-27eb-ed15-5065e2bf2f8e;929148;847969;w3313L-s107;3313;;WISSEL_GW;Bordsein;20220614;C;19
120#w52BV-sZC#16.539611;0;429241;86850621-1501-94e2-9641-8464939d2bbe;3900;433141;w52BV-sZC;52B;556;WISSEL_GW;Lichtsein;20220614;C;19
120#ZC#19.127087;0;4747116;86850621-1501-94e2-9641-8464939d2bbe;433141;5180257;ZC;556;74;Lichtsein;Lichtsein;20220614;C;19
540#w167BV-w169AV#81.954355;0;11436;2dc71923-1f85-1a7c-41e9-b773a2887835;4500;15936;w167BV-w169AV;167B;169A;WISSEL_GW;WISSEL_GW;20220614;C;19
664#w879V-sEH#42.100668;0;68789;46cd5d9c-6194-9d38-5580-f4e93226ca5c;3900;72689;w879V-sEH;879;876;WISSEL_GW;Lichtsein;20220614;C;19
664#EH#42.668186;0;1078510;46cd5d9c-6194-9d38-5580-f4e93226ca5c;72689;1151199;EH;876;902;Lichtsein;Lichtsein;20220614;C;19
664#sEH-w919AV#43.250839;0;99384;46cd5d9c-6194-9d38-5580-f4e93226ca5c;1151199;1250583;sEH-w919AV;902;919A;Lichtsein;WISSEL_GW;20220614;C;19
545#w207V-w970R#23.490466;0;15105;e5ec46ed-bd96-f929-5693-5b1508e62ea0;3899;19004;w207V-w970R;207;970;WISSEL_GW;WISSEL_GW;20220614;C;19
203#w391R-w393V#55.102772;0;937;941845cd-4458-b13a-a645-519b8d025c0f;34043;34980;w391R-w393V;391;393;WISSEL_GW;WISSEL_GW;20220614;C;19
090#24a#18.964709;0;291468;bb9d914d-7a9d-0458-7306-9e33ad9d8df4;36471;327939;24a;11;10;WISSEL_GW;Lichtsein;20220614;C;19
090#sAD-s24a#18.805072;0;27726;bb9d914d-7a9d-0458-7306-9e33ad9d8df4;355665;327939;sAD-s24a;8;10;Lichtsein;Lichtsein;20220614;C;19
090#AD#16.045639;0;5489742;bb9d914d-7a9d-0458-7306-9e33ad9d8df4;355665;5845407;AD;8;910;Lichtsein;Lichtsein;20220614;C;19
107#HX#1.094705;0;589572;ae2a065e-bbd1-28e0-0581-776e298d3793;1146253;1735825;HX;256;272;Lichtsein;Lichtsein;20220614;C;19
107#sHX-w271AV#1.528232;0;277981;ae2a065e-bbd1-28e0-0581-776e298d3793;1735825;2013806;sHX-w271AV;272;271A;Lichtsein;WISSEL_GW;20220614;C;19
564#103c#24.158265;0;420795;cdb4af34-25c6-9638-9a6c-3629d181542d;4501;425296;103c;74;444;Lichtsein;Lichtsein;20220614;C;19
564#w443R-s103c#23.932888;0;31035;cdb4af34-25c6-9638-9a6c-3629d181542d;456331;425296;w443R-s103c;443;444;WISSEL_GW;Lichtsein;20220614;C;19
801#1005#100.934195;0;240180;0934db4d-2b95-471f-71c4-1cdbb33a55ee;34065;274245;1005;960;962;WISSEL_GW;WISSEL_GW;20220614;C;19
623#w335/337Q-sLE#17.816958;0;65840;adc66510-43d9-4b7c-576d-01a2e62a9644;6720263;6654423;w335/337Q-sLE;335/337;336;WISSEL_EW;Lichtsein;20220614;C;19
924#w3769L-w3785BR#37.020294;0;130739;333b06d8-4b4d-5b80-4ab9-80af90a4f02e;36493;167232;w3769L-w3785BR;3769;3785B;WISSEL_GW;WISSEL_GW;20220614;C;19
612#w7BV-w9V#60.604186;0;2305;a8343614-bd70-d94f-9d5f-c8b9ef9bb058;4500;6805;w7BV-w9V;7B;9;WISSEL_GW;WISSEL_GW;20220614;C;19
433#w64R-s40#4.792183;0;67344;73d09e4d-c2f2-e1da-50b6-ec59c98b2d27;36492;103836;w64R-s40;64;;WISSEL_GW;Bordsein;20220614;C;19
433#40#5.098397;0;543660;73d09e4d-c2f2-e1da-50b6-ec59c98b2d27;103836;647496;40;;84;Bordsein;WISSEL_GW;20220614;C;19
504#56#17.646108;0;348480;4a50d979-1ef5-edae-ef61-8ead969765fa;34064;382544;56;927;;WISSEL_GW;Bordsein;20220614;C;19
504#s56-w933L#17.825308;0;13870;4a50d979-1ef5-edae-ef61-8ead969765fa;382544;396414;s56-w933L;;933;Bordsein;WISSEL_GW;20220614;C;19
531#253#1.664950;0;247599;70b57f3a-5264-8478-7810-5c9bc8457fcd;36492;284091;253;849;SJ_849R;WISSEL_GW;STOOTJUK;20220614;C;19
520#22#36.840884;0;364743;a1dc2a2d-3f03-d0ff-0ed1-c387feb04cf2;36491;401234;22;1004;SJ_1004R;WISSEL_GW;STOOTJUK;20220614;C;19
626#w25BV-s1#32.445129;0;29096;4f0a420a-79f8-30b6-2dc3-50ff919a0578;4501;33597;w25BV-s1;25B;20;WISSEL_GW;Lichtsein;20220614;C;19
626#1#32.606924;0;297597;4f0a420a-79f8-30b6-2dc3-50ff919a0578;33597;331194;1;20;42;Lichtsein;Lichtsein;20220614;C;19
626#s1-w47AV#32.847256;0;187675;4f0a420a-79f8-30b6-2dc3-50ff919a0578;331194;518869;s1-w47AV;42;47A;Lichtsein;WISSEL_GW;20220614;C;19
001#622#9.588295;0;367478;23d812f5-6cc3-48a9-ad26-196da28fab2d;36657;404135;622;1125;1130;WISSEL_GW;Lichtsein;20220614;C;19
001#s622-w1129L#9.813309;0;79864;23d812f5-6cc3-48a9-ad26-196da28fab2d;404135;483999;s622-w1129L;1130;1129;Lichtsein;WISSEL_GW;20220614;C;19
470#4424#305.494327;0;37201;30930250-f73b-8f72-c609-94f2d2e5adc4;34064;71265;4424;180;181;WISSEL_GW;WISSEL_GW;20220614;C;19
924#s53-w3237AV#34.079125;0;37039;d96c7a5f-7b6b-3284-ed4a-614030bd3852;40939;3900;s53-w3237AV;3216;3237A;Lichtsein;WISSEL_GW;20220614;C;19
924#53#33.708841;0;698866;d96c7a5f-7b6b-3284-ed4a-614030bd3852;40939;739805;53;3216;SJ_3237AV;Lichtsein;STOOTJUK;20220614;C;19
924#w3629L-s205#35.926635;0;25068;9e1b6c3b-e2a1-0180-7010-cd5160daf671;34089;59157;w3629L-s205;3629;3610;WISSEL_GW;Lichtsein;20220614;C;19
924#205#36.309242;0;746594;9e1b6c3b-e2a1-0180-7010-cd5160daf671;59157;805751;205;3610;3742;Lichtsein;Lichtsein;20220614;C;19
924#s205-w3743R#36.702805;0;47165;9e1b6c3b-e2a1-0180-7010-cd5160daf671;805751;852916;s205-w3743R;3742;3743;Lichtsein;WISSEL_GW;20220614;C;19
508#w2073V-w2075V#91.249830;0;994;68aca973-f9cb-ee41-1010-57d718320fb0;3900;4894;w2073V-w2075V;2073;2075;WISSEL_GW;WISSEL_GW;20220614;C;19
950#w407B/413P-s681#26.962314;0;13930;f5cd62ad-27ca-f6e1-1b45-6b1da5cdf063;23010;36940;w407B/413P-s681;407B/413;404;WISSEL_EW;Lichtsein;20220614;C;19
950#681#26.970653;0;2821;f5cd62ad-27ca-f6e1-1b45-6b1da5cdf063;36940;39761;681;404;901;Lichtsein;WISSEL_GW;20220614;C;19
486#2169#74.849829;0;102249;0ac6351c-7626-cc25-3555-17193d8cd364;34088;136337;2169;958;979;WISSEL_GW;WISSEL_GW;20220614;C;19
210#LW#38.326621;0;8219577;0c3354b4-56bb-a526-f392-0abce8d3a074;4500;8224077;LW;51;62;WISSEL_GW;Lichtsein;20220614;C;19
210#871#42.506425;0;148777;0c3354b4-56bb-a526-f392-0abce8d3a074;8224077;8372854;871;62;64;Lichtsein;Lichtsein;20220614;C;19
210#s871-s861a#42.740358;0;319579;0c3354b4-56bb-a526-f392-0abce8d3a074;8372854;8692433;s871-s861a;64;70;Lichtsein;Lichtsein;20220614;C;19
046#w251AL-w255BR#41.434996;0;153555;3300df3c-6c39-89bd-d4da-ebf0a5e82e75;61143;214698;w251AL-w255BR;251A;255B;WISSEL_GW;WISSEL_GW;20220614;C;19
564#56#23.872613;0;263610;9d78d2ea-daac-4d02-6303-6ff62501a9d4;23010;286620;56;970/971;977;WISSEL_EW;WISSEL_GW;20220614;C;19
617#541#38.802825;0;274730;956e7cbe-2eb2-0567-0ce5-7f2ce1e9e857;4500;279230;541;701;SJ_701V;WISSEL_GW;STOOTJUK;20220614;C;19
517#24#0.058057;0;77959;69608d83-5cff-b2f0-313e-04c3c79b68a9;517285;595244;24;127;163;WISSEL_GW;WISSEL_GW;20220614;C;19
817#54#501.991035;0;882546;4ea43e52-1a7d-5e2b-bf2e-a22289a59d0e;36469;919015;54;61;62;WISSEL_GW;WISSEL_GW;20220614;C;19
555#19#83.521866;0;81522;c215496b-70dc-4d98-bea8-2070a1baffe7;34662;116184;19;296;SJ_295BR;Lichtsein;STOOTJUK;20220614;C;19
055#w353L-s213#8.520707;0;30900;02879077-4f49-34ec-d257-2d444aad4b72;36493;67393;w353L-s213;353;354;WISSEL_GW;Lichtsein;20220614;C;19
055#213#8.930873;0;791183;02879077-4f49-34ec-d257-2d444aad4b72;67393;858576;213;354;356;Lichtsein;Lichtsein;20220614;C;19
055#s213-w355R#9.349036;0;46929;02879077-4f49-34ec-d257-2d444aad4b72;858576;905505;s213-w355R;356;355;Lichtsein;WISSEL_GW;20220614;C;19
217#w73AR-sEF#35.644282;0;551448;a6f75fb5-a557-a276-b544-f85d63173164;34064;585512;w73AR-sEF;73A;72;WISSEL_GW;Lichtsein;20220614;C;19
217#EF#38.906134;0;5975519;a6f75fb5-a557-a276-b544-f85d63173164;585512;6561031;EF;72;82;Lichtsein;Lichtsein;20220614;C;19
217#sEF-w83V#42.184387;0;584267;a6f75fb5-a557-a276-b544-f85d63173164;6561031;7145298;sEF-w83V;82;83;Lichtsein;WISSEL_GW;20220614;C;19
950#495#12.777007;0;30227;72cf3710-47b7-4b72-bebd-aeabd0a38cb5;1226695;1256922;495;;968;Bordsein;WISSEL_GW;20220614;C;19
664#84#43.240188;0;92969;3c8ade56-e59c-7628-7ebd-41ef5477fb43;34088;127057;84;250;SJ_249L;Lichtsein;STOOTJUK;20220614;C;19
534#w1103BV-w1111AV#46.230917;0;17422;797b697a-8efc-b110-df0e-42bc3f8ccad1;4499;21921;w1103BV-w1111AV;1103B;1111A;WISSEL_GW;WISSEL_GW;20220614;C;19
135#w2065L-sFU1#43.025083;0;224003;059f205b-1f39-bbc8-e31c-52ae4f2e0983;60916;284919;w2065L-sFU1;2065;2076;WISSEL_GW;Lichtsein;20220614;C;19
135#FU1#43.313666;0;353649;059f205b-1f39-bbc8-e31c-52ae4f2e0983;284919;638568;FU1;2076;2080;Lichtsein;Lichtsein;20220614;C;19
135#FU2#43.938080;0;896227;059f205b-1f39-bbc8-e31c-52ae4f2e0983;638568;1534795;FU2;2080;2084;Lichtsein;Lichtsein;20220614;C;19
135#sFU2-w2081V#44.402944;0;34282;059f205b-1f39-bbc8-e31c-52ae4f2e0983;1534795;1569077;sFU2-w2081V;2084;2081;Lichtsein;WISSEL_GW;20220614;C;19
528#905#28.331685;0;337175;49f84896-4caa-0921-a8d8-cc5e85106837;49822;386997;905;20;34;Lichtsein;Lichtsein;20220614;C;19
528#s905-w31V#28.531329;0;62827;49f84896-4caa-0921-a8d8-cc5e85106837;386997;449824;s905-w31V;34;31;Lichtsein;WISSEL_GW;20220614;C;19
938#w4541/4543P-s722#1.354004;0;31109;d525c986-bb7c-7f0f-694c-75111f4592b7;25989;57098;w4541/4543P-s722;4541/4543;4552;WISSEL_EW;Stop Marker Board;20220614;C;19
938#722#1.834099;0;929091;d525c986-bb7c-7f0f-694c-75111f4592b7;57098;986189;722;4552;4582;Stop Marker Board;Stop Marker Board;20220614;C;19
938#s722-w4583/4585Q#2.313572;0;29866;d525c986-bb7c-7f0f-694c-75111f4592b7;986189;1016055;s722-w4583/4585Q;4582;4583/4585;Stop Marker Board;WISSEL_EW;20220614;C;19
531#w863/865S-w867V#1.547270;0;7604;138d2b58-b4ff-7e2a-6a89-a64637bc79ae;25990;33594;w863/865S-w867V;863/865;867;WISSEL_EW;WISSEL_GW;20220614;C;19
066#2#26.077460;0;518736;d9205055-2015-af1f-b421-f94a9fff2b51;36470;555206;2;3;5;WISSEL_GW;WISSEL_GW;20220614;C;19
940#214#42.922386;0;311271;6fa12925-0355-1422-2b4c-52c184ee9fc2;34066;345337;214;386;SJ_381L;Lichtsein;STOOTJUK;20220614;C;19
506#77#43.314376;0;469766;dd1552ce-a515-8d39-3629-cf065cd7b57f;36493;506259;77;507;528;WISSEL_GW;WISSEL_GW;20220614;C;19
062#w451AR-w453R#39.074340;0;18088;53a66847-837f-e26d-90b1-b542c34d649a;36472;54560;w451AR-w453R;451A;453;WISSEL_GW;WISSEL_GW;20220614;C;19
531#w2679L-s5#34.798521;0;79557;96aa3591-ad28-4e9d-242d-fc2730b7d5fd;56306;135863;w2679L-s5;2679;2680;WISSEL_GW;Lichtsein;20220614;C;19
531#5#35.065586;0;457284;96aa3591-ad28-4e9d-242d-fc2730b7d5fd;135863;593147;5;2680;2700;Lichtsein;Lichtsein;20220614;C;19
531#s5-s231#35.328813;0;71841;96aa3591-ad28-4e9d-242d-fc2730b7d5fd;593147;664988;s5-s231;2700;2736;Lichtsein;Lichtsein;20220614;C;19
531#231#35.474389;0;220790;96aa3591-ad28-4e9d-242d-fc2730b7d5fd;664988;885778;231;2736;2763;Lichtsein;WISSEL_GW;20220614;C;19
009#w85BV-s433#137.815850;0;36170;d30983ea-326a-f77a-814b-fa4232772f5a;4499;40669;w85BV-s433;85B;86;WISSEL_GW;Lichtsein;20220614;C;19
009#433#138.152722;0;640175;d30983ea-326a-f77a-814b-fa4232772f5a;40669;680844;433;86;94;Lichtsein;Lichtsein;20220614;C;19
009#s433-w103BR#138.520360;0;97940;d30983ea-326a-f77a-814b-fa4232772f5a;680844;778784;s433-w103BR;94;103B;Lichtsein;WISSEL_GW;20220614;C;19
101#w1067AL-w1067BL#12.127554;0;54644;62e85971-abf7-99b7-e677-5584af1fac97;155514;210158;w1067AL-w1067BL;1067A;1067B;WISSEL_GW;WISSEL_GW;20220614;C;19
533#KF#14.847272;0;94498;a9ba349d-2b63-023d-0956-91c334377df1;2791389;2885887;KF;1096;1100;Lichtsein;Lichtsein;20220614;C;19
533#sKF-w1119AV#15.055817;0;322384;a9ba349d-2b63-023d-0956-91c334377df1;2885887;3208271;sKF-w1119AV;1100;1119A;Lichtsein;WISSEL_GW;20220614;C;19
