NAAM_ID;NAAM_LRS_VAN;NAAM_LRS_TOT;SEGMENT_IDENTIFICATIE;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;OBJECT_NAAM;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
085#140#18.504811;0;607777;2fe55355-30e1-e74b-6617-ba57f02d462a;73335;681112;140;188;200;Lichtsein;Lichtsein;20220614;C;19
085#s140-s53#18.871467;0;124390;2fe55355-30e1-e74b-6617-ba57f02d462a;681112;805502;s140-s53;200;206;Lichtsein;Lichtsein;20220614;C;19
085#53#19.109133;0;350200;2fe55355-30e1-e74b-6617-ba57f02d462a;805502;1155702;53;206;212;Lichtsein;Lichtsein;20220614;C;19
589#YA2#301.439950;0;7711;1bad8e27-eaae-fda9-a7ec-44adec613ff5;1324433;1332144;YA2;1516;1994;Lichtsein;Lichtsein;20220614;C;19
589#YA1#301.772448;0;661664;1bad8e27-eaae-fda9-a7ec-44adec613ff5;1332144;1993808;YA1;1994;3220;Lichtsein;Lichtsein;20220614;C;19
087#2#24.551264;0;467853;b686ae18-8501-61f8-3c40-85323fded948;58132;525985;2;901;931/1337;WISSEL_GW;WISSEL_EW;20220614;C;19
950#w131R-s384#7.180840;0;12925;b7fd6f14-8c89-6f30-f178-2b70d05817c4;34088;47013;w131R-s384;131;136;WISSEL_GW;Lichtsein;20220614;C;19
950#384#7.215469;0;58934;b7fd6f14-8c89-6f30-f178-2b70d05817c4;47013;105947;384;136;657;Lichtsein;WISSEL_GW;20220614;C;19
517#23#0.067447;0;101345;bfb97005-680c-df3c-5778-69ec5db87bf8;558968;660313;23;115;173;WISSEL_GW;WISSEL_GW;20220614;C;19
475#792#0.589372;0;1086277;0c19d47a-5164-79e0-13ee-83a1e5633459;345147;1431424;792;122;;Lichtsein;Bordsein;20220614;C;19
527#wK179BS-w183L#17.935785;0;30872;3977cfca-922b-3436-5ac2-aed7894d5527;67365;36493;wK179BS-w183L;K179B;183;KRUISING;WISSEL_GW;20220614;C;19
105#w495AR-w495BR#30.079691;0;110042;e07d826f-8e7e-2354-4488-736f387a431b;58138;168180;w495AR-w495BR;495A;495B;WISSEL_GW;WISSEL_GW;20220614;C;19
543#8a#45.099282;0;296239;d68763f5-bd62-cebf-2d8f-84dbc37725d0;25989;322228;8a;181B/907;901;WISSEL_EW;WISSEL_GW;20220614;C;19
553#w309AR-w315L#22.282398;0;94745;8ea06c0a-254a-06a9-8a7a-8e75f26a1770;34065;128810;w309AR-w315L;309A;315;WISSEL_GW;WISSEL_GW;20220614;C;19
553#w325AR-sHD#22.741950;0;109395;b9171496-7c05-f365-380d-98a3808eb05b;61144;170539;w325AR-sHD;325A;340;WISSEL_GW;Lichtsein;20220614;C;19
553#HD#22.798522;0;2985;b9171496-7c05-f365-380d-98a3808eb05b;170539;173524;HD;340;352;Lichtsein;Lichtsein;20220614;C;19
535#YA1#5.480013;0;52734;746fe5e2-8c25-738d-1647-9bd9e992fec6;2248204;2300938;YA1;1994;3220;Lichtsein;Lichtsein;20220614;C;19
535#sYA1-s602#5.557026;0;101339;746fe5e2-8c25-738d-1647-9bd9e992fec6;2300938;2402277;sYA1-s602;3220;3244;Lichtsein;Lichtsein;20220614;C;19
535#602#5.803840;0;392440;746fe5e2-8c25-738d-1647-9bd9e992fec6;2402277;2794717;602;3244;3252;Lichtsein;Lichtsein;20220614;C;19
817#w683V-sSC#701.431502;0;137305;52bfbde8-d5de-84f8-a98b-e32f8dd5b718;3900;141205;w683V-sSC;683;684;WISSEL_GW;Lichtsein;20220614;C;19
817#SC#702.281434;0;1563065;52bfbde8-d5de-84f8-a98b-e32f8dd5b718;141205;1704270;SC;684;1280;Lichtsein;Lichtsein;20220614;C;19
003#w2241L-s466#84.336843;0;66240;1593dc3a-bfa0-a076-4c9b-824c5d4c2fa9;36492;102732;w2241L-s466;2241;2242;WISSEL_GW;Lichtsein;20220614;C;19
003#466#84.548392;0;354965;1593dc3a-bfa0-a076-4c9b-824c5d4c2fa9;102732;457697;466;2242;SJ_2241L;Lichtsein;STOOTJUK;20220614;C;19
503#25#43.148586;0;235958;accb5b78-0e8c-4ee2-45ec-eba0ba30a4f9;34066;270024;25;901;SJ_901L;WISSEL_GW;STOOTJUK;20220614;C;19
533#w1113BV-s202#15.492203;0;2008;bd1be7fa-d7a1-0419-2d38-dd79be6600c1;3900;5908;w1113BV-s202;1113B;1112;WISSEL_GW;Lichtsein;20220614;C;19
533#202#15.666695;0;348048;bd1be7fa-d7a1-0419-2d38-dd79be6600c1;5908;353956;202;1112;1138;Lichtsein;Lichtsein;20220614;C;19
533#s202-w1139BR#15.909584;0;139224;bd1be7fa-d7a1-0419-2d38-dd79be6600c1;353956;493180;s202-w1139BR;1138;1139B;Lichtsein;WISSEL_GW;20220614;C;19
545#w187B/189AT-s83#23.413264;0;45609;6932fe68-777b-1bf9-4fc6-e904c364762a;23010;68619;w187B/189AT-s83;187B/189A;186;WISSEL_EW;Lichtsein;20220614;C;19
545#83#23.549435;0;226319;6932fe68-777b-1bf9-4fc6-e904c364762a;68619;294938;83;186;214;Lichtsein;Lichtsein;20220614;C;19
545#s83-w211AV#23.672648;0;19734;6932fe68-777b-1bf9-4fc6-e904c364762a;294938;314672;s83-w211AV;214;211A;Lichtsein;WISSEL_GW;20220614;C;19
926#s433-w4123L#1.362244;0;40675;0f319e61-7432-a3b9-3f31-9f59032ae2b9;77145;36470;s433-w4123L;4124;4123;Lichtsein;WISSEL_GW;20220614;C;19
926#433#1.114418;0;460550;0f319e61-7432-a3b9-3f31-9f59032ae2b9;77145;537695;433;4124;SJ_4123L;Lichtsein;STOOTJUK;20220614;C;19
437#1b#0.796288;0;222629;e517c886-bfd2-a440-2a6f-dc7925e9b8b6;34065;256694;1b;961;962;WISSEL_GW;WISSEL_GW;20220614;C;19
850#62c#101.158287;0;677483;a4f9292b-b666-664c-0ebb-9ad42cefafb6;4500;681983;62c;2;SJ_2V;WISSEL_GW;STOOTJUK;20220614;C;19
052#w23L-w27V#55.597397;0;131241;357bfec2-bd06-c1f9-b3bb-fdcfdbee3ee0;49821;181062;w23L-w27V;23;27;WISSEL_GW;WISSEL_GW;20220614;C;19
098#822b#29.416336;0;291121;5b4f873e-8edb-091b-dc59-5304c84130db;34064;325185;822b;3885;SJ_3885R;WISSEL_GW;STOOTJUK;20220614;C;19
510#w419V-w421V#10.386733;0;19958;f0321d2d-5353-483c-1936-cc9db1397da3;3900;23858;w419V-w421V;419;421;WISSEL_GW;WISSEL_GW;20220614;C;19
545#w972V-w971R#23.431013;0;3680;314b7459-f3b7-37bd-b8b2-53417b42902d;37768;34088;w972V-w971R;972;971;WISSEL_GW;WISSEL_GW;20220614;C;19
478#w1229/1243T-w1601V#1.864151;0;115339;54783814-8131-b623-3e92-5232808530db;23010;138349;w1229/1243T-w1601V;1229/1243;1601;WISSEL_EW;WISSEL_GW;20220614;C;19
617#w1115AL-w1115BL#38.971079;0;41733;11d40fdd-fe83-325a-5982-8bff28684134;58138;99871;w1115AL-w1115BL;1115A;1115B;WISSEL_GW;WISSEL_GW;20220614;C;19
011#416a#68.815599;0;240447;0d464bf6-d1b3-e965-2488-5e54a40bc5e2;23011;263458;416a;37A/37B;;WISSEL_EW;Bordsein;20220614;C;19
011#s416a-w67A/67BP#68.948630;0;22785;0d464bf6-d1b3-e965-2488-5e54a40bc5e2;263458;286243;s416a-w67A/67BP;;67A/67B;Bordsein;WISSEL_EW;20220614;C;19
938#w4589V-s733#2.424446;0;30545;3a57656b-46a0-8ebe-0407-e3cac3cc85fd;3900;34445;w4589V-s733;4589;4600;WISSEL_GW;Stop Marker Board;20220614;C;19
938#733#2.975012;0;1072271;3a57656b-46a0-8ebe-0407-e3cac3cc85fd;34445;1106716;733;4600;4624;Stop Marker Board;Stop Marker Board;20220614;C;19
938#s733-w4625/4627Q#3.521820;0;23018;3a57656b-46a0-8ebe-0407-e3cac3cc85fd;1106716;1129734;s733-w4625/4627Q;4624;4625/4627;Stop Marker Board;WISSEL_EW;20220614;C;19
950#w115R-s346#7.100076;0;28096;2d8631c5-e0e5-6a53-97c9-afc2c3064abf;34065;62161;w115R-s346;115;118;WISSEL_GW;Lichtsein;20220614;C;19
950#346#7.346966;0;461487;2d8631c5-e0e5-6a53-97c9-afc2c3064abf;62161;523648;346;118;212;Lichtsein;Lichtsein;20220614;C;19
950#s346-w219L#7.593650;0;27688;2d8631c5-e0e5-6a53-97c9-afc2c3064abf;523648;551336;s346-w219L;212;219;Lichtsein;WISSEL_GW;20220614;C;19
524#w291AL-w291BL#71.365193;0;1978;fab7a8ad-ddf2-cde5-2328-b36bf5c7fb96;56545;58523;w291AL-w291BL;291A;291B;WISSEL_GW;WISSEL_GW;20220614;C;19
805#7175#105.558791;0;212301;a9930e47-fc6f-4fe8-e8c5-5efc49985517;34088;246389;7175;7129;SJ_7129R;WISSEL_GW;STOOTJUK;20220614;C;19
664#sBH-w903R#42.826634;0;195941;4d9c5ed1-32fd-62a2-2738-328ed517f817;321923;125982;sBH-w903R;888;903;Lichtsein;WISSEL_GW;20220614;C;19
664#BH#42.183549;0;1089140;4d9c5ed1-32fd-62a2-2738-328ed517f817;321923;1411063;BH;888;718;Lichtsein;Lichtsein;20220614;C;19
664#sBG-sBH#41.619785;0;37433;4d9c5ed1-32fd-62a2-2738-328ed517f817;1448496;1411063;sBG-sBH;716;718;Lichtsein;Lichtsein;20220614;C;19
664#BG#41.467828;0;266224;4d9c5ed1-32fd-62a2-2738-328ed517f817;1448496;1714720;BG;716;712;Lichtsein;Lichtsein;20220614;C;19
035#w141/143AT-w143BL#52.891306;0;10139;dfac98e6-150b-186c-1c26-2145d91563b0;25990;36129;w141/143AT-w143BL;141/143A;143B;WISSEL_EW;WISSEL_GW;20220614;C;19
540#w151AL-w165BR#81.594527;0;263884;e3244fd8-543f-c579-7e57-9f04409d49c3;47019;310903;w151AL-w165BR;151A;165B;WISSEL_GW;WISSEL_GW;20220614;C;19
478#wK1227Q-w1329/1339AQ#1.938909;0;104519;cd781d37-7bf0-5d7c-7e1e-a6271e7b4d0c;127529;23010;wK1227Q-w1329/1339AQ;K1227;1329/1339A;KRUISING;WISSEL_EW;20220614;C;19
525#w493BV-w499AV#79.219069;0;16890;768cf14a-1315-0357-838e-9529773b8796;4500;21390;w493BV-w499AV;493B;499A;WISSEL_GW;WISSEL_GW;20220614;C;19
047#w35AR-s205#42.126062;0;323391;ccb400c8-04ac-e9e2-16a9-d9ce51f9eb84;34065;357456;w35AR-s205;35A;38;WISSEL_GW;Lichtsein;20220614;C;19
047#205#42.398542;0;221274;ccb400c8-04ac-e9e2-16a9-d9ce51f9eb84;357456;578730;205;38;44;Lichtsein;Lichtsein;20220614;C;19
047#s205-w43BL#42.584060;0;149560;ccb400c8-04ac-e9e2-16a9-d9ce51f9eb84;578730;728290;s205-w43BL;44;43B;Lichtsein;WISSEL_GW;20220614;C;19
017#w65AR-sVA#70.896768;0;205252;da556566-b469-54ea-78d7-850564b14f32;34065;239317;w65AR-sVA;65A;70;WISSEL_GW;Lichtsein;20220614;C;19
017#VA#76.899683;0;11803905;da556566-b469-54ea-78d7-850564b14f32;239317;12043222;VA;70;2826;Lichtsein;Lichtsein;20220614;C;19
950#w387V-s571#18.448700;0;5478;172dca97-4c44-49f0-9286-fa260c522e62;4501;9979;w387V-s571;387;388;WISSEL_GW;Lichtsein;20220614;C;19
950#571#18.485990;0;67025;172dca97-4c44-49f0-9286-fa260c522e62;9979;77004;571;388;SJ_387V;Lichtsein;STOOTJUK;20220614;C;19
506#w59L-s42#43.368823;0;1975;2bb3d7ea-1ef8-eb2b-17ae-418402a5e166;34089;36064;w59L-s42;59;62;WISSEL_GW;Lichtsein;20220614;C;19
506#42#43.655748;0;607710;2bb3d7ea-1ef8-eb2b-17ae-418402a5e166;36064;643774;42;62;112;Lichtsein;Lichtsein;20220614;C;19
506#s42-w109L#43.971243;0;62685;2bb3d7ea-1ef8-eb2b-17ae-418402a5e166;643774;706459;s42-w109L;112;109;Lichtsein;WISSEL_GW;20220614;C;19
504#w57BV-s205#18.286969;0;10159;738fd6ff-8708-a850-f926-9e851c0e2d48;3900;14059;w57BV-s205;57B;68;WISSEL_GW;Lichtsein;20220614;C;19
504#205#18.317091;0;50615;738fd6ff-8708-a850-f926-9e851c0e2d48;14059;64674;205;68;82;Lichtsein;Lichtsein;20220614;C;19
512#w4485V-w4487V#89.538741;0;15486;36df6193-e1af-1abf-9f57-be2bfb24fcac;8050;23536;w4485V-w4487V;4485;4487;WISSEL_GW;WISSEL_GW;20220614;C;19
003#w2241R-s467#84.321010;0;36484;251e2465-e5a6-cff9-a58a-e328e09ec84a;36470;72954;w2241R-s467;2241;2240;WISSEL_GW;Lichtsein;20220614;C;19
003#467#84.523249;0;368188;251e2465-e5a6-cff9-a58a-e328e09ec84a;72954;441142;467;2240;SJ_2241R;Lichtsein;STOOTJUK;20220614;C;19
519#w63V-w67L#46.915231;0;36540;039ab6d6-53af-76ba-74f6-e6f3f9aa7b03;4500;41040;w63V-w67L;63;67;WISSEL_GW;WISSEL_GW;20220614;C;19
135#w2001R-w2007R#39.552840;0;103812;8a6569df-9331-6389-9195-4c49c16a0e39;60916;164728;w2001R-w2007R;2001;2007;WISSEL_GW;WISSEL_GW;20220614;C;19
950#w1203AL-sPS#32.878399;0;139296;3756a60c-9e6b-f3b1-9886-a2555682fd5b;58128;197424;w1203AL-sPS;1203A;1210;WISSEL_GW;Lichtsein;20220614;C;19
950#PS#33.308394;0;722248;3756a60c-9e6b-f3b1-9886-a2555682fd5b;197424;919672;PS;1210;1212;Lichtsein;Lichtsein;20220614;C;19
950#sPS-w1213BR#33.703498;0;69387;3756a60c-9e6b-f3b1-9886-a2555682fd5b;919672;989059;sPS-w1213BR;1212;1213B;Lichtsein;WISSEL_GW;20220614;C;19
117#w1847L-w1849L#6.357766;0;33306;68e77d89-f23b-96b5-149b-82cfd8863225;61155;94461;w1847L-w1849L;1847;1849;WISSEL_GW;WISSEL_GW;20220614;C;19
553#w213/215AP-w209AV#21.217662;0;1424;ce15e27d-92f0-cccf-0f49-9ee708dc33a6;5323;3899;w213/215AP-w209AV;213/215A;209A;WISSEL_EW;WISSEL_GW;20220614;C;19
950#w33R-s307#6.214460;0;29384;b8f320c8-d6e7-33be-c714-4b47b9cdead6;34063;63447;w33R-s307;33;34;WISSEL_GW;Lichtsein;20220614;C;19
950#307#6.622103;0;798964;b8f320c8-d6e7-33be-c714-4b47b9cdead6;63447;862411;307;34;124;Lichtsein;Lichtsein;20220614;C;19
950#s307-w121/123Q#7.036232;0;42564;b8f320c8-d6e7-33be-c714-4b47b9cdead6;862411;904975;s307-w121/123Q;124;121/123;Lichtsein;WISSEL_EW;20220614;C;19
203#w365AL-s541#47.384324;0;55065;98db4f6b-50d0-5b10-a1eb-b47fabbb9ba2;34065;89130;w365AL-s541;365A;370;WISSEL_GW;Lichtsein;20220614;C;19
203#541#47.648123;0;472842;98db4f6b-50d0-5b10-a1eb-b47fabbb9ba2;89130;561972;541;370;374;Lichtsein;Lichtsein;20220614;C;19
203#s541-w367R#47.919702;0;70636;98db4f6b-50d0-5b10-a1eb-b47fabbb9ba2;561972;632608;s541-w367R;374;367;Lichtsein;WISSEL_GW;20220614;C;19
803#w49B/50AP-w54L#103.254296;0;61718;1f85bf0b-081a-4c54-5106-93e7cefbaab5;23010;84728;w49B/50AP-w54L;49B/50A;54;WISSEL_EW;WISSEL_GW;20220614;C;19
506#52#43.876425;0;499179;a6196c33-c750-c433-ee5d-c88b20016cb5;34661;533840;52;563;631;WISSEL_GW;WISSEL_GW;20220614;C;19
200#w179L-s142#12.773513;0;31718;f4cac381-bf50-511b-baee-0acd69b57056;36647;68365;w179L-s142;179;182;WISSEL_GW;Lichtsein;20220614;C;19
200#142#12.924471;0;270716;f4cac381-bf50-511b-baee-0acd69b57056;68365;339081;142;182;186;Lichtsein;Lichtsein;20220614;C;19
200#s142-w185R#13.068547;0;17929;f4cac381-bf50-511b-baee-0acd69b57056;339081;357010;s142-w185R;186;185;Lichtsein;WISSEL_GW;20220614;C;19
544#w1067BV-w1071AV#0.127327;0;18631;941b83e8-7dbd-9447-ce17-49a974fc7b52;3899;22530;w1067BV-w1071AV;1067B;1071A;WISSEL_GW;WISSEL_GW;20220614;C;19
163#93#43.702192;0;417534;b4d1b5c7-58d2-8a78-9991-2aa056ed5225;34086;451620;93;1015;1029A/1029B;WISSEL_GW;WISSEL_EW;20220614;C;19
027#w933R-s113#147.699157;0;81851;e4801b32-0521-e7cd-6c38-b5f2181c96f8;58132;139983;w933R-s113;933;934;WISSEL_GW;Lichtsein;20220614;C;19
027#113#148.112390;0;745435;e4801b32-0521-e7cd-6c38-b5f2181c96f8;139983;885418;113;934;946;Lichtsein;Lichtsein;20220614;C;19
027#s113-w945L#148.538365;0;107360;e4801b32-0521-e7cd-6c38-b5f2181c96f8;885418;992778;s113-w945L;946;945;Lichtsein;WISSEL_GW;20220614;C;19
924#w3277L-w3331V#34.255204;0;14363;4de36b78-427c-ba43-899c-dc02500a05f6;34065;48428;w3277L-w3331V;3277;3331;WISSEL_GW;WISSEL_GW;20220614;C;19
437#w968V-w963R#0.860485;0;69815;cbc19a79-5b73-50a7-8252-84ce8348099b;103903;34088;w968V-w963R;968;963;WISSEL_GW;WISSEL_GW;20220614;C;19
589#501#150.993539;0;10279;78c2ab7d-1a56-7952-5c4c-65b3ded93a58;882970;893249;501;1508;1526;Lichtsein;Lichtsein;20220614;C;19
589#w1523L-s501#150.729692;0;550477;78c2ab7d-1a56-7952-5c4c-65b3ded93a58;1443726;893249;w1523L-s501;1523;1526;WISSEL_GW;Lichtsein;20220614;C;19
508#w2121L-s6b#91.809400;0;22281;be6fa711-6c46-0692-a436-b423c4caa61d;36470;58751;w2121L-s6b;2121;2130;WISSEL_GW;Lichtsein;20220614;C;19
508#6b#91.877903;0;109502;be6fa711-6c46-0692-a436-b423c4caa61d;58751;168253;6b;2130;2142;Lichtsein;Lichtsein;20220614;C;19
508#s6b-w2139R#91.997797;0;121147;be6fa711-6c46-0692-a436-b423c4caa61d;168253;289400;s6b-w2139R;2142;2139;Lichtsein;WISSEL_GW;20220614;C;19
098#w3803L-s801#27.433008;0;64655;8ff41564-6700-0e38-ea97-ef1afeef9535;61145;125800;w3803L-s801;3803;3828;WISSEL_GW;Lichtsein;20220614;C;19
098#801#27.603293;0;276159;8ff41564-6700-0e38-ea97-ef1afeef9535;125800;401959;801;3828;3832;Lichtsein;Lichtsein;20220614;C;19
098#s801-s811#27.857015;0;231651;8ff41564-6700-0e38-ea97-ef1afeef9535;401959;633610;s801-s811;3832;3858;Lichtsein;Lichtsein;20220614;C;19
098#811#28.345330;0;745680;8ff41564-6700-0e38-ea97-ef1afeef9535;633610;1379290;811;3858;3860;Lichtsein;Lichtsein;20220614;C;19
098#s811-w3863R#28.873772;0;311964;8ff41564-6700-0e38-ea97-ef1afeef9535;1379290;1691254;s811-w3863R;3860;3863;Lichtsein;WISSEL_GW;20220614;C;19
540#w401R-sXX#54.298616;0;32232;75ed0550-c375-fb71-75ce-b5f143fedfb0;687721;655489;w401R-sXX;401;374;WISSEL_GW;Lichtsein;20220614;C;19
200#w215L-s162#23.638795;0;25416;7b2e78dd-9e61-a2c2-c9d1-cf429a9dfeab;33986;59402;w215L-s162;215;218;WISSEL_GW;Lichtsein;20220614;C;19
200#162#23.796745;0;293275;7b2e78dd-9e61-a2c2-c9d1-cf429a9dfeab;59402;352677;162;218;221;Lichtsein;WISSEL_GW;20220614;C;19
486#3315#0.878586;0;106141;74f87f8f-05fa-97a3-fca2-c4a7b691ca62;23010;129151;3315;36A/36B;SJ_36BT;WISSEL_EW;STOOTJUK;20220614;C;19
606#w109V-sHH#1.068288;0;62935;f01c1630-4584-2aa4-daab-77db7afa7fd5;3901;66836;w109V-sHH;109;122;WISSEL_GW;Lichtsein;20220614;C;19
008#SE#43.854429;0;12535225;10f0fa31-06f8-dda4-a26f-a0869ef4e814;3900;12539125;SE;1273;1286;WISSEL_GW;Lichtsein;20220614;C;19
008#741#50.210336;0;184501;10f0fa31-06f8-dda4-a26f-a0869ef4e814;12539125;12723626;741;1286;SJ_1273V;Lichtsein;STOOTJUK;20220614;C;19
556#w1425L-sBO#6.346799;0;507319;9f3597a4-f827-8e45-0622-f6322b72dc71;34064;541383;w1425L-sBO;1425;1434;WISSEL_GW;Lichtsein;20220614;C;19
924#w2333AL-w2333BL#35.171551;0;53283;1fdbaabd-39e7-fce8-e9d1-4757c8caf81d;36497;89780;w2333AL-w2333BL;2333A;2333B;WISSEL_GW;WISSEL_GW;20220614;C;19
603#w3217BV-sEA#3.945499;0;207401;46220347-0ff4-8e74-6dbe-84edb1b5e87e;13648237;13440836;w3217BV-sEA;3217B;4500;WISSEL_GW;Lichtsein;20220614;C;19
020#SC#54.626463;0;11356120;f4ef9809-e454-6110-34c6-79be0e1e9b41;298586;11654706;SC;4;296;Lichtsein;Lichtsein;20220614;C;19
217#w103R-s302#46.310779;0;80791;3bde6ffb-aca6-27cc-7ec0-0c4428960a0e;49805;130596;w103R-s302;103;104;WISSEL_GW;Lichtsein;20220614;C;19
217#302#46.522270;0;343240;3bde6ffb-aca6-27cc-7ec0-0c4428960a0e;130596;473836;302;104;108;Lichtsein;Lichtsein;20220614;C;19
217#s302-w109L#46.715493;0;44162;3bde6ffb-aca6-27cc-7ec0-0c4428960a0e;473836;517998;s302-w109L;108;109;Lichtsein;WISSEL_GW;20220614;C;19
537#w251BV-sAA#2.891943;0;143333;fe022f47-f80b-7b00-82d8-ce5bb75a52cc;3901;147234;w251BV-sAA;251B;254;WISSEL_GW;Lichtsein;20220614;C;19
537#AA#3.381822;0;835965;fe022f47-f80b-7b00-82d8-ce5bb75a52cc;147234;983199;AA;254;435;Lichtsein;WISSEL_GW;20220614;C;19
011#w309V-w307L#69.768594;0;2874;fbd1dd8b-b781-ba88-57af-93b93ba1f9e4;36860;33986;w309V-w307L;309;307;WISSEL_GW;WISSEL_GW;20220614;C;19
620#sHA-w1AV#41.445683;0;291905;12565732-95d8-929c-4a56-0e11f0ccd3da;296405;4500;sHA-w1AV;2;1A;Lichtsein;WISSEL_GW;20220614;C;19
545#ZC#21.653376;0;305129;658e4584-ea57-7ab6-0d83-1c25254d614d;5180257;5485386;ZC;556;74;Lichtsein;Lichtsein;20220614;C;19
545#sZC-w71BL#22.015396;0;415083;658e4584-ea57-7ab6-0d83-1c25254d614d;5485386;5900469;sZC-w71BL;74;71B;Lichtsein;WISSEL_GW;20220614;C;19
525#w431AL-w435BR#77.934753;0;76708;a4a3e323-5eed-f0e9-ee31-f7e15013e987;34088;110796;w431AL-w435BR;431A;435B;WISSEL_GW;WISSEL_GW;20220614;C;19
506#w508R-w524R#43.459447;0;1951;4388c50c-dfb7-f2cc-883d-32aed2c84631;92697;94648;w508R-w524R;508;524;WISSEL_GW;WISSEL_GW;20220614;C;19
950#w919V-w333/335AQ#17.302630;0;16328;9ed48256-1f39-d2a3-19e9-c50e549d214f;39338;23010;w919V-w333/335AQ;919;333/335A;WISSEL_GW;WISSEL_EW;20220614;C;19
158#w4747V-sKL1#102.068266;0;265501;a810e794-e67c-243e-f91f-91289d1ae85b;8050;273551;w4747V-sKL1;4747;4746;WISSEL_GW;Stop Marker Board;20220614;C;19
158#KL1#103.150455;0;1900601;a810e794-e67c-243e-f91f-91289d1ae85b;273551;2174152;KL1;4746;4750;Stop Marker Board;Stop Marker Board;20220614;C;19
543#sDH-w137AV#44.671549;0;116550;67981ee7-4b4e-51ff-f524-cf7c259d8e23;120450;3900;sDH-w137AV;134;137A;Lichtsein;WISSEL_GW;20220614;C;19
543#DH#44.506494;0;213752;67981ee7-4b4e-51ff-f524-cf7c259d8e23;120450;334202;DH;134;296;Lichtsein;Lichtsein;20220614;C;19
542#w1233B/1245AT-w1247B/1261AQ#29.826412;0;48552;652b0542-4630-1cf0-c733-2e1f59c19f9b;23009;71561;w1233B/1245AT-w1247B/1261AQ;1233B/1245A;1247B/1261A;WISSEL_EW;WISSEL_EW;20220614;C;19
486#1101#75.655721;0;337192;68500f3f-b591-5b7f-81fb-9684d74e2523;36470;373662;1101;909;913;WISSEL_GW;WISSEL_GW;20220614;C;19
534#sKG-w1005BR#44.539536;0;52339;302e28f1-b453-03d5-4340-c9e9d89bd320;110471;58132;sKG-w1005BR;1010;1005B;Lichtsein;WISSEL_GW;20220614;C;19
534#KG#44.506668;0;13387;302e28f1-b453-03d5-4340-c9e9d89bd320;110471;123858;KG;1010;1230;Lichtsein;Lichtsein;20220614;C;19
514#w153L-w141BV#16.566767;0;13765;75953031-cab6-4304-2a07-7d6179badf02;18265;4500;w153L-w141BV;153;141B;WISSEL_GW;WISSEL_GW;20220614;C;19
555#w281B/285AP-w287R#83.681460;0;60419;b80da602-8dcb-8074-c57b-f1fac6b1fe2a;25990;86409;w281B/285AP-w287R;281B/285A;287;WISSEL_EW;WISSEL_GW;20220614;C;19
555#w513L-w514V#82.844124;0;2283;e61ff5be-e234-0d5e-899a-d6a93109ec4f;34088;36371;w513L-w514V;513;514;WISSEL_GW;WISSEL_GW;20220614;C;19
135#w259BV-s912#21.692025;0;3290;ca6bc5a1-2e8a-af66-c393-bc99429bb11a;3901;7191;w259BV-s912;259B;260;WISSEL_GW;Lichtsein;20220614;C;19
135#912#21.847594;0;307886;ca6bc5a1-2e8a-af66-c393-bc99429bb11a;7191;315077;912;260;268;Lichtsein;Lichtsein;20220614;C;19
135#s912-w269AV#22.008132;0;13230;ca6bc5a1-2e8a-af66-c393-bc99429bb11a;315077;328307;s912-w269AV;268;269A;Lichtsein;WISSEL_GW;20220614;C;19
522#w185BV-s4b#57.786622;0;9972;9e5c3cad-0595-060d-9d09-c341263fc7f6;4500;14472;w185BV-s4b;185B;192;WISSEL_GW;Lichtsein;20220614;C;19
522#4b#57.896818;0;210394;9e5c3cad-0595-060d-9d09-c341263fc7f6;14472;224866;4b;192;208;Lichtsein;Lichtsein;20220614;C;19
522#s4b-w203B/207AQ#58.016004;0;27947;9e5c3cad-0595-060d-9d09-c341263fc7f6;224866;252813;s4b-w203B/207AQ;208;203B/207A;Lichtsein;WISSEL_EW;20220614;C;19
534#w1033R-s508a#45.140848;0;96098;0f2304cb-c9c3-be5b-9234-28f135162b14;35867;131965;w1033R-s508a;1033;1024;WISSEL_GW;Lichtsein;20220614;C;19
534#508a#45.330759;0;284719;0f2304cb-c9c3-be5b-9234-28f135162b14;131965;416684;508a;1024;1050;Lichtsein;Lichtsein;20220614;C;19
534#s508a-w1049BL#45.509215;0;73127;0f2304cb-c9c3-be5b-9234-28f135162b14;416684;489811;s508a-w1049BL;1050;1049B;Lichtsein;WISSEL_GW;20220614;C;19
519#w13L-w17L#45.766672;0;66786;8468c9b1-4156-3ea2-30e8-482d6a44b4dc;61145;127931;w13L-w17L;13;17;WISSEL_GW;WISSEL_GW;20220614;C;19
014#EA#75.950666;0;2124946;d5bed47b-3012-feaa-e45f-5bd698167238;11064758;13189704;EA;232;4500;Lichtsein;Lichtsein;20220614;C;19
614#w2101R-w2103R#47.268454;0;29983;879ccee5-4eed-28e8-10fa-d3eda189e86d;36470;66453;w2101R-w2103R;2101;2103;WISSEL_GW;WISSEL_GW;20220614;C;19
924#w2331BV-w2333AV#35.098704;0;12788;724a9c86-d26c-b830-7171-b698135cc07c;3900;16688;w2331BV-w2333AV;2331B;2333A;WISSEL_GW;WISSEL_GW;20220614;C;19
