GEOCODE;GEOSUBCODE;GEOCODE_NR;NAAM;VERKORTING;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
485;485_j;485;Amsterdam Hemhaven (gebied);Asdh;20221206;C;20
485;485_d;485;Amsterdam Hemhaven (gebied);Asdh;20221206;C;20
544;544_b;544;Breda;Bd;20221206;C;20
032;032__;32;Blauwkapel - Lunetten;Bkp-Ln;20221206;C;20
510;510_a;510;Elst;Est;20221206;C;20
530;530_b;530;Den Dolder;Dld;20221206;C;20
005;005__;5;Zuidbroek - Nieuweschans Grens;Zb-Nscg;20221206;C;20
805;805_b;805;Dordrecht Zeehaventerrein;Ddrz;20221206;C;20
587;587_c;587;Diemen;Dmn;20221206;C;20
534;534_b;534;Leiden Centraal;Ledn;20221206;C;20
550;550__;550;Leeuwarden;Lw;20221206;C;20
468;468_f;468;Rotterdam Eemhaven;Reh;20221206;C;20
007;007__;7;Sauwerd - Winsum;Swd-Wsm;20221206;C;20
801;801_d;801;Moerdijk Industrieterrein;Mdki;20221206;C;20
121;121_c;121;Breda - Lage Zwaluwe;Bd-Zlw;20221206;C;20
114;114_a;114;Rotterdam Kleiweg - Rotterdam Westelijke Splitsing;Rtkw-Wspl;20221206;C;20
130;130_d;130;Axel Aansl. - Terneuzen Aansl.;Axa-Tnza;20221206;C;20
088;088__;88;Hilversum - Baarn;Hvs-Brn;20221206;C;20
107;107__;107;Moordrecht Aansl. - Den Haag Binckhorst;Mda-Bkh;20221206;C;20
525;525_b;525;Amsterdam Singelgracht Aansl.;Sgra;20221206;C;20
486;486_e;486;Amsterdam Westhaven (gebied);Awhv;20221206;C;20
081;081__;81;Zaandam - Amsterdam Singelgracht Aansl.;Zd-Sgra;20221206;C;20
523;523_f;523;Amsterdam Sloterdijk;Ass;20221206;C;20
001;001_a;1;Harlingen Haven - Leeuwarden;Hlgh-Lw;20221206;C;20
486;486_b;486;Amsterdam Westhaven (gebied);Awhv;20221206;C;20
478;478_a;478;Rotterdam Europoort 4;Re4;20221206;C;20
475;475_b;475;Rotterdam Maasvlakte;Mvt;20221206;C;20
475;475_a;475;Rotterdam Maasvlakte;Mvt;20221206;C;20
479;479_b;479;Maasvlakte 2;Mvt2;20221206;C;20
852;852_a;852;Axel Axelse Vlakte;Axavl;20221206;C;20
127;127_a;127;Roosendaal - Vlissingen;Rsd-Vs;20221206;C;20
019;019__;19;Wierden - Almelo;Wdn-Aml;20221206;C;20
818;818_a;818;Terneuzen Dow Chemical;Trzdow;20221206;C;20
586;586__;586;Amsterdam Centraal;Asd;20221206;C;20
817;817_h;817;Vlissingen Sloehaven;Sloe;20221206;C;20
012;012__;12;Meppel - Assen;Mp-Asn;20221206;C;20
042;042__;42;Vork - Kesteren;Vrk-Ktr;20221206;C;20
817;817_m;817;Vlissingen Sloehaven;Sloe;20221206;C;20
127;127_b;127;Roosendaal - Vlissingen;Rsd-Vs;20221206;C;20
557;557_b;557;Terneuzen Aansl.;Tnza;20221206;C;20
051;051__;51;s Hertogenbosch - Vught Aansl.;Ht-Vga;20221206;C;20
059;059__;59;Weert - Roermond;Wt-Rm;20221206;C;20
924;924_b;924;Kijfhoek;Kfh;20221206;C;20
056;056__;56;Venlo Grens - Venlo;Vlgr-Vl;20221206;C;20
614;614_a;614;s Hertogenbosch;Ht;20221206;C;20
002;002__;2;Leeuwarden - Groningen;Lw-Gn;20221206;C;20
009;009__;9;Meppel - Leeuwarden;Mp-Lw;20221206;C;20
210;210__;210;Zutphen - Winterswijk;Zp-Ww;20221206;C;20
803;803_h;803;Delfzijl Stamlijn Havenschap;Dzsh;20221206;C;20
803;803_m;803;Delfzijl Stamlijn Havenschap;Dzsh;20221206;C;20
531;531_a;531;Utrecht Centraal;Ut;20221206;C;20
547;547_a;547;Lunetten Aansl.;Utln;20221206;C;20
663;663_a;663;Rotterdam Barendrecht;Brd;20221206;C;20
663;663_c;663;Rotterdam Barendrecht;Brd;20221206;C;20
134;134__;134;Gouda - Moordrecht Aansl.;Gd-Mda;20221206;C;20
537;537_c;537;Moordrecht Aansl.;Mda;20221206;C;20
513;513_a;513;Geldermalsen;Gdm;20221206;C;20
135;135__;135;Weesp Aansl. - Lelystad Industrieterrein;Wpa-Llsi;20221206;C;20
003;003__;3;Groningen Losplaats - Waterhuizen Aansl.;Gnl-Wha;20221206;C;20
120;120_a;120;Lage Zwaluwe - Roosendaal;Zlw-Rsd;20221206;C;20
122;122__;122;Roosendaal - Breda;Rsd-Bd;20221206;C;20
518;518__;518;Weert;Wt;20221206;C;20
209;209__;209;Dieren - Apeldoorn;Dr-Apd;20221206;C;20
093;093__;93;Blauwkapel - Den Dolder;Bkp-Dld;20221206;C;20
083;083__;83;Haarlem - Zandvoort aan Zee;Hlm-Zvt;20221206;C;20
512;512_b;512;Ressen = Bemmel;Rsb;20221206;C;20
545;545_b;545;Roosendaal;Rsd;20221206;C;20
509;509_a;509;Baarn;Brn;20221206;C;20
165;165__;165;Kijfhoek - Moerdijkbrug;Kfh-Mdbr;20221206;C;20
130;130_a;130;Axel Aansl. - Terneuzen Aansl.;Axa-Tnza;20221206;C;20
061;061__;61;Roermond - Vlodrop Grens;Rm-Vdpg;20221206;C;20
467;467_b;467;Rotterdam Waalhaven Oost;Who;20221206;C;20
617;617_a;617;Boxtel;Btl;20221206;C;20
814;814_a;814;Maastricht Racc. Beatrixhaven;Mttrix;20221206;C;20
004;004__;4;Waterhuizen Aansl. - Zuidbroek;Wha-Zb;20221206;C;20
155;155_a;155;Meteren Aansl. - Ressen = Bemmel;Mtna-Rsb;20221206;C;20
608;608_b;608;Apeldoorn;Apd;20221206;C;20
823;823_c;823;Oosterhout Weststad;Otw;20221206;C;20
558;558_b;558;Amsterdam Riekerpolder;Asra;20221206;C;20
541;541_c;541;Weesp Aansl.;Wpa;20221206;C;20
610;610__;610;Dieren;Dr;20221206;C;20
608;608_a;608;Apeldoorn;Apd;20221206;C;20
940;940__;940;Amersfoort Bokkeduinen;Bkd;20221206;C;20
126;126_b;126;Roosendaal - Roosendaal Grens;Rsd-Rsdg;20221206;C;20
036;036__;36;Ede=Wageningen - Arnhem;Ed-Ah;20221206;C;20
653;653_b;653;Zuidbroek;Zb;20221206;C;20
211;211__;211;Barneveld Noord - Ede=Wageningen;Bnn-Ed;20221206;C;20
057;057__;57;Eindhoven - Weert;Ehv-Wt;20221206;C;20
305;305__;305;Stadskanaal Hoofdstation - Zuidbroek;Skn-Zb;20221206;C;20
619;619__;619;Heerhugowaard;Hwd;20221206;C;20
558;558_a;558;Amsterdam Riekerpolder;Asra;20221206;C;20
060;060__;60;Roermond - Venlo;Rm-Vl;20221206;C;20
612;612_b;612;Barneveld Noord;Bnn;20221206;C;20
226;226__;226;Gouda - Alphen a/d Rijn;Gd-Apn;20221206;C;20
510;510_b;510;Elst;Est;20221206;C;20
805;805_e;805;Dordrecht Zeehaventerrein;Ddrz;20221206;C;20
208;208__;208;Apeldoorn - Zutphen;Apd-Zp;20221206;C;20
502;502_a;502;Meppel;Mp;20221206;C;20
526;526_b;526;Amsterdam Muiderpoort;Asdm;20221206;C;20
563;563__;563;Den Haag Mariahoeve;Gvm;20221206;C;20
666;666_a;666;Meteren Aansl.;Mtna;20221206;C;20
067;067__;67;Heerlen - Schin op Geul;Hrl-Sog;20221206;C;20
815;815_b;815;Roodeschool Eemshaven;Rde;20221206;C;20
818;818_f;818;Terneuzen Dow Chemical;Trzdow;20221206;C;20
625;625_a;625;Lage Zwaluwe;Zlw;20221206;C;20
433;433__;433;Sittard - Born;Std-Bon;20221206;C;20
090;090__;90;Den Dolder - Amersfoort;Dld-Amf;20221206;C;20
098;098__;98;Breukelen - Utrecht Centraal;Bkl-Ut;20221206;C;20
857;857_b;857;Almelo Gem. Stamlijn;Gsalm;20221206;C;20
504;504_b;504;Heerlen;Hrl;20221206;C;20
587;587_a;587;Diemen;Dmn;20221206;C;20
562;562_b;562;De Haar Aansl.;Har;20221206;C;20
625;625_c;625;Lage Zwaluwe;Zlw;20221206;C;20
217;217__;217;Hoorn - Enkhuizen;Hn-Ekz;20221206;C;20
468;468_b;468;Rotterdam Eemhaven;Reh;20221206;C;20
666;666_b;666;Meteren Aansl.;Mtna;20221206;C;20
507;507_b;507;Velperbroek Aansl.;Va;20221206;C;20
043;043__;43;Kesteren - Geldermalsen;Ktr-Gdm;20221206;C;20
119;119_a;119;Lage Zwaluwe - Dordrecht;Zlw-Ddr;20221206;C;20
114;114_b;114;Rotterdam Kleiweg - Rotterdam Westelijke Splitsing;Rtkw-Wspl;20221206;C;20
540;540_c;540;Rotterdam Westelijke Splitsing;Wspl;20221206;C;20
814;814_b;814;Maastricht Racc. Beatrixhaven;Mttrix;20221206;C;20
511;511__;511;Vork;Vrk;20221206;C;20
543;543_a;543;Hengelo;Hgl;20221206;C;20
025;025__;25;Almelo - Hengelo;Aml-Hgl;20221206;C;20
163;163__;163;Rotterdam Lombardijen - Rotterdam Centraal;Rlb-Rtd;20221206;C;20
818;818_e;818;Terneuzen Dow Chemical;Trzdow;20221206;C;20
437;437_a;437;Arnhem Goederenstation - Velperbroek Aansl.;Ahg-Va;20221206;C;20
542;542_b;542;Dordrecht;Ddr;20221206;C;20
546;546_c;546;Blauwkapel;Bkp;20221206;C;20
626;626_c;626;Hoorn;Hn;20221206;C;20
054;054_c;54;Boxtel - Eindhoven;Btl-Ehv;20221206;C;20
022;022__;22;Haren - Waterhuizen Aansl.;Hrn-Wha;20221206;C;20
102;102__;102;Woerden - Alphen a/d Rijn;Wd-Apn;20221206;C;20
521;521_b;521;Schin op Geul;Sog;20221206;C;20
203;203__;203;Mariënberg - Emmen;Mrb-Emn;20221206;C;20
817;817_d;817;Vlissingen Sloehaven;Sloe;20221206;C;20
810;810_b;810;Dordrecht Industrieterrein Aansl. De Staart;Ddri;20221206;C;20
618;618_c;618;Eindhoven;Ehv;20221206;C;20
817;817_j;817;Vlissingen Sloehaven;Sloe;20221206;C;20
524;524_b;524;Zaandam;Zd;20221206;C;20
066;066_a;66;Landgraaf - Haanrade Grens;Lg-Hang;20221206;C;20
546;546_g;546;Blauwkapel;Bkp;20221206;C;20
110;110__;110;Den Haag Ypenburg - Leidschenveen;Ypb-Ldvn;20221206;C;20
468;468_g;468;Rotterdam Eemhaven;Reh;20221206;C;20
557;557_f;557;Terneuzen Aansl.;Tnza;20221206;C;20
805;805_c;805;Dordrecht Zeehaventerrein;Ddrz;20221206;C;20
506;506_b;506;Amersfoort;Amf;20221206;C;20
801;801_m;801;Moerdijk Industrieterrein;Mdki;20221206;C;20
546;546_b;546;Blauwkapel;Bkp;20221206;C;20
801;801_c;801;Moerdijk Industrieterrein;Mdki;20221206;C;20
551;551_a;551;Tilburg;Tb;20221206;C;20
557;557_e;557;Terneuzen Aansl.;Tnza;20221206;C;20
062;062__;62;Sittard - Roermond;Std-Rm;20221206;C;20
801;801_l;801;Moerdijk Industrieterrein;Mdki;20221206;C;20
819;819__;819;Etten=Leur Gem. Industrieterrein;Etni;20221206;C;20
146;146__;146;Warmond - Leiden Centraal;Wmd-Ledn;20221206;C;20
066;066_b;66;Landgraaf - Haanrade Grens;Lg-Hang;20221206;C;20
101;101__;101;Harmelen Aansl. - Woerden;Hmla-Wd;20221206;C;20
504;504_a;504;Heerlen;Hrl;20221206;C;20
851;851_b;851;Born Franciscushaven;Bonfh;20221206;C;20
801;801_q;801;Moerdijk Industrieterrein;Mdki;20221206;C;20
109;109__;109;Rhenen - De Haar Aansl.;Rhn-Har;20221206;C;20
467;467_a;467;Rotterdam Waalhaven Oost;Who;20221206;C;20
546;546_a;546;Blauwkapel;Bkp;20221206;C;20
565;565_b;565;Leidschenveen;Ldvn;20221206;C;20
070;070__;70;Schin op Geul - Maastricht;Sog-Mt;20221206;C;20
831;831_b;831;Oss Racc. Elzenburg;Oelz;20221206;C;20
133;133_b;133;Amsterdam Riekerpolder - Warmond;Asra-Wmd;20221206;C;20
818;818_d;818;Terneuzen Dow Chemical;Trzdow;20221206;C;20
474;474_b;474;Rotterdam Europoort 1;Re1;20221206;C;20
557;557_a;557;Terneuzen Aansl.;Tnza;20221206;C;20
028;028__;28;Hengelo - Enschede Grens;Hgl-Esg;20221206;C;20
213;213__;213;Boxtel - Uden;Btl-Ud;20221206;C;20
