NAAM;PUIC;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;GEOCODE_KM_VAN;NR_BEGIN;PUIC_BEGIN;OBJECTTYPE_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;GEOCODE_KM_TOT;NR_EIND;PUIC_EIND;OBJECTTYPE_EIND;KANTCODE_EIND;LRS_VAN;LRS_TOT;LENGTE_GEOM;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
1325R;4ebb1aaf-8155-454e-926d-c1cbebaeb8b9;087;;Weesp Aansl. - Hilversum;24.211017;1325;c6121f49-89e8-4325-8f0e-ccdb2a545806;WISSEL_GW;R;087;;Weesp Aansl. - Hilversum;25.779519;1349;3409a4f4-63b3-49e4-bbf3-ea2c9008ad59;WISSEL_GW;L;36470;1607414;1570944;20221206;C;20
447R;24367077-674d-4e09-b74e-e67083bd084d;011;;Assen - Haren;67.534598;447;bde059b3-dd48-4dc7-941f-e53be21aff87;WISSEL_GW;R;011;;Assen - Haren;67.97374;801;4a97188e-5ae7-4c94-b89e-82dfc42b5840;WISSEL_GW;V;36529;479837;443308;20221206;C;20
21-22R;06c54ea7-945e-4d14-b010-97405ca10865;924;a;Kijfhoek;35.264182;21-22;ebfe4960-ab07-40a9-b936-3ddbc512a63b;WISSEL_GW;R;924;a;Kijfhoek;34.50667;3359;5c734f91-5e0b-4a8c-b989-7cb648ca2a68;WISSEL_GW;L;34088;793491;759402;20221206;C;20
121AR;542a448a-c6fb-4d54-a226-e108cba56be5;664;b;Rotterdam Lombardijen;42.471673;121A;9d398ff2-1bed-4ffe-b081-697281526b65;WISSEL_GW;R;664;b;Rotterdam Lombardijen;42.93142;131B/133;63689fc4-456a-4c27-b2e4-538e9dea9ed7;WISSEL_EW;Q;37468;498152;460683;20221206;C;20
1401L;62fa9305-edfd-4e9c-b57c-4269f432e81a;144;a;Duivendrecht - Amsterdam Riekerpolder;155.994562;1401;8606cbb3-dda1-488d-b09a-a1696ed8bde6;WISSEL_GW;L;144;a;Duivendrecht - Amsterdam Riekerpolder;155.991693;1403;128e9cb1-9271-40dc-a094-f1ac187dbdd5;WISSEL_GW;L;36180;39059;2879;20221206;C;20
2335V;4eac6c63-f39d-4a54-8408-bc92bf47a1b6;611;b;Zevenaar;106.346242;2335;52af703e-6c16-461e-a9ba-377f3a18ad54;WISSEL_GW;V;039;;Zevenaar - Zevenaar Grens;107.432582;5101;4aa6e447-117a-483b-b658-1403f8c4fbac;WISSEL_GW;R;3600;1091073;1087472;20221206;C;20
70L;1b7fbbf1-363c-4ad0-8849-b53d59fe7ac3;817;e;Vlissingen Sloehaven;205.11309;70;c7df0d49-5182-4ae8-82be-daf5233a73ed;WISSEL_GW;L;817;e;Vlissingen Sloehaven;205.114899;72;3bf9a7dd-63dc-46d4-abef-780552977a69;WISSEL_GW;V;34088;35898;1809;20221206;C;20
70R;407574d5-81b6-4b13-a414-2a5b324cb851;817;e;Vlissingen Sloehaven;205.112902;70;c7df0d49-5182-4ae8-82be-daf5233a73ed;WISSEL_GW;R;817;e;Vlissingen Sloehaven;205.114704;71;6a7b23eb-8325-43b5-b749-880a89b7a7b9;WISSEL_GW;V;34065;35879;1814;20221206;C;20
119R;4abea163-12e2-496d-8f55-98686f8f81a8;517;b;Venlo;69.422274;119;3cb0e99f-0a68-4be6-baa4-32923504e3ca;WISSEL_GW;R;517;a;Venlo;0.112804;167;52bda96f-32eb-4e6a-8a0b-9db05ddc6e2f;WISSEL_GW;R;34087;653940;619852;20221206;C;20
2101AL;7b48dafb-5fb1-4084-aa51-0c124017046c;100;;Utrecht Centraal - Harmelen Aansl.;7.742966;2101A;a37c9b39-0565-4693-b477-14ecab659bb1;WISSEL_GW;L;100;;Utrecht Centraal - Harmelen Aansl.;7.959856;2115B;d6c99576-cdc3-404c-aa58-c5a4419a097b;WISSEL_GW;R;61145;277183;216038;20221206;C;20
284R;6ed064e7-f0c0-427e-9c64-6f0727fa55f6;470;a;Botlek;101.14118;284;008c07db-4e7c-4021-8dfc-d34696c18c83;WISSEL_GW;R;470;a;Botlek;101.631316;253;b4978006-53e5-4365-a0ff-e4c5cb655385;WISSEL_GW;V;34065;522830;488766;20221206;C;20
1107L;6909eca9-b04f-45e5-a446-46514ca6002b;470;g;Botlek;301.687255;1107;876d6c05-648e-4d03-8542-59f4530a4bb6;WISSEL_GW;L;470;g;Botlek;301.403359;1300;6e207bbf-8676-4025-943a-f3a6d85858a6;WISSEL_GW;L;34089;318808;284720;20221206;C;20
883V;8de56fae-a37b-45b6-adcc-70cf38a11973;531;d;Utrecht Centraal;1.402238;883;0a60939f-2b2e-462d-8d25-7293d3baaa2c;WISSEL_GW;V;531;d;Utrecht Centraal;1.268962;1463;87f79f46-ac24-4774-af13-d361bf3897ef;WISSEL_GW;R;3899;142162;138263;20221206;C;20
73L;37ff4f5e-d451-4a99-8f21-2d8e94c8da80;118;;Geldermalsen - Dordrecht;58.667622;73;2ecd277b-f34a-449f-b437-d05866d55fef;WISSEL_GW;L;118;;Geldermalsen - Dordrecht;58.154433;85;2ac6a625-1a3c-4057-a344-ddb8c9f7c1af;WISSEL_GW;R;36470;550996;514526;20221206;C;20
1067AV;3b9c363d-70e2-43e2-8aa8-3eb37fd9c5de;094;;Utrecht Centraal - Blauwkapel;3.371266;1067A;ba151e58-e668-4cbe-aaf9-9a3fb7ff4190;WISSEL_GW;V;094;;Utrecht Centraal - Blauwkapel;3.35834;1069B;a0a9b90a-3699-437d-b9d1-674bc1804442;WISSEL_GW;V;4500;17545;13044;20221206;C;20
926V;1835eb33-0415-4de6-822a-91f1e911c111;550;;Leeuwarden;25.70691;926;4ed68c17-67c6-4d13-b8cd-e319753ebebd;WISSEL_GW;V;550;;Leeuwarden;25.54925;943;a4e880e2-a9ff-4842-a0b2-60207383a359;WISSEL_GW;V;4500;165209;160709;20221206;C;20
972R;d4058173-1c99-4830-908a-e3956c46091b;550;;Leeuwarden;25.601615;972;06d362dc-78af-40b9-9d4a-89df7f94bff9;WISSEL_GW;R;550;;Leeuwarden;25.602013;974;f3b04028-d565-4e97-8597-ee08fe4cd6cf;WISSEL_GW;V;34043;34441;398;20221206;C;20
21AR;8f13709f-d1d3-4516-bdab-9c9dcdcbd7bc;009;;Meppel - Leeuwarden;114.687543;21A;0aa9f4a8-562d-46dd-88df-bc46f01a4ec8;WISSEL_GW;R;009;;Meppel - Leeuwarden;114.851738;ES_21AR;d398a2e1-219f-4073-ab03-0fcae9e34d6d;EINDESPOOR;;34065;199418;165353;20221206;C;20
273R;d53cbba3-b476-4ace-8259-e9e8eebc00eb;516;a;Blerick;1.54983;273;244527d4-a0b7-410b-8eb9-9413556b7655;WISSEL_GW;R;516;a;Blerick;1.610517;277;15935bcf-23d4-429a-9f1c-8df2f9e7b27a;WISSEL_GW;V;34088;94617;60529;20221206;C;20
275L;44dbc2df-0f6d-407d-a5bf-110b8534c949;516;a;Blerick;1.581784;275;68cdb846-4b41-4097-b596-d26967859bef;WISSEL_GW;L;516;a;Blerick;2.243155;283;c7306b9a-bef2-4250-ad8a-ecbcebb3b056;WISSEL_GW;R;36471;699492;663022;20221206;C;20
55AR;f270d2ae-c0e3-42c2-923c-e2443954b786;128;;Diemen Aansl. - Weesp Aansl.;13.248311;55A;5bde7fec-66d2-4e92-b478-ab77178689ee;WISSEL_GW;R;128;;Diemen Aansl. - Weesp Aansl.;13.271633;55B;789015e6-a86f-4f3f-a4bc-38c185bfd793;WISSEL_GW;R;58138;81606;23467;20221206;C;20
25BV;9cc1c2a3-48be-4abf-8d3e-c360ed0040d7;128;;Diemen Aansl. - Weesp Aansl.;12.79124;25B;e7b44d72-1469-4357-9dc0-3b62a196c4dd;WISSEL_GW;V;128;;Diemen Aansl. - Weesp Aansl.;13.185969;55A;5bde7fec-66d2-4e92-b478-ab77178689ee;WISSEL_GW;V;4499;398231;393732;20221206;C;20
63V;a90dcb51-581f-482c-b00f-49963a980d31;128;;Diemen Aansl. - Weesp Aansl.;13.349397;63;722005c7-07a1-485a-8527-a1df22ae25d7;WISSEL_GW;V;128;;Diemen Aansl. - Weesp Aansl.;13.35347;65B;aaa57fbf-caca-4514-8d97-d7e90eef31a3;WISSEL_GW;L;3899;7935;4036;20221206;C;20
ST_X0485;5675712d-a7a3-4dbc-aa45-f6453d5eac29;087;;Weesp Aansl. - Hilversum;25.829376;ES_X0485;113f4063-6272-41f3-944e-afd44006f467;EINDESPOOR;;087;;Weesp Aansl. - Hilversum;26.049053;ES_X0742;5a946a16-8d8c-4f95-b408-5e67e4f398fe;EINDESPOOR;;0;219653;219653;20221206;C;20
441V;20801150-cfaa-427d-80eb-195d16213ad5;011;;Assen - Haren;67.288161;441;1b86181b-e218-4225-a95a-8a0301e8b378;WISSEL_GW;V;011;;Assen - Haren;67.369521;445;4906fac8-fa73-4ede-9b13-547a0d4778a8;WISSEL_GW;V;3776;85001;81225;20221206;C;20
9R;42661367-c453-4d4d-becf-79b9884ac15a;009;;Meppel - Leeuwarden;114.234769;9;2a6b2038-5cb2-4321-a36c-ff987b45c568;WISSEL_GW;R;009;;Meppel - Leeuwarden;114.680945;21B;e1c850ea-c3aa-48b0-a534-07d28a9b02fe;WISSEL_GW;R;36640;483167;446527;20221206;C;20
40L;2b861e50-709e-4096-b52e-befc0120c99b;005;;Zuidbroek - Nieuweschans Grens;127.642;125;2a7548a4-b26a-4aa3-9bd2-760cdda4c51e;WISSEL_GW;V;775;;Nieuweschans Grens - Weener (D);17.491;40;0fc69f95-b87e-4d07-818a-b46396333093;WISSEL_GW;L;9414273;4500;9409772;20221206;C;20
1159V;627972bf-b276-49e8-8be5-e0e18eb37b61;617;a;Boxtel;39.497055;1159;057fe581-2b9a-4b6b-9caf-581a0bd91e25;WISSEL_GW;V;617;a;Boxtel;39.518752;1163;cfab4801-2a72-4264-b300-8b948e1665bf;WISSEL_GW;L;4500;26050;21551;20221206;C;20
963AS;de9595d9-66f5-4b55-a946-fb3372293724;132;;Moordrecht Aansl. - Rotterdam Kleiweg;48.805438;963A/963B;30bc8dd6-e14b-47b2-9aaf-06aa5fb88684;WISSEL_EW;S;132;;Moordrecht Aansl. - Rotterdam Kleiweg;48.782951;ES_963AS;4c6ff0f9-1291-4030-80f3-6ded208e2dc1;EINDESPOOR;;23010;45690;22679;20221206;C;20
1097V;c036e4b8-df82-4e99-be9a-6b8f48fb0161;534;b;Leiden Centraal;46.087844;1097;75ca4917-3f59-4b11-bce4-180ed0d76dd5;WISSEL_GW;V;534;b;Leiden Centraal;46.240055;1109A;ac4a205b-f804-456f-9d04-ae7e3387d031;WISSEL_GW;V;4501;155279;150779;20221206;C;20
1069AV;66cd7d64-1395-4e14-a56b-7e184406d896;094;;Utrecht Centraal - Blauwkapel;3.250394;1069A;982aaa76-f613-4248-a60f-56df515a3a6d;WISSEL_GW;V;094;;Utrecht Centraal - Blauwkapel;2.856057;1081;f07b612e-892c-4054-8009-4fa291cec72a;WISSEL_GW;R;4499;398317;393818;20221206;C;20
325BV;337deda0-9247-4887-b545-b9bc27119c66;586;;Amsterdam Centraal;81.404591;325B;e22c6c52-9e0d-4809-bd7e-e927dbcc49e3;WISSEL_GW;V;586;;Amsterdam Centraal;81.490007;337B;971d5da9-2288-4302-8306-69ede070ea49;WISSEL_GW;L;4750;87771;83020;20221206;C;20
323BV;64082894-c4c3-4a09-b6ee-1ec738a7353b;586;;Amsterdam Centraal;81.405602;323B;ffaac697-0f27-4f92-a44e-b59fea87c72d;WISSEL_GW;V;586;;Amsterdam Centraal;81.460656;337A;cf1aeefd-cd81-4588-85e4-3b580bacddb4;WISSEL_GW;V;4750;58230;53480;20221206;C;20
315V;1e95685c-9c44-45c9-b7a2-d21e099e1b7f;586;;Amsterdam Centraal;81.296536;315;efbf9fa4-d93d-40cb-819c-1b76e7371b2d;WISSEL_GW;V;586;;Amsterdam Centraal;81.36846;325B;e22c6c52-9e0d-4809-bd7e-e927dbcc49e3;WISSEL_GW;L;4500;78190;73691;20221206;C;20
297AP;79f41299-db42-422b-addd-403eb419ebaf;586;;Amsterdam Centraal;81.290681;295B/297A;c276ea25-7b32-45a7-859c-0df45eb1ed86;WISSEL_EW;P;586;;Amsterdam Centraal;81.337104;321B/325A;a9f3851c-fb4a-42ce-a712-6820ab876463;WISSEL_EW;Q;23010;69693;46684;20221206;C;20
275AT;451b9e09-5ba2-46ca-8c05-616a9bc05d53;586;;Amsterdam Centraal;81.248676;273/275A;af4a6e28-90a6-4f9a-b45c-2c9429c4fa42;WISSEL_EW;T;586;;Amsterdam Centraal;81.408374;377;b0d1f9f1-a446-4303-8ecf-71a181c8c9ff;WISSEL_GW;L;23010;179531;156521;20221206;C;20
223AT;0e46cb82-172d-429f-b368-553717a05f7c;536;;Den Haag HS;60.607802;221B/223A;956905d5-bad8-4dc5-9c73-912e8e2f651d;WISSEL_EW;T;536;;Den Haag HS;60.670516;243B/245A;90d59735-e751-4da9-b0aa-ef42f096ca80;WISSEL_EW;S;25990;88261;62271;20221206;C;20
299T;3af0074e-10d3-4188-a019-701d53f75a25;536;;Den Haag HS;61.487886;297B/299;12abb6c2-ed4b-476f-8888-ab8b88639061;WISSEL_EW;T;536;;Den Haag HS;61.585627;315B;0a7c950f-f391-458c-80e2-a269ec558392;WISSEL_GW;R;23010;121478;98468;20221206;C;20
297AR;57b69d5d-3d6e-4b35-978e-aa2e8cfd7eb8;536;;Den Haag HS;61.393598;297A;6b609bfc-99c8-4343-909f-c35f76d51076;WISSEL_GW;R;536;;Den Haag HS;61.441418;297B/299;12abb6c2-ed4b-476f-8888-ab8b88639061;WISSEL_EW;S;34088;81535;47447;20221206;C;20
1009L;53b4f6ed-eade-4a6a-b243-d8b60573a7e1;520;c;Maastricht;36.786546;1009;f7d10d76-be24-4a29-a9d1-2ea42e75ad65;WISSEL_GW;L;520;c;Maastricht;36.966;ES_1009L;c5e1b6a5-be8c-4423-89c9-18d8d7d22a3b;EINDESPOOR;;36470;344664;308194;20221206;C;20
283L;523f7f14-2e05-41ba-8131-6f15701c96fe;609;;Zutphen;27.51681;283;b0c42795-3376-4bcb-9026-178169f95bea;WISSEL_GW;L;609;;Zutphen;27.249524;ES_283L;aade2d41-39cb-4019-95cb-a47da65fb6e9;EINDESPOOR;;36469;300785;264316;20221206;C;20
281R;b193ce9f-1740-4b41-85a8-6e05f2c85e2a;609;;Zutphen;27.559255;281;53c3835b-92c6-4834-a9f0-58b6ffbb1493;WISSEL_GW;R;609;;Zutphen;27.25742;ES_281R;d29fef81-32b3-47fe-893f-1e503f96ac15;EINDESPOOR;;36491;335745;299253;20221206;C;20
18L;d363af34-be2a-415c-9f11-03c5215ef84f;614;c;s Hertogenbosch;47.320029;18;b6110751-c6d5-4f6a-b1df-f5ef27f05380;WISSEL_GW;L;614;c;s Hertogenbosch;47.081545;ES_18L;ba286539-3994-49ab-afec-6fb10f7c787d;EINDESPOOR;;34066;268138;234072;20221206;C;20
16V;f79b667d-b5f7-4823-85d6-99932244f510;614;c;s Hertogenbosch;47.30556;16;61c6d04b-b87d-4bde-a8fb-11e7aaed478f;WISSEL_GW;V;614;c;s Hertogenbosch;47.320401;18;b6110751-c6d5-4f6a-b1df-f5ef27f05380;WISSEL_GW;R;4500;19947;15447;20221206;C;20
1215L;43e4a60f-3623-40b6-94df-c1e6debcc28c;008;;Leeuwarden - Stavoren;9.563271;1215;11db0b51-e95b-41bb-b749-7db0f105eb74;WISSEL_GW;L;008;;Leeuwarden - Stavoren;10.194971;1221;9bf33eea-b40e-4fd8-96bb-e9ea3f864f6e;WISSEL_GW;R;60916;692406;631489;20221206;C;20
918L;0c3f025d-a067-48f9-b826-5bb09bac52e7;543;c;Hengelo;45.663165;918;f724a186-f0ea-421e-a795-fae01b18d866;WISSEL_GW;L;543;c;Hengelo;45.515705;920;3380e212-9318-4cb8-9068-cdae761ce3c8;WISSEL_GW;R;36511;186174;149664;20221206;C;20
984L;92548502-2c46-4f6d-9dc2-7bbfb6054259;924;a;Kijfhoek;34.403737;984;8a3d9d53-0478-479a-bf75-386f2410e9b8;WISSEL_GW;L;924;a;Kijfhoek;35.263604;37-38;e1fff96d-170d-473d-af81-f1927cc0e217;WISSEL_GW;R;34066;897494;863428;20221206;C;20
351V;a5a52eca-fcb5-4a2f-a704-5daa7714c0c1;055;;Blerick - Eindhoven;8.459442;351;76d22c8d-350f-4201-a664-efcd8b21c395;WISSEL_GW;V;055;;Blerick - Eindhoven;8.464754;353;801d881c-b7fb-4747-bdde-c60ad6b40a83;WISSEL_GW;V;3899;9178;5279;20221206;C;20
349V;b63627ed-1af3-4071-b0a2-89ecb3940e20;055;;Blerick - Eindhoven;8.459459;349;19b23f39-8a8f-4051-9faf-4950499bc816;WISSEL_GW;V;055;;Blerick - Eindhoven;9.420997;357;a036f180-99c0-48aa-be26-4699681e9d77;WISSEL_GW;L;3900;966514;962614;20221206;C;20
331L;be300d0b-4b33-4473-aef8-2dd95536db03;055;;Blerick - Eindhoven;7.10033;331;d04947b0-014b-4e98-b525-17c5dd1aefc9;WISSEL_GW;L;055;;Blerick - Eindhoven;8.192393;339;34cf63e8-9767-40d3-a25f-f8aa00b627eb;WISSEL_GW;L;72972;1165646;1092674;20221206;C;20
141BV;bce8585d-7543-4d85-bba3-58f11068202d;541;a;Weesp Aansl.;2.317463;141B;ce8ec0ee-82ed-428c-8409-f137af75d4d4;WISSEL_GW;V;541;a;Weesp Aansl.;2.329804;143A;abc03840-bac3-4c6c-8530-89df8d2863ac;WISSEL_GW;V;3899;16233;12334;20221206;C;20
120R;5f36e2e5-8943-4eed-b376-1cd85756dd79;528;b;Hilversum;28.793443;120;278fb374-61e8-4cac-81d2-0aaf014230f4;WISSEL_GW;R;528;b;Hilversum;28.995125;ES_120R;df5560fd-f3fb-4fc4-b7d3-7c77fee5e6ca;EINDESPOOR;;35835;235312;199477;20221206;C;20
33V;df3e9d58-db91-40b2-b8d1-e719e830de93;128;;Diemen Aansl. - Weesp Aansl.;12.849672;33;d1a566fa-8d2c-4e45-91c8-3c41a190f8ee;WISSEL_GW;V;128;;Diemen Aansl. - Weesp Aansl.;13.283853;63;722005c7-07a1-485a-8527-a1df22ae25d7;WISSEL_GW;L;4501;435520;431019;20221206;C;20
251BQ;5829c95e-45ae-4e75-a32a-549e470b463c;502;b;Meppel;100.479465;251B/253;7149c521-0246-4148-9927-9b3d497810e0;WISSEL_EW;Q;502;b;Meppel;100.277052;ES_251BQ;6a9394a7-2a7d-408e-8616-27a1f51b0a1a;EINDESPOOR;;23010;226116;203106;20221206;C;20
151P;a64723eb-1aea-4eb1-944f-3f6ff374b308;501;;Groningen;80.786145;149B/151;f0866267-3ea3-427b-a25e-3acf8da0a6e7;WISSEL_EW;P;501;;Groningen;80.873805;ES_151P;5989541b-5022-4cd9-9709-8d29c52a87d7;EINDESPOOR;;23009;104053;81044;20221206;C;20
231AR;f42172e0-de93-4742-a9ae-0bed024f26d9;013;;Herfte Aansl. - Meppel;88.038293;231A;aa7eb6f0-5e19-4687-af8c-2df402a17c6e;WISSEL_GW;R;013;;Herfte Aansl. - Meppel;88.440219;233B;0205e482-55b8-4ecc-96b2-bb062b18cabc;WISSEL_GW;L;36470;442718;406248;20221206;C;20
231BV;eff9c26c-d0f9-4c9e-9fcc-6a4823bcc86c;013;;Herfte Aansl. - Meppel;88.060904;231B;84d2b658-0129-4e86-a880-4788c1cecb11;WISSEL_GW;V;013;;Herfte Aansl. - Meppel;88.41574;233A;cc1e5e28-1abf-46de-ba5a-4818078650d2;WISSEL_GW;V;3900;362605;358704;20221206;C;20
905R;85a19305-58a7-4aa5-b374-d7e2c8e8587e;502;b;Meppel;100.890214;905;d7f48dd2-f158-4e0e-9da2-d5faa52c2f90;WISSEL_GW;R;502;b;Meppel;101.098735;ES_905R;3c74c2a2-c13a-4109-85a8-d06c66d74003;EINDESPOOR;;34065;244609;210543;20221206;C;20
121Q;2ddc0082-b36d-4f15-a117-5df1250f440b;501;;Groningen;80.800852;121/123A;de216307-9253-4661-bfcd-5db116ecb7e5;WISSEL_EW;Q;501;;Groningen;80.482551;ES_121Q;13a714da-c9a2-41a7-bc73-a2747b5f5973;EINDESPOOR;;23010;342855;319845;20221206;C;20
900L;1e7ed2bf-189b-4a12-b7d4-50ba36c74f0a;087;;Weesp Aansl. - Hilversum;25.038559;900;0f641801-0c3f-4326-8954-6291ce12100e;WISSEL_GW;L;087;;Weesp Aansl. - Hilversum;24.830551;931/1337;f358ce3c-6d79-46f1-843e-896e2a5e5eb0;WISSEL_EW;S;34065;243020;208955;20221206;C;20
954R;34ace897-68bd-4a0c-b269-26e405ef5bf7;550;;Leeuwarden;25.00968;954;021d4b3a-b761-4940-b124-5d58dcf90464;WISSEL_GW;R;550;;Leeuwarden;24.769276;ES_954R;072e992f-709a-4926-9664-136ca040c667;EINDESPOOR;;36637;275327;238689;20221206;C;20
45L;9943ad15-5690-4aa8-8b8c-e1117691d527;550;;Leeuwarden;25.301618;45;dd6b710e-b332-41e2-812d-67f74c69a2cb;WISSEL_GW;L;550;;Leeuwarden;24.95482;ES_45L;68ffcbf4-d332-493a-83d9-a070b3cd91a2;EINDESPOOR;;34065;382957;348892;20221206;C;20
954V;39383021-83d3-4107-850f-be011e28d5b4;550;;Leeuwarden;25.049501;954;021d4b3a-b761-4940-b124-5d58dcf90464;WISSEL_GW;V;550;;Leeuwarden;25.06477;955;8e34d5d1-84e5-42e4-b2e5-0bf9a2eba218;WISSEL_GW;L;3899;19369;15469;20221206;C;20
91AP;32708f8f-86d6-407b-a098-c604f9cb8192;545;b;Roosendaal;22.387132;81B/91A;687d9dea-47d0-4d3a-9481-88b96c98f196;WISSEL_EW;P;545;b;Roosendaal;22.665957;107B/109A;18920276-6afe-49e9-8707-7b49d70a8a93;WISSEL_EW;S;25990;304803;278813;20221206;C;20
39L;e52a7399-28b9-42f2-92c6-40695644f7bf;527;c;Haarlem;16.520206;39;0f9a18e5-3540-4530-9e39-d546d643ddd9;WISSEL_GW;L;527;c;Haarlem;16.319156;ES_39L;9d9ed24a-83cf-42c4-93d8-539cc61b4db8;EINDESPOOR;;36493;243845;207352;20221206;C;20
957V;b902ab5a-01c9-435a-a681-cdd403fed2e7;927;;Watergraafsmeer;905.547425;957;211d5baf-d9d4-49d5-bb53-3241d4e81140;WISSEL_GW;V;927;;Watergraafsmeer;905.503595;3075B/3081;f17b501c-10b2-4094-98fb-e3e30d7b9d30;WISSEL_EW;T;3898;47178;43280;20221206;C;20
75BR;2f7d6413-a3a8-4f4b-b38b-c38192690066;527;c;Haarlem;17.110247;75B;177bac14-90c9-4b12-b919-d16cc56b253c;WISSEL_GW;R;527;c;Haarlem;16.934481;SJ_75BR;c7ec86a7-d931-4f71-bcf0-3832f7a11ecc;STOOTJUK;;36470;212559;176089;20221206;C;20
81AP;cf1e6e9e-c347-48bd-bdc0-a0127d079ecd;527;c;Haarlem;17.214325;79B/81A;35d9de1b-2b9d-4b28-9ce5-24f68f0b4f65;WISSEL_EW;P;527;c;Haarlem;17.240071;97;399b5b05-d938-475f-a912-da4a73b0568a;WISSEL_GW;R;23009;48276;25267;20221206;C;20
105AL;57d4f409-587a-4fe9-aad7-63571d25a08a;527;c;Haarlem;17.272558;105A;906df714-9aba-44b4-9fdd-e55a902ade98;WISSEL_GW;L;527;c;Haarlem;17.42157;109B;c09fa05a-7794-4ecf-a224-f3e8fa8f7e03;WISSEL_GW;R;58128;208102;149975;20221206;C;20
99AP;75223b22-40dc-48c1-825f-8b8c60a31f2e;527;c;Haarlem;17.292897;95/99A;6d81d92d-5480-45c4-9eea-348235643d32;WISSEL_EW;P;527;c;Haarlem;17.321164;111/113A;c1ca2867-a259-4bf6-bc90-7709a05ae058;WISSEL_EW;S;25412;54742;29330;20221206;C;20
73L;06993f4d-b72e-4562-b4ac-fa279e218622;527;c;Haarlem;17.136509;73;53ecd8ee-dab7-471a-9c15-789787e2ad20;WISSEL_GW;L;527;c;Haarlem;17.282059;91B/93;3ce7a598-d418-42bf-8aae-68876667b847;WISSEL_EW;S;34089;178363;144274;20221206;C;20
15V;542a9149-f4d4-45de-969d-0bba6059bb9d;618;c;Eindhoven;58.392765;15;e326303f-d44c-4957-beea-37a04a4c8088;WISSEL_GW;V;618;c;Eindhoven;58.440241;21A;398390ca-5681-4197-805b-1b9ee58b9e5e;WISSEL_GW;V;4500;50791;46291;20221206;C;20
1185L;81b71305-75a8-4e85-8aa1-bb7bf4239299;585;;Diemen Aansl.;8.399275;1185;11974353-5e3b-4dde-b1a6-52c4bd12060a;WISSEL_GW;L;128;;Diemen Aansl. - Weesp Aansl.;10.193527;1235;bb56c268-aae2-4335-8997-95f6baf9ad7a;WISSEL_GW;R;121484;1918365;1796881;20221206;C;20
249V;668bbd1d-99bf-45a9-94fe-ceabbcde77ab;618;b;Eindhoven;50.427073;249;92a57963-eabd-4573-8adb-6a0c26086253;WISSEL_GW;V;618;b;Eindhoven;50.043418;SJ_249V;bfbf90fa-0172-4d8d-83aa-40b77d9f9ab1;STOOTJUK;;3900;377637;373737;20221206;C;20
247R;64e409d4-9f02-423b-8af5-307114ffb322;618;b;Eindhoven;50.502837;247;67520750-3346-4743-895e-d9ebb4936a2e;WISSEL_GW;R;618;b;Eindhoven;50.465958;249;92a57963-eabd-4573-8adb-6a0c26086253;WISSEL_GW;R;36415;70883;34468;20221206;C;20
1187L;568d05fb-de4a-4464-801e-cb3ee2a9db93;585;;Diemen Aansl.;8.397253;1187;23fe3583-3a51-481c-aa3b-2f403b0e50c7;WISSEL_GW;L;128;;Diemen Aansl. - Weesp Aansl.;10.309747;1245;e5d3dd5a-976c-498a-93c4-f807b90ce235;WISSEL_GW;R;121479;2036650;1915171;20221206;C;20
17L;a614c32f-d5ef-4d53-8d81-2a64b3fd6ee8;950;a;Barendrecht Vork - Rotterdam Maasvlakte;6.462499;17;6fe9f10d-ebb5-4009-8150-85890033c591;WISSEL_GW;L;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7.152343;640;001d7335-3721-4bc3-be1d-0d98e63d5cf5;WISSEL_GW;R;34065;691150;657085;20221206;C;20
955V;2c4f94a3-4e4d-4327-b8fe-c49716d47d2f;550;;Leeuwarden;25.104227;955;8e34d5d1-84e5-42e4-b2e5-0bf9a2eba218;WISSEL_GW;V;550;;Leeuwarden;25.171791;957A/957B;2d98efe6-67f8-414f-a021-6de3d77e8836;WISSEL_EW;T;3900;71248;67349;20221206;C;20
962L;803f2ea4-b027-4a80-8c76-61d512a4aeea;550;;Leeuwarden;25.273954;962;b1e36755-158b-46d0-a783-fd0685ce0d17;WISSEL_GW;L;550;;Leeuwarden;25.552118;ES_962L;41f9cb43-266d-47cf-a1bd-e3a6be1d38cb;EINDESPOOR;;31752;332762;301010;20221206;C;20
231AV;5abad409-92ff-44ab-85cd-b0fbcc54b524;013;;Herfte Aansl. - Meppel;87.998517;231A;aa7eb6f0-5e19-4687-af8c-2df402a17c6e;WISSEL_GW;V;603;a;Zwolle;3.842199;4481;a544f100-6c85-4adc-8099-b49e9611ee3f;WISSEL_GW;V;3900;13648237;13644337;20221206;C;20
1101V;e8200fe8-aaeb-4429-ac80-f5fbc40a3049;534;b;Leiden Centraal;46.087365;1101;4a4bf161-1eb3-491e-bccb-9370ff01f25b;WISSEL_GW;V;534;b;Leiden Centraal;46.159297;1103B;dd2ee3bd-5008-467a-896d-bd1c813bd3ad;WISSEL_GW;L;4500;76009;71509;20221206;C;20
