NAAM;PUIC;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;GEOCODE_KM_VAN;NR_BEGIN;PUIC_BEGIN;OBJECTTYPE_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;GEOCODE_KM_TOT;NR_EIND;PUIC_EIND;OBJECTTYPE_EIND;KANTCODE_EIND;LRS_VAN;LRS_TOT;LENGTE_GEOM;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
922L;216f6ac6-6e4c-4d3a-8412-8382014374c3;504;b;Heerlen;17.442871;922;2351b2fa-703e-4532-9456-ccd88bfdb46f;WISSEL_GW;L;504;b;Heerlen;18.013762;937;d47e6be1-a946-4be9-9aab-1de5d10f1c79;WISSEL_GW;R;34092;608985;574892;20221206;C;20
1AV;3a62f41e-c1d2-43fc-ac2d-a24e57b46b3a;066;a;Landgraaf - Haanrade Grens;25.696151;1A;299457d2-809b-4087-8603-70afa56ffa57;WISSEL_GW;V;661;b;Landgraaf;21.602956;113;2327a0a8-5b06-4afc-bc95-68bc0ebb86f7;WISSEL_GW;R;4500;4096804;4092304;20221206;C;20
335BV;9593b295-5411-49ff-8ac3-300cdbcd6df2;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17.389109;335B;0a67b752-cd1c-4bcb-8aa4-e91efd5abeb6;WISSEL_GW;V;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17.39177;341/343;119a0ad2-b9a0-4183-8b5a-9af8c230bea9;WISSEL_EW;T;4500;7160;2660;20221206;C;20
225R;a400fbb2-838a-4920-ae6b-cac5c858e294;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17.384319;225;2c6bc5c2-eed8-4a73-a02f-b72371b9bc1c;WISSEL_GW;R;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17.39192;341/343;119a0ad2-b9a0-4183-8b5a-9af8c230bea9;WISSEL_EW;P;34087;41732;7645;20221206;C;20
229L;bddcf0a9-6d58-4668-8667-ddb558627326;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17.511775;229;f6141a84-476e-495a-bc4d-3cb08f98b0c8;WISSEL_GW;L;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17.497854;363;965ac386-5a8c-4544-a8f3-ff1f5d98c590;WISSEL_GW;L;58138;72108;13970;20221206;C;20
363R;aebdcc02-6f00-436d-9a16-dd371334de03;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17.497942;363;965ac386-5a8c-4544-a8f3-ff1f5d98c590;WISSEL_GW;R;950;a;Barendrecht Vork - Rotterdam Maasvlakte;18.244136;377;4bc5d59e-fbf0-472d-b1a8-2f3f62636a97;WISSEL_GW;R;58132;799080;740948;20221206;C;20
349Q;e2efb51e-b198-4a46-bd69-46e0b37d0541;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17.519048;349/357B;e6ec89b5-ff63-4429-8acb-890bbbf79b8c;WISSEL_EW;Q;950;a;Barendrecht Vork - Rotterdam Maasvlakte;18.283685;379/381;a3e61b4d-a204-4055-92cc-83c67244a170;WISSEL_EW;T;23010;783455;760445;20221206;C;20
129AP;13678fbe-754c-457a-8b4c-9601de64ace7;520;a;Maastricht;0.676178;127B/129A;e1d1e417-4025-4516-89f6-e7878220631d;WISSEL_EW;P;520;a;Maastricht;0.743743;149B/151A;a4ead66b-46e9-46b1-a205-8c00794f5218;WISSEL_EW;Q;25990;93932;67942;20221206;C;20
3835R;c683148e-c487-48a0-860d-0f3919b3f273;098;;Breukelen - Utrecht Centraal;27.929247;3835;bfbbc0d6-6b1b-445f-a517-f0919a27ab1a;WISSEL_GW;R;098;;Breukelen - Utrecht Centraal;28.963173;3873;e2c72869-8aee-4792-9cde-93d7ab6a1e5c;WISSEL_GW;L;61145;1095240;1034095;20221206;C;20
018V;2ae86e35-6ac9-46c7-8f68-f32cc50c721c;467;c;Rotterdam Waalhaven Oost;101.817441;018;0a107407-62e1-4c9d-8c97-66a5fea751bf;WISSEL_GW;V;467;c;Rotterdam Waalhaven Oost;101.154442;22;f2f0ec1f-df5c-4212-a8a8-856d57f8f755;WISSEL_GW;L;4500;667172;662672;20221206;C;20
016R;44594e1d-e902-41db-b91c-ccf1f88b1452;467;c;Rotterdam Waalhaven Oost;101.857917;016;6daa0ea6-85dd-4f38-a025-1b6916fefa04;WISSEL_GW;R;467;c;Rotterdam Waalhaven Oost;101.154647;22;f2f0ec1f-df5c-4212-a8a8-856d57f8f755;WISSEL_GW;R;34662;736952;702289;20221206;C;20
011L;124e38e4-8ca7-41ca-a190-8f70849fbb3b;467;c;Rotterdam Waalhaven Oost;101.923261;011;8ab6bab6-3649-46bf-9cac-df337901f306;WISSEL_GW;L;467;c;Rotterdam Waalhaven Oost;101.097025;21;ce50b79c-570c-46ab-aa4d-cf047f0fc821;WISSEL_GW;L;34088;856812;822724;20221206;C;20
4087V;508f5376-76fc-4cfa-9d43-cc8c52442b59;926;;Zwolle Rangeerterrein;1.089741;4087;76347787-70ca-4644-a3c1-00d4a53a9ce9;WISSEL_GW;V;926;;Zwolle Rangeerterrein;1.695539;4105;b58e34bc-daa1-4f0c-8480-ce3b77736a94;WISSEL_GW;L;3901;611729;607829;20221206;C;20
215T;825a7015-08f9-4c94-a18f-81259cbd6f1d;124;a;Tilburg - Vught Aansl.;4.447528;213/215;196c159a-5c9c-42e1-8788-59b534f1db67;WISSEL_EW;T;124;a;Tilburg - Vught Aansl.;4.522409;ES_215T;0143ef51-3a46-453a-98af-7682c7ed254b;EINDESPOOR;;25990;101144;75155;20221206;C;20
2229R;871b6928-0ae3-4a1c-8173-11d58c5bcf68;614;c;s Hertogenbosch;48.451432;2229;046e1b86-e3aa-4d27-9e0f-4f1272ce308f;WISSEL_GW;R;614;c;s Hertogenbosch;48.683276;ES_2229R;2fa7426b-c6d4-4ee1-8174-f969951ba017;EINDESPOOR;;36492;270030;233539;20221206;C;20
401AL;102e3d69-6037-4996-a8f8-73a22cb4b221;614;c;s Hertogenbosch;48.674554;401A;61e0069f-c1ff-44be-adf8-bb1e0a5de7e2;WISSEL_GW;L;051;;s Hertogenbosch - Vught Aansl.;48.732351;ES_401AL;4446e184-dd06-43da-8658-1ff8fee968a7;EINDESPOOR;;34662;90709;56047;20221206;C;20
401BV;66d48255-6776-4947-a3c6-d5c79179d0fa;051;;s Hertogenbosch - Vught Aansl.;48.711518;401B;33575682-bf20-4587-8401-650632504b33;WISSEL_GW;V;051;;s Hertogenbosch - Vught Aansl.;48.733634;ES_401BV;1517a57f-4daf-40bf-a97a-633fed1532d8;EINDESPOOR;;4500;25341;20841;20221206;C;20
401BL;8d278bb3-81bd-48a8-aa35-e573cadca560;051;;s Hertogenbosch - Vught Aansl.;48.67046;401B;33575682-bf20-4587-8401-650632504b33;WISSEL_GW;L;614;c;s Hertogenbosch;48.426341;403A/403B;d00ad43f-bbc1-45c4-85ea-903cff2957da;WISSEL_EW;P;35835;280763;244928;20221206;C;20
113L;b121ae8f-55c4-432c-ac8f-575a4ad98a62;661;b;Landgraaf;21.602953;113;2327a0a8-5b06-4afc-bc95-68bc0ebb86f7;WISSEL_GW;L;661;b;Landgraaf;21.955002;127;88e53a0c-0d82-4fe2-b1b6-607e642497da;WISSEL_GW;L;57348;414369;357021;20221206;C;20
109L;a1261254-7e13-4d54-b32b-efa3b9560334;661;b;Landgraaf;21.484826;109;1fd82027-3186-4771-a652-8fa3ec278ace;WISSEL_GW;L;661;b;Landgraaf;21.95474;127;88e53a0c-0d82-4fe2-b1b6-607e642497da;WISSEL_GW;R;61144;537429;476285;20221206;C;20
40V;2bb97757-0742-4611-84d3-25f5f39f5176;477;b;Rotterdam Europoort 3;201.008549;40;275f45c3-241c-450c-aa15-2607fac84935;WISSEL_GW;V;477;b;Rotterdam Europoort 3;200.612526;42;505485ae-2d7c-4c42-858c-48f573b33cfc;WISSEL_GW;R;4500;404911;400411;20221206;C;20
259AL;92f564f0-50ab-48a2-a29b-8e04a074cb6c;063;;Maastricht - Sittard;2.450416;259A;610c6e17-e3bf-46fd-a00f-d3444fd1c263;WISSEL_GW;L;063;;Maastricht - Sittard;2.499055;259B;ffc6b72f-c975-4ffc-a5a1-9d2bcb98bddf;WISSEL_GW;L;61156;110227;49070;20221206;C;20
259AR;44ec7be2-cb20-4537-826c-c23febaa42ae;063;;Maastricht - Sittard;2.450481;259A;610c6e17-e3bf-46fd-a00f-d3444fd1c263;WISSEL_GW;R;070;;Schin op Geul - Maastricht;25.970274;305B;9b0d0ef1-457a-4456-b636-9718835e49c2;WISSEL_GW;R;61146;8586413;8525267;20221206;C;20
259BV;c13672bd-0e3a-4b2b-af2f-34df8bcbffa5;063;;Maastricht - Sittard;2.563999;259B;ffc6b72f-c975-4ffc-a5a1-9d2bcb98bddf;WISSEL_GW;V;063;;Maastricht - Sittard;2.567862;261A;79e12dd2-0168-49a1-9198-722b02408e94;WISSEL_GW;V;3901;7765;3864;20221206;C;20
3831R;1508c8c9-95ec-4c0c-a672-c0a65c7ff456;098;;Breukelen - Utrecht Centraal;27.878914;3831;53323640-e262-44d2-8987-74b4b4b370b3;WISSEL_GW;R;098;;Breukelen - Utrecht Centraal;27.896184;3833;ebc03f30-4bde-465c-ab36-bc7a1c835baa;WISSEL_GW;R;61156;78649;17493;20221206;C;20
3835L;046c1000-b7f0-4d46-8022-b98a65a3b28b;098;;Breukelen - Utrecht Centraal;27.929182;3835;bfbbc0d6-6b1b-445f-a517-f0919a27ab1a;WISSEL_GW;L;098;;Breukelen - Utrecht Centraal;27.962017;3837;33e3db49-83e7-40be-9a4e-0c84a65c5992;WISSEL_GW;L;61155;94051;32895;20221206;C;20
863S;c82c3dfc-4063-405c-a274-c8b184cb4bf6;531;d;Utrecht Centraal;1.54351;863/865;2a8f00f8-bd66-49d1-8321-ee95af10cef8;WISSEL_EW;S;531;d;Utrecht Centraal;1.551031;867;6ce5e986-49f2-492c-9f4f-026f2baaad77;WISSEL_GW;V;25990;33594;7604;20221206;C;20
221AR;a71350d2-851e-45ef-8288-70602d95bf6d;506;b;Amersfoort;45.14813;221A;7c7990ee-89af-46c7-8595-b6547d7d3b78;WISSEL_GW;R;506;b;Amersfoort;45.221499;231B;e277bfe6-fc0f-48fd-88e6-3c1824484c27;WISSEL_GW;L;47020;119319;72299;20221206;C;20
69BV;3f9cbb13-192b-4bfa-937d-ae8d0445194e;520;a;Maastricht;0.390703;69B;57767da5-9eca-4b25-bef8-cba602994972;WISSEL_GW;V;520;a;Maastricht;0.74681;201A;4ccc6e49-04c3-49db-8d8e-6b817254ed48;WISSEL_GW;V;4500;360296;355796;20221206;C;20
901V;1d2bf07a-d529-4294-9488-0967ec72a0be;504;b;Heerlen;17.343631;901;44cc95a4-8509-417e-96bf-21690c333b8b;WISSEL_GW;V;504;b;Heerlen;16.927559;ES_901V;eeb4ddc4-4248-4358-8365-633889ae8945;EINDESPOOR;;3900;419825;415926;20221206;C;20
193R;5b9fee7a-b3f0-4ba8-964d-b359da0fa20c;124;a;Tilburg - Vught Aansl.;4.450231;193;db09b661-1e80-4377-a86c-64a35f1dd501;WISSEL_GW;R;124;a;Tilburg - Vught Aansl.;4.447451;213/215;196c159a-5c9c-42e1-8788-59b534f1db67;WISSEL_EW;P;36492;39308;2816;20221206;C;20
193V;94c96b7f-e50b-4b3a-b1e2-6fb5f42c7422;124;a;Tilburg - Vught Aansl.;4.490204;193;db09b661-1e80-4377-a86c-64a35f1dd501;WISSEL_GW;V;124;a;Tilburg - Vught Aansl.;4.508264;195;22729cbb-82dc-4eb8-868e-ffb4739dbbff;WISSEL_GW;V;3900;22000;18100;20221206;C;20
195L;9d3a9d7f-309c-492a-b091-1cb8ed8f10e0;124;a;Tilburg - Vught Aansl.;4.559786;195;22729cbb-82dc-4eb8-868e-ffb4739dbbff;WISSEL_GW;L;124;a;Tilburg - Vught Aansl.;18.291491;311A;3416089f-fa7c-4354-aa9f-4c7d1c9b9b77;WISSEL_GW;R;47020;13801426;13754406;20221206;C;20
197V;c1d2c4ad-ddd3-416d-b4bf-c9e56c04cb9d;124;a;Tilburg - Vught Aansl.;4.594158;197;7279481e-1c3b-44d7-82a8-508714baba07;WISSEL_GW;V;124;a;Tilburg - Vught Aansl.;18.245482;311B;6892ea04-d17d-43e9-89e9-30fe19dc79ca;WISSEL_GW;V;4500;13675244;13670744;20221206;C;20
211R;63e519ea-af1e-4c76-8995-d3349d256510;609;;Zutphen;28.658038;211;553a6e81-611e-41d5-95b7-ca57efb6dae4;WISSEL_GW;R;609;;Zutphen;28.187121;239;674e7f09-73e0-4be9-b43e-f1b393475c78;WISSEL_GW;R;36470;506893;470423;20221206;C;20
25R;b1dd0693-27d6-4ce7-8c47-917deb011863;504;b;Heerlen;17.461674;25;05fb32d3-007e-4551-80c1-2378f016e9e5;WISSEL_GW;R;504;b;Heerlen;18.162531;49/51A;d0488afb-25d0-4c9e-8521-a59fec26bd24;WISSEL_EW;Q;36470;738487;702017;20221206;C;20
25L;2082686e-202d-45fb-b368-01f5fd3dffe7;504;b;Heerlen;17.461757;25;05fb32d3-007e-4551-80c1-2378f016e9e5;WISSEL_GW;L;504;b;Heerlen;17.508572;31;741da42d-d31a-4155-b7fb-02d8c6a87311;WISSEL_GW;V;36493;82738;46245;20221206;C;20
920R;4c50e0be-c38e-420e-871c-50a0b9ce7036;504;b;Heerlen;17.38558;920;3b510ee5-c16d-463f-b71b-e3c173fbb16a;WISSEL_GW;R;504;b;Heerlen;17.404173;922;2351b2fa-703e-4532-9456-ccd88bfdb46f;WISSEL_GW;V;34088;53910;19822;20221206;C;20
29BL;ff6ae7d8-1c0c-4748-967a-7fe1b36203f6;504;b;Heerlen;17.479788;29B;dac2449d-3817-45a0-b8c0-4f974f656055;WISSEL_GW;L;504;b;Heerlen;17.385783;920;3b510ee5-c16d-463f-b71b-e3c173fbb16a;WISSEL_GW;L;36470;130260;93789;20221206;C;20
73T;21c9f905-5f7e-4ca3-8b03-dea8fab89ba5;517;b;Venlo;69.339047;63/73;5fa39f2d-5641-46b1-8eb9-c151dfb75362;WISSEL_EW;T;517;a;Venlo;0.111044;193;ff56dc8d-6587-4cb8-a390-e2ef38384cda;WISSEL_GW;L;25990;725827;699837;20221206;C;20
227AR;f1745445-555a-44f3-833e-607a507c3c18;517;a;Venlo;0.374383;227A;6c9f6a00-4af8-413b-ac85-06f731fd63bd;WISSEL_GW;R;517;a;Venlo;0.420678;231;c07fddf9-1e6f-4232-a608-d6512de2f8b6;WISSEL_GW;V;49804;95785;45981;20221206;C;20
229BV;7e99370a-fc89-488e-aac0-86b8e93c6da2;517;a;Venlo;0.501996;229B;5e335428-13dc-44b7-97ed-1eb8b71f10fc;WISSEL_GW;V;517;a;Venlo;0.915648;251;111cb7c2-2d87-4659-bfaa-b2a87d0f5a84;WISSEL_GW;V;3900;418433;414533;20221206;C;20
229AL;6318ec8b-18b1-4a67-8901-20a0044f4d40;517;a;Venlo;0.467064;229A;31642d2a-d122-496f-8b74-5ae1ea5a4d44;WISSEL_GW;L;517;a;Venlo;0.930434;253A;3b488ebd-d898-481b-b921-5be7e492c696;WISSEL_GW;V;49805;513765;463960;20221206;C;20
253BV;9ec647ba-b5e3-4dd2-a6cb-67592fa9d526;517;a;Venlo;1.001454;253B;d57e8560-0908-46bf-8d6d-4fe5476d18fd;WISSEL_GW;V;516;a;Blerick;1.003889;255;7e02d2ad-449e-4b5a-a841-a97233222f0e;WISSEL_GW;V;4501;6957;2456;20221206;C;20
73V;5dc9a674-fa57-448c-8f7e-4e249c0db9d0;803;h;Delfzijl Stamlijn Havenschap;106.575094;73;4c2478d9-80f7-4b9f-b72c-bec97f6a5f0a;WISSEL_GW;V;803;h;Delfzijl Stamlijn Havenschap;106.878381;ES_73V;5fb210a1-a8cd-4663-89e9-c96579a4dc3f;EINDESPOOR;;4500;306973;302472;20221206;C;20
293R;341697fa-8ece-4670-b969-167eadfb48ad;950;a;Barendrecht Vork - Rotterdam Maasvlakte;15.409447;293;d98574c7-15dc-4ae0-b854-e29f8f4f210c;WISSEL_GW;R;950;a;Barendrecht Vork - Rotterdam Maasvlakte;16.178066;301/303A;2cba566c-bc34-43ad-b4f8-f1c79b5ef1fe;WISSEL_EW;S;61165;830379;769214;20221206;C;20
ST_X0878;953c519a-c39c-483f-b9ac-0742a35ed1c9;468;a;Rotterdam Eemhaven;100.102667;ES_X0878;76bd3b04-3556-4f6d-8750-df230436de27;EINDESPOOR;;468;f;Rotterdam Eemhaven;300.044415;ES_X0897;c3433619-e5e4-47d5-bdf6-18c31dba567d;EINDESPOOR;;0;331074;331074;20221206;C;20
437AL;c74bae64-0ac4-4b9b-a992-269884052450;132;;Moordrecht Aansl. - Rotterdam Kleiweg;51.759179;437A;0b523508-df3b-4272-8728-77a177081c98;WISSEL_GW;L;132;;Moordrecht Aansl. - Rotterdam Kleiweg;51.723321;540;be21831e-045e-40f1-ac54-c8a75dbfc10d;WISSEL_GW;L;31975;67782;35808;20221206;C;20
1021AR;974332f4-4a6e-41a9-8a60-84ae1a507a71;099;;Breukelen - Harmelen Aansl.;6.115443;1021A;7009169a-8417-4b11-826f-0787a5b774dc;WISSEL_GW;R;099;;Breukelen - Harmelen Aansl.;6.212452;1025B;e3e70cb5-016c-4120-b80d-3596569bdfd0;WISSEL_GW;L;61145;157612;96467;20221206;C;20
405L;599025ee-5714-498f-9950-a2817c06da00;950;d;Barendrecht Vork - Rotterdam Maasvlakte;205.83746;405;ee3df000-35d0-421e-84c9-caf4d6571bac;WISSEL_GW;L;950;a;Barendrecht Vork - Rotterdam Maasvlakte;6.703704;431B;40bf5c88-6b70-434f-89b9-46fbb4733f57;WISSEL_GW;L;49805;953560;903755;20221206;C;20
662L;2ec9cb3f-29ad-4334-99ee-92d33643d49c;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7.381714;662;4e923d12-4537-4eb0-94d4-29c43c031025;WISSEL_GW;L;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7.502378;663;fefdd16f-81b7-4550-8d53-bbe38b4f3058;WISSEL_GW;V;34088;153546;119458;20221206;C;20
223V;dd121f27-8149-4d4f-9077-6397283d4074;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7.635788;223;6b6bb854-d026-470c-b3ed-d7fd9dfbc7b8;WISSEL_GW;V;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7.643702;225;1c55fb77-ec96-472f-96de-554352bef651;WISSEL_GW;R;4500;12550;8050;20221206;C;20
225L;b986b2e1-bee3-490a-9581-20193e7b9541;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7.644433;225;1c55fb77-ec96-472f-96de-554352bef651;WISSEL_GW;L;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7.586453;667;28938a7e-7a94-4635-bd0e-b846f11cd70a;WISSEL_GW;L;34064;84402;50337;20221206;C;20
5BV;c2e77405-b251-41aa-8b6e-ebe371730f8b;009;;Meppel - Leeuwarden;114.144393;5B;d365942e-6510-4ded-bc00-d6b0c88404a0;WISSEL_GW;V;009;;Meppel - Leeuwarden;114.194203;9;2a6b2038-5cb2-4321-a36c-ff987b45c568;WISSEL_GW;V;4500;54499;49999;20221206;C;20
906V;9c3c45d7-021a-4ce0-912d-7303c4aa6da1;550;;Leeuwarden;25.620495;906;38bf2c59-0691-4359-85f3-01fc89222ac1;WISSEL_GW;V;550;;Leeuwarden;25.548057;944;1fd4a3bc-3969-4e36-ace7-9c14f77ac191;WISSEL_GW;R;4500;76055;71556;20221206;C;20
908L;271e9fe5-f5b1-4467-a05b-cf21563310c1;550;;Leeuwarden;25.722267;908;2332a910-52bd-43bf-b1f1-03fb92e6c9ee;WISSEL_GW;L;550;;Leeuwarden;25.827368;ES_908L;15b5090c-1e6a-4c5d-b995-d9980f07c423;EINDESPOOR;;33986;140149;106163;20221206;C;20
53BV;f77c7948-fafc-47d1-9a61-f710b8aa66f0;550;;Leeuwarden;25.492303;53B;fe6d981e-f454-4721-9fcb-268076d827fe;WISSEL_GW;V;550;;Leeuwarden;25.704045;85B/87A;b9611d6f-9389-4c1e-8800-af311424132f;WISSEL_EW;Q;4500;215151;210652;20221206;C;20
51V;9026a788-353b-4d4c-af68-626484f8d7fb;550;;Leeuwarden;25.48966;51;28eba7b1-2227-4b4a-949d-19f9cb6617d3;WISSEL_GW;V;550;;Leeuwarden;25.694294;89;c23808cb-fae1-4a1b-84aa-f2ff6aa5e7e1;WISSEL_GW;R;4500;205466;200966;20221206;C;20
89L;06b89662-7c7f-4ce9-84f6-69ebe7080004;550;;Leeuwarden;25.694355;89;c23808cb-fae1-4a1b-84aa-f2ff6aa5e7e1;WISSEL_GW;L;550;;Leeuwarden;25.548182;944;1fd4a3bc-3969-4e36-ace7-9c14f77ac191;WISSEL_GW;L;36646;180144;143498;20221206;C;20
943L;46533e69-8ca7-4404-ad95-2708b01d3a85;550;;Leeuwarden;25.510189;943;a4e880e2-a9ff-4842-a0b2-60207383a359;WISSEL_GW;L;550;;Leeuwarden;25.423902;ES_943L;27584f43-aeca-4957-a9b3-8e7e1ba2e77c;EINDESPOOR;;33987;120076;86090;20221206;C;20
963L;3ad32b96-9a81-4c16-88bd-2fffbe53c8d9;550;;Leeuwarden;25.334294;963;8240c065-a0c1-4ab6-beb3-27c60631ddfb;WISSEL_GW;L;550;;Leeuwarden;25.560302;991;e5df9238-c9b7-4b00-8e30-eb33f59b26ee;WISSEL_GW;R;34065;260853;226788;20221206;C;20
255L;a11cb31e-fd58-4be9-bd7e-cb954663c00b;516;a;Blerick;1.065982;255;7e02d2ad-449e-4b5a-a841-a97233222f0e;WISSEL_GW;L;516;a;Blerick;2.319396;285B;7b8e9b67-5a2f-493c-a406-7239584aabe2;WISSEL_GW;R;58126;1311736;1253610;20221206;C;20
40V;56a50adc-fe24-4f48-9856-53fbad9813e9;026;;Hengelo - Oldenzaal Grens;33.466;261B/263A;85086331-865c-4705-b334-f693320d7451;WISSEL_EW;P;777;;Oldenzaal Grens - Bad Bentheim (D);21.779;40;7dc5a740-b5fe-47ff-bab6-a0379c76f2e1;WISSEL_GW;V;13769635;23009;13746626;20221206;C;20
979L;bc49aadc-d750-402f-a591-ca18ae835bc5;564;b;Den Haag Binckhorst;23.81582;979;5eed82c6-c56b-4934-91e7-31a5f82db724;WISSEL_GW;L;564;b;Den Haag Binckhorst;23.582744;ES_979L;739f8bdd-1aa8-41fb-9166-90dc72a71f2d;EINDESPOOR;;34089;269538;235449;20221206;C;20
135AT;102ad3a0-d542-4523-8bc4-629a7aece683;520;a;Maastricht;0.644278;133/135A;d040da46-8d28-4c62-a155-e6339d3c293d;WISSEL_EW;T;520;a;Maastricht;0.664622;135B/137;fba2170c-45a9-4475-98fa-e372479c39cb;WISSEL_EW;Q;25990;46174;20184;20221206;C;20
971R;001e5cc0-fb26-40b4-97cc-f03bee01e1fe;520;a;Maastricht;0.645628;971;3cc6ef07-a219-4116-bd70-846cce751780;WISSEL_GW;R;520;a;Maastricht;0.943806;972;da884574-fb5d-47ab-918f-e680848d1a74;WISSEL_GW;L;34088;325774;291686;20221206;C;20
8302L;fe787a26-3d2d-4a7d-92f0-41bf01fb4f4f;309;;Landgraaf - Simpelveld;6.058024;8302;8780efc2-76fb-499b-b552-cbc9d5bed566;WISSEL_GW;L;309;;Landgraaf - Simpelveld;5.898235;8303;71b5b9b1-2c1a-40c0-ae8e-e1ce2bc69215;WISSEL_GW;R;34088;195375;161287;20221206;C;20
901R;1d9c6245-7512-40d3-9b33-a5f1e6b3d725;504;b;Heerlen;17.38336;901;44cc95a4-8509-417e-96bf-21690c333b8b;WISSEL_GW;R;504;b;Heerlen;17.535469;907;c6421770-1786-4d95-988f-84e3b4bf5564;WISSEL_GW;V;36469;187102;150634;20221206;C;20
903L;d70338bc-2a81-476b-a1e2-29d73431405d;504;b;Heerlen;17.447735;903;cc0a3d40-ec27-4e6c-b285-454c3b63e31b;WISSEL_GW;L;504;b;Heerlen;17.45067;904;3bce1c84-4440-434d-bdf5-a8d828b90fe9;WISSEL_GW;V;34065;36998;2933;20221206;C;20
905R;cd486585-95a2-46d6-b3d2-95a53191c328;504;b;Heerlen;17.528778;905;7c773001-e722-4934-9ba4-8b0a245be91b;WISSEL_GW;R;504;b;Heerlen;17.854213;908;fa40c059-8048-4ae0-8c56-ef8880f3d9d0;WISSEL_GW;L;34089;358815;324726;20221206;C;20
905L;731a273b-0dbf-41f1-b2a8-882f0a514931;504;b;Heerlen;17.528409;905;7c773001-e722-4934-9ba4-8b0a245be91b;WISSEL_GW;L;504;b;Heerlen;17.854366;908;fa40c059-8048-4ae0-8c56-ef8880f3d9d0;WISSEL_GW;R;34065;359208;325143;20221206;C;20
955R;721772bb-ebe7-49d9-9ed2-e7f30ed1ba6e;486;b;Amsterdam Westhaven (gebied);75.029329;955;4285f8f3-7922-44bf-9929-31a5d8664dcd;WISSEL_GW;R;486;b;Amsterdam Westhaven (gebied);75.027293;956;d13106d4-ecd7-44b9-ac3d-96c3a4cb3406;WISSEL_GW;V;34065;36136;2070;20221206;C;20
971L;6f238cec-a4c7-4664-ba48-33329c0bcf8d;550;;Leeuwarden;25.563498;971;d618d7a4-5b91-418d-a4dc-bc4c3558736e;WISSEL_GW;L;550;;Leeuwarden;25.621294;ES_971L;8398a0c8-ca5b-4c06-bacc-b35fe3242b9c;EINDESPOOR;;34065;92252;58186;20221206;C;20
103AR;7519423e-d0e3-4a81-b1e6-890ce457123b;009;;Meppel - Leeuwarden;138.582836;103A;65f8df4f-f020-4286-87e3-83b46aa7556b;WISSEL_GW;R;009;;Meppel - Leeuwarden;138.741525;105B;65ace3c5-fbf2-45d6-964d-e74b7ae4d8dd;WISSEL_GW;L;36470;196344;159874;20221206;C;20
103BV;676f764c-bd90-4652-a76f-9cdaefa84ece;009;;Meppel - Leeuwarden;138.609354;103B;a9d4bc39-6637-43a1-86b3-847feefecfb0;WISSEL_GW;V;009;;Meppel - Leeuwarden;138.712743;105A;602f9c61-b16e-4f1f-910b-191b15977b30;WISSEL_GW;V;3900;108677;104777;20221206;C;20
105BV;e03338e9-33c5-40f0-99e7-e57dc9d66137;009;;Meppel - Leeuwarden;138.78062;105B;65ace3c5-fbf2-45d6-964d-e74b7ae4d8dd;WISSEL_GW;V;009;;Meppel - Leeuwarden;148.144815;115A;5e16ab45-b799-48ff-80f1-b72fd6f7a51a;WISSEL_GW;V;4500;9453356;9448857;20221206;C;20
1185R;47106a8b-0bdc-4c8a-9c29-db52c94c8515;585;;Diemen Aansl.;8.399317;1185;11974353-5e3b-4dde-b1a6-52c4bd12060a;WISSEL_GW;R;128;;Diemen Aansl. - Weesp Aansl.;10.229055;1239;359ba853-a78e-462b-8563-af2ebb449f28;WISSEL_GW;L;121479;1953203;1831724;20221206;C;20
338V;05c6617a-c6a9-45db-a99f-5973b8d17fa3;469;g;Pernis;601.980195;338;2323c543-daef-49b1-8a44-984e8a699a3e;WISSEL_GW;V;469;g;Pernis;602.088427;339;2bcdd700-ace1-47f2-9408-31d195e995b7;WISSEL_GW;V;4750;113081;108332;20221206;C;20
65R;861e8094-65fc-4514-9d86-ad7ff29f93f4;470;e;Botlek;201.383629;65;604317a3-2b6e-4d34-9965-69af526d3c1a;WISSEL_GW;R;470;e;Botlek;202.000035;80;03e5f12e-22ad-4f3e-8e61-0400ea292b18;WISSEL_GW;V;34065;644833;610768;20221206;C;20
1BV;de70f05d-1932-45eb-be3f-7056d542cbb3;528;b;Hilversum;27.928716;1B;0ddec371-c524-4c64-b515-7b2ba5820548;WISSEL_GW;V;528;b;Hilversum;27.931331;3A;2cc15a6f-d5a8-44ea-a7ec-050a65d12ec7;WISSEL_GW;V;3899;6535;2636;20221206;C;20
