ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
42;054_1003AV_57.3;Clipped Tuned, type Corus 54E1;0;2,555;28-6-2017
43;544_1075R_0.2;Clipped Tuned, type Corus 54E1;0,064;0,594;28-6-2017
44;509_14AR_35.1;Clipped Tuned, type Corus 54E1;0,036;1,337;28-6-2017
45;509_9AR_35.1;Clipped Tuned, type Corus 54E1;0,029;1,433;28-6-2017
46;608_67L_88.9;Glued Tuned, type Corus 54E1;0,228;13,118;28-6-2017
47;608_65AL_88.8;Glued Tuned, type Corus 54E1;0,313;13,213;28-6-2017
48;127_325AL_13.2;Schrey & Veit, VICON-AMSA 5RQ;0,029;0,125;28-6-2017
49;127_351AL_27.9;Schrey & Veit, VICON-AMSA 5RQ;0,029;9,561;28-6-2017
50;127_329AR_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,033;14,515;28-6-2017
51;127_351BV_27.9;Schrey & Veit, VICON-AMSA 5RQ;0;9,532;28-6-2017
52;127_329BV_13.3;Schrey & Veit, VICON-AMSA 5RQ;0;14,487;28-6-2017
53;545_225AR_23.7;Schrey & Veit, VICON-AMSA 5RQ;0,825;8,383;28-6-2017
54;127_295AR_8.2;Schrey & Veit, VICON-AMSA 5RQ;3,734;3,928;28-6-2017
55;127_303V_11.2;Schrey & Veit, VICON-AMSA 5RQ;0,78;0,974;28-6-2017
56;127_309BV_12.3;Schrey & Veit, VICON-AMSA 5RQ;0;0,013;28-6-2017
57;127_311R_12.3;Schrey & Veit, VICON-AMSA 5RQ;0,031;0,773;28-6-2017
58;127_349AR_27.8;Schrey & Veit, VICON-AMSA 5RQ;0,096;0,114;28-6-2017
59;127_359AL_37.4;Schrey & Veit, VICON-AMSA 5RQ;0,198;0,248;28-6-2017
60;127_361L_37.5;Schrey & Veit, VICON-AMSA 5RQ;0,03;0,871;28-6-2017
61;127_435AR_54.0;Schrey & Veit, VICON-AMSA 5RQ;0,027;7,643;28-6-2017
62;127_435BV_54.0;Schrey & Veit, VICON-AMSA 5RQ;0;7,628;28-6-2017
63;127_375BV_38.5;Clipped Tuned, type Corus 54E1;0,001;9,967;28-6-2017
64;127_375AR_38.5;Clipped Tuned, type Corus 54E1;0,028;10,025;28-6-2017
65;618_273BV_49.5;Glued Tuned, type Corus 54E1;6,982;7,352;28-6-2017
66;618_273AR_49.5;Glued Tuned, type Corus 54E1;7,044;7,415;28-6-2017
67;123_61AL_19.8;Glued Tuned, type Corus 54E1;0,029;1,651;28-6-2017
68;544_1075L_0.2;Glued Tuned, type Corus 54E1;0,564;0,648;28-6-2017
69;544_1071BV_0.2;Glued Tuned, type Corus 54E1;0,604;0,776;28-6-2017
70;544_1079BV_0.3;Glued Tuned, type Corus 54E1;0;0,696;28-6-2017
71;544_1077BV_0.3;Glued Tuned, type Corus 54E1;0;0,61;28-6-2017
72;117_1843L_6.3;Clipped Tuned, type Corus 54E1;0,048;3,493;28-6-2017
73;046_227AL_36.0;Schrey & Veit, VICON-AMSA 5RQ;0,029;5,278;28-6-2017
74;046_227BV_36.1;Schrey & Veit, VICON-AMSA 5RQ;0;5,283;28-6-2017
75;047_3AV_40.9;Schrey & Veit, VICON-AMSA 5RQ;0;16,764;28-6-2017
76;047_3BL_41.0;Schrey & Veit, VICON-AMSA 5RQ;0,03;16,769;28-6-2017
77;545_75BL_22.3;Schrey & Veit, VICON-AMSA 5RQ;5,571;5,871;28-6-2017
78;124_195L_4.5;Schrey & Veit, VICON-AMSA 5RQ;0,039;13,792;28-6-2017
79;124_197V_4.6;Schrey & Veit, VICON-AMSA 5RQ;0;13,657;28-6-2017
80;544_1135BV_1.4;Schrey & Veit, VICON-AMSA 5RQ;0;0,839;28-6-2017
81;544_1135AR_1.3;Schrey & Veit, VICON-AMSA 5RQ;0,047;0,909;28-6-2017
82;055_413AL_29.6;Schrey & Veit, VICON-AMSA 5RQ;5,413;5,893;28-6-2017
83;055_413BV_29.6;Schrey & Veit, VICON-AMSA 5RQ;5,353;5,833;28-6-2017
84;055_413AL_29.6;Schrey & Veit, VICON-AMSA 5RQ;6,873;7,533;28-6-2017
85;055_413BV_29.6;Schrey & Veit, VICON-AMSA 5RQ;6,813;7,473;28-6-2017
86;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;9,914;10,535;28-6-2017
87;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;9,174;9,905;28-6-2017
88;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;9,112;9,842;28-6-2017
89;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,914;9,16;28-6-2017
90;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,852;9,097;28-6-2017
91;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,454;8,795;28-6-2017
92;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,392;8,732;28-6-2017
93;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;5,744;7,105;28-6-2017
94;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;5,682;7,042;28-6-2017
95;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,674;3,035;28-6-2017
96;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,612;2,972;28-6-2017
97;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,374;2,685;28-6-2017
98;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,312;2,622;28-6-2017
99;122_65V_2.8;Schrey & Veit, VICON-AMSA 5RQ;0,228;0,692;28-6-2017
100;545_75BL_22.3;Schrey & Veit, VICON-AMSA 5RQ;0,746;1,231;28-6-2017
101;123_1BR_10.6;Schrey & Veit, VICON-AMSA 5RQ;0,03;8,035;28-6-2017
102;123_21R_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,028;7,099;28-6-2017
103;057_1AV_5.5;Schrey & Veit, VICON-AMSA 5RQ;3,509;3,719;28-6-2017
104;519_97BV_47.4;Schrey & Veit, VICON-AMSA 5RQ;0,37;5,753;28-6-2017
105;519_95BV_47.3;Schrey & Veit, VICON-AMSA 5RQ;0,438;5,845;28-6-2017
106;087_47BV_22.8;Clipped Tuned, type Corus 54E1;0;1,308;28-6-2017
107;087_47AR_22.8;Clipped Tuned, type Corus 54E1;0;1,322;28-6-2017
108;087_7L_21.1;Clipped Tuned, type Corus 54E1;0,044;0,831;28-6-2017
109;087_7R_21.1;Clipped Tuned, type Corus 54E1;0,044;0,798;28-6-2017
110;087_3L_21.1;Clipped Tuned, type Corus 54E1;0,044;0,699;28-6-2017
111;087_21AR_21.8;Clipped Tuned, type Corus 54E1;0,049;0,675;28-6-2017
112;089_261BV_45.7;Clipped Tuned, type Corus 54E1;0;0,623;28-6-2017
113;089_261AL_45.6;Clipped Tuned, type Corus 54E1;0,039;0,673;28-6-2017
114;506_259AR_45.5;Clipped Tuned, type Corus 54E1;0,043;0,565;28-6-2017
115;089_259BV_45.6;Clipped Tuned, type Corus 54E1;0,003;0,599;28-6-2017
116;089_271R_46.0;Clipped Tuned, type Corus 54E1;0,1;0,48;28-6-2017
117;089_273AL_46.2;Clipped Tuned, type Corus 54E1;0,1;0,446;28-6-2017
118;089_293BV_46.6;Clipped Tuned, type Corus 54E1;0;0,039;28-6-2017
119;612_7BL_60.6;Clipped Tuned, type Corus 54E1;13,977;14,089;28-6-2017
120;101_1067BV_12.3;Clipped Tuned, type Corus 54E1;0;2,517;28-6-2017
121;532_1067AR_11.9;Clipped Tuned, type Corus 54E1;0,158;2,858;28-6-2017
122;532_1061BV_12.0;Clipped Tuned, type Corus 54E1;0,088;2,788;28-6-2017
123;101_1063V_12.3;Clipped Tuned, type Corus 54E1;0;2,515;28-6-2017
124;128_33V_12.8;Clipped Tuned, type Corus 54E1;0;0,439;28-6-2017
125;128_35BV_12.8;Clipped Tuned, type Corus 54E1;0;0,348;28-6-2017
126;128_35AL_12.7;Clipped Tuned, type Corus 54E1;0,047;0,586;28-6-2017
127;128_25AR_12.6;Clipped Tuned, type Corus 54E1;0,047;0,674;28-6-2017
128;128_25BV_12.8;Clipped Tuned, type Corus 54E1;0;0,4;28-6-2017
129;128_27L_12.7;Clipped Tuned, type Corus 54E1;0,043;0,579;28-6-2017
130;528_9R_28.1;Clipped Tuned, type Corus 54E1;0,048;0,525;28-6-2017
131;528_9L_28.1;Clipped Tuned, type Corus 54E1;0,048;0,559;28-6-2017
132;528_5L_28.0;Clipped Tuned, type Corus 54E1;0,048;0,654;28-6-2017
133;528_7R_28.1;Clipped Tuned, type Corus 54E1;0,042;0,525;28-6-2017
134;528_7L_28.1;Clipped Tuned, type Corus 54E1;0,038;0,452;28-6-2017
135;620_97AR_42.6;Clipped Tuned, type Corus 54E1;0,115;14,561;28-6-2017
136;614_2131V_47.6;Schrey & Veit, VICON-AMSA 54VS;0,001;0,29;28-6-2017
137;614_2129R_47.5;Schrey & Veit, VICON-AMSA 54VS;0,033;0,354;28-6-2017
138;161_2221V_9.4;Glued Tuned, type Corus 54E1;0,002;10,76;28-6-2017
139;161_2223V_9.4;Clipped Tuned, type Corus 54E1;0;10,707;28-6-2017
140;161_2519R_20.4;Clipped Tuned, type Corus 54E1;0,062;0,49;28-6-2017
141;161_2521L_20.4;Clipped Tuned, type Corus 54E1;0,062;0,49;28-6-2017
142;161_2539L_21.2;Clipped Tuned, type Corus 54E1;0,053;10,2;28-6-2017
143;161_2541V_21.3;Clipped Tuned, type Corus 54E1;0,002;10,094;28-6-2017
144;161_2677V_31.9;Onbekend;0;3,426;28-6-2017
145;161_2675L_31.7;Clipped Tuned, type Corus 54E1;0,048;3,59;28-6-2017
146;603_179AL_3.9;Clipped Tuned, type Corus 54E1;0,344;0,401;28-6-2017
147;038_285AL_95.9;Schrey & Veit, VICON-AMSA 54VS;0,047;9,084;28-6-2017
148;038_285BV_96.0;Schrey & Veit, VICON-AMSA 54VS;0;8,982;28-6-2017
149;085_215BV_19.9;Schrey & Veit, VICON-AMSA 5RQ;0;11,87;28-6-2017
150;618_273AR_49.5;Onbekend;6,497;6,523;28-6-2017
151;057_1AV_5.5;Onbekend;2,313;3,131;28-6-2017
152;057_1AV_5.5;Onbekend;2,012;2,261;28-6-2017
153;027_945V_148.6;Glued Tuned, type Corus 54E1;0;0,579;28-6-2017
154;027_957AR_149.2;Clipped Tuned, type Corus 54E1;0,047;0,292;28-6-2017
155;027_931R_147.6;Glued Tuned, type Corus 54E1;0,048;0,074;28-6-2017
156;027_931R_147.6;Onbekend;0,074;1,18;28-6-2017
157;589_969L_149.5;Schrey & Veit, VICON-AMSA 5RQ;0,45;1,646;28-6-2017
158;027_955BV_149.2;Glued Tuned, type Corus 54E1;0;0,318;28-6-2017
159;027_955AR_149.1;Clipped Tuned, type Corus 54E1;0,047;0,276;28-6-2017
160;027_943BV_148.6;Glued Tuned, type Corus 54E1;0;0,452;28-6-2017
161;027_943AL_148.5;Clipped Tuned, type Corus 54E1;0,029;0,085;28-6-2017
162;027_943AV_148.5;Glued Tuned, type Corus 54E1;0;0,337;28-6-2017
163;027_933R_147.6;Clipped Tuned, type Corus 54E1;0,046;0,997;28-6-2017
164;027_941R_148.6;Glued Tuned, type Corus 54E1;0,047;1,074;28-6-2017
165;027_931L_147.6;Onbekend;0,201;1,268;28-6-2017
166;589_971AL_149.5;Onbekend;0,047;0,862;28-6-2017
167;618_273BV_49.5;Onbekend;6,435;6,46;28-6-2017
168;026_243BV_26.1;Onbekend;0;0,786;28-6-2017
169;026_243AR_26.0;Onbekend;0,037;0,91;28-6-2017
170;047_71L_52.2;Onbekend;0,057;4,352;28-6-2017
171;549_283V_70.9;Clipped Tuned, type Corus 54E1;0,027;0,098;28-6-2017
172;011_299BV_70.0;Clipped Tuned, type Corus 54E1;0;2,765;28-6-2017
173;011_301AR_70.0;Clipped Tuned, type Corus 54E1;0,029;2,565;28-6-2017
174;011_73V_68.9;Clipped Tuned, type Corus 54E1;1,257;1,429;28-6-2017
175;103_303V_28.8;Clipped Tuned, type Corus 54E1;0,493;0,893;28-6-2017
176;609_127V_27.2;Clipped Tuned, type Corus 54E1;0;0,447;28-6-2017
177;123_3AR_10.6;Clipped Tuned, type Corus 54E1;0,028;0,865;28-6-2017
178;123_1AV_10.6;Clipped Tuned, type Corus 54E1;0;0,869;28-6-2017
179;609_123BV_27.2;Clipped Tuned, type Corus 54E1;0;0,502;28-6-2017
180;510_401V_9.7;Clipped Tuned, type Corus 54E1;0;1,45;28-6-2017
181;510_403L_9.7;Clipped Tuned, type Corus 54E1;0,027;1,51;28-6-2017
182;055_423BV_37.4;Schrey & Veit, VICON-AMSA 54VS;0,186;0,336;28-6-2017
183;055_423BV_37.4;Schrey & Veit, VICON-AMSA 54VS;0,386;0,596;28-6-2017
184;055_427AR_37.6;Schrey & Veit, VICON-AMSA 54VS;0,052;0,222;28-6-2017
185;055_427AR_37.6;Schrey & Veit, VICON-AMSA 54VS;0,252;0,462;28-6-2017
186;546_1015R_4.5;Clipped Tuned, type Corus 54E1;0,246;0,525;28-6-2017
187;509_9BR_35.1;Schrey & Veit, VICON-AMSA 54VS;0,13;5,948;28-6-2017
188;509_9AV_35.1;Schrey & Veit, VICON-AMSA 54VS;0,069;5,887;28-6-2017
189;024_203L_25.8;Schrey & Veit, VICON-AMSA 54VS;0,027;0,77;28-6-2017
190;024_201AL_25.7;Schrey & Veit, VICON-AMSA 54VS;0,028;0,898;28-6-2017
191;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0;0,062;28-6-2017
192;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,029;0,124;28-6-2017
193;050_463AR_4.2;Clipped Tuned, type Corus 54E1;0,028;2,174;28-6-2017
194;605_1BL_33.4;Schrey & Veit, VICON-AMSA 5RQ;0,029;0,215;28-6-2017
195;605_3BL_33.5;Schrey & Veit, VICON-AMSA 5RQ;0,109;0,308;28-6-2017
196;562_159R_60.9;Schrey & Veit, VICON-AMSA 54VS;6,305;13,993;28-6-2017
197;551_163R_24.0;Schrey & Veit, VICON-AMSA 54VS;4,273;5,85;28-6-2017
198;551_161AR_23.6;Schrey & Veit, VICON-AMSA 54VS;4,675;6,221;28-6-2017
199;135_253V_21.5;Schrey & Veit, VICON-AMSA 54VS;0;5,989;28-6-2017
200;135_255V_21.5;Schrey & Veit, VICON-AMSA 54VS;0;5,99;28-6-2017
201;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;0,044;8,433;28-6-2017
202;055_413BV_29.6;Schrey & Veit, VICON-AMSA 54VS;0,04;0,319;28-6-2017
203;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;0;8,328;28-6-2017
204;055_413AL_29.6;Schrey & Veit, VICON-AMSA 54VS;0,083;0,379;28-6-2017
205;055_413BV_29.6;Schrey & Veit, VICON-AMSA 54VS;0,023;0,319;28-6-2017
206;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;8,433;9,408;28-6-2017
207;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;8,328;9,287;28-6-2017
208;055_413BV_29.6;Schrey & Veit, VICON-AMSA 54VS;5,094;5,177;28-6-2017
209;055_413AL_29.6;Schrey & Veit, VICON-AMSA 54VS;5,154;5,237;28-6-2017
210;055_413BV_29.6;Schrey & Veit, VICON-AMSA 54VS;7,507;7,715;28-6-2017
211;055_413AL_29.6;Schrey & Veit, VICON-AMSA 54VS;7,555;7,775;28-6-2017
212;618_273BV_49.5;Schrey & Veit, VICON-AMSA 54VS;8,113;8,37;28-6-2017
213;618_273AR_49.5;Schrey & Veit, VICON-AMSA 54VS;8,175;8,446;28-6-2017
214;618_273BV_49.5;Schrey & Veit, VICON-AMSA 54VS;7,672;7,762;28-6-2017
215;618_273AR_49.5;Schrey & Veit, VICON-AMSA 54VS;7,734;7,825;28-6-2017
216;027_955BV_149.2;Onbekend;0,319;0,527;28-6-2017
217;654_409AL_49.7;Clipped Tuned, type Corus 54E1;0,935;17,503;28-6-2017
218;133_1019R_8.7;Schrey & Veit, VICON-AMSA 54VS;1,135;6,864;28-6-2017
219;133_1021L_8.8;Schrey & Veit, VICON-AMSA 54VS;1,234;2,88;28-6-2017
220;047_41L_42.5;Schrey & Veit, VICON-AMSA 54VS;0,046;0,128;28-6-2017
221;047_41L_42.5;Clipped Tuned, type Corus 54E1;0,128;1,92;28-6-2017
222;531_2677L_34.7;Clipped Tuned, type Corus 54E1;1,437;1,666;28-6-2017
223;531_2677L_34.7;Clipped Tuned, type Corus 54E1;0,847;1,301;28-6-2017
224;531_2677L_34.7;Glued Tuned, type Corus 54E1;0,037;1,821;28-6-2017
225;531_2327R_33.9;Clipped Tuned, type Corus 54E1;0,029;0,991;28-6-2017
226;606_109V_1.0;Onbekend;1,166;1,642;28-6-2017
227;606_111V_1.0;Onbekend;1,182;1,373;28-6-2017
228;606_111V_1.0;Onbekend;1,412;1,922;28-6-2017
229;606_109V_1.0;Onbekend;1,684;1,906;28-6-2017
230;555_381V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,251;3,978;28-6-2017
231;555_379V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,239;3,924;28-6-2017
232;555_387V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,884;28-6-2017
233;555_383V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,892;28-6-2017
234;546_1063BR_3.6;Clipped Tuned, type Corus 54E1;0,047;2,739;28-6-2017
235;093_1005L_6.2;Clipped Tuned, type Corus 54E1;1,572;2,535;28-6-2017
236;094_1091AV_2.5;Clipped Tuned, type Corus 54E1;0;1,644;28-6-2017
237;094_1065R_3.5;Clipped Tuned, type Corus 54E1;0,1;0,874;28-6-2017
238;093_1007R_5.8;Clipped Tuned, type Corus 54E1;1,184;2,181;28-6-2017
239;094_1107AR_1.8;Clipped Tuned, type Corus 54E1;0,048;0,934;28-6-2017
240;094_1091BL_2.7;Clipped Tuned, type Corus 54E1;0,047;0,873;28-6-2017
241;094_1069AV_3.3;Clipped Tuned, type Corus 54E1;0;0,408;28-6-2017
242;094_1067BR_3.5;Clipped Tuned, type Corus 54E1;0,048;0,176;28-6-2017
243;094_1065L_3.5;Clipped Tuned, type Corus 54E1;0,1;0,621;28-6-2017
244;546_1049V_3.9;Clipped Tuned, type Corus 54E1;0;0,284;28-6-2017
245;094_1107BV_1.7;Clipped Tuned, type Corus 54E1;0;0,828;28-6-2017
246;094_1079BL_2.8;Clipped Tuned, type Corus 54E1;0,047;1,048;28-6-2017
247;094_1069BL_3.4;Clipped Tuned, type Corus 54E1;0,047;0,518;28-6-2017
248;094_1067AV_3.4;Clipped Tuned, type Corus 54E1;0;0,019;28-6-2017
249;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,284;0,462;28-6-2017
250;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,001;0,284;28-6-2017
251;531_2327R_33.9;Clipped Tuned, type Corus 54E1;0,991;4,322;28-6-2017
252;532_1061BV_12.0;Clipped Tuned, type Corus 54E1;2,789;3,209;28-6-2017
253;101_1063V_12.3;Clipped Tuned, type Corus 54E1;2,516;2,81;28-6-2017
254;101_1067BV_12.3;Clipped Tuned, type Corus 54E1;2,517;2,866;28-6-2017
255;532_1067AR_11.9;Clipped Tuned, type Corus 54E1;2,859;3,407;28-6-2017
256;533_1131AL_15.9;Clipped Tuned, type Corus 54E1;0,034;0,219;28-6-2017
257;533_1159BV_16.1;Clipped Tuned, type Corus 54E1;0;1,474;28-6-2017
258;533_1139AR_15.9;Clipped Tuned, type Corus 54E1;0,032;0,117;28-6-2017
259;533_1151BV_16.1;Clipped Tuned, type Corus 54E1;0;1,496;28-6-2017
260;533_1117AR_15.3;Clipped Tuned, type Corus 54E1;0,048;2,082;28-6-2017
261;533_1117BV_15.5;Clipped Tuned, type Corus 54E1;0;0,477;28-6-2017
262;533_1159AR_16.0;Clipped Tuned, type Corus 54E1;0,034;1,415;28-6-2017
263;533_1113AL_15.3;Clipped Tuned, type Corus 54E1;0,048;2,082;28-6-2017
264;533_1113BV_15.5;Clipped Tuned, type Corus 54E1;0;0,495;28-6-2017
265;533_1151AL_16.0;Clipped Tuned, type Corus 54E1;0,033;1,402;28-6-2017
266;602_221BV_77.4;Schrey & Veit, VICON-AMSA 5RQ;9,714;9,886;28-6-2017
267;105_91BR_23.1;Schrey & Veit, VICON-AMSA 5RQ;0,028;4,681;28-6-2017
268;105_91AV_23.1;Schrey & Veit, VICON-AMSA 5RQ;0;4,673;28-6-2017
269;602_221AR_77.3;Schrey & Veit, VICON-AMSA 5RQ;9,813;9,988;28-6-2017
270;013_233AL_88.4;Schrey & Veit, VICON-AMSA 5RQ;0,027;11,481;28-6-2017
271;013_233BV_88.5;Schrey & Veit, VICON-AMSA 5RQ;0;11,423;28-6-2017
272;017_353AL_32.0;Schrey & Veit, VICON-AMSA 5RQ;0,049;7,503;28-6-2017
273;017_353BV_32.1;Schrey & Veit, VICON-AMSA 5RQ;0;7,345;28-6-2017
274;017_61BV_71.0;Schrey & Veit, VICON-AMSA 5RQ;0;11,833;28-6-2017
275;017_65AR_70.8;Schrey & Veit, VICON-AMSA 5RQ;0,027;12,041;28-6-2017
276;609_135AL_26.6;Schrey & Veit, VICON-AMSA 5RQ;1,152;11,609;28-6-2017
277;609_135BV_26.5;Schrey & Veit, VICON-AMSA 5RQ;1,05;11,509;28-6-2017
278;047_71R_52.2;Schrey & Veit, VICON-AMSA 5RQ;0,057;4,375;28-6-2017
279;602_221BV_77.4;Schrey & Veit, VICON-AMSA 5RQ;0,137;0,335;28-6-2017
280;602_221AR_77.3;Schrey & Veit, VICON-AMSA 5RQ;0,237;0,434;28-6-2017
281;503_189L_40.9;Schrey & Veit, VICON-AMSA 5RQ;0,369;23,315;28-6-2017
282;503_191L_40.9;Schrey & Veit, VICON-AMSA 5RQ;0,36;23,338;28-6-2017
283;605_3AL_33.4;Schrey & Veit, VICON-AMSA 5RQ;0,027;0,516;28-6-2017
284;605_1BL_33.4;Schrey & Veit, VICON-AMSA 5RQ;0,215;6,745;28-6-2017
285;605_3BL_33.5;Schrey & Veit, VICON-AMSA 5RQ;0,308;6,868;28-6-2017
286;605_3BV_33.5;Schrey & Veit, VICON-AMSA 5RQ;0;0,459;28-6-2017
287;605_25BV_34.1;Schrey & Veit, VICON-AMSA 5RQ;0;0,083;28-6-2017
288;620_3AV_41.6;Schrey & Veit, VICON-AMSA 5RQ;0,295;5,01;28-6-2017
289;620_1AV_41.6;Schrey & Veit, VICON-AMSA 5RQ;0,295;5,012;28-6-2017
290;620_97BV_42.7;Schrey & Veit, VICON-AMSA 5RQ;0,034;14,421;28-6-2017
291;084_7BV_9.5;Schrey & Veit, VICON-AMSA 5RQ;0;0,562;28-6-2017
292;084_7AR_9.4;Schrey & Veit, VICON-AMSA 5RQ;0,027;0,556;28-6-2017
293;532_1061BR_12.0;Schrey & Veit, VICON-AMSA 5RQ;1,204;3,972;28-6-2017
294;101_1063L_12.3;Schrey & Veit, VICON-AMSA 5RQ;1,485;4,317;28-6-2017
295;101_1067BR_12.3;Schrey & Veit, VICON-AMSA 5RQ;1,485;4,552;28-6-2017
296;532_1037R_11.2;Schrey & Veit, VICON-AMSA 5RQ;0,448;3,46;28-6-2017
297;117_1BL_15.5;Schrey & Veit, VICON-AMSA 5RQ;0,048;5,625;28-6-2017
298;035_145BV_53.0;Schrey & Veit, VICON-AMSA 5RQ;0;7,558;28-6-2017
299;035_145AR_52.9;Schrey & Veit, VICON-AMSA 5RQ;0,027;7,672;28-6-2017
300;604_13AR_47.5;Schrey & Veit, VICON-AMSA 5RQ;0,202;0,637;28-6-2017
301;605_25BV_34.1;Schrey & Veit, VICON-AMSA 5RQ;0,084;3,084;28-6-2017
302;020_5V_60.3;Schrey & Veit, VICON-AMSA 5RQ;0,046;11,331;28-6-2017
